DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_82,Associated
0.0737,0.6669,NO
0.0652,0.8637,NO
0.1144,1.1446,NO
0.2164,1.5472,NO
0.0671,1.1714,NO
0.0906,1.104,NO
0.0589,0.7517,NO
0.0679,0.674,NO
0.1689,0.7875,NO
0.2469,3.3557,YES
0.0616,0.124,NO
0.33799999999999997,3.3788,YES
0.2427,0.4801,NO
0.2231,0.8031,NO
0.2223,0.4956,NO
0.1142,0.8096,NO
0.0706,1.1046,NO
0.1109,0.684,NO
0.0747,1.3168,NO
0.2179,0.6291,NO
0.1147,1.6541,NO
0.0779,3.0751,YES
0.0804,4.071000000000001,YES
0.1668,3.3413,YES
0.24,3.6175,YES
0.1573,0.9882,NO
0.0716,3.4854,YES
0.1205,1.0096,NO
0.1072,1.0441,YES
0.2444,1.9499,YES
0.3362,0.9903,NO
0.1579,0.6191,NO
0.1148,0.3451,NO
0.1112,1.0334,NO
0.3947,1.6666,YES
0.0957,0.9203,YES
0.1364,0.8462,NO
0.1056,0.3168,NO
0.0981,0.7632,NO
0.1058,0.3913,NO
0.1797,0.6145,NO
0.1526,0.6164,NO
0.1551,0.7295,NO
0.2811,1.3116,YES
0.0766,0.6888,NO
0.1126,1.7997,YES
0.0341,0.2181,NO
0.3399,1.7272,YES
0.0412,0.377,NO
0.1212,0.5872,NO
0.0769,0.5002,NO
0.1235,0.823,NO
0.0802,0.5503,NO
0.1903,0.8255,NO
0.1119,0.5479999999999999,NO
0.1008,1.0846,NO
0.0886,0.3226,NO
0.1534,0.4201,NO
0.1331,1.4762,NO
0.2865,1.9897,NO
0.1512,1.2923,NO
0.1666,1.4296,NO
0.1465,0.6485,NO
0.0509,0.35700000000000004,NO
0.2187,1.4674,NO
0.4574,3.1932,YES
0.1603,0.8614,NO
0.2015,3.2853,YES
0.205,0.6051,NO
0.2168,0.9102,NO
0.2136,0.5872,NO
0.1919,0.5492,NO
0.1533,1.5844,NO
0.1268,0.1836,NO
0.1947,1.7117,NO
0.1755,0.3681,NO
0.2202,1.8047,NO
0.4465,2.7482,YES
