DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_VSM_80,Associated
0.0737,0.0341,NO
0.0652,0.0188,NO
0.1144,0.102,NO
0.2164,0.2061,NO
0.0671,0.1663,NO
0.0906,0.1986,NO
0.0589,0.0568,NO
0.0679,0.0074,NO
0.1689,0.102,NO
0.2469,0.3805,YES
0.0616,0.1412,NO
0.33799999999999997,1.0,YES
0.2427,0.1937,NO
0.2231,0.1937,NO
0.2223,0.2038,NO
0.1142,0.0159,NO
0.0706,0.1663,NO
0.1109,0.0155,NO
0.0747,0.043,NO
0.2179,0.0351,NO
0.1147,0.1663,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.102,NO
0.0716,0.4096,YES
0.1205,0.1219,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.0944,NO
0.1579,0.1659,NO
0.1148,0.1344,NO
0.1112,0.1405,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.0944,NO
0.1056,0.1231,NO
0.0981,0.0449,NO
0.1058,0.1231,NO
0.1797,0.0995,NO
0.1526,0.1649,NO
0.1551,0.1835,NO
0.2811,0.3834,YES
0.0766,0.1659,NO
0.1126,1.0,YES
0.0341,0.1659,NO
0.3399,1.0,YES
0.0412,0.1659,NO
0.1212,0.1156,NO
0.0769,0.1231,NO
0.1235,0.0798,NO
0.0802,0.0611,NO
0.1903,0.1659,NO
0.1119,0.0889,NO
0.1008,0.1659,NO
0.0886,0.092,NO
0.1534,0.076,NO
0.1331,0.141,NO
0.2865,0.2653,NO
0.1512,0.1616,NO
0.1666,0.1373,NO
0.1465,0.1387,NO
0.0509,0.092,NO
0.2187,0.141,NO
0.4574,1.0,YES
0.1603,0.141,NO
0.2015,1.0,YES
0.205,0.1248,NO
0.2168,0.1766,NO
0.2136,0.0598,NO
0.1919,0.0831,NO
0.1533,0.2137,NO
0.1268,0.0807,NO
0.1947,0.2137,NO
0.1755,0.092,NO
0.2202,0.2137,NO
0.4465,1.0,YES
0.4252,0.5081,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2137,NO
0.1927,1.0,YES
0.1251,0.2137,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.0485,NO
0.1662,0.204,NO
0.1507,0.1268,NO
0.1441,0.1525,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.1525,NO
0.0952,0.1387,NO
0.1364,0.1525,NO
0.0887,0.1387,NO
0.2289,0.0995,NO
0.2088,0.1649,NO
0.2075,0.0437,NO
0.1923,0.3834,YES
0.0927,0.204,NO
0.0821,1.0,YES
0.0311,0.204,NO
0.3081,1.0,YES
0.0406,0.204,NO
0.1251,0.1841,NO
0.091,0.1387,NO
0.11800000000000001,0.1841,NO
