DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_57,Associated
0.0737,0.3496,NO
0.0652,0.2574,NO
0.1144,0.12,NO
0.2164,0.5644,NO
0.0671,0.2813,NO
0.0906,0.6333,NO
0.0589,0.4164,NO
0.0679,0.2574,NO
0.1689,0.4753,NO
0.2469,1.0,YES
0.0616,0.2887,NO
0.33799999999999997,1.0,YES
0.2427,0.3353,NO
0.2231,0.3824,NO
0.2223,0.2085,NO
0.1142,0.2574,NO
0.0706,0.4327,NO
0.1109,0.318,NO
0.0747,0.3844,NO
0.2179,0.1819,NO
0.1147,0.3438,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.4758,NO
0.0716,1.0,YES
0.1205,0.2458,NO
0.1072,0.9589,YES
0.2444,1.0,YES
0.3362,0.2893,NO
0.1579,0.2796,NO
0.1148,0.2165,NO
0.1112,0.2796,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2287,NO
0.1056,0.2425,NO
0.0981,0.2796,NO
0.1058,0.1443,NO
0.1797,0.301,NO
0.1526,0.3082,NO
0.1551,0.1872,NO
0.2811,1.0,YES
0.0766,0.1652,NO
0.1126,1.0,YES
0.0341,0.2796,NO
0.3399,1.0,YES
0.0412,0.2165,NO
0.1212,0.2425,NO
0.0769,0.2456,NO
0.1235,0.1388,NO
0.0802,0.2425,NO
0.1903,0.2673,NO
0.1119,0.2425,NO
0.1008,0.2796,NO
0.0886,0.3088,NO
0.1534,0.294,NO
0.1331,0.1889,NO
0.2865,0.5644,NO
0.1512,0.271,NO
0.1666,0.3753,NO
0.1465,0.3258,NO
0.0509,0.294,NO
0.2187,0.3028,NO
0.4574,1.0,YES
0.1603,0.3753,NO
0.2015,1.0,YES
0.205,0.2522,NO
0.2168,0.3673,NO
0.2136,0.1078,NO
0.1919,0.294,NO
0.1533,0.4175,NO
0.1268,0.3069,NO
0.1947,0.3753,NO
0.1755,0.1656,NO
0.2202,0.3765,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2575,NO
0.1927,1.0,YES
0.1251,0.3753,NO
0.1303,0.9589,YES
0.1814,1.0,YES
0.3356,0.3151,NO
0.1662,0.3559,NO
0.1507,0.1989,NO
0.1441,0.3559,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.2479,NO
0.0952,0.316,NO
0.1364,0.3559,NO
0.0887,0.188,NO
0.2289,0.1793,NO
0.2088,0.3413,NO
0.2075,0.0756,NO
0.1923,1.0,YES
0.0927,0.1759,NO
0.0821,1.0,YES
0.0311,0.3559,NO
0.3081,1.0,YES
0.0406,0.1617,NO
0.1251,0.316,NO
0.091,0.2456,NO
0.11800000000000001,0.1728,NO
0.1053,0.316,NO
0.2201,0.2673,NO
0.1351,0.316,NO
0.1328,0.3559,NO
0.0724,0.1749,NO
0.0244,0.0547,NO
0.1404,0.3116,YES
0.3348,0.7449,YES
0.2937,1.0,YES
0.14300000000000002,0.6191,YES
0.0826,0.3189,NO
0.013000000000000001,0.0821,NO
0.2103,0.3603,YES
0.1395,0.2629,NO
0.1325,0.6191,YES
0.1443,0.1729,NO
0.2165,0.1924,NO
0.1934,0.2632,NO
0.1934,0.1374,NO
0.0572,0.11199999999999999,NO
0.2318,0.7797,YES
0.0556,0.1081,NO
0.3609,1.0,YES
0.1417,0.1882,NO
0.255,1.0,YES
0.0522,0.1371,NO
0.0677,0.4291,NO
0.1439,0.3006,NO
0.0494,0.1202,NO
0.1715,0.3603,YES
0.0964,0.2838,NO
0.1343,0.6191,YES
0.1544,0.32,NO
0.0732,0.3331,NO
0.1975,0.1184,NO
0.2582,0.5644,NO
0.1977,0.3132,NO
0.1701,0.3946,NO
0.1684,0.3331,NO
0.1225,0.3331,NO
0.1458,0.3138,NO
0.4028,1.0,YES
0.1577,0.2887,NO
0.2904,1.0,YES
0.1987,0.3166,NO
0.1756,0.3375,NO
0.1689,0.3104,NO
0.054000000000000006,0.3331,NO
0.1469,0.4327,NO
0.0547,0.3331,NO
0.1082,0.3132,NO
0.2019,0.2866,NO
0.1293,0.3132,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.2964,NO
0.1753,1.0,YES
0.0979,0.2458,NO
0.0985,0.1918,NO
0.0774,0.1676,NO
0.1069,0.2644,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.5253,YES
0.0885,0.3189,NO
0.0604,0.1676,NO
0.2068,0.2746,YES
0.2598,0.433,NO
0.106,0.5253,YES
0.1459,0.4576,NO
0.2252,0.3335,NO
0.2571,0.3376,NO
0.2375,0.3108,NO
0.1453,0.1676,NO
0.2245,1.0,YES
0.141,0.1676,NO
0.2623,1.0,YES
0.142,0.1597,NO
0.2555,1.0,YES
0.2049,0.4576,NO
0.2206,0.5347,NO
0.2228,0.4576,NO
0.1032,0.4066,NO
0.1461,0.3057,YES
0.1116,0.4576,NO
0.1326,0.5253,YES
0.1415,0.3496,NO
0.0745,0.3096,NO
0.2381,0.2261,NO
0.19,0.5644,NO
0.1547,0.2813,NO
0.1997,0.6333,NO
0.1653,0.4164,NO
0.1536,0.2816,NO
0.1999,0.4753,NO
0.1989,1.0,YES
0.2045,0.42700000000000005,NO
0.2447,1.0,YES
0.2519,0.4316,NO
0.2036,0.4316,NO
0.2033,0.4018,NO
0.0533,0.3096,NO
0.105,0.36,NO
0.055999999999999994,0.3096,NO
0.1113,0.42700000000000005,NO
0.2256,0.3096,NO
0.0989,0.3438,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.4758,NO
0.1657,1.0,YES
0.1331,0.42700000000000005,NO
0.0949,0.2944,NO
0.1339,0.1374,NO
0.22399999999999998,0.1881,NO
0.1967,0.4156,NO
0.1436,0.4156,NO
0.2079,0.4569,NO
0.1339,0.3004,NO
0.0967,0.0856,NO
0.2198,0.3429,NO
0.3428,0.9199,YES
0.2344,0.3237,NO
0.1736,0.9199,YES
0.1331,0.22399999999999998,NO
0.0735,0.2759,NO
0.0647,0.0674,NO
0.204,0.1069,NO
0.1327,0.4156,NO
0.1655,0.2925,NO
0.31,0.4156,NO
0.1309,0.1069,NO
0.2819,0.253,NO
0.4042,0.7294,YES
0.3296,0.8367,YES
0.4941,0.7294,YES
0.1783,0.9199,YES
0.193,0.3745,NO
0.2673,0.7294,YES
0.1726,0.3745,NO
0.1439,0.32,NO
0.0769,0.307,NO
0.1953,0.242,NO
0.2342,0.5077,NO
0.2047,0.2688,NO
0.1823,0.4809,NO
0.1684,0.3056,NO
0.1204,0.2252,NO
0.1751,0.3138,NO
0.3579,1.0,YES
0.1828,0.4809,NO
0.2083,1.0,YES
0.2252,0.2912,NO
0.2041,0.3673,NO
0.2007,0.3547,NO
0.0498,0.307,NO
0.1415,0.4327,NO
0.0515,0.318,NO
0.1207,0.4809,NO
0.1912,0.307,NO
0.14,0.3827,NO
0.4038,1.0,YES
0.3494,0.9096,YES
0.2799,0.8995,YES
0.2675,1.0,YES
0.2206,0.2964,NO
0.2003,1.0,YES
0.1168,0.4809,NO
0.0727,0.3496,NO
0.0714,0.2562,NO
0.10800000000000001,0.1837,NO
0.2886,0.5644,NO
0.1427,0.2813,NO
0.0855,0.6333,NO
0.0605,0.4164,NO
0.0532,0.2562,NO
0.1421,0.4753,NO
0.4397,1.0,YES
0.0607,0.3649,NO
0.2347,1.0,YES
0.2118,0.3104,NO
0.2048,0.3824,NO
0.2045,0.0793,NO
0.0849,0.2562,NO
0.1035,0.4327,NO
0.0824,0.318,NO
0.0975,0.3844,NO
0.1702,0.1291,NO
0.1518,0.3438,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.4758,NO
0.1128,1.0,YES
0.099,0.3649,NO
0.1069,0.3527,NO
0.0451,0.2734,NO
0.5095,0.7838,YES
0.1431,1.0,YES
0.1227,0.5589,YES
0.2847,1.0,YES
0.2237,0.4093,NO
0.1065,0.2734,NO
0.3266,1.0,YES
0.0974,0.5358,NO
0.3289,1.0,YES
0.1059,0.1713,NO
0.2131,0.4524,NO
0.1496,0.4456,NO
0.1474,0.2417,NO
0.0902,0.2734,NO
0.0993,0.4942,YES
0.0875,0.2734,NO
0.2369,1.0,YES
0.2129,0.308,NO
0.1321,0.4542,YES
0.1271,0.5358,NO
0.08,0.462,NO
0.3025,0.6069,NO
0.12,0.5358,NO
0.3399,1.0,YES
0.2516,0.578,NO
0.2081,1.0,YES
0.1799,0.3527,NO
0.1547,0.1121,NO
0.3595,0.5022,YES
0.2156,0.6395,NO
0.1535,0.6395,NO
0.4159,0.8451,YES
0.1827,0.3898,NO
0.1097,0.0929,NO
0.5448,0.9051,YES
0.191,0.2378,NO
0.4381,0.6449,YES
0.1528,0.1713,NO
0.3264,0.5231,NO
0.3203,0.5231,NO
0.2648,0.3254,NO
0.171,0.184,NO
0.21899999999999997,0.6395,NO
0.1398,0.1067,NO
0.3673,0.6395,NO
0.1451,0.1244,NO
0.2637,0.3894,NO
0.1991,0.256,NO
0.1784,0.1863,NO
0.3767,0.518,NO
0.1917,0.1804,NO
0.3794,1.0,YES
0.3359,0.3853,NO
0.2874,1.0,YES
0.0798,0.2178,NO
0.0364,0.0856,NO
0.2475,0.5033,YES
0.2794,1.0,YES
0.2232,0.6940000000000001,YES
0.2213,1.0,YES
0.1233,0.344,NO
0.0474,0.1327,NO
0.2799,0.6149,YES
0.2328,0.6231,NO
0.2608,1.0,YES
0.1095,0.6083,NO
0.2365,0.3536,NO
0.2061,0.4308,NO
0.2048,0.4308,NO
0.0456,0.1171,NO
0.1795,1.0,YES
0.0442,0.1744,NO
0.27,1.0,YES
0.1224,0.304,NO
0.1913,1.0,YES
0.2397,0.6231,NO
0.2111,0.6083,NO
0.2935,0.6231,NO
0.1155,0.6231,NO
0.243,0.6149,YES
0.1959,0.6231,NO
0.198,1.0,YES
0.1636,0.2798,NO
0.1646,0.1504,NO
0.3881,0.5633,YES
0.1762,0.5554,NO
0.1649,0.5554,NO
0.4197,1.0,YES
0.1681,0.2752,NO
0.153,0.0584,NO
0.4738,0.784,YES
0.159,0.1589,NO
0.493,0.7795,YES
0.1456,0.1436,NO
0.2244,0.4162,NO
0.1542,0.3191,NO
0.1277,0.1542,NO
0.1775,0.1229,NO
0.2106,0.5554,NO
0.1654,0.1133,NO
0.3557,0.5554,NO
0.0902,0.1664,NO
0.2663,0.3382,NO
0.2218,0.2462,NO
0.1764,0.2106,NO
0.3901,0.415,NO
0.21600000000000003,0.242,NO
0.402,1.0,YES
0.3584,0.5169,NO
0.3239,0.7795,YES
0.0467,0.1085,NO
0.0184,0.1186,NO
0.0544,0.1718,YES
0.1967,0.7909,YES
0.1251,0.6940000000000001,YES
0.0526,0.2445,YES
0.0389,0.1186,NO
0.0098,0.1186,NO
0.1204,0.2236,YES
0.1152,0.1827,NO
0.0434,0.2445,YES
0.0994,0.1087,NO
0.171,0.2464,NO
0.1733,0.3376,NO
0.1785,0.3002,NO
0.0632,0.1186,NO
0.1652,1.0,YES
0.0614,0.1186,NO
0.1533,0.6162,YES
0.1347,0.0743,NO
0.1212,1.0,YES
0.015,0.1827,NO
0.0714,0.5347,NO
0.0698,0.3056,NO
0.035,0.1827,NO
0.0672,0.2813,YES
0.0378,0.1827,NO
0.0637,0.2445,YES
0.3024,0.9589,YES
0.0482,1.0,YES
0.3634,0.2893,NO
0.1548,0.3389,NO
0.1459,0.1894,NO
0.1506,0.3389,NO
0.2394,1.0,YES
0.3693,1.0,YES
0.1404,0.2009,NO
0.0758,0.2808,NO
0.1517,0.3389,NO
0.067,0.2273,NO
0.2131,0.3471,NO
0.16,0.4228,NO
0.1446,0.4228,NO
0.0844,1.0,YES
0.095,0.1675,NO
0.2419,1.0,YES
0.026000000000000002,0.3389,NO
0.2985,1.0,YES
0.0377,0.1676,NO
0.102,0.2808,NO
0.0927,0.2456,NO
0.1259,0.2273,NO
0.1193,0.2808,NO
0.2177,0.2673,NO
0.15,0.2808,NO
0.0996,0.3389,NO
0.0839,0.3133,NO
0.0672,0.146,NO
0.3068,0.5831,YES
0.1154,0.5502,YES
0.0802,0.3075,YES
0.3166,1.0,YES
0.0868,0.4093,NO
0.0677,0.08800000000000001,NO
0.5456,1.0,YES
0.0938,0.4779,NO
0.3771,1.0,YES
0.0765,0.3004,NO
0.3042,0.534,NO
0.1867,0.42,NO
0.2024,0.42,NO
0.084,0.1555,NO
0.1127,0.4049,YES
0.0773,0.1411,NO
0.3002,0.5502,YES
0.0821,0.308,NO
0.1969,0.3238,YES
0.1353,0.4779,NO
0.0942,0.3092,NO
0.3023,0.4779,NO
0.1177,0.4779,NO
0.2966,1.0,YES
0.2621,0.4951,NO
0.3631,1.0,YES
0.1178,0.3133,NO
0.0474,0.146,NO
0.4277,0.5831,YES
0.2214,1.0,YES
0.2007,0.5589,YES
0.2467,1.0,YES
0.2192,0.4093,NO
0.1165,0.1327,NO
0.3035,1.0,YES
0.1886,0.4565,NO
0.2922,1.0,YES
0.1088,0.4825,NO
0.2277,0.534,NO
0.1763,0.3865,NO
0.1744,0.2404,NO
0.0948,0.095,NO
0.152,0.4942,YES
0.0882,0.154,NO
0.2267,1.0,YES
0.1968,0.308,NO
0.1574,0.4542,YES
0.2134,0.4825,NO
0.1846,0.4825,NO
0.3004,0.4856,NO
0.1322,0.4324,NO
0.3039,1.0,YES
0.2341,0.4951,NO
0.2137,1.0,YES
0.1342,0.3133,NO
0.1099,0.1494,NO
0.526,0.5831,YES
0.1623,1.0,YES
0.1996,0.5589,YES
0.3297,1.0,YES
0.22699999999999998,0.4093,NO
0.1622,0.1494,NO
0.3372,1.0,YES
0.1102,0.5289,NO
0.3901,1.0,YES
0.1022,0.4318,NO
0.1483,0.534,NO
0.0862,0.3856,NO
0.0629,0.1849,NO
0.2034,0.1494,NO
0.1682,0.5239,YES
0.1975,0.154,NO
0.3422,1.0,YES
0.1773,0.304,NO
0.2514,0.4542,YES
0.1754,0.5289,NO
0.1301,0.462,NO
0.3619,0.5289,NO
0.1715,0.5289,NO
0.3452,1.0,YES
0.3259,0.5289,NO
0.258,1.0,YES
0.0709,0.3527,NO
0.0732,0.1451,NO
0.3094,0.5435,YES
0.1091,1.0,YES
0.0665,0.5589,YES
0.2941,1.0,YES
0.0664,0.3898,NO
0.0556,0.1327,NO
0.5229,0.9305,YES
0.1003,0.4462,NO
0.3604,1.0,YES
0.08800000000000001,0.1713,NO
0.2859,0.4969,NO
0.1263,0.4456,NO
0.1497,0.2744,NO
0.1047,0.184,NO
0.1031,0.4942,YES
0.1016,0.154,NO
0.3066,1.0,YES
0.0639,0.308,NO
0.2147,0.4542,YES
0.1277,0.4462,NO
0.0813,0.462,NO
0.3135,0.518,NO
0.1095,0.4462,NO
0.302,1.0,YES
0.2369,0.4987,NO
0.4263,1.0,YES
0.1151,0.27,NO
0.0905,0.1881,NO
0.1028,0.4187,YES
0.3566,1.0,YES
0.2651,1.0,YES
0.1542,0.44299999999999995,YES
0.094,0.1901,NO
0.0554,0.1881,NO
0.2037,0.4664,YES
0.1971,0.3519,NO
0.1126,0.44299999999999995,YES
0.1418,0.2377,NO
0.2488,0.3575,NO
0.2731,0.3575,NO
0.2523,0.2224,NO
0.1698,0.1881,NO
0.2266,1.0,YES
0.1648,0.1881,NO
0.2745,1.0,YES
0.1508,0.1512,NO
0.2653,0.6089,YES
0.1206,0.3519,NO
0.1613,0.3023,NO
0.1611,0.2377,NO
0.1018,0.3519,NO
0.152,0.2578,YES
0.1186,0.4382,NO
0.1207,0.44299999999999995,YES
0.1201,0.27,NO
0.10300000000000001,0.0935,NO
0.254,0.5033,YES
0.3285,1.0,YES
0.3624,1.0,YES
0.2593,1.0,YES
0.0981,0.344,NO
0.0792,0.1327,NO
0.2917,0.5227,YES
0.1836,0.3027,NO
0.3039,1.0,YES
0.1342,0.1702,NO
0.1448,0.3031,NO
0.1036,0.226,NO
0.0702,0.11800000000000001,NO
0.1825,0.1729,NO
0.2937,1.0,YES
0.1772,0.1669,NO
0.5728,1.0,YES
0.0892,0.304,NO
0.4594,0.6695,YES
0.1677,0.1556,NO
0.1461,0.462,NO
0.2985,0.4856,NO
0.1348,0.1856,NO
0.2479,0.5820000000000001,YES
0.2298,0.4444,NO
0.2345,1.0,YES
0.08900000000000001,0.267,NO
0.0394,0.0406,NO
0.1381,0.3578,NO
0.2108,0.2654,NO
0.0676,0.2507,NO
0.0957,0.4627,NO
0.0963,0.4356,NO
0.0435,0.1364,NO
0.2592,0.2725,NO
0.1291,0.1752,NO
0.0785,0.3096,NO
0.1052,0.2082,NO
0.4225,1.0,YES
0.3368,1.0,YES
0.3938,0.7691,YES
0.0766,0.1649,NO
0.0711,0.2904,NO
0.0797,0.1593,NO
0.0531,0.2654,NO
0.1551,0.2378,NO
0.077,0.2904,NO
0.0463,0.1636,NO
0.0745,0.1636,NO
0.1014,0.3189,NO
0.0541,0.1088,NO
0.1685,0.3647,NO
0.0541,0.1636,NO
0.2105,0.368,NO
0.1239,0.2917,YES
0.289,1.0,YES
0.2752,0.3151,NO
0.1653,0.1304,NO
0.0814,0.175,NO
0.0623,0.16699999999999998,NO
0.32899999999999996,1.0,YES
0.1249,1.0,YES
0.0968,0.1287,NO
0.1519,0.158,NO
0.0533,0.087,NO
0.1784,0.1102,NO
0.1661,0.2437,NO
0.1504,0.3413,NO
0.1562,0.2592,NO
0.3075,1.0,YES
0.0597,0.14,NO
0.1815,1.0,YES
0.0336,0.175,NO
0.3735,0.504,YES
0.0877,0.175,NO
0.1163,0.1769,NO
0.0418,0.078,NO
0.1354,0.1206,NO
0.0948,0.1206,NO
0.1407,0.2189,NO
0.0821,0.2142,NO
0.0894,0.124,NO
0.0416,0.27,NO
0.0131,0.1474,NO
0.1203,0.5033,YES
0.2886,1.0,YES
0.2879,1.0,YES
0.1294,1.0,YES
0.0498,0.344,NO
0.0139,0.1327,NO
0.1999,0.5227,YES
0.1109,0.3027,NO
0.1389,1.0,YES
0.0996,0.1702,NO
0.1977,0.3934,NO
0.1726,0.3934,NO
0.1805,0.2447,NO
0.0204,0.1729,NO
0.2123,1.0,YES
0.0198,0.1669,NO
0.3536,1.0,YES
0.1039,0.304,NO
0.2827,1.0,YES
0.0426,0.1166,NO
0.0387,0.5347,NO
0.1228,0.4856,NO
0.0373,0.1856,NO
0.1359,0.5820000000000001,YES
0.0808,0.4444,NO
0.1119,1.0,YES
0.3458,0.9589,YES
0.0264,1.0,YES
0.3473,0.2893,NO
0.1555,0.2044,NO
0.0906,0.1473,NO
0.107,0.1533,NO
0.226,0.7969,YES
0.4184,0.7969,YES
0.1111,0.2279,NO
0.1017,0.1616,NO
0.09699999999999999,0.2011,NO
0.1058,0.0433,NO
0.1741,0.1793,NO
0.1373,0.2456,NO
0.132,0.0756,NO
0.1138,1.0,YES
0.0766,0.0785,NO
0.3242,1.0,YES
0.0297,0.1259,NO
0.3407,1.0,YES
