DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_27,Associated
0.0737,0.8458,NO
0.0652,0.2873,NO
0.1144,0.6731,NO
0.2164,0.4999,NO
0.0671,0.8058,NO
0.0906,0.4163,NO
0.0589,0.7078,NO
0.0679,0.4365,NO
0.1689,0.6037,NO
0.2469,2.4211,YES
0.0616,0.5176,NO
0.33799999999999997,1.3906,YES
0.2427,0.3872,NO
0.2231,0.4118,NO
0.2223,0.0286,NO
0.1142,0.6353,NO
0.0706,1.0793,NO
0.1109,0.5882,NO
0.0747,0.5734,NO
0.2179,0.586,NO
0.1147,0.6082,NO
0.0779,2.3756,YES
0.0804,2.2115,YES
0.1668,2.0529,YES
0.24,1.6956,YES
0.1573,0.6461,NO
0.0716,1.8739,YES
0.1205,0.6832,NO
0.1072,3.1351,YES
0.2444,2.1841,YES
0.3362,1.2103,NO
0.1579,1.0314,NO
0.1148,0.5118,NO
0.1112,1.0498,NO
0.3947,2.5328,YES
0.0957,2.7473,YES
0.1364,1.1772,NO
0.1056,0.9546,NO
0.0981,0.6447,NO
0.1058,0.6597,NO
0.1797,0.6289,NO
0.1526,0.8042,NO
0.1551,0.3495,NO
0.2811,3.0965,YES
0.0766,0.7105,NO
0.1126,2.2872,YES
0.0341,0.4624,NO
0.3399,2.3679,YES
0.0412,1.0355,NO
0.1212,1.0303,NO
0.0769,1.4226,NO
0.1235,1.2213,NO
0.0802,0.716,NO
0.1903,0.9831,NO
0.1119,1.0942,NO
0.1008,0.7178,NO
0.0886,1.2091,NO
0.1534,0.6514,NO
0.1331,1.943,NO
0.2865,1.6413,NO
0.1512,1.4519,NO
0.1666,1.515,NO
0.1465,1.1199,NO
0.0509,0.6364,NO
0.2187,2.2929,NO
0.4574,4.3502,YES
0.1603,1.7323,NO
0.2015,2.1078,YES
0.205,0.9879,NO
0.2168,0.8396,NO
0.2136,0.36,NO
0.1919,0.6554,NO
0.1533,2.0531,NO
0.1268,0.5195,NO
0.1947,1.3716,NO
0.1755,0.6848,NO
0.2202,1.412,NO
0.4465,4.3416,YES
0.4252,3.9608,YES
0.3653,3.8560000000000003,YES
0.1771,2.4484,YES
0.1659,1.7451,NO
0.1927,3.6218,YES
0.1251,1.8335,NO
0.1303,2.7312,YES
0.1814,1.6723,YES
0.3356,0.9853,NO
0.1662,0.6436,NO
0.1507,0.3241,NO
0.1441,0.7685,NO
0.3435,1.9707,YES
0.1243,2.2052,YES
0.1731,0.8227,NO
0.0952,0.1083,NO
0.1364,0.4499,NO
0.0887,0.22399999999999998,NO
0.2289,0.5103,NO
0.2088,0.6707,NO
0.2075,0.4739,NO
0.1923,2.6218,YES
0.0927,0.4407,NO
0.0821,2.1072,YES
0.0311,0.2803,NO
0.3081,1.9807,YES
0.0406,0.7245,NO
0.1251,0.4032,NO
0.091,0.895,NO
0.11800000000000001,0.6307,NO
0.1053,0.331,NO
0.2201,0.6447,NO
0.1351,0.5761,NO
0.1328,0.5779,NO
0.0724,0.9397,NO
0.0244,0.3577,NO
0.1404,1.7979,YES
0.3348,3.94,YES
0.2937,3.1194,YES
0.14300000000000002,1.8172,YES
0.0826,1.4839,NO
0.013000000000000001,0.1755,NO
0.2103,1.4594,YES
0.1395,1.1996,NO
0.1325,2.0580000000000003,YES
0.1443,0.5706,NO
0.2165,1.5430000000000001,NO
0.1934,1.2021,NO
0.1934,0.6765,NO
0.0572,0.4974,NO
0.2318,3.7866,YES
0.0556,0.4688,NO
0.3609,3.1913,YES
0.1417,0.608,NO
0.255,4.0741,YES
0.0522,1.1395,NO
0.0677,0.8687,NO
0.1439,1.1473,NO
0.0494,0.9981,NO
0.1715,1.4288,YES
0.0964,0.8781,NO
0.1343,2.1706,YES
0.1544,1.6998,NO
0.0732,0.8547,NO
0.1975,1.6528,NO
0.2582,1.6096,NO
0.1977,1.5238,NO
0.1701,1.3746,NO
0.1684,1.5172,NO
0.1225,0.9918,NO
0.1458,1.8967,NO
0.4028,3.8812,YES
0.1577,1.2943,NO
0.2904,1.9894,YES
0.1987,1.0412,NO
0.1756,0.8638,NO
0.1689,0.3851,NO
0.054000000000000006,1.2492,NO
0.1469,2.2705,NO
0.0547,1.0299,NO
0.1082,1.3634,NO
0.2019,1.1512,NO
0.1293,1.7217,NO
0.3897,3.9691,YES
0.3612,3.6802,YES
0.2791,3.4011,YES
0.2894,2.3712,YES
0.2226,1.5104,NO
0.1753,3.2946,YES
0.0979,1.4609,NO
0.0985,0.9838,NO
0.0774,0.4061,NO
0.1069,1.4211,YES
0.3647,3.2814,YES
0.2531,2.5175,YES
0.1331,1.295,YES
0.0885,1.2847,NO
0.0604,0.2627,NO
0.2068,1.2068,YES
0.2598,1.8656,NO
0.106,1.4068,YES
0.1459,0.8665,NO
0.2252,1.2278,NO
0.2571,0.8659,NO
0.2375,0.4063,NO
0.1453,0.5334,NO
0.2245,3.4642,YES
0.141,0.5197,NO
0.2623,2.6403,YES
0.142,0.5108,NO
0.2555,3.387,YES
0.2049,2.0201,NO
0.2206,1.5830000000000002,NO
0.2228,1.605,NO
0.1032,1.3875,NO
0.1461,1.1231,YES
0.1116,1.3111,NO
0.1326,1.6302,YES
0.1415,1.2083,NO
0.0745,0.6191,NO
0.2381,1.5885,NO
0.19,0.6936,NO
0.1547,0.7986,NO
0.1997,1.2839,NO
0.1653,1.2302,NO
0.1536,0.6898,NO
0.1999,1.7914,NO
0.1989,2.3569,YES
0.2045,1.3304,NO
0.2447,1.5206,YES
0.2519,0.7957,NO
0.2036,1.1066,NO
0.2033,0.4804,NO
0.0533,0.813,NO
0.105,0.9514,NO
0.055999999999999994,0.8062,NO
0.1113,0.5702,NO
0.2256,0.7059,NO
0.0989,0.8813,NO
0.1879,2.4856,YES
0.1445,2.3118,YES
