DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_VSM_91,Associated
0.0737,0.2201,NO
0.0652,0.2201,NO
0.1144,0.1281,NO
0.2164,0.2553,NO
0.0671,0.1965,NO
0.0906,0.1415,NO
0.0589,0.1963,NO
0.0679,0.2201,NO
0.1689,0.2186,NO
0.2469,0.6882,YES
0.0616,0.1144,NO
0.33799999999999997,1.0,YES
0.2427,0.3126,NO
0.2231,0.3391,NO
0.2223,0.3391,NO
0.1142,0.2201,NO
0.0706,0.2553,NO
0.1109,0.2201,NO
0.0747,0.2553,NO
0.2179,0.2508,NO
0.1147,0.2553,NO
0.0779,1.0,YES
0.0804,0.5954,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1008,NO
0.0716,1.0,YES
0.1205,0.2183,NO
0.1072,0.405,YES
0.2444,1.0,YES
0.3362,0.4007,NO
0.1579,0.2707,NO
0.1148,0.27899999999999997,NO
0.1112,0.4007,NO
0.3947,1.0,YES
0.0957,0.405,YES
0.1364,0.4007,NO
0.1056,0.2082,NO
0.0981,0.3,NO
0.1058,0.1086,NO
0.1797,0.1441,NO
0.1526,0.1558,NO
0.1551,0.0897,NO
0.2811,1.0,YES
0.0766,0.2735,NO
0.1126,0.405,YES
0.0341,0.2676,NO
0.3399,0.8571,YES
0.0412,0.3639,NO
0.1212,0.2082,NO
0.0769,0.2082,NO
0.1235,0.2082,NO
0.0802,0.2082,NO
0.1903,0.4007,NO
0.1119,0.147,NO
0.1008,0.3639,NO
0.0886,0.2057,NO
0.1534,0.3011,NO
0.1331,0.6593,NO
0.2865,0.6139,NO
0.1512,0.3369,NO
0.1666,0.3329,NO
0.1465,0.21600000000000003,NO
0.0509,0.0976,NO
0.2187,0.444,NO
0.4574,1.0,YES
0.1603,0.3451,NO
0.2015,1.0,YES
0.205,0.1773,NO
0.2168,0.2085,NO
0.2136,0.1924,NO
0.1919,0.3123,NO
0.1533,0.2302,NO
0.1268,0.2774,NO
0.1947,0.3757,NO
0.1755,0.2508,NO
0.2202,0.4531,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.5187,NO
0.1927,1.0,YES
0.1251,0.3939,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.2767,NO
0.1662,0.3514,NO
0.1507,0.3514,NO
0.1441,0.4039,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.4748,NO
0.0952,0.1717,NO
0.1364,0.4748,NO
0.0887,0.1135,NO
0.2289,0.2052,NO
0.2088,0.2016,NO
0.2075,0.1411,NO
0.1923,1.0,YES
0.0927,0.3514,NO
0.0821,1.0,YES
0.0311,0.3514,NO
0.3081,1.0,YES
0.0406,0.3514,NO
0.1251,0.4197,NO
0.091,0.2469,NO
0.11800000000000001,0.4197,NO
0.1053,0.4197,NO
0.2201,0.4748,NO
0.1351,0.4197,NO
0.1328,0.4632,NO
0.0724,0.1709,NO
0.0244,0.1663,NO
0.1404,0.7346,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.7346,YES
0.0826,0.257,NO
0.013000000000000001,0.1663,NO
0.2103,0.7346,YES
0.1395,0.1552,NO
0.1325,0.5679,YES
0.1443,0.1181,NO
0.2165,0.3291,NO
0.1934,0.3179,NO
0.1934,0.3291,NO
0.0572,0.1663,NO
0.2318,1.0,YES
0.0556,0.1663,NO
0.3609,1.0,YES
0.1417,0.3664,NO
0.255,1.0,YES
0.0522,0.2736,NO
0.0677,0.2734,NO
0.1439,0.3867,NO
0.0494,0.2429,NO
0.1715,0.5192,YES
0.0964,0.1917,NO
0.1343,0.7346,YES
0.1544,0.2719,NO
0.0732,0.3133,NO
0.1975,0.4056,NO
0.2582,0.6139,NO
0.1977,0.3369,NO
0.1701,0.3464,NO
0.1684,0.1895,NO
0.1225,0.2719,NO
0.1458,0.2731,NO
0.4028,1.0,YES
0.1577,0.3591,NO
0.2904,1.0,YES
0.1987,0.078,NO
0.1756,0.2012,NO
0.1689,0.0414,NO
0.054000000000000006,0.3249,NO
0.1469,0.3054,NO
0.0547,0.2886,NO
0.1082,0.391,NO
0.2019,0.2719,NO
0.1293,0.4715,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.3191,NO
0.1753,1.0,YES
0.0979,0.2574,NO
0.0985,0.1709,NO
0.0774,0.2183,NO
0.1069,0.8266,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.8266,YES
0.0885,0.257,NO
0.0604,0.1105,NO
0.2068,0.8266,YES
0.2598,0.6903,NO
0.106,0.5679,YES
0.1459,0.6968,NO
0.2252,0.16699999999999998,NO
0.2571,0.1481,NO
0.2375,0.0774,NO
0.1453,0.2264,NO
0.2245,1.0,YES
0.141,0.2011,NO
0.2623,1.0,YES
0.142,0.4123,NO
0.2555,1.0,YES
0.2049,0.6968,NO
0.2206,0.6903,NO
0.2228,0.6903,NO
0.1032,0.6903,NO
0.1461,0.5843,YES
0.1116,0.6968,NO
0.1326,0.8266,YES
0.1415,0.2332,NO
0.0745,0.2148,NO
0.2381,0.3398,NO
0.19,0.6139,NO
0.1547,0.3369,NO
0.1997,0.2758,NO
0.1653,0.2004,NO
0.1536,0.2332,NO
0.1999,0.284,NO
0.1989,1.0,YES
0.2045,0.2758,NO
0.2447,1.0,YES
0.2519,0.406,NO
0.2036,0.4406,NO
0.2033,0.4406,NO
0.0533,0.2332,NO
0.105,0.2125,NO
0.055999999999999994,0.22399999999999998,NO
0.1113,0.1949,NO
0.2256,0.2508,NO
0.0989,0.1039,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.2758,NO
0.1657,1.0,YES
0.1331,0.2836,NO
0.0949,0.2057,NO
0.1339,0.3133,NO
0.22399999999999998,0.6593,NO
0.1967,0.4834,NO
0.1436,0.2874,NO
0.2079,0.4039,NO
0.1339,0.1963,NO
0.0967,0.1016,NO
0.2198,0.444,NO
0.3428,0.8445,YES
0.2344,0.4039,NO
0.1736,1.0,YES
0.1331,0.18899999999999997,NO
0.0735,0.2085,NO
0.0647,0.1176,NO
0.204,0.3249,NO
0.1327,0.2517,NO
0.1655,0.2886,NO
0.31,0.391,NO
0.1309,0.2508,NO
0.2819,0.4715,NO
0.4042,1.0,YES
0.3296,0.8945,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.5187,NO
0.2673,1.0,YES
0.1726,0.3939,NO
0.1439,0.1503,NO
0.0769,0.2036,NO
0.1953,0.4413,NO
0.2342,0.6139,NO
0.2047,0.3384,NO
0.1823,0.4413,NO
0.1684,0.1963,NO
0.1204,0.0804,NO
0.1751,0.4413,NO
0.3579,1.0,YES
0.1828,0.2773,NO
0.2083,1.0,YES
0.2252,0.2729,NO
0.2041,0.2636,NO
0.2007,0.2729,NO
0.0498,0.2111,NO
