DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_91,Associated
0.0737,0.5249,NO
0.0652,0.4622,NO
0.1144,0.2664,NO
0.2164,0.7382,NO
0.0671,1.3561,NO
0.0906,0.6832,NO
0.0589,0.4674,NO
0.0679,0.1846,NO
0.1689,0.662,NO
0.2469,2.2842,YES
0.0616,0.6384,NO
0.33799999999999997,1.8695,YES
0.2427,0.9405,NO
0.2231,1.0049,NO
0.2223,1.1038,NO
0.1142,0.3604,NO
0.0706,1.3537,NO
0.1109,0.3683,NO
0.0747,1.0583,NO
0.2179,0.1636,NO
0.1147,1.0795,NO
0.0779,2.5523,YES
0.0804,2.6684,YES
0.1668,2.6836,YES
0.24,2.4644,YES
0.1573,0.7953,NO
0.0716,1.0659,YES
0.1205,1.0983,NO
0.1072,2.1684,YES
0.2444,3.2504,YES
0.3362,1.0656,NO
0.1579,0.6405,NO
0.1148,0.7621,NO
0.1112,1.3442,NO
0.3947,1.7708,YES
0.0957,3.0486,YES
0.1364,1.1019,NO
0.1056,0.5767,NO
0.0981,1.1538,NO
0.1058,0.4696,NO
0.1797,0.2215,NO
0.1526,0.1223,NO
0.1551,0.4549,NO
0.2811,2.3809,YES
0.0766,0.7495,NO
0.1126,2.358,YES
0.0341,1.1722,NO
0.3399,3.2041,YES
0.0412,0.4656,NO
0.1212,0.6636,NO
0.0769,0.8727,NO
0.1235,1.2007,NO
0.0802,0.8999,NO
0.1903,1.4111,NO
0.1119,0.9503,NO
0.1008,1.3462,NO
0.0886,0.4522,NO
0.1534,0.8719,NO
0.1331,0.6473,NO
0.2865,0.8319,NO
0.1512,1.6367,NO
0.1666,1.9307,NO
0.1465,1.207,NO
0.0509,0.4214,NO
0.2187,1.4325,NO
0.4574,3.7708,YES
0.1603,1.2956,NO
0.2015,2.4503,YES
0.205,0.5451,NO
0.2168,0.5625,NO
0.2136,0.5222,NO
0.1919,0.7281,NO
0.1533,1.0647,NO
0.1268,0.3744,NO
0.1947,1.7385,NO
0.1755,0.5429999999999999,NO
0.2202,1.2368,NO
0.4465,3.8393,YES
0.4252,3.86,YES
0.3653,4.5005,YES
0.1771,3.4338,YES
0.1659,1.8330000000000002,NO
0.1927,2.7081,YES
0.1251,1.7134,NO
0.1303,2.14,YES
0.1814,2.8371,YES
0.3356,1.0161,NO
0.1662,0.7588,NO
0.1507,1.036,NO
0.1441,1.6521,NO
0.3435,1.7405,YES
0.1243,2.7145,YES
0.1731,1.9782,NO
0.0952,0.5148,NO
0.1364,1.4963,NO
0.0887,0.4,NO
0.2289,0.7917,NO
0.2088,1.0257,NO
0.2075,1.1436,NO
0.1923,1.9509999999999998,YES
0.0927,1.4679,NO
0.0821,2.0152,YES
0.0311,1.2995,NO
0.3081,2.6705,YES
0.0406,0.9265,NO
0.1251,0.6834,NO
0.091,0.9324,NO
0.11800000000000001,1.2804,NO
0.1053,0.9501,NO
0.2201,1.6464,NO
0.1351,0.8265,NO
0.1328,2.1359,NO
0.0724,0.4737,NO
0.0244,0.9529,NO
0.1404,1.2844,YES
0.3348,3.8869,YES
0.2937,3.5842,YES
0.14300000000000002,1.0856,YES
0.0826,0.8682,NO
0.013000000000000001,0.3102,NO
0.2103,1.4679,YES
0.1395,0.4009,NO
0.1325,1.403,YES
0.1443,0.4017,NO
0.2165,0.8899,NO
0.1934,0.6579,NO
0.1934,0.8641,NO
0.0572,0.258,NO
0.2318,4.3165,YES
0.0556,0.35100000000000003,NO
0.3609,4.7239,YES
0.1417,0.7528,NO
0.255,4.2496,YES
0.0522,0.6989,NO
0.0677,1.1965,NO
0.1439,1.462,NO
0.0494,0.7983,NO
0.1715,1.5931,YES
0.0964,1.1772,NO
0.1343,1.8012,YES
0.1544,0.568,NO
0.0732,0.9232,NO
0.1975,0.3008,NO
0.2582,1.0386,NO
0.1977,1.8130000000000002,NO
0.1701,1.4291,NO
0.1684,1.0151,NO
0.1225,0.5182,NO
0.1458,0.8649,NO
0.4028,3.7424,YES
0.1577,0.9573,NO
0.2904,2.3982,YES
0.1987,0.3132,NO
0.1756,0.4612,NO
0.1689,0.4951,NO
