DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_19,Associated
0.0737,1.218,NO
0.0652,0.2184,NO
0.1144,0.9721,NO
0.2164,1.7846,NO
0.0671,1.1015,NO
0.0906,1.254,NO
0.0589,0.7516,NO
0.0679,0.4972,NO
0.1689,1.0976,NO
0.2469,2.2032,YES
0.0616,1.0618,NO
0.33799999999999997,1.7080000000000002,YES
0.2427,0.7551,NO
0.2231,1.2909,NO
0.2223,0.4719,NO
0.1142,0.6881,NO
0.0706,1.2424,NO
0.1109,0.6933,NO
0.0747,1.3623,NO
0.2179,0.4782,NO
0.1147,1.6131,NO
0.0779,1.3691,YES
0.0804,1.6592,YES
0.1668,2.0925,YES
0.24,1.8759,YES
0.1573,1.1974,NO
0.0716,1.4272,YES
0.1205,1.0123,NO
0.1072,1.8377,YES
0.2444,1.0968,YES
0.3362,0.9609,NO
0.1579,0.7874,NO
0.1148,0.6812,NO
0.1112,1.2733,NO
0.3947,1.5275,YES
0.0957,0.6798,YES
0.1364,1.0641,NO
0.1056,0.8096,NO
0.0981,0.9423,NO
0.1058,0.6392,NO
0.1797,0.4156,NO
0.1526,0.8175,NO
0.1551,0.1082,NO
0.2811,1.4019,YES
0.0766,0.8074,NO
0.1126,0.9107,YES
0.0341,0.8523,NO
0.3399,1.0328,YES
0.0412,1.1004,NO
0.1212,0.703,NO
0.0769,0.8907,NO
0.1235,1.0735,NO
0.0802,0.6686,NO
0.1903,0.9038,NO
0.1119,0.5392,NO
0.1008,1.1954,NO
0.0886,0.9242,NO
0.1534,0.6155,NO
0.1331,1.1307,NO
0.2865,1.071,NO
0.1512,0.4702,NO
0.1666,1.5778,NO
0.1465,0.8896,NO
0.0509,0.0843,NO
0.2187,1.2192,NO
0.4574,3.1815,YES
0.1603,1.3383,NO
0.2015,3.0799,YES
0.205,0.6558,NO
0.2168,1.0788,NO
0.2136,0.1205,NO
0.1919,1.0031,NO
0.1533,0.8981,NO
0.1268,0.2674,NO
0.1947,0.5376,NO
0.1755,0.3015,NO
0.2202,0.8540000000000001,NO
0.4465,2.4308,YES
0.4252,3.0634,YES
0.3653,3.2515,YES
0.1771,3.0439999999999996,YES
0.1659,1.0464,NO
0.1927,2.8179,YES
0.1251,1.3947,NO
0.1303,2.6693,YES
0.1814,1.1272,YES
0.3356,1.2790000000000001,NO
0.1662,0.7966,NO
0.1507,0.9285,NO
0.1441,1.4561,NO
0.3435,1.7485,YES
0.1243,1.4196,YES
0.1731,1.1372,NO
0.0952,0.8464,NO
0.1364,1.1739,NO
0.0887,0.5925,NO
0.2289,0.7858,NO
0.2088,1.3285,NO
0.2075,0.619,NO
0.1923,1.6359,YES
0.0927,0.9478,NO
0.0821,1.6308,YES
0.0311,0.9381,NO
0.3081,1.7172,YES
0.0406,1.141,NO
0.1251,0.5952,NO
0.091,0.9605,NO
0.11800000000000001,1.1238,NO
0.1053,0.7422,NO
0.2201,1.1289,NO
0.1351,0.7749,NO
0.1328,1.261,NO
0.0724,1.7949,NO
0.0244,0.4472,NO
0.1404,1.7293,YES
0.3348,4.5576,YES
0.2937,3.6519999999999997,YES
0.14300000000000002,2.0676,YES
0.0826,1.2399,NO
0.013000000000000001,0.5818,NO
0.2103,1.8911,YES
0.1395,1.2702,NO
0.1325,2.3324,YES
0.1443,0.7629,NO
0.2165,0.8172,NO
0.1934,1.3564,NO
0.1934,0.2615,NO
0.0572,0.8667,NO
0.2318,3.2108,YES
0.0556,0.6262,NO
0.3609,4.1123,YES
0.1417,0.7165,NO
0.255,4.1758,YES
0.0522,0.9593,NO
0.0677,0.7406,NO
0.1439,1.3194,NO
0.0494,0.7365,NO
0.1715,2.1115,YES
0.0964,1.1534,NO
0.1343,1.7688,YES
0.1544,1.2559,NO
0.0732,0.4154,NO
0.1975,0.9014,NO
0.2582,1.9455,NO
0.1977,0.9432,NO
0.1701,1.2123,NO
0.1684,0.8825,NO
0.1225,0.4162,NO
0.1458,0.8799,NO
0.4028,3.7576,YES
0.1577,1.0002,NO
0.2904,3.3604,YES
0.1987,1.3231,NO
0.1756,1.5573,NO
0.1689,0.7123,NO
0.054000000000000006,0.8077,NO
0.1469,1.2069,NO
0.0547,0.5827,NO
0.1082,1.1586,NO
0.2019,0.3671,NO
0.1293,1.5116,NO
0.3897,2.6301,YES
0.3612,3.2006,YES
0.2791,3.313,YES
0.2894,3.2525,YES
0.2226,0.6805,NO
0.1753,3.0919,YES
0.0979,0.8857,NO
0.0985,1.2586,NO
0.0774,0.2797,NO
0.1069,1.3524,YES
0.3647,3.675,YES
0.2531,2.9024,YES
0.1331,1.5468,YES
0.0885,0.9279999999999999,NO
0.0604,0.2995,NO
0.2068,1.4084,YES
0.2598,0.9014,NO
0.106,1.6104,YES
0.1459,0.4658,NO
0.2252,0.6426,NO
0.2571,0.7939,NO
0.2375,0.1738,NO
0.1453,0.5684,NO
0.2245,2.3358,YES
0.141,0.2842,NO
0.2623,3.6072,YES
0.142,0.4852,NO
0.2555,3.4789,YES
0.2049,0.5956,NO
0.2206,0.4078,NO
0.2228,0.6557,NO
0.1032,0.2123,NO
0.1461,1.2366,YES
0.1116,0.615,NO
0.1326,1.2684,YES
0.1415,1.2883,NO
0.0745,0.6729,NO
0.2381,1.3725,NO
0.19,1.9658,NO
0.1547,0.9517,NO
0.1997,2.0261,NO
0.1653,1.1008,NO
0.1536,0.5532,NO
0.1999,1.2731,NO
0.1989,4.0756,YES
0.2045,1.3274,NO
0.2447,3.7049,YES
0.2519,1.2536,NO
0.2036,1.4563,NO
0.2033,0.4812,NO
0.0533,1.0742,NO
0.105,1.0494,NO
0.055999999999999994,0.7429,NO
0.1113,1.1042,NO
0.2256,0.5055,NO
0.0989,1.4987,NO
0.1879,2.8016,YES
0.1445,3.6342,YES
0.1901,3.5922,YES
0.3108,3.2198,YES
0.2405,0.8968,NO
0.1657,3.3985,YES
0.1331,1.2776,NO
0.0949,0.7846,NO
0.1339,0.3288,NO
0.22399999999999998,1.7752,NO
0.1967,2.1641,NO
0.1436,1.2753,NO
0.2079,2.2602,NO
0.1339,0.7898,NO
0.0967,0.2887,NO
0.2198,1.693,NO
0.3428,2.9863,YES
0.2344,2.2339,NO
0.1736,2.821,YES
0.1331,0.909,NO
0.0735,1.186,NO
0.0647,0.214,NO
0.204,0.7924,NO
0.1327,1.4748,NO
0.1655,0.3143,NO
0.31,1.411,NO
0.1309,0.2868,NO
0.2819,1.7221,NO
0.4042,2.1986,YES
0.3296,2.8307,YES
0.4941,3.0697,YES
0.1783,2.4799,YES
0.193,1.8265,NO
0.2673,2.9128,YES
0.1726,1.8467,NO
0.1439,1.3721,NO
0.0769,0.6044,NO
0.1953,2.4367,NO
0.2342,2.4666,NO
0.2047,1.4465,NO
0.1823,3.0195,NO
0.1684,1.1623,NO
0.1204,0.1753,NO
0.1751,2.019,NO
0.3579,4.1944,YES
0.1828,2.4926,NO
0.2083,3.8614,YES
0.2252,1.3146,NO
0.2041,1.798,NO
0.2007,0.6039,NO
0.0498,1.1855,NO
0.1415,1.6269999999999998,NO
0.0515,0.4474,NO
0.1207,1.7526,NO
0.1912,0.3394,NO
0.14,2.1794,NO
0.4038,2.94,YES
0.3494,3.7178,YES
0.2799,4.2273,YES
0.2675,3.5135,YES
0.2206,2.2034,NO
0.2003,3.7039999999999997,YES
0.1168,2.2682,NO
0.0727,1.2006,NO
0.0714,0.5419,NO
0.10800000000000001,1.1317,NO
0.2886,1.6236,NO
0.1427,0.7386,NO
0.0855,1.4311,NO
0.0605,0.9149,NO
0.0532,0.2784,NO
0.1421,1.1515,NO
0.4397,2.926,YES
0.0607,1.2669,NO
0.2347,2.6461,YES
0.2118,0.5785,NO
0.2048,0.9703,NO
0.2045,0.1253,NO
0.0849,0.8473,NO
0.1035,1.1226,NO
0.0824,0.4409,NO
0.0975,0.9227,NO
0.1702,0.3785,NO
0.1518,1.2597,NO
0.3372,2.12,YES
0.3303,2.6321,YES
0.314,3.0808,YES
0.1257,2.6344,YES
0.1375,1.0455,NO
0.1128,2.4296,YES
0.099,1.2103,NO
0.1069,0.9581,NO
0.0451,0.4628,NO
0.5095,4.7883,YES
0.1431,1.4571,YES
0.1227,1.433,YES
0.2847,4.78,YES
0.2237,1.7052,NO
0.1065,0.513,NO
0.3266,4.022,YES
0.0974,1.4092,NO
0.3289,4.1166,YES
0.1059,1.2809,NO
0.2131,2.0137,NO
0.1496,2.1304,NO
0.1474,1.2361,NO
0.0902,0.9491,NO
0.0993,1.1426,YES
0.0875,0.5925,NO
0.2369,1.7093,YES
0.2129,0.2177,NO
0.1321,2.1963,YES
0.1271,1.0788,NO
0.08,1.2873,NO
0.3025,1.8759,NO
0.12,1.2801,NO
0.3399,4.5458,YES
0.2516,2.2138,NO
0.2081,4.4475,YES
0.1799,0.3449,NO
0.1547,0.2203,NO
0.3595,3.6234,YES
0.2156,1.3619999999999999,NO
0.1535,1.2767,NO
0.4159,4.3031,YES
0.1827,1.3594,NO
0.1097,0.2748,NO
0.5448,3.415,YES
0.191,1.4063,NO
0.4381,3.0580000000000003,YES
0.1528,1.4455,NO
0.3264,1.1849,NO
0.3203,1.7218,NO
0.2648,0.8383,NO
0.171,0.7396,NO
0.21899999999999997,0.9419,NO
0.1398,0.4125,NO
0.3673,1.8021,NO
0.1451,0.2488,NO
0.2637,2.0515,NO
0.1991,1.0764,NO
0.1784,1.4231,NO
0.3767,1.3944,NO
0.1917,0.8356,NO
0.3794,3.0876,YES
0.3359,1.7976,NO
0.2874,3.6107,YES
0.0798,1.5168,NO
0.0364,0.5168,NO
0.2475,4.0328,YES
0.2794,4.1377,YES
0.2232,3.3889,YES
0.2213,4.3575,YES
0.1233,1.6182,NO
0.0474,0.2298,NO
0.2799,3.7657,YES
0.2328,1.9383,NO
0.2608,4.1208,YES
0.1095,1.7286,NO
0.2365,2.0813,NO
0.2061,2.5104,NO
0.2048,1.4529,NO
0.0456,0.9216,NO
0.1795,3.1546,YES
0.0442,0.3087,NO
0.27,4.074,YES
0.1224,0.3531,NO
0.1913,4.3245,YES
0.2397,1.891,NO
0.2111,1.6409,NO
0.2935,2.1318,NO
0.1155,1.7599,NO
0.243,4.1708,YES
0.1959,2.8303,NO
0.198,3.9354,YES
0.1636,0.4374,NO
0.1646,0.3485,NO
0.3881,2.5339,YES
0.1762,0.8487,NO
0.1649,1.2375,NO
0.4197,2.2787,YES
0.1681,0.8109999999999999,NO
0.153,0.1418,NO
0.4738,2.2912,YES
0.159,0.0279,NO
0.493,2.8214,YES
0.1456,0.1622,NO
0.2244,0.9206,NO
0.1542,1.0404,NO
0.1277,0.4187,NO
0.1775,0.5919,NO
0.2106,1.3711,NO
0.1654,0.008,NO
0.3557,1.0902,NO
0.0902,0.0995,NO
0.2663,1.3097,NO
0.2218,0.4882,NO
0.1764,0.4253,NO
0.3901,0.6541,NO
0.21600000000000003,0.5374,NO
0.402,2.8579,YES
0.3584,1.119,NO
0.3239,2.7399,YES
0.0467,1.1205,NO
0.0184,0.3593,NO
0.0544,0.7979999999999999,YES
0.1967,3.065,YES
