DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_10,Associated
0.0737,0.3496,NO
0.0652,0.1819,NO
0.1144,0.5722,NO
0.2164,0.4329,NO
0.0671,0.31,NO
0.0906,0.2707,NO
0.0589,0.4164,NO
0.0679,0.2574,NO
0.1689,0.4753,NO
0.2469,1.0,YES
0.0616,0.2887,NO
0.33799999999999997,1.0,YES
0.2427,0.3353,NO
0.2231,0.35200000000000004,NO
0.2223,0.2085,NO
0.1142,0.1207,NO
0.0706,0.3984,NO
0.1109,0.318,NO
0.0747,0.3529,NO
0.2179,0.2574,NO
0.1147,0.4378,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.4758,NO
0.0716,1.0,YES
0.1205,0.3251,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2179,NO
0.1579,0.2044,NO
0.1148,0.1652,NO
0.1112,0.2387,NO
0.3947,1.0,YES
0.0957,0.7333,YES
0.1364,0.1922,NO
0.1056,0.1939,NO
0.0981,0.2069,NO
0.1058,0.1939,NO
0.1797,0.301,NO
0.1526,0.2282,NO
0.1551,0.1872,NO
0.2811,0.5717,YES
0.0766,0.1652,NO
0.1126,1.0,YES
0.0341,0.1542,NO
0.3399,0.6914,YES
0.0412,0.1542,NO
0.1212,0.1939,NO
0.0769,0.2456,NO
0.1235,0.1939,NO
0.0802,0.1939,NO
0.1903,0.1513,NO
0.1119,0.1939,NO
0.1008,0.2069,NO
0.0886,0.3496,NO
0.1534,0.294,NO
0.1331,0.5722,NO
0.2865,0.4329,NO
0.1512,0.3765,NO
0.1666,0.2707,NO
0.1465,0.4164,NO
0.0509,0.1316,NO
0.2187,0.4753,NO
0.4574,1.0,YES
0.1603,0.3753,NO
0.2015,1.0,YES
0.205,0.3104,NO
0.2168,0.35200000000000004,NO
0.2136,0.1697,NO
0.1919,0.2431,NO
0.1533,0.3984,NO
0.1268,0.318,NO
0.1947,0.3753,NO
0.1755,0.294,NO
0.2202,0.4378,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.4758,NO
0.1927,1.0,YES
0.1251,0.3753,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.2528,NO
0.1662,0.2044,NO
0.1507,0.1909,NO
0.1441,0.2862,NO
0.3435,1.0,YES
0.1243,0.7333,YES
0.1731,0.2528,NO
0.0952,0.2251,NO
0.1364,0.1923,NO
0.0887,0.2251,NO
0.2289,0.3667,NO
0.2088,0.285,NO
0.2075,0.3845,NO
0.1923,0.4268,YES
0.0927,0.1909,NO
0.0821,1.0,YES
0.0311,0.1176,NO
