DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_58,Associated
0.0737,0.5594,NO
0.0652,0.0438,NO
0.1144,0.9718,NO
0.2164,1.1642,NO
0.0671,0.4518,NO
0.0906,1.3032,NO
0.0589,0.3135,NO
0.0679,0.1352,NO
0.1689,0.8131,NO
0.2469,2.6589,YES
0.0616,0.4393,NO
0.33799999999999997,1.955,YES
0.2427,0.4615,NO
0.2231,0.4688,NO
0.2223,0.6608,NO
0.1142,0.1083,NO
0.0706,0.7957,NO
0.1109,0.1819,NO
0.0747,0.4427,NO
0.2179,0.3486,NO
0.1147,0.8325,NO
0.0779,2.3635,YES
0.0804,2.3356,YES
0.1668,2.1232,YES
0.24,2.0184,YES
0.1573,0.4912,NO
0.0716,1.9359,YES
0.1205,0.3432,NO
0.1072,0.9384,YES
0.2444,1.7589,YES
0.3362,0.6364,NO
0.1579,0.8006,NO
0.1148,0.5609,NO
0.1112,0.8055,NO
0.3947,1.8483,YES
0.0957,1.7781,YES
0.1364,0.6926,NO
0.1056,0.1535,NO
0.0981,0.8432,NO
0.1058,0.1348,NO
0.1797,0.5106,NO
0.1526,0.7495,NO
0.1551,0.6557,NO
0.2811,1.5434,YES
0.0766,0.8273,NO
0.1126,1.7748,YES
0.0341,0.6049,NO
0.3399,2.1126,YES
0.0412,0.5608,NO
0.1212,0.4948,NO
0.0769,0.2677,NO
0.1235,0.5821,NO
0.0802,0.3021,NO
0.1903,0.9990000000000001,NO
0.1119,0.607,NO
0.1008,0.7958,NO
0.0886,0.4785,NO
0.1534,0.2164,NO
0.1331,1.5694,NO
0.2865,2.0392,NO
0.1512,1.0857,NO
0.1666,1.8216,NO
0.1465,0.7816,NO
0.0509,0.0795,NO
0.2187,1.1899,NO
0.4574,3.8559,YES
0.1603,1.0945,NO
0.2015,3.0762,YES
0.205,0.4802,NO
0.2168,0.503,NO
0.2136,0.5715,NO
0.1919,0.131,NO
0.1533,1.9342,NO
0.1268,0.1127,NO
0.1947,0.9754,NO
0.1755,0.3161,NO
0.2202,1.6358,NO
0.4465,3.5871,YES
0.4252,3.6964,YES
0.3653,3.4539,YES
0.1771,2.4151,YES
0.1659,1.1238,NO
0.1927,3.4562,YES
0.1251,0.8314,NO
0.1303,1.4321,YES
0.1814,1.8206,YES
0.3356,1.8823,NO
0.1662,0.3683,NO
0.1507,0.3675,NO
0.1441,2.0246,NO
0.3435,1.9874,YES
0.1243,2.2389,YES
0.1731,1.8149,NO
0.0952,0.1096,NO
0.1364,1.8411,NO
0.0887,0.2082,NO
0.2289,0.3678,NO
0.2088,0.2783,NO
0.2075,0.2552,NO
0.1923,1.7408,YES
0.0927,0.5193,NO
0.0821,2.1959,YES
0.0311,0.3608,NO
0.3081,2.2228,YES
0.0406,0.7264,NO
0.1251,0.5862,NO
0.091,0.382,NO
0.11800000000000001,0.9754,NO
0.1053,0.6952,NO
0.2201,1.9826,NO
0.1351,0.3527,NO
0.1328,2.1429,NO
0.0724,0.62,NO
0.0244,0.6641,NO
0.1404,1.2111,YES
0.3348,4.0163,YES
0.2937,4.3974,YES
0.14300000000000002,1.9292,YES
0.0826,1.0564,NO
0.013000000000000001,0.2426,NO
0.2103,1.1501,YES
0.1395,0.8516,NO
0.1325,1.52,YES
0.1443,0.5356,NO
0.2165,0.5601,NO
0.1934,0.9042,NO
0.1934,0.6789,NO
0.0572,0.5426,NO
0.2318,4.8977,YES
0.0556,0.4574,NO
0.3609,4.2546,YES
0.1417,1.0307,NO
0.255,4.6036,YES
0.0522,1.3003,NO
0.0677,1.2812,NO
0.1439,1.8713,NO
0.0494,0.7727,NO
0.1715,1.9077,YES
0.0964,1.5147,NO
0.1343,1.6579,YES
0.1544,0.7293,NO
0.0732,0.6215,NO
0.1975,1.6095,NO
0.2582,2.1935,NO
0.1977,1.1956,NO
0.1701,1.9313,NO
0.1684,0.8952,NO
0.1225,0.4986,NO
0.1458,1.2163,NO
0.4028,3.4179,YES
0.1577,1.2627,NO
0.2904,2.9875,YES
0.1987,0.3048,NO
0.1756,0.3608,NO
0.1689,0.4601,NO
0.054000000000000006,0.5917,NO
0.1469,1.9417,NO
0.0547,0.5582,NO
0.1082,1.1165,NO
0.2019,0.752,NO
0.1293,1.7737,NO
0.3897,3.437,YES
0.3612,3.2769999999999997,YES
0.2791,2.9692,YES
0.2894,2.4762,YES
0.2226,1.4332,NO
0.1753,2.7875,YES
0.0979,1.2189,NO
0.0985,0.3366,NO
0.0774,0.4115,NO
0.1069,0.7882,YES
0.3647,4.3094,YES
0.2531,4.2241,YES
0.1331,1.3352,YES
