DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_49,Associated
0.0737,0.7167,NO
0.0652,0.5835,NO
0.1144,0.6466,NO
0.2164,1.4736,NO
0.0671,0.6373,NO
0.0906,0.8281,NO
0.0589,0.9457,NO
0.0679,0.5986,NO
0.1689,0.7066,NO
0.2469,2.8437,YES
0.0616,0.5699,NO
0.33799999999999997,3.2033,YES
0.2427,0.5379999999999999,NO
0.2231,0.7185,NO
0.2223,0.82,NO
0.1142,0.7611,NO
0.0706,0.7759,NO
0.1109,0.9024,NO
0.0747,1.1568,NO
0.2179,0.8836,NO
0.1147,1.4445,NO
0.0779,2.6631,YES
0.0804,2.8102,YES
0.1668,2.3305,YES
0.24,2.2362,YES
0.1573,0.7146,NO
0.0716,1.4201,YES
0.1205,1.0038,NO
0.1072,1.8154,YES
0.2444,1.4924,YES
0.3362,0.1279,NO
0.1579,0.8213,NO
0.1148,0.5876,NO
0.1112,0.2575,NO
0.3947,1.4580000000000002,YES
0.0957,1.7641,YES
0.1364,0.0867,NO
0.1056,0.3985,NO
0.0981,0.2573,NO
0.1058,0.4767,NO
0.1797,0.3991,NO
0.1526,0.5087,NO
0.1551,0.627,NO
0.2811,1.2438,YES
0.0766,0.6792,NO
0.1126,1.8174,YES
0.0341,0.6596,NO
0.3399,1.6972,YES
0.0412,0.7121,NO
0.1212,0.5046,NO
0.0769,0.3401,NO
0.1235,0.1566,NO
0.0802,0.2993,NO
0.1903,0.1258,NO
0.1119,0.192,NO
0.1008,0.1422,NO
0.0886,0.4027,NO
0.1534,0.295,NO
0.1331,1.1906,NO
0.2865,1.1783,NO
0.1512,0.39399999999999996,NO
0.1666,0.9516,NO
0.1465,0.7052,NO
0.0509,0.3176,NO
0.2187,1.0022,NO
0.4574,3.1906,YES
0.1603,1.2207,NO
0.2015,3.4171,YES
0.205,0.5531,NO
0.2168,0.8281,NO
0.2136,0.7543,NO
0.1919,0.7245,NO
0.1533,0.8642,NO
0.1268,0.6529,NO
0.1947,0.8112,NO
0.1755,0.5533,NO
0.2202,1.4957,NO
0.4465,3.0312,YES
0.4252,3.5939,YES
0.3653,3.0472,YES
0.1771,3.1047,YES
0.1659,0.7553,NO
0.1927,2.1794,YES
0.1251,1.0925,NO
0.1303,2.835,YES
0.1814,1.8951,YES
0.3356,1.5591,NO
0.1662,1.4514,NO
0.1507,0.93,NO
0.1441,1.8888,NO
0.3435,2.6258,YES
0.1243,2.5699,YES
0.1731,1.6404,NO
0.0952,0.5002,NO
0.1364,2.0613,NO
0.0887,0.778,NO
0.2289,0.8834,NO
0.2088,1.0901,NO
0.2075,1.4816,NO
0.1923,1.4885,YES
0.0927,1.4712,NO
0.0821,2.5947,YES
0.0311,1.3619,NO
0.3081,2.7129,YES
0.0406,1.2186,NO
0.1251,1.1015,NO
0.091,0.6992,NO
0.11800000000000001,0.8216,NO
0.1053,0.5877,NO
0.2201,2.0789,NO
0.1351,0.2464,NO
0.1328,2.2158,NO
0.0724,0.6283,NO
0.0244,0.7224,NO
0.1404,1.264,YES
0.3348,4.3927,YES
0.2937,4.1189,YES
0.14300000000000002,1.8042,YES
0.0826,0.5670000000000001,NO
0.013000000000000001,0.1878,NO
0.2103,2.0681,YES
0.1395,0.6032,NO
0.1325,2.5085,YES
0.1443,0.6421,NO
0.2165,0.4427,NO
0.1934,0.8197,NO
0.1934,0.4742,NO
0.0572,0.2039,NO
0.2318,4.5811,YES
0.0556,0.2006,NO
0.3609,4.2799,YES
0.1417,0.5841,NO
0.255,4.178999999999999,YES
0.0522,0.7659999999999999,NO
0.0677,0.2835,NO
0.1439,0.4147,NO
0.0494,0.608,NO
0.1715,1.8501,YES
0.0964,0.5246,NO
0.1343,1.9229,YES
