DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_VSM_64,Associated
0.0737,0.1503,NO
0.0652,0.1062,NO
0.1144,0.1059,NO
0.2164,0.3384,NO
0.0671,0.1965,NO
0.0906,0.166,NO
0.0589,0.0821,NO
0.0679,0.1058,NO
0.1689,0.2452,NO
0.2469,1.0,YES
0.0616,0.3591,NO
0.33799999999999997,1.0,YES
0.2427,0.3701,NO
0.2231,0.3574,NO
0.2223,0.3691,NO
0.1142,0.3249,NO
0.0706,0.5985,NO
0.1109,0.2886,NO
0.0747,0.391,NO
0.2179,0.1332,NO
0.1147,0.191,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2322,NO
0.0716,0.6631,YES
0.1205,0.2574,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2853,NO
0.1579,0.1872,NO
0.1148,0.1872,NO
0.1112,0.3765,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2853,NO
0.1056,0.2082,NO
0.0981,0.3,NO
0.1058,0.2082,NO
0.1797,0.397,NO
0.1526,0.397,NO
0.1551,0.397,NO
0.2811,1.0,YES
0.0766,0.1872,NO
0.1126,1.0,YES
0.0341,0.1872,NO
0.3399,1.0,YES
0.0412,0.1872,NO
0.1212,0.2082,NO
0.0769,0.2082,NO
0.1235,0.2082,NO
0.0802,0.2082,NO
0.1903,0.4007,NO
0.1119,0.2181,NO
0.1008,0.4007,NO
0.0886,0.1503,NO
0.1534,0.1109,NO
0.1331,0.2077,NO
0.2865,0.3384,NO
0.1512,0.3063,NO
0.1666,0.2097,NO
0.1465,0.4224,NO
0.0509,0.1135,NO
0.2187,0.2357,NO
0.4574,1.0,YES
0.1603,0.3451,NO
0.2015,1.0,YES
0.205,0.2134,NO
0.2168,0.1924,NO
0.2136,0.1924,NO
0.1919,0.3123,NO
0.1533,0.5752,NO
0.1268,0.2774,NO
0.1947,0.4343,NO
0.1755,0.0975,NO
0.2202,0.3295,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2232,NO
0.1927,1.0,YES
0.1251,0.3939,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.4653,NO
0.1662,0.34299999999999997,NO
0.1507,0.3006,NO
0.1441,0.5089,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.4748,NO
0.0952,0.601,NO
0.1364,0.4748,NO
0.0887,0.601,NO
0.2289,0.7376,NO
0.2088,0.7124,NO
0.2075,0.7358,NO
0.1923,1.0,YES
0.0927,0.3722,NO
0.0821,1.0,YES
0.0311,0.3722,NO
0.3081,1.0,YES
0.0406,0.3722,NO
0.1251,0.3114,NO
0.091,0.601,NO
0.11800000000000001,0.601,NO
0.1053,0.601,NO
0.2201,0.5415,NO
0.1351,0.2963,NO
0.1328,0.5415,NO
0.0724,0.1709,NO
0.0244,0.2021,NO
0.1404,0.4028,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.503,YES
0.0826,0.1724,NO
0.013000000000000001,0.0982,NO
0.2103,0.3689,YES
0.1395,0.2963,NO
0.1325,0.4615,YES
0.1443,0.0469,NO
0.2165,0.379,NO
0.1934,0.379,NO
0.1934,0.379,NO
0.0572,0.0921,NO
0.2318,1.0,YES
0.0556,0.0921,NO
0.3609,1.0,YES
0.1417,0.2187,NO
0.255,1.0,YES
0.0522,0.3342,NO
0.0677,0.4485,NO
0.1439,0.3867,NO
0.0494,0.1733,NO
0.1715,0.5192,YES
0.0964,0.3518,NO
0.1343,0.7346,YES
0.1544,0.1503,NO
0.0732,0.1996,NO
0.1975,0.2268,NO
0.2582,0.4137,NO
0.1977,0.4137,NO
0.1701,0.3357,NO
0.1684,0.4224,NO
0.1225,0.1135,NO
0.1458,0.2078,NO
0.4028,1.0,YES
0.1577,0.2675,NO
0.2904,1.0,YES
0.1987,0.2525,NO
0.1756,0.2525,NO
0.1689,0.2525,NO
0.054000000000000006,0.221,NO
0.1469,0.5133,NO
0.0547,0.1996,NO
0.1082,0.4343,NO
0.2019,0.1996,NO
0.1293,0.3295,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.3573,NO
0.1753,1.0,YES
0.0979,0.4137,NO
0.0985,0.1709,NO
0.0774,0.2248,NO
0.1069,0.5483,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.6847,YES
0.0885,0.1658,NO
0.0604,0.1337,NO
0.2068,0.5022,YES
0.2598,0.6968,NO
0.106,0.6283,YES
0.1459,0.5875,NO
0.2252,0.125,NO
0.2571,0.1481,NO
0.2375,0.2833,NO
0.1453,0.2264,NO
0.2245,1.0,YES
0.141,0.2011,NO
0.2623,1.0,YES
0.142,0.2026,NO
0.2555,1.0,YES
0.2049,0.5683,NO
0.2206,0.6232,NO
0.2228,0.6968,NO
0.1032,0.5875,NO
0.1461,0.7068,YES
0.1116,0.462,NO
0.1326,1.0,YES
0.1415,0.2332,NO
0.0745,0.2332,NO
0.2381,0.366,NO
0.19,0.4328,NO
0.1547,0.4328,NO
0.1997,0.3984,NO
0.1653,0.4224,NO
0.1536,0.2332,NO
0.1999,0.366,NO
0.1989,1.0,YES
0.2045,0.366,NO
0.2447,1.0,YES
0.2519,0.4406,NO
0.2036,0.4406,NO
0.2033,0.4406,NO
0.0533,0.3249,NO
0.105,0.5985,NO
0.055999999999999994,0.2886,NO
0.1113,0.4343,NO
0.2256,0.2266,NO
0.0989,0.3295,NO
0.1879,0.8156,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.4239,NO
0.1657,1.0,YES
0.1331,0.4328,NO
0.0949,0.1503,NO
0.1339,0.1062,NO
0.22399999999999998,0.3387,NO
0.1967,0.4374,NO
0.1436,0.4374,NO
0.2079,0.3387,NO
0.1339,0.3289,NO
0.0967,0.1016,NO
0.2198,0.3387,NO
0.3428,1.0,YES
0.2344,0.3591,NO
0.1736,1.0,YES
0.1331,0.1661,NO
0.0735,0.1756,NO
0.0647,0.1275,NO
0.204,0.3249,NO
0.1327,0.5985,NO
0.1655,0.2886,NO
0.31,0.4374,NO
0.1309,0.0905,NO
0.2819,0.3193,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.2746,NO
0.2673,0.7786,YES
0.1726,0.3387,NO
0.1439,0.1513,NO
0.0769,0.1207,NO
0.1953,0.1951,NO
0.2342,0.3103,NO
0.2047,0.3103,NO
0.1823,0.2909,NO
0.1684,0.4224,NO
0.1204,0.1513,NO
0.1751,0.1951,NO
0.3579,1.0,YES
0.1828,0.2333,NO
0.2083,1.0,YES
0.2252,0.2866,NO
0.2041,0.2866,NO
0.2007,0.2866,NO
0.0498,0.2111,NO
0.1415,0.5133,NO
0.0515,0.1876,NO
0.1207,0.4343,NO
0.1912,0.1566,NO
0.14,0.3295,NO
0.4038,1.0,YES
0.3494,1.0,YES
0.2799,1.0,YES
0.2675,1.0,YES
0.2206,0.3095,NO
0.2003,1.0,YES
0.1168,0.3939,NO
0.0727,0.1503,NO
0.0714,0.1812,NO
0.10800000000000001,0.17,NO
0.2886,0.3384,NO
0.1427,0.3335,NO
0.0855,0.2123,NO
0.0605,0.1856,NO
0.0532,0.1352,NO
0.1421,0.1851,NO
0.4397,1.0,YES
0.0607,0.2711,NO
0.2347,1.0,YES
0.2118,0.2593,NO
0.2048,0.2593,NO
0.2045,0.2593,NO
0.0849,0.2453,NO
0.1035,0.4518,NO
0.0824,0.2179,NO
0.0975,0.3335,NO
0.1702,0.1812,NO
0.1518,0.3335,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.2191,NO
0.1128,0.5006,YES
0.099,0.31,NO
0.1069,0.1816,NO
0.0451,0.3044,NO
0.5095,1.0,YES
0.1431,0.6673,YES
0.1227,0.6673,YES
0.2847,1.0,YES
0.2237,0.4103,NO
0.1065,0.1816,NO
0.3266,1.0,YES
0.0974,0.0748,NO
0.3289,1.0,YES
0.1059,0.0748,NO
0.2131,0.38799999999999996,NO
0.1496,0.4246,NO
0.1474,0.3473,NO
0.0902,0.2557,NO
0.0993,0.5293,YES
0.0875,0.2282,NO
0.2369,0.6673,YES
0.2129,0.4826,NO
0.1321,0.3889,YES
0.1271,0.2695,NO
0.08,0.2469,NO
0.3025,0.5719,NO
0.12,0.3738,NO
0.3399,1.0,YES
0.2516,0.6789,NO
0.2081,1.0,YES
0.1799,0.1496,NO
0.1547,0.3044,NO
0.3595,1.0,YES
0.2156,0.1754,NO
