DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_VSM_81,Associated
0.0737,0.1686,NO
0.0652,0.1171,NO
0.1144,0.2688,NO
0.2164,0.1833,NO
0.0671,0.1508,NO
0.0906,0.2963,NO
0.0589,0.1579,NO
0.0679,0.0544,NO
0.1689,0.2252,NO
0.2469,1.0,YES
0.0616,0.1423,NO
0.33799999999999997,1.0,YES
0.2427,0.2038,NO
0.2231,0.1834,NO
0.2223,0.2038,NO
0.1142,0.0656,NO
0.0706,0.1906,NO
0.1109,0.0807,NO
0.0747,0.1663,NO
0.2179,0.0473,NO
0.1147,0.1663,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2254,NO
0.0716,1.0,YES
0.1205,0.1576,NO
0.1072,1.0,YES
0.2444,0.1949,YES
0.3362,0.1531,NO
0.1579,0.1272,NO
0.1148,0.0669,NO
0.1112,0.1405,NO
0.3947,0.35200000000000004,YES
0.0957,0.0567,YES
0.1364,0.0692,NO
0.1056,0.0824,NO
0.0981,0.0396,NO
0.1058,0.0609,NO
0.1797,0.0159,NO
0.1526,0.0269,NO
0.1551,0.0143,NO
0.2811,0.3834,YES
0.0766,0.1088,NO
0.1126,0.1414,YES
0.0341,0.1088,NO
0.3399,1.0,YES
0.0412,0.1088,NO
0.1212,0.0158,NO
0.0769,0.02,NO
0.1235,0.04,NO
0.0802,0.0154,NO
0.1903,0.1405,NO
0.1119,0.0381,NO
0.1008,0.0417,NO
0.0886,0.1731,NO
0.1534,0.092,NO
0.1331,0.1694,NO
0.2865,0.1926,NO
0.1512,0.1508,NO
0.1666,0.1452,NO
0.1465,0.1579,NO
0.0509,0.0544,NO
0.2187,0.0967,NO
0.4574,0.5081,YES
0.1603,0.0717,NO
0.2015,1.0,YES
0.205,0.1248,NO
0.2168,0.1697,NO
0.2136,0.0194,NO
0.1919,0.0988,NO
0.1533,0.2143,NO
0.1268,0.0807,NO
0.1947,0.2143,NO
0.1755,0.1731,NO
0.2202,0.2143,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,0.2965,YES
0.1659,0.1694,NO
0.1927,0.2965,YES
0.1251,0.1694,NO
0.1303,0.4428,YES
0.1814,1.0,YES
0.3356,0.204,NO
0.1662,0.0611,NO
0.1507,0.204,NO
0.1441,0.204,NO
0.3435,1.0,YES
0.1243,0.3413,YES
0.1731,0.204,NO
0.0952,0.0596,NO
0.1364,0.204,NO
0.0887,0.0514,NO
0.2289,0.2183,NO
0.2088,0.1528,NO
0.2075,0.2183,NO
0.1923,0.1602,YES
0.0927,0.0477,NO
0.0821,0.4035,YES
0.0311,0.204,NO
0.3081,0.284,YES
0.0406,0.204,NO
0.1251,0.1841,NO
0.091,0.1218,NO
0.11800000000000001,0.1841,NO
0.1053,0.0602,NO
0.2201,0.1223,NO
0.1351,0.0913,NO
0.1328,0.204,NO
0.0724,0.1328,NO
0.0244,0.1508,NO
0.1404,0.3354,YES
0.3348,0.2058,YES
0.2937,0.3354,YES
0.14300000000000002,0.3354,YES
0.0826,0.0653,NO
0.013000000000000001,0.0477,NO
0.2103,0.3354,YES
0.1395,0.1155,NO
0.1325,0.3354,YES
0.1443,0.1155,NO
0.2165,0.2037,NO
0.1934,0.0775,NO
0.1934,0.2199,NO
0.0572,0.1508,NO
0.2318,1.0,YES
0.0556,0.0864,NO
0.3609,0.4156,YES
0.1417,0.0497,NO
0.255,1.0,YES
0.0522,0.1335,NO
0.0677,0.0968,NO
0.1439,0.1335,NO
0.0494,0.0948,NO
0.1715,0.1977,YES
0.0964,0.0709,NO
0.1343,0.3354,YES
0.1544,0.0815,NO
0.0732,0.1926,NO
0.1975,0.0907,NO
0.2582,0.0934,NO
0.1977,0.0754,NO
0.1701,0.1,NO
0.1684,0.0789,NO
0.1225,0.0609,NO
0.1458,0.076,NO
0.4028,0.3648,YES
0.1577,0.0515,NO
0.2904,0.4997,YES
0.1987,0.1813,NO
0.1756,0.0848,NO
0.1689,0.1813,NO
0.054000000000000006,0.1926,NO
0.1469,0.2067,NO
0.0547,0.0805,NO
0.1082,0.2067,NO
0.2019,0.0528,NO
0.1293,0.2067,NO
0.3897,0.4997,YES
0.3612,0.4997,YES
0.2791,0.4997,YES
0.2894,0.3374,YES
0.2226,0.096,NO
0.1753,0.3374,YES
0.0979,0.0532,NO
0.0985,0.1248,NO
0.0774,0.1132,NO
0.1069,0.2886,YES
0.3647,0.3672,YES
0.2531,0.3236,YES
0.1331,0.2886,YES
0.0885,0.1306,NO
0.0604,0.044000000000000004,NO
0.2068,0.2886,YES
0.2598,0.1353,NO
0.106,0.2886,YES
0.1459,0.1353,NO
0.2252,0.1815,NO
0.2571,0.1632,NO
0.2375,0.1928,NO
0.1453,0.1132,NO
0.2245,1.0,YES
0.141,0.0474,NO
0.2623,1.0,YES
0.142,0.11,NO
0.2555,1.0,YES
0.2049,0.1353,NO
0.2206,0.0633,NO
0.2228,0.1488,NO
0.1032,0.1353,NO
0.1461,0.1379,YES
0.1116,0.1353,NO
0.1326,0.2886,YES
0.1415,0.1553,NO
0.0745,0.1755,NO
0.2381,0.2395,NO
0.19,0.2061,NO
0.1547,0.2395,NO
0.1997,0.2395,NO
0.1653,0.0415,NO
0.1536,0.0555,NO
0.1999,0.2395,NO
0.1989,1.0,YES
0.2045,0.2395,NO
0.2447,1.0,YES
0.2519,0.2269,NO
0.2036,0.0782,NO
0.2033,0.2269,NO
0.0533,0.1755,NO
0.105,0.1124,NO
0.055999999999999994,0.1544,NO
0.1113,0.2395,NO
0.2256,0.0481,NO
0.0989,0.2395,NO
0.1879,1.0,YES
0.1445,0.4206,YES
0.1901,1.0,YES
0.3108,0.2638,YES
0.2405,0.2199,NO
0.1657,0.267,YES
0.1331,0.2395,NO
0.0949,0.1553,NO
0.1339,0.0173,NO
0.22399999999999998,0.1879,NO
0.1967,0.2061,NO
0.1436,0.1879,NO
0.2079,0.2213,NO
0.1339,0.0617,NO
0.0967,0.0212,NO
0.2198,0.1879,NO
0.3428,1.0,YES
0.2344,0.1879,NO
0.1736,1.0,YES
0.1331,0.1123,NO
0.0735,0.0709,NO
0.0647,0.0797,NO
0.204,0.0988,NO
0.1327,0.2338,NO
0.1655,0.1544,NO
0.31,0.1879,NO
0.1309,0.0278,NO
0.2819,0.2338,NO
0.4042,1.0,YES
0.3296,0.4206,YES
0.4941,1.0,YES
0.1783,0.3865,YES
0.193,0.2213,NO
0.2673,0.3865,YES
0.1726,0.2188,NO
0.1439,0.1479,NO
0.0769,0.1796,NO
0.1953,0.1142,NO
0.2342,0.1926,NO
0.2047,0.1508,NO
0.1823,0.0959,NO
0.1684,0.1796,NO
0.1204,0.0613,NO
0.1751,0.0967,NO
0.3579,0.4371,YES
0.1828,0.0486,NO
0.2083,1.0,YES
0.2252,0.1248,NO
0.2041,0.1697,NO
0.2007,0.0081,NO
0.0498,0.0988,NO
0.1415,0.0617,NO
