DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_96,Associated
0.0737,1.1595,NO
0.0652,0.1662,NO
0.1144,1.4471,NO
0.2164,1.0479,NO
0.0671,1.4535,NO
0.0906,1.6313,NO
0.0589,1.3166,NO
0.0679,0.5902,NO
0.1689,1.9153,NO
0.2469,2.9421,YES
0.0616,1.2019,NO
0.33799999999999997,2.0987,YES
0.2427,1.102,NO
0.2231,0.8946,NO
0.2223,0.4942,NO
0.1142,0.1863,NO
0.0706,0.8643,NO
0.1109,0.5471,NO
0.0747,0.7708,NO
0.2179,0.4189,NO
0.1147,1.4355,NO
0.0779,2.311,YES
0.0804,2.8142,YES
0.1668,3.0756,YES
0.24,1.9804,YES
0.1573,1.3840000000000001,NO
0.0716,3.4148,YES
0.1205,1.2121,NO
0.1072,1.7731,YES
0.2444,0.8024,YES
0.3362,0.6641,NO
0.1579,0.7119,NO
0.1148,0.7205,NO
0.1112,0.5228,NO
0.3947,2.1755,YES
0.0957,1.9844,YES
0.1364,0.8042,NO
0.1056,0.9036,NO
0.0981,0.4458,NO
0.1058,0.524,NO
0.1797,0.7719,NO
0.1526,0.5928,NO
0.1551,0.3543,NO
0.2811,1.074,YES
0.0766,0.3079,NO
0.1126,2.0283,YES
0.0341,0.6703,NO
0.3399,1.7484,YES
0.0412,0.5444,NO
0.1212,0.4036,NO
0.0769,0.9005,NO
0.1235,0.7905,NO
0.0802,0.38,NO
0.1903,0.58,NO
0.1119,0.8565,NO
0.1008,0.7314,NO
0.0886,1.1267,NO
0.1534,0.1516,NO
0.1331,1.2868,NO
0.2865,1.6781,NO
0.1512,2.0709999999999997,NO
0.1666,1.804,NO
0.1465,1.3476,NO
0.0509,0.4279,NO
0.2187,2.1064,NO
0.4574,3.698,YES
0.1603,1.3797,NO
0.2015,2.8930000000000002,YES
0.205,1.173,NO
0.2168,0.7919,NO
0.2136,0.3545,NO
0.1919,0.0578,NO
0.1533,1.2519,NO
0.1268,0.38299999999999995,NO
0.1947,1.5244,NO
0.1755,0.4434,NO
0.2202,1.7918,NO
0.4465,3.0095,YES
0.4252,3.5382,YES
0.3653,3.8031,YES
0.1771,2.1377,YES
0.1659,1.2602,NO
0.1927,4.18,YES
0.1251,1.3423,NO
0.1303,2.5082,YES
0.1814,1.1731,YES
0.3356,1.5087,NO
0.1662,1.0739,NO
0.1507,0.9305,NO
0.1441,1.2756,NO
0.3435,3.3177,YES
0.1243,2.8215,YES
0.1731,1.4466,NO
0.0952,1.1463,NO
0.1364,0.9234,NO
0.0887,0.6017,NO
0.2289,0.6944,NO
0.2088,0.8749,NO
0.2075,0.2653,NO
0.1923,1.6157,YES
0.0927,0.6617,NO
0.0821,3.0744,YES
0.0311,0.8190000000000001,NO
0.3081,2.8372,YES
0.0406,0.9354,NO
0.1251,0.4302,NO
0.091,0.9708,NO
0.11800000000000001,0.8953,NO
0.1053,0.4285,NO
0.2201,1.2397,NO
0.1351,1.2599,NO
0.1328,0.9962,NO
0.0724,1.103,NO
0.0244,0.5712,NO
0.1404,1.453,YES
0.3348,3.5289,YES
0.2937,4.2236,YES
0.14300000000000002,2.0312,YES
0.0826,0.8501,NO
0.013000000000000001,0.4075,NO
0.2103,2.5157,YES
0.1395,0.8853,NO
0.1325,1.2211,YES
0.1443,0.7598,NO
0.2165,0.8472,NO
0.1934,0.6186,NO
0.1934,0.4586,NO
0.0572,0.5604,NO
0.2318,3.8411,YES
0.0556,0.8482,NO
0.3609,3.5763,YES
0.1417,0.8545,NO
0.255,3.7442,YES
0.0522,0.687,NO
0.0677,1.3748,NO
0.1439,1.2776,NO
0.0494,0.469,NO
0.1715,1.5417,YES
0.0964,1.2906,NO
0.1343,1.706,YES
0.1544,1.344,NO
0.0732,0.349,NO
0.1975,0.9791,NO
0.2582,1.0483,NO
0.1977,1.1974,NO
0.1701,1.4681,NO
0.1684,1.719,NO
0.1225,0.9327,NO
0.1458,1.6665,NO
0.4028,3.4404,YES
0.1577,1.1125,NO
0.2904,2.8033,YES
0.1987,1.1640000000000001,NO
0.1756,0.8334,NO
0.1689,0.344,NO
0.054000000000000006,0.3664,NO
0.1469,0.4802,NO
0.0547,0.8262,NO
0.1082,1.0148,NO
0.2019,0.731,NO
0.1293,0.7945,NO
0.3897,2.84,YES
0.3612,3.3145,YES
0.2791,3.3317,YES
0.2894,1.9974,YES
0.2226,1.1799,NO
0.1753,3.7408,YES
0.0979,1.1391,NO
0.0985,1.4377,NO
0.0774,0.5397,NO
0.1069,1.2162,YES
0.3647,3.6888,YES
0.2531,3.9995,YES
0.1331,1.8447,YES
0.0885,0.9692,NO
0.0604,0.5218,NO
0.2068,2.5324,YES
0.2598,1.5416,NO
0.106,1.1826,YES
0.1459,1.2966,NO
0.2252,1.5249,NO
0.2571,1.1762,NO
0.2375,0.8726,NO
0.1453,0.7045,NO
0.2245,3.4561,YES
0.141,0.8764,NO
0.2623,3.4373,YES
0.142,0.7674,NO
0.2555,3.2377,YES
0.2049,1.4905,NO
0.2206,2.4929,NO
0.2228,1.9566,NO
0.1032,0.9895,NO
0.1461,1.1596,YES
0.1116,1.7412,NO
0.1326,1.3754,YES
0.1415,1.2664,NO
0.0745,0.1927,NO
0.2381,1.9299,NO
0.19,1.4746,NO
0.1547,1.8038,NO
0.1997,2.4946,NO
0.1653,1.8683,NO
0.1536,0.7120000000000001,NO
0.1999,3.0824,NO
0.1989,3.1559,YES
0.2045,1.7852,NO
0.2447,2.14,YES
0.2519,1.6161,NO
0.2036,1.4787,NO
0.2033,0.9274,NO
0.0533,0.2241,NO
0.105,1.1444,NO
0.055999999999999994,0.7375,NO
0.1113,1.2332,NO
0.2256,0.7252,NO
0.0989,1.6642,NO
0.1879,2.253,YES
0.1445,2.8703,YES
0.1901,3.2755,YES
0.3108,2.0767,YES
0.2405,2.2329,NO
0.1657,3.6910000000000003,YES
0.1331,2.0969,NO
0.0949,1.0982,NO
0.1339,0.1742,NO
0.22399999999999998,1.6164,NO
0.1967,1.5976,NO
0.1436,1.9082,NO
0.2079,2.2358,NO
0.1339,1.5048,NO
0.0967,0.4602,NO
0.2198,2.3245,NO
0.3428,3.6312,YES
0.2344,1.6763,NO
0.1736,2.6994,YES
0.1331,1.0172,NO
0.0735,0.7128,NO
0.0647,0.3325,NO
0.204,0.1392,NO
0.1327,1.2028,NO
0.1655,0.4177,NO
0.31,1.4327,NO
0.1309,0.4427,NO
0.2819,1.6223,NO
0.4042,2.7672,YES
0.3296,3.2922,YES
0.4941,3.8511,YES
0.1783,1.9925,YES
0.193,1.9089,NO
0.2673,4.2782,YES
0.1726,1.5192,NO
0.1439,1.097,NO
0.0769,0.3784,NO
0.1953,0.9979,NO
0.2342,1.3161,NO
0.2047,1.348,NO
0.1823,1.7137,NO
0.1684,1.4415,NO
0.1204,0.5593,NO
0.1751,1.9532,NO
0.3579,3.3775,YES
0.1828,1.094,NO
0.2083,2.7017,YES
0.2252,1.4427,NO
0.2041,1.2445,NO
0.2007,0.6769,NO
0.0498,0.3944,NO
0.1415,0.622,NO
0.0515,0.4903,NO
0.1207,1.0652,NO
0.1912,0.6085,NO
0.14,0.8725,NO
0.4038,2.8082,YES
0.3494,3.319,YES
0.2799,3.3215,YES
0.2675,2.0512,YES
0.2206,1.1552,NO
0.2003,3.6598,YES
0.1168,1.1065,NO
0.0727,1.1366,NO
0.0714,0.4299,NO
0.10800000000000001,1.3427,NO
0.2886,1.7791,NO
0.1427,2.121,NO
0.0855,1.8407,NO
0.0605,1.3090000000000002,NO
0.0532,0.5884,NO
0.1421,1.8276,NO
0.4397,3.7036,YES
0.0607,1.3278,NO
0.2347,2.8291,YES
0.2118,0.9017,NO
0.2048,0.5744,NO
0.2045,0.1901,NO
0.0849,0.3888,NO
0.1035,1.2978,NO
0.0824,0.5802,NO
0.0975,1.5618,NO
0.1702,0.5852,NO
0.1518,1.8324,NO
0.3372,2.9782,YES
0.3303,3.4769,YES
0.314,3.7814,YES
0.1257,2.1301,YES
0.1375,1.2841,NO
0.1128,4.1457,YES
0.099,1.0633,NO
0.1069,1.2033,NO
0.0451,0.4614,NO
0.5095,3.9399,YES
0.1431,2.4632,YES
0.1227,2.3314,YES
0.2847,5.4741,YES
0.2237,1.8036,NO
0.1065,0.6334,NO
0.3266,5.8368,YES
0.0974,1.6239,NO
0.3289,3.7673,YES
0.1059,1.0758,NO
0.2131,1.5919999999999999,NO
0.1496,1.9933,NO
0.1474,0.7188,NO
0.0902,0.506,NO
0.0993,2.6937,YES
0.0875,1.1779,NO
0.2369,2.6064,YES
0.2129,1.2792,NO
0.1321,2.0603,YES
0.1271,1.0929,NO
0.08,1.5753,NO
0.3025,1.6778,NO
0.12,0.9479,NO
0.3399,4.6702,YES
0.2516,2.6097,NO
0.2081,4.3371,YES
0.1799,0.5611,NO
0.1547,0.10400000000000001,NO
0.3595,3.4192,YES
0.2156,1.1026,NO
0.1535,0.8254,NO
0.4159,3.8727,YES
0.1827,1.3135,NO
0.1097,0.2885,NO
0.5448,4.2868,YES
0.191,1.043,NO
0.4381,3.3429,YES
0.1528,0.5235,NO
0.3264,1.5269,NO
0.3203,1.6779,NO
0.2648,0.8953,NO
0.171,0.2219,NO
0.21899999999999997,1.3469,NO
0.1398,0.4505,NO
0.3673,0.9391,NO
0.1451,0.5058,NO
0.2637,0.7245,NO
0.1991,0.6568,NO
0.1784,1.2333,NO
0.3767,1.13,NO
0.1917,0.4625,NO
0.3794,3.9532,YES
0.3359,1.7764,NO
0.2874,3.27,YES
0.0798,1.5665,NO
0.0364,0.5539999999999999,NO
0.2475,3.4399,YES
0.2794,3.3145,YES
0.2232,4.0897,YES
0.2213,3.8666,YES
0.1233,1.7918,NO
0.0474,0.8123,NO
0.2799,4.6461,YES
0.2328,2.2518,NO
0.2608,3.0491,YES
0.1095,1.6769,NO
0.2365,1.7635,NO
0.2061,1.5628,NO
