DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_73,Associated
0.0737,0.3496,NO
0.0652,0.1493,NO
0.1144,0.5722,NO
0.2164,0.4329,NO
0.0671,0.2383,NO
0.0906,0.6333,NO
0.0589,0.4164,NO
0.0679,0.2852,NO
0.1689,0.1516,NO
0.2469,1.0,YES
0.0616,0.4964,NO
0.33799999999999997,1.0,YES
0.2427,0.2582,NO
0.2231,0.3824,NO
0.2223,0.2085,NO
0.1142,0.2358,NO
0.0706,0.2383,NO
0.1109,0.188,NO
0.0747,0.3844,NO
0.2179,0.1437,NO
0.1147,0.3438,NO
0.0779,1.0,YES
0.0804,0.9096,YES
0.1668,0.8236,YES
0.24,0.5193,YES
0.1573,0.314,NO
0.0716,1.0,YES
0.1205,0.3251,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2893,NO
0.1579,0.2165,NO
0.1148,0.2165,NO
0.1112,0.2387,NO
0.3947,0.5234,YES
0.0957,0.7333,YES
0.1364,0.0523,NO
0.1056,0.1692,NO
0.0981,0.0516,NO
0.1058,0.0631,NO
0.1797,0.2584,NO
0.1526,0.3148,NO
0.1551,0.1953,NO
0.2811,1.0,YES
0.0766,0.2165,NO
0.1126,0.8716,YES
0.0341,0.1359,NO
0.3399,1.0,YES
0.0412,0.2165,NO
0.1212,0.1484,NO
0.0769,0.2456,NO
0.1235,0.1789,NO
0.0802,0.1789,NO
0.1903,0.1098,NO
0.1119,0.1789,NO
0.1008,0.1415,NO
0.0886,0.32,NO
0.1534,0.1493,NO
0.1331,0.3097,NO
0.2865,0.5644,NO
0.1512,0.31,NO
0.1666,0.3753,NO
0.1465,0.3258,NO
0.0509,0.1133,NO
0.2187,0.2866,NO
0.4574,1.0,YES
0.1603,0.2866,NO
0.2015,1.0,YES
0.205,0.1138,NO
0.2168,0.3673,NO
0.2136,0.1078,NO
0.1919,0.1944,NO
0.1533,0.3765,NO
0.1268,0.188,NO
0.1947,0.3765,NO
0.1755,0.1276,NO
0.2202,0.3753,NO
0.4465,0.83,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.3753,NO
0.1927,1.0,YES
0.1251,0.3753,NO
0.1303,0.3239,YES
0.1814,0.408,YES
0.3356,0.3151,NO
0.1662,0.2576,NO
0.1507,0.2013,NO
0.1441,0.3559,NO
0.3435,0.7571,YES
0.1243,1.0,YES
0.1731,0.2479,NO
0.0952,0.158,NO
0.1364,0.2862,NO
0.0887,0.0606,NO
0.2289,0.196,NO
0.2088,0.3413,NO
0.2075,0.07200000000000001,NO
0.1923,0.8269,YES
0.0927,0.2013,NO
0.0821,0.2891,YES
0.0311,0.2148,NO
0.3081,0.504,YES
0.0406,0.3559,NO
0.1251,0.1769,NO
0.091,0.0896,NO
0.11800000000000001,0.1297,NO
0.1053,0.057999999999999996,NO
0.2201,0.3559,NO
0.1351,0.1582,NO
0.1328,0.3559,NO
0.0724,0.2282,NO
0.0244,0.2493,NO
0.1404,0.5033,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,1.0,YES
0.0826,0.2493,NO
0.013000000000000001,0.2011,NO
0.2103,0.5227,YES
0.1395,0.1336,NO
0.1325,0.4491,YES
0.1443,0.1729,NO
0.2165,0.3031,NO
0.1934,0.42,NO
0.1934,0.2204,NO
0.0572,0.1663,NO
0.2318,1.0,YES
0.0556,0.2254,NO
0.3609,1.0,YES
0.1417,0.304,NO
0.255,1.0,YES
0.0522,0.3369,NO
0.0677,0.4291,NO
0.1439,0.2896,NO
0.0494,0.1412,NO
0.1715,1.0,YES
0.0964,0.4444,NO
0.1343,1.0,YES
0.1544,0.3496,NO
0.0732,0.2866,NO
0.1975,0.5722,NO
0.2582,0.5644,NO
0.1977,0.3132,NO
0.1701,0.6333,NO
0.1684,0.4164,NO
0.1225,0.2102,NO
0.1458,0.2756,NO
0.4028,1.0,YES
0.1577,0.4964,NO
0.2904,1.0,YES
0.1987,0.2548,NO
0.1756,0.3824,NO
0.1689,0.1926,NO
0.054000000000000006,0.2866,NO
0.1469,0.3132,NO
0.0547,0.2498,NO
0.1082,0.3844,NO
0.2019,0.2866,NO
0.1293,0.4528,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.4528,NO
0.1753,1.0,YES
0.0979,0.4528,NO
0.0985,0.2522,NO
0.0774,0.1168,NO
0.1069,0.5033,YES
0.3647,1.0,YES
0.2531,0.6940000000000001,YES
0.1331,1.0,YES
0.0885,0.2784,NO
0.0604,0.1676,NO
0.2068,0.5227,YES
0.2598,0.4608,NO
0.106,0.4491,YES
0.1459,0.4608,NO
0.2252,0.3031,NO
0.2571,0.3569,NO
0.2375,0.1929,NO
0.1453,0.1567,NO
0.2245,1.0,YES
0.141,0.1669,NO
0.2623,1.0,YES
0.142,0.304,NO
0.2555,1.0,YES
0.2049,0.3798,NO
0.2206,0.4576,NO
0.2228,0.4576,NO
0.1032,0.4576,NO
0.1461,1.0,YES
0.1116,0.4608,NO
0.1326,1.0,YES
0.1415,0.32,NO
0.0745,0.2988,NO
0.2381,0.4218,NO
0.19,0.4329,NO
0.1547,0.2287,NO
0.1997,0.4218,NO
0.1653,0.2988,NO
0.1536,0.2816,NO
0.1999,0.3327,NO
0.1989,1.0,YES
0.2045,0.4218,NO
0.2447,1.0,YES
0.2519,0.3323,NO
0.2036,0.3673,NO
0.2033,0.2685,NO
0.0533,0.2328,NO
0.105,0.2489,NO
0.055999999999999994,0.2701,NO
0.1113,0.3529,NO
0.2256,0.1744,NO
0.0989,0.2418,NO
0.1879,0.6851,YES
0.1445,0.9096,YES
0.1901,0.7587,YES
0.3108,0.5193,YES
0.2405,0.3347,NO
0.1657,1.0,YES
0.1331,0.3347,NO
0.0949,0.3071,NO
0.1339,0.1374,NO
0.22399999999999998,0.4128,NO
0.1967,0.5644,NO
0.1436,0.31,NO
0.2079,0.4569,NO
0.1339,0.3258,NO
0.0967,0.1016,NO
0.2198,0.3023,NO
0.3428,0.9462,YES
0.2344,0.3581,NO
0.1736,0.9199,YES
0.1331,0.1634,NO
0.0735,0.2759,NO
0.0647,0.0793,NO
0.204,0.1596,NO
0.1327,0.2335,NO
0.1655,0.1542,NO
0.31,0.3246,NO
0.1309,0.1276,NO
0.2819,0.3237,NO
0.4042,0.83,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.3855,NO
0.2673,1.0,YES
0.1726,0.3855,NO
0.1439,0.3496,NO
0.0769,0.307,NO
0.1953,0.5722,NO
0.2342,0.5077,NO
0.2047,0.2788,NO
0.1823,0.6333,NO
0.1684,0.4164,NO
0.1204,0.2252,NO
