DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_63,Associated
0.0737,0.5084,NO
0.0652,0.4994,NO
0.1144,0.7927,NO
0.2164,0.5726,NO
0.0671,1.0897,NO
0.0906,1.2834,NO
0.0589,0.784,NO
0.0679,0.3262,NO
0.1689,0.4637,NO
0.2469,2.5809,YES
0.0616,0.3507,NO
0.33799999999999997,2.34,YES
0.2427,0.5048,NO
0.2231,0.9840000000000001,NO
0.2223,0.0869,NO
0.1142,0.8684,NO
0.0706,1.4072,NO
0.1109,0.914,NO
0.0747,1.1724,NO
0.2179,0.3395,NO
0.1147,1.3605,NO
0.0779,1.6669999999999998,YES
0.0804,2.7402,YES
0.1668,2.6042,YES
0.24,1.99,YES
0.1573,0.8963,NO
0.0716,2.804,YES
0.1205,0.5735,NO
0.1072,2.255,YES
0.2444,1.6363,YES
0.3362,1.3843,NO
0.1579,0.5266,NO
0.1148,0.5865,NO
0.1112,1.1031,NO
0.3947,1.4073,YES
0.0957,1.3696,YES
0.1364,1.1579,NO
0.1056,0.4017,NO
0.0981,0.8947,NO
0.1058,0.3435,NO
0.1797,0.9695,NO
0.1526,0.8284,NO
0.1551,0.5725,NO
0.2811,2.0291,YES
0.0766,0.6207,NO
0.1126,1.6803,YES
0.0341,0.5384,NO
0.3399,1.3851,YES
0.0412,0.4663,NO
0.1212,0.2561,NO
0.0769,0.7105,NO
0.1235,0.6627,NO
0.0802,0.349,NO
0.1903,1.2575,NO
0.1119,0.4134,NO
0.1008,0.9586,NO
0.0886,0.4689,NO
0.1534,0.3454,NO
0.1331,0.733,NO
0.2865,1.0745,NO
0.1512,1.3927,NO
0.1666,1.3611,NO
0.1465,0.8861,NO
0.0509,0.2347,NO
0.2187,0.4966,NO
0.4574,3.4496,YES
0.1603,0.3812,NO
0.2015,3.2701,YES
0.205,0.7197,NO
0.2168,1.3923,NO
0.2136,0.1863,NO
0.1919,0.8411,NO
0.1533,1.7731,NO
0.1268,0.9373,NO
0.1947,1.3577,NO
0.1755,0.2154,NO
0.2202,1.3648,NO
0.4465,2.5039,YES
0.4252,3.6153,YES
0.3653,3.6822,YES
0.1771,2.4308,YES
0.1659,1.062,NO
0.1927,3.61,YES
0.1251,0.5528,NO
0.1303,2.6256,YES
0.1814,1.7163,YES
0.3356,1.2518,NO
0.1662,0.4955,NO
0.1507,0.7752,NO
0.1441,0.7746,NO
0.3435,2.0593,YES
0.1243,1.4376,YES
0.1731,1.0714,NO
0.0952,0.7222,NO
0.1364,0.7659,NO
0.0887,0.8353,NO
0.2289,0.4961,NO
0.2088,0.5767,NO
0.2075,0.0935,NO
0.1923,2.353,YES
0.0927,0.9058,NO
0.0821,1.6997,YES
0.0311,0.8085,NO
0.3081,1.8285,YES
0.0406,0.5557,NO
0.1251,0.6426,NO
0.091,0.9029,NO
0.11800000000000001,0.7816,NO
0.1053,0.6554,NO
0.2201,1.4477,NO
0.1351,0.8508,NO
0.1328,0.9459,NO
0.0724,1.1464,NO
0.0244,0.3825,NO
0.1404,2.0782,YES
0.3348,4.086,YES
0.2937,4.6064,YES
0.14300000000000002,2.3211,YES
0.0826,1.265,NO
0.013000000000000001,0.3054,NO
0.2103,1.6488,YES
0.1395,1.4253,NO
0.1325,1.2206,YES
0.1443,1.3503,NO
0.2165,1.0445,NO
0.1934,1.2224,NO
0.1934,0.6731,NO
0.0572,0.5664,NO
0.2318,4.2158,YES
0.0556,0.7355,NO
0.3609,3.8127,YES
0.1417,0.782,NO
0.255,4.1573,YES
