DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_73,Associated
0.0737,0.8588,NO
0.0652,0.2862,NO
0.1144,0.7115,NO
0.2164,0.6179,NO
0.0671,0.8432,NO
0.0906,0.7502,NO
0.0589,0.7490000000000001,NO
0.0679,0.1837,NO
0.1689,1.1394,NO
0.2469,1.7663,YES
0.0616,0.68,NO
0.33799999999999997,1.4219,YES
0.2427,0.836,NO
0.2231,0.6205,NO
0.2223,0.3558,NO
0.1142,0.518,NO
0.0706,0.5427,NO
0.1109,0.4804,NO
0.0747,0.669,NO
0.2179,0.3715,NO
0.1147,1.0034,NO
0.0779,1.0977,YES
0.0804,1.7392,YES
0.1668,1.886,YES
0.24,1.5938,YES
0.1573,0.9147,NO
0.0716,1.3436,YES
0.1205,0.7864,NO
0.1072,1.3572,YES
0.2444,0.3674,YES
0.3362,0.5668,NO
0.1579,0.541,NO
0.1148,0.6125,NO
0.1112,0.5663,NO
0.3947,0.9631,YES
0.0957,0.6596,YES
0.1364,0.2812,NO
0.1056,0.3742,NO
0.0981,0.2597,NO
0.1058,0.223,NO
0.1797,0.1219,NO
0.1526,0.5255,NO
0.1551,0.1175,NO
0.2811,1.2271,YES
0.0766,0.6006,NO
0.1126,1.266,YES
0.0341,0.4247,NO
0.3399,1.2832,YES
0.0412,0.6942,NO
0.1212,0.4701,NO
0.0769,0.2451,NO
0.1235,0.544,NO
0.0802,0.2705,NO
0.1903,0.5754,NO
0.1119,0.4416,NO
0.1008,0.3126,NO
0.0886,1.3873,NO
0.1534,0.5242,NO
0.1331,1.5365,NO
0.2865,1.3127,NO
0.1512,1.2945,NO
0.1666,1.5925,NO
0.1465,1.1256,NO
0.0509,0.3809,NO
0.2187,2.0407,NO
0.4574,3.6718,YES
0.1603,1.3753,NO
0.2015,3.2129,YES
0.205,1.3199,NO
0.2168,0.8255,NO
0.2136,0.3264,NO
0.1919,1.0131,NO
0.1533,1.2583,NO
0.1268,0.6479,NO
0.1947,0.8055,NO
0.1755,0.6712,NO
0.2202,1.6969999999999998,NO
0.4465,2.7746,YES
0.4252,3.3996,YES
0.3653,3.7543,YES
0.1771,3.0746,YES
0.1659,1.6507,NO
0.1927,3.3864,YES
0.1251,1.7856,NO
