DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_52,Associated
0.0737,0.3034,NO
0.0652,0.0148,NO
0.1144,0.2348,NO
0.2164,0.363,NO
0.0671,0.4245,NO
0.0906,0.2719,NO
0.0589,0.0949,NO
0.0679,0.0908,NO
0.1689,0.1788,NO
0.2469,0.7578,YES
0.0616,0.2102,NO
0.33799999999999997,0.8107,YES
0.2427,0.1342,NO
0.2231,0.0513,NO
0.2223,0.0707,NO
0.1142,0.0859,NO
0.0706,0.3483,NO
0.1109,0.0279,NO
0.0747,0.3486,NO
0.2179,0.0449,NO
0.1147,0.3431,NO
0.0779,1.5477,YES
0.0804,0.7017,YES
0.1668,1.3417,YES
0.24,0.5886,YES
0.1573,0.2854,NO
0.0716,0.6632,YES
0.1205,0.2001,NO
0.1072,0.9511,YES
0.2444,1.1128,YES
0.3362,0.5314,NO
0.1579,0.3067,NO
0.1148,0.266,NO
0.1112,0.4076,NO
0.3947,1.3142,YES
0.0957,0.5297,YES
0.1364,0.5913,NO
0.1056,0.1686,NO
0.0981,0.2589,NO
0.1058,0.3522,NO
0.1797,0.1084,NO
0.1526,0.2669,NO
0.1551,0.0323,NO
0.2811,0.4927,YES
0.0766,0.2653,NO
0.1126,1.5635,YES
0.0341,0.1012,NO
0.3399,0.4227,YES
0.0412,0.2263,NO
0.1212,0.2786,NO
0.0769,0.2832,NO
0.1235,0.2096,NO
0.0802,0.2033,NO
0.1903,0.3713,NO
0.1119,0.22399999999999998,NO
0.1008,0.3329,NO
0.0886,0.6061,NO
0.1534,0.1418,NO
0.1331,0.6746,NO
0.2865,0.6111,NO
0.1512,0.5487,NO
0.1666,0.6159,NO
0.1465,0.3268,NO
0.0509,0.1331,NO
0.2187,0.8236,NO
0.4574,1.9961,YES
0.1603,0.6535,NO
0.2015,1.7263,YES
0.205,0.425,NO
0.2168,0.0994,NO
0.2136,0.0778,NO
0.1919,0.2712,NO
0.1533,0.5491,NO
0.1268,0.2759,NO
0.1947,0.20199999999999999,NO
0.1755,0.1618,NO
0.2202,0.2441,NO
0.4465,2.0509,YES
0.4252,1.3733,YES
0.3653,2.4090000000000003,YES
0.1771,2.2883,YES
0.1659,0.4746,NO
0.1927,1.7598,YES
0.1251,0.5704,NO
0.1303,1.2241,YES
0.1814,0.3831,YES
0.3356,0.298,NO
0.1662,0.4062,NO
0.1507,0.3307,NO
0.1441,0.3406,NO
0.3435,0.7558,YES
0.1243,0.2918,YES
0.1731,0.4461,NO
0.0952,0.1361,NO
0.1364,0.1286,NO
0.0887,0.0548,NO
0.2289,0.0646,NO
0.2088,0.2386,NO
0.2075,0.061,NO
0.1923,0.6165,YES
0.0927,0.3132,NO
0.0821,1.3858,YES
0.0311,0.0995,NO
0.3081,0.3727,YES
0.0406,0.371,NO
0.1251,0.0982,NO
0.091,0.2267,NO
0.11800000000000001,0.1089,NO
0.1053,0.0768,NO
0.2201,0.3106,NO
0.1351,0.0882,NO
0.1328,0.3301,NO
0.0724,0.4257,NO
0.0244,0.0854,NO
0.1404,0.5807,YES
0.3348,1.7366,YES
0.2937,1.7144,YES
0.14300000000000002,0.7665,YES
0.0826,0.3704,NO
0.013000000000000001,0.0517,NO
0.2103,0.6513,YES
0.1395,0.1038,NO
0.1325,0.3891,YES
0.1443,0.1043,NO
0.2165,0.239,NO
0.1934,0.1256,NO
0.1934,0.06,NO
0.0572,0.2194,NO
0.2318,1.2906,YES
0.0556,0.2072,NO
0.3609,1.7045,YES
0.1417,0.1616,NO
0.255,2.0374,YES
0.0522,0.3644,NO
0.0677,0.1942,NO
