DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_21,Associated
0.0737,0.5819,NO
0.0652,0.2685,NO
0.1144,0.3674,NO
0.2164,0.4649,NO
0.0671,0.2854,NO
0.0906,0.6194,NO
0.0589,0.6571,NO
0.0679,0.2782,NO
0.1689,0.5031,NO
0.2469,2.6079,YES
0.0616,0.1306,NO
0.33799999999999997,2.2363,YES
0.2427,0.3259,NO
0.2231,0.3526,NO
0.2223,0.1086,NO
0.1142,0.23199999999999998,NO
0.0706,0.4698,NO
0.1109,0.4991,NO
0.0747,0.37,NO
0.2179,0.3952,NO
0.1147,0.1768,NO
0.0779,2.5340000000000003,YES
0.0804,3.2691,YES
0.1668,1.6442,YES
0.24,0.6266,YES
0.1573,0.595,NO
0.0716,1.5488,YES
0.1205,0.2776,NO
0.1072,1.8629,YES
0.2444,1.1208,YES
0.3362,0.2605,NO
0.1579,0.5338,NO
0.1148,0.2528,NO
0.1112,0.4433,NO
0.3947,0.8061,YES
0.0957,1.0565,YES
0.1364,0.6687,NO
0.1056,0.5344,NO
0.0981,0.3251,NO
0.1058,0.4096,NO
0.1797,0.2995,NO
0.1526,0.363,NO
0.1551,0.1984,NO
0.2811,1.3024,YES
0.0766,0.3849,NO
0.1126,1.5221,YES
0.0341,0.2743,NO
0.3399,1.4564,YES
0.0412,0.3881,NO
0.1212,0.4608,NO
0.0769,0.5505,NO
0.1235,0.1433,NO
0.0802,0.2081,NO
0.1903,0.4,NO
0.1119,0.4211,NO
0.1008,0.3511,NO
0.0886,0.4634,NO
0.1534,0.2384,NO
0.1331,0.4004,NO
0.2865,0.4198,NO
0.1512,0.3975,NO
0.1666,0.5969,NO
0.1465,0.5887,NO
0.0509,0.2501,NO
0.2187,0.5237,NO
0.4574,2.4101,YES
0.1603,0.2749,NO
0.2015,1.7132,YES
0.205,0.3537,NO
0.2168,0.3304,NO
0.2136,0.1585,NO
0.1919,0.2194,NO
0.1533,0.6167,NO
0.1268,0.3685,NO
0.1947,0.3917,NO
0.1755,0.285,NO
0.2202,0.1775,NO
0.4465,2.2889,YES
0.4252,2.9945,YES
0.3653,1.6998,YES
0.1771,0.5306,YES
0.1659,0.8437,NO
0.1927,1.6182,YES
0.1251,0.6197,NO
0.1303,1.0259,YES
0.1814,1.1038,YES
0.3356,0.4145,NO
0.1662,0.3613,NO
0.1507,0.2079,NO
0.1441,0.4971,NO
0.3435,0.6181,YES
0.1243,0.6972,YES
0.1731,0.6246,NO
0.0952,0.402,NO
0.1364,0.4862,NO
0.0887,0.3096,NO
0.2289,0.4135,NO
0.2088,0.3272,NO
0.2075,0.2105,NO
0.1923,1.1602,YES
0.0927,0.5177,NO
0.0821,1.1704,YES
0.0311,0.2539,NO
0.3081,1.2254,YES
0.0406,0.2282,NO
0.1251,0.3074,NO
0.091,0.331,NO
0.11800000000000001,0.1082,NO
0.1053,0.1888,NO
0.2201,0.5962,NO
0.1351,0.3336,NO
0.1328,0.6287,NO
0.0724,0.239,NO
0.0244,0.1338,NO
0.1404,0.6461,YES
0.3348,1.9369999999999998,YES
0.2937,2.6421,YES
0.14300000000000002,0.7305,YES
0.0826,0.3769,NO
0.013000000000000001,0.2503,NO
0.2103,1.2714,YES
0.1395,0.4364,NO
0.1325,0.542,YES
0.1443,0.4211,NO
0.2165,0.3541,NO
0.1934,0.3392,NO
0.1934,0.0957,NO
0.0572,0.1279,NO
0.2318,1.7757,YES
0.0556,0.2105,NO
0.3609,1.1981,YES
0.1417,0.2515,NO
0.255,2.3325,YES
0.0522,0.4007,NO
0.0677,0.6532,NO
0.1439,0.2002,NO
0.0494,0.1465,NO
0.1715,0.8503,YES
0.0964,0.5539999999999999,NO
0.1343,0.7482,YES
0.1544,0.5523,NO
0.0732,0.1688,NO
0.1975,0.2299,NO
0.2582,0.5319,NO
0.1977,0.2823,NO
0.1701,0.5863,NO
0.1684,0.7105,NO
0.1225,0.2876,NO
0.1458,0.5503,NO
0.4028,3.4295,YES
0.1577,0.1815,NO
0.2904,2.3663,YES
0.1987,0.3496,NO
0.1756,0.4847,NO
0.1689,0.1501,NO
0.054000000000000006,0.1803,NO
0.1469,0.595,NO
0.0547,0.4448,NO
0.1082,0.3953,NO
0.2019,0.2608,NO
0.1293,0.0525,NO
0.3897,3.3287,YES
0.3612,4.0636,YES
0.2791,1.8807,YES
0.2894,0.7031,YES
0.2226,0.624,NO
0.1753,1.6799,YES
0.0979,0.43700000000000006,NO
0.0985,0.4287,NO
0.0774,0.3021,NO
0.1069,0.6087,YES
0.3647,2.6461,YES
0.2531,2.5664,YES
0.1331,0.8237,YES
0.0885,0.3719,NO
0.0604,0.2933,NO
