DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_66,Associated
0.0737,0.3496,NO
0.0652,0.1819,NO
0.1144,0.2323,NO
0.2164,0.2383,NO
0.0671,0.2813,NO
0.0906,0.6333,NO
0.0589,0.2852,NO
0.0679,0.2852,NO
0.1689,0.1632,NO
0.2469,0.7677,YES
0.0616,0.2323,NO
0.33799999999999997,0.7677,YES
0.2427,0.3104,NO
0.2231,0.3824,NO
0.2223,0.0827,NO
0.1142,0.2358,NO
0.0706,0.2804,NO
0.1109,0.2852,NO
0.0747,0.2804,NO
0.2179,0.1819,NO
0.1147,0.3438,NO
0.0779,0.5044,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,0.3987,YES
0.1573,0.4758,NO
0.0716,1.0,YES
0.1205,0.1232,NO
0.1072,1.0,YES
0.2444,0.408,YES
0.3362,0.3151,NO
0.1579,0.2796,NO
0.1148,0.1563,NO
0.1112,0.2796,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2287,NO
0.1056,0.2425,NO
0.0981,0.2796,NO
0.1058,0.2425,NO
0.1797,0.0847,NO
0.1526,0.3413,NO
0.1551,0.0261,NO
0.2811,0.8269,YES
0.0766,0.2796,NO
0.1126,1.0,YES
0.0341,0.1687,NO
0.3399,0.5838,YES
0.0412,0.1607,NO
0.1212,0.1769,NO
0.0769,0.2425,NO
0.1235,0.1789,NO
0.0802,0.1789,NO
0.1903,0.2796,NO
0.1119,0.2425,NO
0.1008,0.1342,NO
0.0886,0.32,NO
0.1534,0.0724,NO
0.1331,0.2487,NO
0.2865,0.2978,NO
0.1512,0.3765,NO
0.1666,0.3427,NO
0.1465,0.3056,NO
0.0509,0.1316,NO
0.2187,0.2223,NO
0.4574,1.0,YES
0.1603,0.2223,NO
0.2015,1.0,YES
0.205,0.2728,NO
0.2168,0.35200000000000004,NO
0.2136,0.1697,NO
0.1919,0.3282,NO
0.1533,0.3765,NO
0.1268,0.318,NO
0.1947,0.3765,NO
0.1755,0.1276,NO
0.2202,0.3765,NO
0.4465,0.83,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.314,NO
0.1927,1.0,YES
0.1251,0.2458,NO
0.1303,1.0,YES
0.1814,0.408,YES
0.3356,0.3151,NO
0.1662,0.151,NO
0.1507,0.1909,NO
0.1441,0.0773,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.1287,NO
0.0952,0.0728,NO
0.1364,0.0413,NO
0.0887,0.1102,NO
0.2289,0.0468,NO
0.2088,0.3413,NO
0.2075,0.0245,NO
0.1923,0.8269,YES
0.0927,0.2044,NO
0.0821,1.0,YES
