DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_LSA_14,Associated
0.0737,0.2076,NO
0.0652,0.2626,NO
0.1144,0.6593,NO
0.2164,0.3384,NO
0.0671,0.191,NO
0.0906,0.6773,NO
0.0589,0.4224,NO
0.0679,0.2025,NO
0.1689,0.1766,NO
0.2469,1.0,YES
0.0616,0.7077,NO
0.33799999999999997,1.0,YES
0.2427,0.3701,NO
0.2231,0.3701,NO
0.2223,0.3691,NO
0.1142,0.2626,NO
0.0706,0.2942,NO
0.1109,0.2626,NO
0.0747,0.2553,NO
0.2179,0.2626,NO
0.1147,0.3295,NO
0.0779,0.5857,YES
0.0804,0.5954,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1818,NO
0.0716,1.0,YES
0.1205,0.2183,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2853,NO
0.1579,0.1872,NO
0.1148,0.1872,NO
0.1112,0.3765,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.4007,NO
0.1056,0.3066,NO
0.0981,0.4007,NO
0.1058,0.3066,NO
0.1797,0.3658,NO
0.1526,0.397,NO
0.1551,0.397,NO
0.2811,1.0,YES
0.0766,0.1872,NO
0.1126,1.0,YES
0.0341,0.1897,NO
0.3399,1.0,YES
0.0412,0.1872,NO
0.1212,0.2082,NO
0.0769,0.2082,NO
0.1235,0.2314,NO
0.0802,0.3066,NO
0.1903,0.4007,NO
0.1119,0.2314,NO
0.1008,0.2584,NO
0.0886,0.2057,NO
0.1534,0.1062,NO
0.1331,0.6593,NO
0.2865,0.6139,NO
0.1512,0.3369,NO
0.1666,0.6773,NO
0.1465,0.4224,NO
0.0509,0.0278,NO
0.2187,0.2021,NO
0.4574,1.0,YES
0.1603,0.7077,NO
0.2015,1.0,YES
0.205,0.2134,NO
0.2168,0.1756,NO
0.2136,0.1273,NO
0.1919,0.3249,NO
0.1533,0.5985,NO
0.1268,0.0898,NO
0.1947,0.391,NO
0.1755,0.1843,NO
0.2202,0.3295,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.3063,NO
0.1927,1.0,YES
0.1251,0.2054,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.6805,NO
0.1662,0.6805,NO
0.1507,0.5217,NO
0.1441,0.466,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.4748,NO
0.0952,0.1391,NO
0.1364,0.4748,NO
0.0887,0.1656,NO
0.2289,0.7376,NO
0.2088,0.7376,NO
0.2075,0.7358,NO
0.1923,1.0,YES
0.0927,0.6805,NO
0.0821,1.0,YES
0.0311,0.5005,NO
0.3081,1.0,YES
0.0406,0.3514,NO
0.1251,0.2535,NO
0.091,0.1923,NO
0.11800000000000001,0.1503,NO
0.1053,0.225,NO
0.2201,0.6805,NO
0.1351,0.3143,NO
0.1328,0.4748,NO
0.0724,0.1709,NO
0.0244,0.1663,NO
0.1404,0.7346,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.503,YES
0.0826,0.22,NO
0.013000000000000001,0.153,NO
0.2103,0.433,YES
0.1395,0.3019,NO
0.1325,0.5679,YES
0.1443,0.166,NO
0.2165,0.1879,NO
0.1934,0.3152,NO
0.1934,0.2347,NO
0.0572,0.1663,NO
0.2318,1.0,YES
0.0556,0.1663,NO
0.3609,1.0,YES
0.1417,0.3664,NO
0.255,1.0,YES
0.0522,0.3405,NO
0.0677,0.3338,NO
0.1439,0.2013,NO
0.0494,0.2464,NO
0.1715,0.7346,YES
0.0964,0.4518,NO
0.1343,0.4304,YES
0.1544,0.1341,NO
0.0732,0.1996,NO
0.1975,0.4056,NO
0.2582,0.6139,NO
0.1977,0.3369,NO
0.1701,0.4167,NO
0.1684,0.2599,NO
0.1225,0.0247,NO
0.1458,0.3573,NO
0.4028,1.0,YES
0.1577,0.4354,NO
0.2904,1.0,YES
0.1987,0.2451,NO
0.1756,0.2451,NO
0.1689,0.2445,NO
0.054000000000000006,0.221,NO
0.1469,0.4071,NO
0.0547,0.1996,NO
0.1082,0.3054,NO
0.2019,0.2508,NO
0.1293,0.3054,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.3573,NO
0.1753,0.6802,YES
0.0979,0.2054,NO
0.0985,0.1709,NO
0.0774,0.2248,NO
0.1069,1.0,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.6847,YES
0.0885,0.2995,NO
0.0604,0.1098,NO
0.2068,0.5022,YES
0.2598,0.6968,NO
0.106,0.6283,YES
0.1459,0.6968,NO
0.2252,0.125,NO
0.2571,0.3152,NO
0.2375,0.2347,NO
0.1453,0.2264,NO
0.2245,1.0,YES
0.141,0.1194,NO
0.2623,1.0,YES
0.142,0.4988,NO
0.2555,1.0,YES
0.2049,0.5683,NO
0.2206,0.6232,NO
0.2228,0.6334,NO
0.1032,0.6968,NO
0.1461,1.0,YES
0.1116,0.6968,NO
0.1326,0.5859,YES
0.1415,0.2332,NO
0.0745,0.2148,NO
0.2381,0.6593,NO
0.19,0.6139,NO
0.1547,0.3369,NO
0.1997,0.6773,NO
0.1653,0.4224,NO
0.1536,0.2332,NO
0.1999,0.2272,NO
0.1989,1.0,YES
0.2045,0.7077,NO
0.2447,1.0,YES
0.2519,0.3899,NO
0.2036,0.3899,NO
0.2033,0.3889,NO
0.0533,0.2148,NO
0.105,0.2942,NO
0.055999999999999994,0.2332,NO
0.1113,0.1697,NO
0.2256,0.2508,NO
0.0989,0.3295,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.2758,NO
