DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_32,Associated
0.0737,0.3883,NO
0.0652,0.354,NO
0.1144,0.2172,NO
0.2164,0.5438,NO
0.0671,0.39399999999999996,NO
0.0906,0.4474,NO
0.0589,0.4911,NO
0.0679,0.4758,NO
0.1689,0.42100000000000004,NO
0.2469,2.1434,YES
0.0616,0.5504,NO
0.33799999999999997,1.8871,YES
0.2427,0.8947,NO
0.2231,0.9494,NO
0.2223,1.065,NO
0.1142,0.3592,NO
0.0706,0.9634,NO
0.1109,0.4048,NO
0.0747,0.8171,NO
0.2179,0.7646,NO
0.1147,0.7455,NO
0.0779,2.3812,YES
0.0804,2.5431,YES
0.1668,1.6958,YES
0.24,1.8179,YES
0.1573,0.3661,NO
0.0716,1.7897,YES
0.1205,0.6722,NO
0.1072,1.4928,YES
0.2444,1.4354,YES
0.3362,0.958,NO
0.1579,0.5759,NO
0.1148,0.4915,NO
0.1112,0.758,NO
0.3947,2.5194,YES
0.0957,2.3827,YES
0.1364,0.8436,NO
0.1056,0.3115,NO
0.0981,0.5598,NO
0.1058,0.4661,NO
0.1797,0.1759,NO
0.1526,0.1636,NO
0.1551,0.3294,NO
0.2811,1.6727,YES
0.0766,0.7059,NO
0.1126,1.6746,YES
0.0341,0.6434,NO
0.3399,2.2827,YES
0.0412,0.4877,NO
0.1212,0.586,NO
0.0769,0.5625,NO
0.1235,0.374,NO
0.0802,0.4887,NO
0.1903,0.7491,NO
0.1119,0.0685,NO
0.1008,0.8224,NO
0.0886,0.3395,NO
0.1534,0.514,NO
0.1331,0.738,NO
0.2865,1.2670000000000001,NO
0.1512,0.7341,NO
0.1666,1.3296,NO
0.1465,0.5669,NO
0.0509,0.2208,NO
0.2187,0.795,NO
0.4574,2.7011,YES
0.1603,1.453,NO
0.2015,2.2976,YES
0.205,0.2466,NO
0.2168,0.4364,NO
0.2136,0.314,NO
0.1919,0.4977,NO
0.1533,2.0439,NO
0.1268,0.1866,NO
0.1947,1.5417,NO
0.1755,0.3424,NO
0.2202,0.9791,NO
0.4465,3.0052,YES
0.4252,3.1275,YES
0.3653,2.7401,YES
0.1771,2.1949,YES
0.1659,1.0844,NO
0.1927,2.7603,YES
0.1251,0.9805,NO
0.1303,1.8361,YES
0.1814,2.0508,YES
0.3356,0.9507,NO
0.1662,0.3893,NO
0.1507,0.1987,NO
0.1441,0.7832,NO
0.3435,2.6525,YES
0.1243,2.6044,YES
0.1731,0.7139,NO
0.0952,0.6285,NO
0.1364,0.7989,NO
0.0887,0.7517,NO
0.2289,0.8255,NO
0.2088,0.935,NO
0.2075,0.9769,NO
0.1923,2.2179,YES
0.0927,0.6224,NO
0.0821,1.8191,YES
0.0311,0.3587,NO
0.3081,2.7789,YES
0.0406,0.2652,NO
0.1251,0.8097,NO
0.091,0.899,NO
0.11800000000000001,1.1551,NO
0.1053,0.7053,NO
0.2201,0.7466,NO
0.1351,0.851,NO
0.1328,0.8457,NO
0.0724,0.5146,NO
0.0244,0.6747,NO
0.1404,1.722,YES
0.3348,5.1161,YES
0.2937,3.7592,YES
0.14300000000000002,2.372,YES
0.0826,1.3429,NO
0.013000000000000001,0.3717,NO
0.2103,2.9652,YES
0.1395,0.5297,NO
0.1325,2.8197,YES
0.1443,0.3809,NO
