DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_80,Associated
0.0737,0.4247,NO
0.0652,0.5217,NO
0.1144,0.1764,NO
0.2164,0.6475,NO
0.0671,0.4801,NO
0.0906,0.3933,NO
0.0589,0.2626,NO
0.0679,0.1565,NO
0.1689,0.2423,NO
0.2469,1.4063,YES
0.0616,0.2207,NO
0.33799999999999997,1.4291,YES
0.2427,0.2189,NO
0.2231,0.1943,NO
0.2223,0.2408,NO
0.1142,0.2869,NO
0.0706,0.251,NO
0.1109,0.1723,NO
0.0747,0.3261,NO
0.2179,0.3049,NO
0.1147,0.3727,NO
0.0779,1.8685,YES
0.0804,1.8845,YES
0.1668,1.1707,YES
0.24,1.6555,YES
0.1573,0.2719,NO
0.0716,0.9863,YES
0.1205,0.2778,NO
0.1072,1.9269999999999998,YES
0.2444,1.4799,YES
0.3362,0.9564,NO
0.1579,0.5434,NO
0.1148,0.7474,NO
0.1112,1.4068,NO
0.3947,2.2058,YES
0.0957,0.8926,YES
0.1364,1.253,NO
0.1056,0.2181,NO
0.0981,1.0388,NO
0.1058,0.2795,NO
0.1797,0.4776,NO
0.1526,0.7003,NO
0.1551,0.6355,NO
0.2811,1.5336,YES
0.0766,0.6249,NO
0.1126,1.0782,YES
0.0341,0.9247,NO
0.3399,1.8828,YES
0.0412,0.5437,NO
0.1212,0.6039,NO
0.0769,0.389,NO
0.1235,0.5428,NO
0.0802,0.3,NO
0.1903,1.3524,NO
0.1119,0.4511,NO
0.1008,1.1457,NO
0.0886,0.4508,NO
0.1534,0.5048,NO
0.1331,0.8313,NO
0.2865,1.2511,NO
0.1512,1.6052,NO
0.1666,1.6979,NO
0.1465,0.1665,NO
0.0509,0.3396,NO
0.2187,0.8913,NO
0.4574,2.8079,YES
0.1603,1.0367,NO
0.2015,2.2294,YES
0.205,0.5288,NO
0.2168,0.6016,NO
0.2136,0.5578,NO
0.1919,0.1486,NO
0.1533,0.7947,NO
0.1268,0.39,NO
0.1947,1.0873,NO
0.1755,0.4204,NO
0.2202,1.369,NO
0.4465,3.7589,YES
0.4252,3.7429,YES
0.3653,3.2981,YES
0.1771,2.9029,YES
0.1659,1.4381,NO
0.1927,3.1134,YES
0.1251,1.4047,NO
0.1303,3.284,YES
0.1814,2.3634,YES
0.3356,1.9161,NO
0.1662,0.9935,NO
0.1507,1.1458,NO
0.1441,3.0326,NO
0.3435,3.5998,YES
0.1243,2.4091,YES
0.1731,2.9394,NO
0.0952,0.7605,NO
0.1364,1.9626,NO
0.0887,1.1434,NO
0.2289,1.7529,NO
0.2088,2.0669999999999997,NO
0.2075,2.1386,NO
0.1923,2.3074,YES
0.0927,1.7,NO
0.0821,2.5279,YES
0.0311,1.6897,NO
0.3081,3.1876,YES
0.0406,1.284,NO
0.1251,1.7063,NO
0.091,1.3155,NO
0.11800000000000001,1.5128,NO
0.1053,1.1631,NO
0.2201,2.7261,NO
0.1351,1.3657,NO
0.1328,2.7043,NO
0.0724,0.8518,NO
0.0244,0.8108,NO
0.1404,1.9382,YES
0.3348,3.9577,YES
0.2937,4.383,YES
0.14300000000000002,2.3726,YES
0.0826,0.7275,NO
0.013000000000000001,0.5435,NO
0.2103,2.2279,YES
0.1395,0.5399,NO
0.1325,2.1366,YES
0.1443,0.7926,NO
0.2165,0.9063,NO
0.1934,1.2401,NO
0.1934,1.1851,NO
0.0572,0.5432,NO
0.2318,4.4707,YES
0.0556,0.4533,NO
0.3609,4.8002,YES
0.1417,0.5579999999999999,NO
0.255,3.7814,YES
0.0522,0.7851,NO
0.0677,0.7019,NO
0.1439,1.0747,NO
0.0494,0.8038,NO
0.1715,2.27,YES
0.0964,1.2882,NO
0.1343,2.5127,YES
0.1544,0.8140000000000001,NO
0.0732,0.8370000000000001,NO
0.1975,0.8892,NO
0.2582,0.9725,NO
0.1977,1.3908,NO
0.1701,1.9792,NO
0.1684,0.7689,NO
0.1225,0.6081,NO
0.1458,1.2244,NO
0.4028,2.6896,YES
0.1577,1.0521,NO
0.2904,2.2826,YES
0.1987,0.7534,NO
0.1756,0.8485,NO
0.1689,0.8911,NO
0.054000000000000006,0.5537,NO
0.1469,0.6856,NO
0.0547,0.6082,NO
0.1082,0.9211,NO
0.2019,0.9079999999999999,NO
0.1293,1.1802,NO
0.3897,3.7576,YES
0.3612,3.6023,YES
0.2791,2.9586,YES
0.2894,2.7194,YES
0.2226,1.6077,NO
0.1753,2.9131,YES
0.0979,1.5375,NO
0.0985,0.5371,NO
0.0774,0.5159,NO
0.1069,1.0455,YES
0.3647,3.3001,YES
0.2531,3.6155,YES
0.1331,1.2451,YES
0.0885,0.5388,NO
0.0604,0.312,NO
0.2068,1.2236,YES
0.2598,0.5012,NO
0.106,1.0951,YES
0.1459,0.5364,NO
0.2252,0.6217,NO
0.2571,1.0087,NO
0.2375,1.0138,NO
0.1453,0.3323,NO
0.2245,3.5747,YES
0.141,0.2899,NO
0.2623,3.7518,YES
0.142,0.4146,NO
0.2555,3.0127,YES
0.2049,0.4249,NO
0.2206,0.3886,NO
0.2228,0.4081,NO
0.1032,0.4482,NO
0.1461,1.2277,YES
0.1116,1.0237,NO
0.1326,1.2101,YES
0.1415,0.6914,NO
0.0745,0.7533,NO
0.2381,0.7009,NO
0.19,0.9063,NO
0.1547,1.1525,NO
0.1997,1.8630000000000002,NO
0.1653,0.6716,NO
0.1536,0.5614,NO
0.1999,1.1272,NO
0.1989,1.8417,YES
0.2045,0.9806,NO
0.2447,1.7252,YES
0.2519,0.8117,NO
0.2036,0.8466,NO
0.2033,0.7572,NO
0.0533,0.4844,NO
0.105,0.6706,NO
0.055999999999999994,0.3933,NO
0.1113,0.6466,NO
0.2256,0.5809,NO
0.0989,0.8824,NO
0.1879,2.9267,YES
0.1445,2.7238,YES
0.1901,2.0061,YES
0.3108,2.2081,YES
0.2405,1.3907,NO
0.1657,2.0922,YES
0.1331,1.2919999999999998,NO
0.0949,0.8877,NO
0.1339,0.9263,NO
0.22399999999999998,1.5842,NO
0.1967,1.6558,NO
0.1436,1.8219999999999998,NO
0.2079,2.3735,NO
0.1339,0.6122,NO
0.0967,0.5144,NO
0.2198,1.4775,NO
0.3428,2.9709,YES
0.2344,1.6982,NO
0.1736,2.5114,YES
0.1331,0.4373,NO
0.0735,0.5776,NO
0.0647,0.3366,NO
0.204,0.4286,NO
0.1327,1.0086,NO
0.1655,0.6509,NO
0.31,1.5821,NO
0.1309,0.6156,NO
0.2819,1.7303,NO
0.4042,4.0813,YES
0.3296,4.2462,YES
0.4941,3.8454,YES
0.1783,3.2639,YES
0.193,1.9645,NO
0.2673,3.4967,YES
0.1726,2.1109999999999998,NO
0.1439,0.5719,NO
0.0769,0.4561,NO
0.1953,0.8446,NO
0.2342,0.9523,NO
0.2047,1.1093,NO
0.1823,1.4387,NO
0.1684,0.3561,NO
0.1204,0.4828,NO
0.1751,1.117,NO
0.3579,2.5956,YES
0.1828,0.7891,NO
0.2083,2.2435,YES
0.2252,0.5612,NO
0.2041,0.5576,NO
0.2007,0.5408,NO
0.0498,0.0712,NO
0.1415,0.6599,NO
0.0515,0.4343,NO
0.1207,0.9179,NO
0.1912,0.6635,NO
0.14,0.8390000000000001,NO
0.4038,3.1806,YES
0.3494,3.2539999999999996,YES
0.2799,2.6485,YES
0.2675,2.5573,YES
0.2206,1.2286,NO
0.2003,2.3771,YES
0.1168,1.3952,NO
0.0727,0.5087,NO
0.0714,0.4876,NO
0.10800000000000001,0.4903,NO
0.2886,1.3162,NO
0.1427,1.641,NO
0.0855,0.9831,NO
0.0605,0.303,NO
0.0532,0.2735,NO
0.1421,0.6677,NO
0.4397,2.6764,YES
0.0607,0.7676,NO
0.2347,2.0635,YES
0.2118,0.5201,NO
0.2048,0.45299999999999996,NO
0.2045,0.5382,NO
0.0849,0.0654,NO
0.1035,0.7666,NO
0.0824,0.4182,NO
0.0975,1.0637,NO
0.1702,0.3809,NO
0.1518,1.4769,NO
0.3372,3.1189999999999998,YES
0.3303,3.1043,YES
0.314,2.5348,YES
0.1257,2.5321,YES
0.1375,0.7407,NO
0.1128,2.4593,YES
0.099,0.743,NO
0.1069,1.1315,NO
0.0451,1.2053,NO
0.5095,5.8352,YES
0.1431,1.8673,YES
0.1227,2.0371,YES
0.2847,6.8021,YES
0.2237,1.2165,NO
0.1065,0.9174,NO
0.3266,6.5664,YES
0.0974,0.2167,NO
0.3289,5.8614,YES
0.1059,0.7512,NO
0.2131,1.8147,NO
0.1496,1.6348,NO
0.1474,1.4888,NO
0.0902,0.5904,NO
0.0993,3.1211,YES
0.0875,0.6752,NO
0.2369,3.7710000000000004,YES
0.2129,0.9722,NO
0.1321,2.3005,YES
0.1271,1.0824,NO
0.08,0.879,NO
0.3025,2.5158,NO
0.12,1.2795,NO
0.3399,6.1988,YES
0.2516,1.9412,NO
0.2081,6.6755,YES
0.1799,0.7087,NO
0.1547,0.6348,NO
0.3595,3.0338,YES
0.2156,1.3938,NO
0.1535,1.4317,NO
0.4159,3.6818,YES
0.1827,0.6185,NO
0.1097,0.4311,NO
0.5448,3.5655,YES
0.191,0.39299999999999996,NO
0.4381,2.7061,YES
0.1528,0.5588,NO
0.3264,1.7109,NO
0.3203,1.761,NO
0.2648,1.3037,NO
0.171,0.13699999999999998,NO
0.21899999999999997,2.0395,NO
0.1398,0.1125,NO
0.3673,1.8555,NO
0.1451,0.0847,NO
0.2637,1.3542,NO
0.1991,0.9401,NO
0.1784,0.9703,NO
0.3767,1.9201,NO
0.1917,1.0947,NO
0.3794,3.5460000000000003,YES
0.3359,1.5624,NO
0.2874,3.8288,YES
0.0798,0.9814,NO
0.0364,0.9525,NO
0.2475,4.1985,YES
0.2794,3.9764,YES
0.2232,4.2597,YES
0.2213,4.66,YES
0.1233,1.089,NO
0.0474,0.6157,NO
0.2799,4.0357,YES
0.2328,1.4283,NO
0.2608,3.6644,YES
0.1095,1.3413,NO
0.2365,0.8875,NO
0.2061,1.6431,NO
0.2048,1.276,NO
0.0456,0.3267,NO
0.1795,4.3324,YES
0.0442,0.7025,NO
0.27,5.0353,YES
0.1224,0.7703,NO
0.1913,3.8194,YES
0.2397,1.9053,NO
0.2111,2.2179,NO
0.2935,3.4135,NO
0.1155,1.8857,NO
0.243,4.4752,YES
0.1959,3.4411,NO
0.198,4.5349,YES
0.1636,0.5054,NO
0.1646,0.436,NO
0.3881,2.9007,YES
0.1762,0.3853,NO
0.1649,0.5088,NO
0.4197,3.7504,YES
0.1681,0.3735,NO
0.153,0.3824,NO
0.4738,3.9023,YES
0.159,0.1091,NO
0.493,3.2935,YES
0.1456,0.3795,NO
0.2244,1.3989,NO
0.1542,1.0294,NO
0.1277,0.7527,NO
0.1775,0.0498,NO
