DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_LSA_56,Associated
0.0737,0.0655,NO
0.0652,0.0785,NO
0.1144,0.1406,NO
0.2164,0.2653,NO
0.0671,0.1663,NO
0.0906,0.1986,NO
0.0589,0.1579,NO
0.0679,0.1687,NO
0.1689,0.1406,NO
0.2469,1.0,YES
0.0616,0.1412,NO
0.33799999999999997,1.0,YES
0.2427,0.1248,NO
0.2231,0.1766,NO
0.2223,0.0229,NO
0.1142,0.159,NO
0.0706,0.20600000000000002,NO
0.1109,0.1171,NO
0.0747,0.1701,NO
0.2179,0.0424,NO
0.1147,0.2083,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,0.3527,YES
0.24,1.0,YES
0.1573,0.1526,NO
0.0716,0.267,YES
0.1205,0.1219,NO
0.1072,0.4232,YES
0.2444,0.1949,YES
0.3362,0.1398,NO
0.1579,0.1088,NO
0.1148,0.063,NO
0.1112,0.1405,NO
0.3947,0.35200000000000004,YES
0.0957,1.0,YES
0.1364,0.1194,NO
0.1056,0.0824,NO
0.0981,0.1318,NO
0.1058,0.0139,NO
0.1797,0.0887,NO
0.1526,0.15,NO
0.1551,0.0437,NO
0.2811,1.0,YES
0.0766,0.0303,NO
0.1126,0.4181,YES
0.0341,0.0553,NO
0.3399,0.27399999999999997,YES
0.0412,0.1088,NO
0.1212,0.0909,NO
0.0769,0.1143,NO
0.1235,0.047,NO
0.0802,0.1231,NO
0.1903,0.1405,NO
0.1119,0.1231,NO
0.1008,0.1318,NO
0.0886,0.0337,NO
0.1534,0.0785,NO
0.1331,0.1694,NO
0.2865,0.1926,NO
0.1512,0.1616,NO
0.1666,0.1986,NO
0.1465,0.1488,NO
0.0509,0.076,NO
0.2187,0.1694,NO
0.4574,1.0,YES
0.1603,0.1412,NO
0.2015,1.0,YES
0.205,0.1625,NO
0.2168,0.1766,NO
0.2136,0.1625,NO
0.1919,0.159,NO
0.1533,0.20600000000000002,NO
0.1268,0.0959,NO
0.1947,0.1701,NO
0.1755,0.0203,NO
0.2202,0.2083,NO
0.4465,1.0,YES
0.4252,0.5256,YES
0.3653,0.3527,YES
0.1771,1.0,YES
0.1659,0.1694,NO
0.1927,0.2965,YES
0.1251,0.1694,NO
0.1303,0.4232,YES
0.1814,0.0554,YES
0.3356,0.1692,NO
0.1662,0.204,NO
0.1507,0.1268,NO
0.1441,0.1501,NO
0.3435,0.1369,YES
0.1243,0.3164,YES
0.1731,0.204,NO
0.0952,0.0397,NO
0.1364,0.204,NO
0.0887,0.0195,NO
0.2289,0.0887,NO
0.2088,0.2183,NO
0.2075,0.2183,NO
0.1923,1.0,YES
0.0927,0.204,NO
0.0821,0.4181,YES
0.0311,0.204,NO
0.3081,0.27399999999999997,YES
0.0406,0.204,NO
0.1251,0.0433,NO
0.091,0.106,NO
0.11800000000000001,0.0154,NO
0.1053,0.0484,NO
0.2201,0.0977,NO
0.1351,0.0396,NO
0.1328,0.1501,NO
0.0724,0.0976,NO
0.0244,0.0251,NO
0.1404,0.2372,YES
0.3348,0.4216,YES
0.2937,1.0,YES
0.14300000000000002,0.2373,YES
0.0826,0.0543,NO
0.013000000000000001,0.1267,NO
0.2103,0.3354,YES
0.1395,0.0546,NO
0.1325,0.3354,YES
0.1443,0.0513,NO
0.2165,0.2199,NO
0.1934,0.2199,NO
0.1934,0.2199,NO
0.0572,0.1508,NO
0.2318,1.0,YES
0.0556,0.0864,NO
0.3609,1.0,YES
0.1417,0.0413,NO
0.255,1.0,YES
0.0522,0.0968,NO
0.0677,0.1047,NO
0.1439,0.2125,NO
0.0494,0.0968,NO
0.1715,0.2111,YES
0.0964,0.0555,NO
0.1343,0.2111,YES
0.1544,0.0815,NO
0.0732,0.0785,NO
0.1975,0.1377,NO
0.2582,0.2067,NO
0.1977,0.1827,NO
0.1701,0.1986,NO
0.1684,0.1987,NO
0.1225,0.0609,NO
0.1458,0.0551,NO
0.4028,1.0,YES
0.1577,0.1412,NO
0.2904,0.485,YES
0.1987,0.1844,NO
0.1756,0.1844,NO
0.1689,0.1844,NO
0.054000000000000006,0.1926,NO
0.1469,0.20600000000000002,NO
0.0547,0.0805,NO
0.1082,0.1843,NO
0.2019,0.0528,NO
0.1293,0.2083,NO
0.3897,1.0,YES
0.3612,0.4997,YES
0.2791,0.3819,YES
0.2894,1.0,YES
0.2226,0.2254,NO
0.1753,1.0,YES
0.0979,0.1576,NO
0.0985,0.1468,NO
0.0774,0.0603,NO
0.1069,0.2378,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.2985,YES
0.0885,0.1306,NO
0.0604,0.11,NO
0.2068,1.0,YES
0.2598,0.2564,NO
0.106,1.0,YES
0.1459,0.2293,NO
0.2252,0.1928,NO
0.2571,0.1928,NO
0.2375,0.1928,NO
0.1453,0.0785,NO
0.2245,1.0,YES
0.141,0.0846,NO
0.2623,1.0,YES
0.142,0.0592,NO
0.2555,1.0,YES
0.2049,0.2564,NO
0.2206,0.2519,NO
0.2228,0.1488,NO
0.1032,0.2564,NO
0.1461,0.2732,YES
0.1116,0.1353,NO
0.1326,0.2078,YES
0.1415,0.0801,NO
0.0745,0.0442,NO
0.2381,0.1934,NO
0.19,0.2653,NO
0.1547,0.1508,NO
0.1997,0.2199,NO
0.1653,0.1987,NO
0.1536,0.1809,NO
0.1999,0.1934,NO
0.1989,0.4371,YES
0.2045,0.2199,NO
0.2447,1.0,YES
0.2519,0.2418,NO
0.2036,0.2418,NO
0.2033,0.2418,NO
0.0533,0.1755,NO
0.105,0.1906,NO
0.055999999999999994,0.1809,NO
0.1113,0.1843,NO
0.2256,0.0483,NO
0.0989,0.1464,NO
