DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_22,Associated
0.0737,0.2947,NO
0.0652,0.2852,NO
0.1144,0.5722,NO
0.2164,0.5644,NO
0.0671,0.2813,NO
0.0906,0.6333,NO
0.0589,0.4164,NO
0.0679,0.2852,NO
0.1689,0.4753,NO
0.2469,1.0,YES
0.0616,0.1782,NO
0.33799999999999997,1.0,YES
0.2427,0.3353,NO
0.2231,0.3673,NO
0.2223,0.3353,NO
0.1142,0.2574,NO
0.0706,0.36,NO
0.1109,0.2574,NO
0.0747,0.2323,NO
0.2179,0.1502,NO
0.1147,0.2323,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.4758,NO
0.0716,0.7756,YES
0.1205,0.3251,NO
0.1072,1.0,YES
0.2444,0.6914,YES
0.3362,0.2893,NO
0.1579,0.2165,NO
0.1148,0.1563,NO
0.1112,0.2796,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.1729,NO
0.1056,0.1939,NO
0.0981,0.1276,NO
0.1058,0.1939,NO
0.1797,0.301,NO
0.1526,0.301,NO
0.1551,0.301,NO
0.2811,0.5717,YES
0.0766,0.2796,NO
0.1126,1.0,YES
0.0341,0.2796,NO
0.3399,1.0,YES
0.0412,0.2796,NO
0.1212,0.1484,NO
0.0769,0.2456,NO
0.1235,0.1939,NO
0.0802,0.1939,NO
0.1903,0.2796,NO
0.1119,0.1504,NO
0.1008,0.2796,NO
0.0886,0.2243,NO
0.1534,0.1493,NO
0.1331,0.3097,NO
0.2865,0.5644,NO
0.1512,0.3069,NO
0.1666,0.4162,NO
0.1465,0.2254,NO
0.0509,0.1104,NO
0.2187,0.3138,NO
0.4574,0.9462,YES
0.1603,0.2866,NO
0.2015,1.0,YES
0.205,0.2728,NO
0.2168,0.3511,NO
0.2136,0.2728,NO
0.1919,0.3282,NO
0.1533,0.4327,NO
0.1268,0.318,NO
0.1947,0.3753,NO
0.1755,0.1276,NO
0.2202,0.4378,NO
0.4465,0.83,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,0.5412,YES
0.1659,0.3753,NO
0.1927,0.5682,YES
0.1251,0.3753,NO
0.1303,0.3239,YES
0.1814,0.5161,YES
0.3356,0.2528,NO
0.1662,0.228,NO
0.1507,0.1989,NO
0.1441,0.3559,NO
0.3435,0.3908,YES
0.1243,0.5161,YES
0.1731,0.2455,NO
0.0952,0.2251,NO
0.1364,0.2479,NO
0.0887,0.2251,NO
