DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_VSM_11,Associated
0.0737,0.1686,NO
0.0652,0.0439,NO
0.1144,0.2688,NO
0.2164,0.0949,NO
0.0671,0.1379,NO
0.0906,0.2963,NO
0.0589,0.0594,NO
0.0679,0.04,NO
0.1689,0.2252,NO
0.2469,1.0,YES
0.0616,0.102,NO
0.33799999999999997,1.0,YES
0.2427,0.1123,NO
0.2231,0.2038,NO
0.2223,0.1937,NO
0.1142,0.1687,NO
0.0706,0.1906,NO
0.1109,0.0959,NO
0.0747,0.1843,NO
0.2179,0.1687,NO
0.1147,0.1259,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2254,NO
0.0716,1.0,YES
0.1205,0.1576,NO
0.1072,0.4428,YES
0.2444,0.1949,YES
0.3362,0.0511,NO
0.1579,0.1272,NO
0.1148,0.1344,NO
0.1112,0.1405,NO
0.3947,0.35200000000000004,YES
0.0957,0.3413,YES
0.1364,0.1405,NO
0.1056,0.1231,NO
0.0981,0.1318,NO
0.1058,0.1474,NO
0.1797,0.0995,NO
0.1526,0.1528,NO
0.1551,0.0088,NO
0.2811,1.0,YES
0.0766,0.1138,NO
0.1126,0.4035,YES
0.0341,0.1033,NO
0.3399,1.0,YES
0.0412,0.1088,NO
0.1212,0.1231,NO
0.0769,0.1474,NO
0.1235,0.1474,NO
0.0802,0.1231,NO
0.1903,0.1405,NO
0.1119,0.1474,NO
0.1008,0.1296,NO
0.0886,0.1553,NO
0.1534,0.0785,NO
0.1331,0.1505,NO
0.2865,0.1497,NO
0.1512,0.1616,NO
0.1666,0.0879,NO
0.1465,0.0213,NO
0.0509,0.0259,NO
0.2187,0.1525,NO
0.4574,1.0,YES
0.1603,0.0455,NO
0.2015,1.0,YES
0.205,0.1123,NO
0.2168,0.1766,NO
0.2136,0.0598,NO
0.1919,0.0988,NO
0.1533,0.20600000000000002,NO
0.1268,0.1544,NO
0.1947,0.1701,NO
0.1755,0.0858,NO
0.2202,0.2083,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,0.2965,YES
0.1659,0.1526,NO
0.1927,1.0,YES
0.1251,0.1219,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.1692,NO
0.1662,0.1272,NO
0.1507,0.063,NO
0.1441,0.1223,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.1692,NO
0.0952,0.1387,NO
0.1364,0.0502,NO
0.0887,0.1841,NO
0.2289,0.0995,NO
0.2088,0.2094,NO
0.2075,0.2094,NO
0.1923,1.0,YES
0.0927,0.0978,NO
0.0821,0.4181,YES
0.0311,0.0421,NO
0.3081,1.0,YES
0.0406,0.0836,NO
0.1251,0.1387,NO
0.091,0.1841,NO
0.11800000000000001,0.1841,NO
0.1053,0.1387,NO
0.2201,0.1223,NO
0.1351,0.1841,NO
0.1328,0.0546,NO
0.0724,0.1328,NO
0.0244,0.0635,NO
0.1404,0.2378,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.2985,YES
0.0826,0.1366,NO
0.013000000000000001,0.071,NO
0.2103,0.2465,YES
0.1395,0.1531,NO
0.1325,1.0,YES
0.1443,0.1531,NO
0.2165,0.1477,NO
0.1934,0.2037,NO
0.1934,0.0885,NO
0.0572,0.1267,NO
0.2318,1.0,YES
0.0556,0.0864,NO
0.3609,1.0,YES
0.1417,0.1267,NO
0.255,1.0,YES
0.0522,0.1531,NO
0.0677,0.2519,NO
0.1439,0.2298,NO
0.0494,0.1531,NO
0.1715,1.0,YES
0.0964,0.2113,NO
0.1343,0.2078,YES
0.1544,0.1926,NO
0.0732,0.1926,NO
0.1975,0.2688,NO
0.2582,0.2653,NO
0.1977,0.1508,NO
0.1701,0.2963,NO
0.1684,0.1926,NO
0.1225,0.1926,NO
0.1458,0.2286,NO
0.4028,1.0,YES
0.1577,0.2524,NO
0.2904,1.0,YES
0.1987,0.1248,NO
0.1756,0.1834,NO
0.1689,0.0527,NO
0.054000000000000006,0.0656,NO
0.1469,0.20600000000000002,NO
0.0547,0.1544,NO
0.1082,0.2524,NO
0.2019,0.1926,NO
0.1293,0.2083,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.2524,NO
0.1753,1.0,YES
0.0979,0.1576,NO
0.0985,0.1328,NO
0.0774,0.0635,NO
0.1069,0.2378,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.2985,YES
0.0885,0.1366,NO
0.0604,0.071,NO
0.2068,0.2465,YES
0.2598,0.2564,NO
0.106,1.0,YES
0.1459,0.2564,NO
0.2252,0.1477,NO
0.2571,0.2003,NO
0.2375,0.1928,NO
0.1453,0.0891,NO
0.2245,1.0,YES
0.141,0.0864,NO
0.2623,1.0,YES
0.142,0.0846,NO
0.2555,1.0,YES
0.2049,0.2564,NO
0.2206,0.2519,NO
0.2228,0.2564,NO
0.1032,0.1353,NO
0.1461,1.0,YES
0.1116,0.2293,NO
0.1326,0.2078,YES
0.1415,0.1755,NO
0.0745,0.1755,NO
0.2381,0.2688,NO
0.19,0.2653,NO
0.1547,0.1508,NO
0.1997,0.2963,NO
0.1653,0.1755,NO
0.1536,0.1755,NO
0.1999,0.2369,NO
0.1989,1.0,YES
0.2045,0.2395,NO
0.2447,1.0,YES
0.2519,0.1248,NO
0.2036,0.2418,NO
0.2033,0.2418,NO
0.0533,0.1669,NO
0.105,0.20600000000000002,NO
0.055999999999999994,0.1544,NO
0.1113,0.2395,NO
0.2256,0.1755,NO
0.0989,0.2083,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.2395,NO
0.1657,1.0,YES
0.1331,0.1576,NO
0.0949,0.1686,NO
0.1339,0.0785,NO
0.22399999999999998,0.2688,NO
0.1967,0.2338,NO
0.1436,0.1494,NO
0.2079,0.2963,NO
0.1339,0.0776,NO
0.0967,0.0776,NO
0.2198,0.2252,NO
0.3428,1.0,YES
0.2344,0.1896,NO
0.1736,1.0,YES
0.1331,0.1123,NO
0.0735,0.1834,NO
0.0647,0.0797,NO
0.204,0.0988,NO
0.1327,0.20600000000000002,NO
0.1655,0.1544,NO
0.31,0.1843,NO
0.1309,0.0858,NO
0.2819,0.2083,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.2254,NO
0.2673,1.0,YES
0.1726,0.1576,NO
0.1439,0.1686,NO
0.0769,0.0785,NO
0.1953,0.2688,NO
0.2342,0.1261,NO
0.2047,0.2174,NO
0.1823,0.2963,NO
0.1684,0.0372,NO
0.1204,0.0189,NO
0.1751,0.2252,NO
0.3579,1.0,YES
0.1828,0.2664,NO
0.2083,1.0,YES
0.2252,0.0957,NO
0.2041,0.2034,NO
0.2007,0.0591,NO
0.0498,0.0656,NO
0.1415,0.2174,NO
0.0515,0.1544,NO
0.1207,0.2664,NO
0.1912,0.0473,NO
0.14,0.2174,NO
0.4038,1.0,YES
0.3494,0.4754,YES
0.2799,1.0,YES
0.2675,1.0,YES
0.2206,0.2664,NO
0.2003,1.0,YES
0.1168,0.1576,NO
0.0727,0.1686,NO
0.0714,0.1348,NO
0.10800000000000001,0.2688,NO
0.2886,0.2653,NO
0.1427,0.2184,NO
0.0855,0.2963,NO
0.0605,0.1348,NO
0.0532,0.1348,NO
0.1421,0.2252,NO
0.4397,1.0,YES
0.0607,0.107,NO
0.2347,1.0,YES
0.2118,0.1248,NO
0.2048,0.1978,NO
0.2045,0.0598,NO
0.0849,0.1542,NO
0.1035,0.2184,NO
0.0824,0.0959,NO
0.0975,0.1843,NO
0.1702,0.1542,NO
0.1518,0.2184,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.2254,NO
0.1128,1.0,YES
0.099,0.1576,NO
0.1069,0.1741,NO
0.0451,0.1628,NO
0.5095,0.3533,YES
0.1431,0.13699999999999998,YES
0.1227,0.1524,YES
0.2847,1.0,YES
0.2237,0.1658,NO
0.1065,0.1628,NO
0.3266,1.0,YES
