DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_VSM_5,Associated
0.0737,0.1548,NO
0.0652,0.0442,NO
0.1144,0.1142,NO
0.2164,0.1926,NO
0.0671,0.1508,NO
0.0906,0.1249,NO
0.0589,0.1987,NO
0.0679,0.1548,NO
0.1689,0.102,NO
0.2469,1.0,YES
0.0616,0.2347,NO
0.33799999999999997,1.0,YES
0.2427,0.2038,NO
0.2231,0.1766,NO
0.2223,0.2038,NO
0.1142,0.0215,NO
0.0706,0.1906,NO
0.1109,0.1548,NO
0.0747,0.1059,NO
0.2179,0.0687,NO
0.1147,0.166,NO
0.0779,1.0,YES
0.0804,0.4613,YES
0.1668,0.3819,YES
0.24,1.0,YES
0.1573,0.1239,NO
0.0716,1.0,YES
0.1205,0.1083,NO
0.1072,0.1792,YES
0.2444,0.3715,YES
0.3362,0.0569,NO
0.1579,0.1659,NO
0.1148,0.1659,NO
0.1112,0.1659,NO
0.3947,0.1792,YES
0.0957,0.1792,YES
0.1364,0.1778,NO
0.1056,0.1231,NO
0.0981,0.1778,NO
0.1058,0.1231,NO
0.1797,0.0272,NO
0.1526,0.0613,NO
0.1551,0.0162,NO
0.2811,0.3715,YES
0.0766,0.0388,NO
0.1126,0.3715,YES
0.0341,0.1033,NO
0.3399,0.1615,YES
0.0412,0.1659,NO
0.1212,0.1156,NO
0.0769,0.0533,NO
0.1235,0.047,NO
0.0802,0.1474,NO
0.1903,0.1659,NO
0.1119,0.1474,NO
0.1008,0.1778,NO
0.0886,0.1439,NO
0.1534,0.0434,NO
0.1331,0.1142,NO
0.2865,0.2137,NO
0.1512,0.2137,NO
0.1666,0.2137,NO
0.1465,0.1387,NO
0.0509,0.0623,NO
0.2187,0.2137,NO
0.4574,0.5081,YES
0.1603,0.1694,NO
0.2015,1.0,YES
0.205,0.1625,NO
0.2168,0.1766,NO
0.2136,0.1484,NO
0.1919,0.0159,NO
0.1533,0.1733,NO
0.1268,0.0807,NO
0.1947,0.1497,NO
0.1755,0.0687,NO
0.2202,0.2137,NO
0.4465,1.0,YES
0.4252,0.4613,YES
0.3653,0.5081,YES
0.1771,1.0,YES
0.1659,0.2137,NO
0.1927,1.0,YES
0.1251,0.1694,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.1531,NO
0.1662,0.115,NO
0.1507,0.0669,NO
0.1441,0.1501,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.1692,NO
0.0952,0.1387,NO
0.1364,0.1692,NO
0.0887,0.1387,NO
0.2289,0.0887,NO
0.2088,0.1649,NO
0.2075,0.0437,NO
0.1923,1.0,YES
0.0927,0.1033,NO
0.0821,1.0,YES
0.0311,0.0553,NO
0.3081,0.27399999999999997,YES
0.0406,0.0678,NO
0.1251,0.0909,NO
0.091,0.1143,NO
0.11800000000000001,0.053,NO
0.1053,0.1841,NO
0.2201,0.1501,NO
0.1351,0.1841,NO
0.1328,0.1692,NO
0.0724,0.1508,NO
0.0244,0.0475,NO
0.1404,0.2378,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,1.0,YES
0.0826,0.1508,NO
0.013000000000000001,0.1508,NO
0.2103,1.0,YES
0.1395,0.183,NO
0.1325,0.2134,YES
0.1443,0.1531,NO
0.2165,0.1477,NO
0.1934,0.0844,NO
0.1934,0.0906,NO
0.0572,0.0891,NO
0.2318,1.0,YES
0.0556,0.1508,NO
0.3609,1.0,YES
0.1417,0.1481,NO
0.255,1.0,YES
0.0522,0.1629,NO
0.0677,0.2519,NO
0.1439,0.2125,NO
0.0494,0.1116,NO
0.1715,1.0,YES
0.0964,0.2113,NO
0.1343,0.2078,YES
0.1544,0.1926,NO
0.0732,0.1694,NO
0.1975,0.1639,NO
0.2582,0.1833,NO
0.1977,0.1508,NO
0.1701,0.1639,NO
0.1684,0.1987,NO
0.1225,0.1926,NO
0.1458,0.2286,NO
0.4028,1.0,YES
0.1577,0.2347,NO
0.2904,1.0,YES
0.1987,0.1844,NO
0.1756,0.1693,NO
0.1689,0.1813,NO
0.054000000000000006,0.1694,NO
0.1469,0.2067,NO
0.0547,0.1926,NO
0.1082,0.1701,NO
0.2019,0.1694,NO
0.1293,0.2083,NO
0.3897,1.0,YES
0.3612,0.4613,YES
0.2791,1.0,YES
0.2894,0.485,YES
0.2226,0.1639,NO
0.1753,1.0,YES
0.0979,0.2286,NO
0.0985,0.1468,NO
0.0774,0.11,NO
0.1069,0.2378,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,1.0,YES
0.0885,0.1548,NO
0.0604,0.071,NO
0.2068,1.0,YES
0.2598,0.1475,NO
0.106,0.2134,YES
0.1459,0.1353,NO
0.2252,0.1928,NO
0.2571,0.2003,NO
0.2375,0.1815,NO
0.1453,0.11,NO
0.2245,0.3316,YES
0.141,0.11,NO
0.2623,0.2937,YES
0.142,0.1481,NO
0.2555,1.0,YES
0.2049,0.1629,NO
0.2206,0.2192,NO
0.2228,0.1218,NO
0.1032,0.2293,NO
0.1461,1.0,YES
0.1116,0.2293,NO
0.1326,0.2078,YES
0.1415,0.1809,NO
0.0745,0.1809,NO
0.2381,0.0596,NO
0.19,0.1833,NO
0.1547,0.1254,NO
0.1997,0.1934,NO
0.1653,0.1987,NO
0.1536,0.1755,NO
0.1999,0.2369,NO
0.1989,1.0,YES
0.2045,0.2369,NO
0.2447,1.0,YES
0.2519,0.2418,NO
0.2036,0.0852,NO
0.2033,0.0704,NO
0.0533,0.1809,NO
0.105,0.1906,NO
0.055999999999999994,0.1755,NO
0.1113,0.1254,NO
0.2256,0.1809,NO
0.0989,0.166,NO
0.1879,0.2462,YES
0.1445,0.3025,YES
0.1901,0.3819,YES
0.3108,0.4061,YES
0.2405,0.1934,NO
0.1657,0.4061,YES
0.1331,0.2369,NO
0.0949,0.1439,NO
0.1339,0.0797,NO
0.22399999999999998,0.1142,NO
0.1967,0.1926,NO
0.1436,0.1508,NO
0.2079,0.2213,NO
0.1339,0.1387,NO
0.0967,0.0623,NO
0.2198,0.2188,NO
0.3428,0.4856,YES
0.2344,0.2213,NO
0.1736,1.0,YES
0.1331,0.1123,NO
0.0735,0.1766,NO
0.0647,0.0598,NO
0.204,0.0797,NO
0.1327,0.1733,NO
0.1655,0.0807,NO
0.31,0.1059,NO
0.1309,0.0797,NO
0.2819,0.1498,NO
0.4042,1.0,YES
0.3296,0.4613,YES
0.4941,0.4856,YES
0.1783,1.0,YES
0.193,0.2188,NO
0.2673,1.0,YES
0.1726,0.2133,NO
0.1439,0.1579,NO
0.0769,0.1479,NO
0.1953,0.0546,NO
0.2342,0.1926,NO
0.2047,0.1142,NO
0.1823,0.1249,NO
0.1684,0.1579,NO
0.1204,0.1579,NO
0.1751,0.2171,NO
0.3579,0.3444,YES
0.1828,0.2171,NO
0.2083,0.4754,YES
0.2252,0.2085,NO
0.2041,0.1766,NO
0.2007,0.0607,NO
0.0498,0.1479,NO
0.1415,0.2174,NO
0.0515,0.1579,NO
0.1207,0.1015,NO
0.1912,0.0433,NO
0.14,0.2174,NO
0.4038,0.4754,YES
0.3494,0.3053,YES
0.2799,0.3444,YES
0.2675,1.0,YES
0.2206,0.1171,NO
0.2003,1.0,YES
0.1168,0.2171,NO
0.0727,0.1553,NO
0.0714,0.1542,NO
0.10800000000000001,0.1377,NO
0.2886,0.2085,NO
0.1427,0.2085,NO
0.0855,0.2085,NO
0.0605,0.1987,NO
0.0532,0.0623,NO
0.1421,0.2085,NO
0.4397,1.0,YES
0.0607,0.2347,NO
0.2347,1.0,YES
0.2118,0.1871,NO
0.2048,0.1766,NO
0.2045,0.0598,NO
0.0849,0.1542,NO
0.1035,0.1906,NO
0.0824,0.1542,NO
0.0975,0.1701,NO
0.1702,0.1118,NO
0.1518,0.2085,NO
0.3372,0.4994,YES
0.3303,0.4206,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.2085,NO
0.1128,1.0,YES
0.099,0.107,NO
0.1069,0.1628,NO
0.0451,0.0258,NO
0.5095,1.0,YES
0.1431,1.0,YES
0.1227,1.0,YES
0.2847,1.0,YES
0.2237,0.1628,NO
