DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_87,Associated
0.0737,0.7124,NO
0.0652,0.3607,NO
0.1144,0.9589,NO
0.2164,1.5756,NO
0.0671,0.7802,NO
0.0906,1.1483,NO
0.0589,0.6451,NO
0.0679,0.4575,NO
0.1689,0.4668,NO
0.2469,2.4083,YES
0.0616,1.3256,NO
0.33799999999999997,3.3679,YES
0.2427,0.3509,NO
0.2231,0.5507,NO
0.2223,0.1861,NO
0.1142,0.4821,NO
0.0706,0.7171,NO
0.1109,0.6987,NO
0.0747,0.8907,NO
0.2179,0.6725,NO
0.1147,1.1191,NO
0.0779,3.3771,YES
0.0804,3.4789,YES
0.1668,2.7168,YES
0.24,2.841,YES
0.1573,1.0865,NO
0.0716,2.5503,YES
0.1205,0.5181,NO
0.1072,3.275,YES
0.2444,2.1929,YES
0.3362,0.7893,NO
0.1579,0.5723,NO
0.1148,0.4689,NO
0.1112,0.5184,NO
0.3947,1.6304,YES
0.0957,1.9873,YES
0.1364,0.67,NO
0.1056,0.1881,NO
0.0981,0.8309,NO
0.1058,0.4908,NO
0.1797,0.7061,NO
0.1526,0.6274,NO
0.1551,0.7322,NO
0.2811,3.0182,YES
0.0766,0.8948,NO
0.1126,2.9899,YES
0.0341,0.7284,NO
0.3399,3.25,YES
0.0412,0.5749,NO
0.1212,0.5824,NO
0.0769,0.5291,NO
0.1235,0.4409,NO
0.0802,0.6634,NO
0.1903,0.7028,NO
0.1119,0.4626,NO
0.1008,0.4051,NO
0.0886,0.5403,NO
0.1534,0.33299999999999996,NO
0.1331,1.4975,NO
0.2865,1.5289,NO
0.1512,0.5523,NO
0.1666,1.6266,NO
0.1465,0.9586,NO
0.0509,0.2041,NO
0.2187,1.0774,NO
0.4574,2.9713,YES
0.1603,2.013,NO
0.2015,4.0882,YES
0.205,0.6945,NO
0.2168,0.8188,NO
0.2136,0.46399999999999997,NO
0.1919,0.1949,NO
0.1533,1.0217,NO
0.1268,0.6514,NO
0.1947,0.8755,NO
0.1755,0.4961,NO
0.2202,1.0972,NO
0.4465,4.0379,YES
0.4252,4.2077,YES
0.3653,3.5514,YES
0.1771,3.7389,YES
0.1659,1.6869,NO
0.1927,3.2466,YES
0.1251,0.8908,NO
0.1303,2.8896,YES
0.1814,2.253,YES
0.3356,1.3259,NO
0.1662,0.7276,NO
0.1507,0.8115,NO
0.1441,1.2788,NO
0.3435,1.7355,YES
0.1243,1.6812,YES
0.1731,1.8704,NO
0.0952,0.1702,NO
0.1364,1.6527,NO
0.0887,0.3352,NO
0.2289,1.8134,NO
0.2088,1.7714,NO
0.2075,1.9918,NO
0.1923,2.5056,YES
0.0927,1.4113,NO
0.0821,2.5247,YES
0.0311,1.2536,NO
0.3081,2.91,YES
0.0406,0.8762,NO
0.1251,0.5692,NO
0.091,0.5964,NO
0.11800000000000001,0.7569,NO
0.1053,0.7767,NO
0.2201,1.4554,NO
0.1351,0.6829999999999999,NO
0.1328,1.7295,NO
0.0724,0.4825,NO
0.0244,0.3843,NO
0.1404,1.3604,YES
0.3348,4.7191,YES
0.2937,4.6934,YES
0.14300000000000002,2.2236,YES
0.0826,0.7184,NO
0.013000000000000001,0.2158,NO
0.2103,2.1729,YES
0.1395,0.4417,NO
0.1325,2.1025,YES
0.1443,0.5865,NO
0.2165,0.8982,NO
0.1934,1.3467,NO
0.1934,0.8895,NO
0.0572,0.1903,NO
0.2318,4.7993,YES
0.0556,0.2012,NO
0.3609,4.5037,YES
0.1417,0.5986,NO
0.255,4.1612,YES
0.0522,1.1061,NO
0.0677,1.2208,NO
0.1439,1.5630000000000002,NO
0.0494,0.8547,NO
0.1715,2.1372,YES
0.0964,0.9212,NO
0.1343,1.8738,YES
0.1544,0.4534,NO
0.0732,0.3254,NO
0.1975,1.1784,NO
0.2582,1.4542,NO
0.1977,0.5429999999999999,NO
0.1701,1.1754,NO
0.1684,0.6642,NO
0.1225,0.1322,NO
0.1458,0.7745,NO
0.4028,2.6763,YES
0.1577,1.5259,NO
0.2904,3.6453,YES
0.1987,0.7868,NO
0.1756,0.8454,NO
0.1689,0.5004,NO
0.054000000000000006,0.1468,NO
0.1469,0.7631,NO
0.0547,0.4742,NO
0.1082,0.7764,NO
0.2019,0.3369,NO
0.1293,0.9566,NO
0.3897,3.6119,YES
0.3612,3.7605,YES
0.2791,2.9526,YES
0.2894,3.2421,YES
0.2226,1.1951,NO
0.1753,2.767,YES
0.0979,0.7097,NO
0.0985,0.6366,NO
0.0774,0.461,NO
0.1069,1.2083,YES
0.3647,4.9274,YES
0.2531,4.4667,YES
0.1331,1.8986,YES
0.0885,0.8612,NO
0.0604,0.4328,NO
0.2068,2.2619,YES
0.2598,1.3926,NO
0.106,1.9214,YES
0.1459,1.5969,NO
0.2252,0.8866,NO
0.2571,1.3652,NO
0.2375,0.8292,NO
0.1453,0.4372,NO
0.2245,4.794,YES
0.141,0.6908,NO
0.2623,4.0184,YES
0.142,0.6582,NO
0.2555,3.8944,YES
0.2049,1.9596,NO
0.2206,2.2347,NO
0.2228,2.1679,NO
0.1032,1.7062,NO
0.1461,2.0069,YES
0.1116,1.8621,NO
0.1326,2.0786,YES
0.1415,0.6474,NO
0.0745,0.4027,NO
0.2381,0.9482,NO
0.19,1.0992,NO
0.1547,0.38,NO
0.1997,0.8057,NO
0.1653,0.6596,NO
0.1536,0.13699999999999998,NO
0.1999,0.6869,NO
0.1989,2.3316,YES
0.2045,1.054,NO
0.2447,3.3242,YES
0.2519,1.097,NO
0.2036,1.247,NO
0.2033,0.9840000000000001,NO
0.0533,0.3261,NO
0.105,0.3942,NO
0.055999999999999994,0.5138,NO
0.1113,0.5999,NO
0.2256,0.6355,NO
0.0989,0.9193,NO
0.1879,3.2110000000000003,YES
0.1445,3.3596,YES
0.1901,2.3368,YES
0.3108,2.8393,YES
0.2405,0.6624,NO
0.1657,2.6603,YES
0.1331,0.37,NO
0.0949,0.6462,NO
0.1339,0.5751,NO
0.22399999999999998,1.4525,NO
0.1967,2.0117,NO
0.1436,1.2442,NO
0.2079,1.901,NO
0.1339,1.0797,NO
0.0967,0.3446,NO
0.2198,1.3744,NO
0.3428,2.4442,YES
0.2344,2.074,NO
0.1736,3.2417,YES
0.1331,0.6922,NO
0.0735,0.7502,NO
0.0647,0.4543,NO
0.204,0.3421,NO
0.1327,1.7482,NO
0.1655,0.7246,NO
0.31,1.4638,NO
0.1309,0.5793,NO
0.2819,1.6515,NO
0.4042,3.3722,YES
0.3296,3.3760000000000003,YES
0.4941,3.2191,YES
0.1783,3.0923,YES
