DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_11,Associated
0.0737,0.5864,NO
0.0652,0.2449,NO
0.1144,0.3696,NO
0.2164,0.8142,NO
0.0671,0.57,NO
0.0906,0.3683,NO
0.0589,0.6152,NO
0.0679,0.2048,NO
0.1689,0.4298,NO
0.2469,2.0007,YES
0.0616,0.2706,NO
0.33799999999999997,1.4321,YES
0.2427,0.6203,NO
0.2231,0.6105,NO
0.2223,0.4209,NO
0.1142,0.4415,NO
0.0706,0.6486,NO
0.1109,0.2967,NO
0.0747,0.8395,NO
0.2179,0.4704,NO
0.1147,0.3802,NO
0.0779,1.0636,YES
0.0804,2.2005,YES
0.1668,1.8889,YES
0.24,1.7464,YES
0.1573,0.6153,NO
0.0716,2.4359,YES
0.1205,0.5094,NO
0.1072,1.6319,YES
0.2444,1.2576,YES
0.3362,0.4664,NO
0.1579,0.3972,NO
0.1148,0.2761,NO
0.1112,0.8534,NO
0.3947,0.7794,YES
0.0957,1.402,YES
0.1364,0.5633,NO
0.1056,0.1645,NO
0.0981,0.6411,NO
0.1058,0.0595,NO
0.1797,0.1737,NO
0.1526,0.4095,NO
0.1551,0.2764,NO
0.2811,1.5715,YES
0.0766,0.4346,NO
0.1126,1.8519999999999999,YES
0.0341,0.3432,NO
0.3399,2.2929,YES
0.0412,0.3711,NO
0.1212,0.192,NO
0.0769,0.217,NO
0.1235,0.1942,NO
0.0802,0.0976,NO
0.1903,0.6036,NO
0.1119,0.3169,NO
0.1008,0.8019,NO
0.0886,0.3488,NO
0.1534,0.0564,NO
0.1331,0.317,NO
0.2865,0.7082,NO
0.1512,0.5409,NO
0.1666,0.4282,NO
0.1465,0.5043,NO
0.0509,0.0045,NO
0.2187,0.5966,NO
0.4574,1.8136,YES
0.1603,0.5349,NO
0.2015,0.9735,YES
0.205,0.5575,NO
0.2168,0.4646,NO
0.2136,0.3704,NO
0.1919,0.2355,NO
0.1533,0.6101,NO
0.1268,0.0239,NO
0.1947,0.7752,NO
0.1755,0.1289,NO
0.2202,0.3853,NO
0.4465,0.8924,YES
0.4252,1.9938,YES
0.3653,1.744,YES
0.1771,1.6864,YES
0.1659,0.7056,NO
0.1927,1.9737,YES
0.1251,0.5602,NO
0.1303,1.2074,YES
0.1814,1.1153,YES
0.3356,0.4683,NO
0.1662,0.3898,NO
0.1507,0.2526,NO
0.1441,0.6631,NO
0.3435,0.3711,YES
0.1243,1.0857,YES
0.1731,0.3466,NO
0.0952,0.1892,NO
0.1364,0.2897,NO
0.0887,0.0551,NO
0.2289,0.1631,NO
0.2088,0.2084,NO
0.2075,0.2626,NO
0.1923,0.4826,YES
0.0927,0.3281,NO
0.0821,0.7959999999999999,YES
0.0311,0.4226,NO
0.3081,1.2934,YES
0.0406,0.2207,NO
0.1251,0.127,NO
0.091,0.1942,NO
0.11800000000000001,0.2926,NO
0.1053,0.2067,NO
0.2201,0.396,NO
0.1351,0.2838,NO
0.1328,0.5035,NO
0.0724,0.1895,NO
0.0244,0.066,NO
0.1404,0.7095,YES
0.3348,1.8096,YES
0.2937,1.0136,YES
0.14300000000000002,0.5911,YES
0.0826,0.3084,NO
0.013000000000000001,0.0772,NO
0.2103,0.4188,YES
0.1395,0.3965,NO
0.1325,0.5333,YES
0.1443,0.1889,NO
0.2165,0.36,NO
0.1934,0.6229,NO
0.1934,0.2871,NO
0.0572,0.2392,NO
0.2318,1.7786,YES
0.0556,0.1282,NO
0.3609,2.1121,YES
0.1417,0.2139,NO
0.255,1.4721,YES
0.0522,0.1961,NO
0.0677,0.3374,NO
0.1439,0.6217,NO
0.0494,0.3225,NO
0.1715,0.6312,YES
0.0964,0.6729,NO
0.1343,0.9108,YES
0.1544,0.3521,NO
0.0732,0.2675,NO
0.1975,0.2335,NO
0.2582,0.6441,NO
0.1977,0.4314,NO
0.1701,0.3971,NO
0.1684,0.3189,NO
0.1225,0.2071,NO
0.1458,0.3776,NO
0.4028,1.0925,YES
0.1577,0.2451,NO
0.2904,1.2697,YES
0.1987,0.2984,NO
0.1756,0.3238,NO
0.1689,0.0145,NO
0.054000000000000006,0.2158,NO
0.1469,0.5905,NO
0.0547,0.2599,NO
0.1082,0.544,NO
0.2019,0.3728,NO
0.1293,0.2465,NO
0.3897,0.7321,YES
0.3612,1.4648,YES
0.2791,0.9042,YES
0.2894,1.0382,YES
0.2226,0.5193,NO
0.1753,1.5259,YES
0.0979,0.3387,NO
0.0985,0.1804,NO
0.0774,0.1807,NO
0.1069,1.3322,YES
0.3647,1.344,YES
0.2531,1.5514,YES
0.1331,1.4684,YES
0.0885,0.5302,NO
0.0604,0.0511,NO
0.2068,0.7519,YES
0.2598,0.3801,NO
0.106,0.7194,YES
0.1459,0.26,NO
0.2252,0.4807,NO
0.2571,0.6011,NO
0.2375,0.2531,NO
0.1453,0.2498,NO
0.2245,1.7552,YES
0.141,0.1702,NO
0.2623,2.5508,YES
0.142,0.2494,NO
0.2555,0.9467,YES
0.2049,0.2876,NO
0.2206,0.5941,NO
0.2228,0.8038,NO
0.1032,0.5792,NO
0.1461,0.8793,YES
0.1116,0.6461,NO
0.1326,1.5383,YES
0.1415,0.6837,NO
0.0745,0.2639,NO
0.2381,0.7516,NO
0.19,0.9197,NO
0.1547,0.4369,NO
0.1997,0.8515,NO
0.1653,0.643,NO
0.1536,0.2612,NO
0.1999,0.7262,NO
0.1989,2.1821,YES
0.2045,0.5835,NO
0.2447,1.6082,YES
0.2519,0.713,NO
0.2036,0.5351,NO
0.2033,0.2797,NO
0.0533,0.5094,NO
0.105,0.6392,NO
0.055999999999999994,0.1547,NO
0.1113,0.9152,NO
0.2256,0.5756,NO
0.0989,0.4317,NO
0.1879,1.2125,YES
0.1445,2.7919,YES
0.1901,1.9995,YES
0.3108,2.3463,YES
0.2405,0.8432,NO
0.1657,2.5302,YES
0.1331,1.1340000000000001,NO
0.0949,0.4586,NO
0.1339,0.1871,NO
0.22399999999999998,0.5398,NO
0.1967,0.6647,NO
0.1436,0.4674,NO
0.2079,0.5654,NO
0.1339,0.6314,NO
0.0967,0.1098,NO
0.2198,0.7687,NO
0.3428,1.9177,YES
0.2344,0.677,NO
0.1736,0.9958,YES
0.1331,0.5074,NO
0.0735,0.3784,NO
0.0647,0.0943,NO
0.204,0.4044,NO
0.1327,0.5247,NO
0.1655,0.1963,NO
0.31,0.807,NO
0.1309,0.3702,NO
0.2819,0.3525,NO
0.4042,1.0027,YES
0.3296,2.5703,YES
0.4941,1.8248,YES
0.1783,2.279,YES
0.193,0.8977,NO
0.2673,1.9654,YES
0.1726,0.9118,NO
0.1439,0.3511,NO
0.0769,0.0672,NO
0.1953,0.5661,NO
0.2342,0.9625,NO
0.2047,0.4213,NO
0.1823,0.7154,NO
0.1684,0.5668,NO
0.1204,0.0115,NO
0.1751,0.5036,NO
0.3579,2.1699,YES
0.1828,0.4677,NO
0.2083,1.5835,YES
0.2252,0.5764,NO
0.2041,0.4258,NO
0.2007,0.0213,NO
0.0498,0.2811,NO
0.1415,0.5985,NO
0.0515,0.0067,NO
0.1207,0.9037,NO
0.1912,0.1809,NO
0.14,0.4223,NO
0.4038,1.1689,YES
0.3494,2.7715,YES
0.2799,1.9488,YES
0.2675,2.3329,YES
0.2206,0.7473,NO
0.2003,2.5275,YES
0.1168,0.8794,NO
0.0727,0.4622,NO
0.0714,0.2102,NO
0.10800000000000001,0.4571,NO
0.2886,0.8213,NO
0.1427,0.5734,NO
0.0855,0.5369,NO
0.0605,0.4898,NO
0.0532,0.1906,NO
0.1421,0.3232,NO
0.4397,1.7423,YES
0.0607,0.2913,NO
0.2347,1.3193,YES
0.2118,0.4229,NO
0.2048,0.3588,NO
0.2045,0.0115,NO
0.0849,0.3142,NO
0.1035,0.7968,NO
0.0824,0.2661,NO
0.0975,0.9129999999999999,NO
0.1702,0.4285,NO
0.1518,0.3876,NO
0.3372,0.8788,YES
0.3303,1.5938,YES
0.314,1.6486,YES
0.1257,1.6388,YES
0.1375,0.7153,NO
0.1128,2.2895,YES
0.099,0.6309,NO
0.1069,0.4305,NO
0.0451,0.2485,NO
0.5095,3.0593,YES
0.1431,0.415,YES
0.1227,0.6159,YES
0.2847,2.7102,YES
0.2237,0.5593,NO
0.1065,0.2546,NO
0.3266,2.8864,YES
0.0974,0.267,NO
0.3289,2.3984,YES
0.1059,0.1932,NO
0.2131,0.8992,NO
0.1496,0.6437,NO
0.1474,0.7396,NO
0.0902,0.1345,NO
0.0993,0.7363,YES
0.0875,0.1126,NO
0.2369,1.3209,YES
0.2129,0.337,NO
0.1321,0.495,YES
0.1271,0.3941,NO
0.08,0.3655,NO
0.3025,0.8517,NO
0.12,0.5174,NO
0.3399,1.9334,YES
0.2516,0.6713,NO
0.2081,4.101,YES
0.1799,0.2521,NO
0.1547,0.1317,NO
0.3595,1.4287,YES
0.2156,0.6973,NO
0.1535,0.5212,NO
0.4159,1.4966,YES
0.1827,0.3676,NO
0.1097,0.1249,NO
0.5448,1.5506,YES
0.191,0.5122,NO
0.4381,1.4040000000000001,YES
0.1528,0.2196,NO
0.3264,0.4132,NO
0.3203,0.1627,NO
0.2648,0.1633,NO
0.171,0.0749,NO
0.21899999999999997,0.6947,NO
0.1398,0.1328,NO
0.3673,1.0929,NO
0.1451,0.2101,NO
0.2637,0.4994,NO
0.1991,0.3435,NO
0.1784,0.46,NO
0.3767,0.7839,NO
0.1917,0.5397,NO
0.3794,1.218,YES
0.3359,0.7979999999999999,NO
0.2874,1.9632,YES
0.0798,0.4445,NO
0.0364,0.3838,NO
0.2475,2.1196,YES
0.2794,2.2948,YES
0.2232,1.3211,YES
0.2213,2.4089,YES
0.1233,0.7427,NO
