DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_36,Associated
0.0737,0.3496,NO
0.0652,0.1493,NO
0.1144,0.5722,NO
0.2164,0.4329,NO
0.0671,0.2813,NO
0.0906,0.4162,NO
0.0589,0.4164,NO
0.0679,0.1819,NO
0.1689,0.4753,NO
0.2469,1.0,YES
0.0616,0.1782,NO
0.33799999999999997,1.0,YES
0.2427,0.3353,NO
0.2231,0.3673,NO
0.2223,0.2206,NO
0.1142,0.3282,NO
0.0706,0.3984,NO
0.1109,0.318,NO
0.0747,0.3529,NO
0.2179,0.1819,NO
0.1147,0.0683,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.314,NO
0.0716,0.7756,YES
0.1205,0.2458,NO
0.1072,1.0,YES
0.2444,0.408,YES
0.3362,0.3151,NO
0.1579,0.2796,NO
0.1148,0.2796,NO
0.1112,0.2796,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2287,NO
0.1056,0.2425,NO
0.0981,0.2069,NO
0.1058,0.1939,NO
0.1797,0.0673,NO
0.1526,0.3413,NO
0.1551,0.048,NO
0.2811,1.0,YES
0.0766,0.2796,NO
0.1126,0.904,YES
0.0341,0.1687,NO
0.3399,1.0,YES
0.0412,0.2796,NO
0.1212,0.1939,NO
0.0769,0.2456,NO
0.1235,0.1939,NO
0.0802,0.2425,NO
0.1903,0.2673,NO
0.1119,0.2142,NO
0.1008,0.2796,NO
0.0886,0.3496,NO
0.1534,0.1493,NO
0.1331,0.5722,NO
0.2865,0.4329,NO
0.1512,0.3753,NO
0.1666,0.4162,NO
0.1465,0.4164,NO
0.0509,0.0995,NO
0.2187,0.4753,NO
0.4574,1.0,YES
0.1603,0.2866,NO
0.2015,1.0,YES
0.205,0.2728,NO
0.2168,0.2796,NO
0.2136,0.1697,NO
0.1919,0.3282,NO
0.1533,0.3984,NO
0.1268,0.318,NO
0.1947,0.3529,NO
0.1755,0.1276,NO
0.2202,0.3753,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.314,NO
0.1927,0.7756,YES
0.1251,0.3753,NO
0.1303,1.0,YES
0.1814,0.2106,YES
0.3356,0.3559,NO
0.1662,0.3559,NO
0.1507,0.3559,NO
0.1441,0.3559,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.2528,NO
0.0952,0.316,NO
0.1364,0.1598,NO
0.0887,0.2251,NO
0.2289,0.1144,NO
0.2088,0.3082,NO
0.2075,0.0611,NO
0.1923,1.0,YES
0.0927,0.3559,NO
0.0821,0.904,YES
0.0311,0.2148,NO
0.3081,0.5838,YES
0.0406,0.3559,NO
0.1251,0.2251,NO
0.091,0.316,NO
0.11800000000000001,0.2251,NO
0.1053,0.316,NO
0.2201,0.2071,NO
0.1351,0.1746,NO
0.1328,0.3559,NO
0.0724,0.27,NO
0.0244,0.1089,NO
0.1404,0.6191,YES
0.3348,1.0,YES
0.2937,0.6940000000000001,YES
0.14300000000000002,0.6191,YES
0.0826,0.2784,NO
0.013000000000000001,0.2493,NO
0.2103,0.335,YES
0.1395,0.3816,NO
0.1325,0.4224,YES
0.1443,0.2022,NO
0.2165,0.2453,NO
0.1934,0.3569,NO
0.1934,0.1156,NO
0.0572,0.2493,NO
0.2318,1.0,YES
0.0556,0.2254,NO
0.3609,0.7959999999999999,YES
0.1417,0.1882,NO
0.255,0.7917,YES
0.0522,0.2086,NO
0.0677,0.3397,NO
0.1439,0.3006,NO
0.0494,0.2147,NO
0.1715,0.3603,YES
0.0964,0.4382,NO
0.1343,0.6191,YES
0.1544,0.3331,NO
0.0732,0.1012,NO
0.1975,0.4052,NO
0.2582,0.2935,NO
0.1977,0.2939,NO
0.1701,0.3264,NO
0.1684,0.3331,NO
0.1225,0.3331,NO
0.1458,0.2962,NO
0.4028,1.0,YES
0.1577,0.4052,NO
0.2904,0.9481,YES
0.1987,0.3166,NO
0.1756,0.3673,NO
0.1689,0.19699999999999998,NO
0.054000000000000006,0.3331,NO
0.1469,0.3613,NO
0.0547,0.3011,NO
0.1082,0.2392,NO
0.2019,0.1944,NO
0.1293,0.1892,NO
0.3897,0.7869,YES
0.3612,1.0,YES
0.2791,0.9481,YES
0.2894,1.0,YES
0.2226,0.3029,NO
0.1753,0.4832,YES
0.0979,0.4052,NO
0.0985,0.1582,NO
0.0774,0.0684,NO
0.1069,0.5253,YES
0.3647,0.5392,YES
0.2531,0.5253,YES
0.1331,0.5253,YES
0.0885,0.1807,NO
0.0604,0.0461,NO
0.2068,0.2746,YES
0.2598,0.4066,NO
0.106,0.2359,YES
0.1459,0.2419,NO
0.2252,0.15,NO
0.2571,0.1493,NO
0.2375,0.0901,NO
0.1453,0.1386,NO
0.2245,0.6115,YES
0.141,0.0809,NO
0.2623,0.4266,YES
0.142,0.1597,NO
0.2555,0.5392,YES
0.2049,0.1835,NO
0.2206,0.4066,NO
0.2228,0.2551,NO
0.1032,0.4066,NO
0.1461,0.3057,YES
0.1116,0.1698,NO
0.1326,0.5253,YES
0.1415,0.3496,NO
0.0745,0.08199999999999999,NO
0.2381,0.5722,NO
0.19,0.3822,NO
0.1547,0.2813,NO
0.1997,0.3398,NO
0.1653,0.4164,NO
0.1536,0.2988,NO
0.1999,0.4753,NO
0.1989,1.0,YES
0.2045,0.4218,NO
0.2447,1.0,YES
0.2519,0.4316,NO
0.2036,0.4316,NO
0.2033,0.2685,NO
0.0533,0.2988,NO
0.105,0.3984,NO
0.055999999999999994,0.2701,NO
0.1113,0.1727,NO
0.2256,0.1744,NO
0.0989,0.2405,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.3153,NO
0.1657,0.7756,YES
0.1331,0.4218,NO
0.0949,0.2947,NO
0.1339,0.1374,NO
0.22399999999999998,0.4128,NO
0.1967,0.3982,NO
0.1436,0.3237,NO
0.2079,0.3855,NO
0.1339,0.3004,NO
0.0967,0.1133,NO
0.2198,0.3429,NO
0.3428,1.0,YES
0.2344,0.3263,NO
0.1736,0.9199,YES
0.1331,0.2244,NO
0.0735,0.3673,NO
0.0647,0.0595,NO
0.204,0.3019,NO
0.1327,0.3237,NO
0.1655,0.2925,NO
0.31,0.3246,NO
0.1309,0.1005,NO
0.2819,0.3237,NO
0.4042,0.9199,YES
0.3296,1.0,YES
0.4941,0.7294,YES
0.1783,1.0,YES
0.193,0.2888,NO
0.2673,0.5595,YES
0.1726,0.3263,NO
0.1439,0.3496,NO
0.0769,0.1493,NO
0.1953,0.5722,NO
0.2342,0.4809,NO
0.2047,0.4809,NO
0.1823,0.4809,NO
