DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_0,Associated
0.0737,0.7995,NO
0.0652,0.3203,NO
0.1144,0.37,NO
0.2164,0.7521,NO
0.0671,0.7635,NO
0.0906,0.3521,NO
0.0589,0.8662,NO
0.0679,0.5487,NO
0.1689,0.2089,NO
0.2469,1.8812,YES
0.0616,0.5248,NO
0.33799999999999997,2.3379,YES
0.2427,0.6471,NO
0.2231,0.3912,NO
0.2223,0.4832,NO
0.1142,0.5697,NO
0.0706,0.4057,NO
0.1109,0.7425,NO
0.0747,0.5843,NO
0.2179,0.3659,NO
0.1147,0.2566,NO
0.0779,2.3919,YES
0.0804,2.396,YES
0.1668,3.4705,YES
0.24,1.7507,YES
0.1573,0.3862,NO
0.0716,2.3362,YES
0.1205,0.3379,NO
0.1072,1.5707,YES
0.2444,0.4385,YES
0.3362,0.5379999999999999,NO
0.1579,0.3919,NO
0.1148,0.3243,NO
0.1112,0.5168,NO
0.3947,1.238,YES
0.0957,1.5722,YES
0.1364,0.2956,NO
0.1056,0.2333,NO
0.0981,0.3423,NO
0.1058,0.1153,NO
0.1797,0.2181,NO
0.1526,0.3556,NO
0.1551,0.2526,NO
0.2811,0.7563,YES
0.0766,0.3488,NO
0.1126,1.5304,YES
0.0341,0.3415,NO
0.3399,0.5861,YES
0.0412,0.5946,NO
0.1212,0.2361,NO
0.0769,0.251,NO
0.1235,0.3049,NO
0.0802,0.0662,NO
0.1903,0.3323,NO
0.1119,0.2487,NO
0.1008,0.4246,NO
0.0886,0.4881,NO
0.1534,0.12,NO
0.1331,0.451,NO
0.2865,1.033,NO
0.1512,0.7673,NO
0.1666,0.5658,NO
0.1465,0.7581,NO
0.0509,0.2063,NO
0.2187,0.4024,NO
0.4574,1.5795,YES
0.1603,0.6571,NO
0.2015,1.9793,YES
0.205,0.4167,NO
0.2168,0.2093,NO
0.2136,0.1493,NO
0.1919,0.3362,NO
0.1533,0.5283,NO
0.1268,0.4647,NO
0.1947,0.9074,NO
0.1755,0.1887,NO
0.2202,0.536,NO
0.4465,1.9638,YES
0.4252,2.7423,YES
0.3653,3.6386,YES
0.1771,2.2608,YES
0.1659,0.4516,NO
0.1927,1.8554,YES
0.1251,0.5709,NO
0.1303,2.2216,YES
0.1814,1.0761,YES
0.3356,0.4373,NO
0.1662,0.3742,NO
0.1507,0.376,NO
0.1441,0.4294,NO
0.3435,1.5303,YES
0.1243,2.2392,YES
0.1731,0.4383,NO
0.0952,0.3153,NO
0.1364,0.4763,NO
0.0887,0.298,NO
0.2289,0.2775,NO
0.2088,0.3405,NO
0.2075,0.3062,NO
0.1923,1.4197,YES
0.0927,0.3621,NO
0.0821,2.1815,YES
0.0311,0.4184,NO
0.3081,0.7314,YES
0.0406,0.6765,NO
0.1251,0.2446,NO
0.091,0.5709,NO
0.11800000000000001,0.5965,NO
0.1053,0.3858,NO
0.2201,0.5161,NO
0.1351,0.3499,NO
0.1328,0.4385,NO
0.0724,0.593,NO
0.0244,0.249,NO
0.1404,0.6908,YES
0.3348,1.6531,YES
0.2937,1.2963,YES
0.14300000000000002,1.5785,YES
0.0826,0.4111,NO
0.013000000000000001,0.3262,NO
0.2103,1.6012,YES
0.1395,0.3944,NO
0.1325,0.9255,YES
0.1443,0.128,NO
0.2165,0.3319,NO
0.1934,0.5166,NO
0.1934,0.3439,NO
0.0572,0.4886,NO
0.2318,1.0319,YES
0.0556,0.3764,NO
0.3609,2.0719,YES
0.1417,0.2196,NO
0.255,2.1761,YES
0.0522,0.2389,NO
0.0677,0.6338,NO
0.1439,0.6624,NO
0.0494,0.2631,NO
0.1715,0.8283,YES
0.0964,0.1505,NO
0.1343,1.5849,YES
0.1544,0.4218,NO
0.0732,0.2205,NO
0.1975,0.4167,NO
0.2582,0.6959,NO
0.1977,0.2679,NO
0.1701,0.5831,NO
0.1684,0.4342,NO
0.1225,0.2884,NO
0.1458,0.2887,NO
0.4028,1.041,YES
0.1577,0.3125,NO
0.2904,1.1331,YES
0.1987,0.5153,NO
0.1756,0.2733,NO
0.1689,0.4574,NO
0.054000000000000006,0.4085,NO
0.1469,0.1891,NO
0.0547,0.4367,NO
0.1082,0.3771,NO
0.2019,0.1532,NO
0.1293,0.2533,NO
0.3897,1.2276,YES
0.3612,1.9009,YES
0.2791,2.2421,YES
0.2894,1.5092,YES
0.2226,0.4298,NO
0.1753,1.026,YES
0.0979,0.5633,NO
0.0985,0.6805,NO
0.0774,0.1718,NO
0.1069,0.899,YES
0.3647,2.8445,YES
0.2531,1.4476,YES
0.1331,1.4913,YES
0.0885,0.4297,NO
0.0604,0.204,NO
0.2068,1.4825,YES
0.2598,0.6833,NO
0.106,0.7135,YES
0.1459,0.5652,NO
0.2252,0.3665,NO
0.2571,0.8304,NO
0.2375,0.4898,NO
0.1453,0.3845,NO
0.2245,1.266,YES
0.141,0.3181,NO
0.2623,2.7696,YES
0.142,0.2058,NO
0.2555,2.7587,YES
0.2049,0.6812,NO
0.2206,1.0577,NO
0.2228,0.9485,NO
0.1032,0.3776,NO
0.1461,0.603,YES
0.1116,0.6206,NO
0.1326,1.6914,YES
0.1415,0.1848,NO
0.0745,0.1133,NO
0.2381,0.1004,NO
0.19,0.5755,NO
0.1547,0.4989,NO
0.1997,0.096,NO
0.1653,0.3771,NO
0.1536,0.0972,NO
0.1999,0.0854,NO
0.1989,1.3602,YES
0.2045,0.2258,NO
0.2447,1.4508,YES
0.2519,0.4412,NO
0.2036,0.3736,NO
0.2033,0.5103,NO
0.0533,0.1328,NO
0.105,0.2699,NO
0.055999999999999994,0.2541,NO
0.1113,0.3176,NO
0.2256,0.0633,NO
0.0989,0.2191,NO
0.1879,1.4328,YES
0.1445,1.2832,YES
0.1901,1.9264,YES
0.3108,0.8942,YES
0.2405,0.2119,NO
0.1657,1.4557,YES
0.1331,0.2225,NO
0.0949,0.3421,NO
0.1339,0.0595,NO
0.22399999999999998,0.6022,NO
0.1967,0.6191,NO
0.1436,0.4062,NO
0.2079,0.7554,NO
0.1339,0.6181,NO
0.0967,0.2209,NO
0.2198,0.5157,NO
0.3428,1.3822,YES
0.2344,0.6501,NO
0.1736,1.3794,YES
0.1331,0.4043,NO
0.0735,0.1739,NO
0.0647,0.2591,NO
0.204,0.2782,NO
0.1327,0.2875,NO
0.1655,0.4007,NO
0.31,0.4489,NO
0.1309,0.171,NO
0.2819,0.0392,NO
0.4042,1.8217,YES
0.3296,2.1593,YES
0.4941,2.9252,YES
0.1783,1.6568,YES
0.193,0.6923,NO
0.2673,1.3081,YES
0.1726,0.9135,NO
0.1439,0.5012,NO
0.0769,0.1606,NO
0.1953,0.6093,NO
0.2342,0.8987,NO
0.2047,0.7144,NO
0.1823,0.5313,NO
0.1684,0.6848,NO
0.1204,0.3226,NO
0.1751,0.4455,NO
0.3579,1.9086,YES
0.1828,0.9121,NO
0.2083,2.3343,YES
0.2252,0.5809,NO
0.2041,0.3197,NO
0.2007,0.2955,NO
0.0498,0.4489,NO
0.1415,0.4958,NO
0.0515,0.4774,NO
0.1207,0.5981,NO
0.1912,0.3721,NO
0.14,0.3004,NO
0.4038,2.3698,YES
0.3494,2.4222,YES
0.2799,3.5243,YES
0.2675,1.8067,YES
0.2206,0.6326,NO
0.2003,2.343,YES
0.1168,0.7323,NO
0.0727,0.7326,NO
0.0714,0.2624,NO
0.10800000000000001,0.4759,NO
0.2886,0.7991,NO
0.1427,0.7714,NO
0.0855,0.4266,NO
0.0605,0.7398,NO
0.0532,0.3632,NO
0.1421,0.203,NO
0.4397,1.2785,YES
0.0607,0.3759,NO
0.2347,1.7352,YES
0.2118,0.6209,NO
0.2048,0.3112,NO
0.2045,0.4729,NO
0.0849,0.4431,NO
0.1035,0.4996,NO
0.0824,0.569,NO
0.0975,0.6838,NO
0.1702,0.2421,NO
0.1518,0.3423,NO
0.3372,1.7751,YES
0.3303,2.1469,YES
0.314,2.8129,YES
0.1257,1.6361,YES
0.1375,0.299,NO
0.1128,1.7562,YES
0.099,0.3835,NO
0.1069,0.502,NO
0.0451,0.0542,NO
0.5095,2.128,YES
0.1431,0.4753,YES
0.1227,0.6139,YES
0.2847,2.2311,YES
0.2237,0.5772,NO
0.1065,0.3491,NO
0.3266,1.5632,YES
0.0974,0.2964,NO
0.3289,2.3131,YES
0.1059,0.4298,NO
0.2131,0.3566,NO
0.1496,0.258,NO
0.1474,0.2791,NO
0.0902,0.23399999999999999,NO
0.0993,0.5609,YES
0.0875,0.3713,NO
0.2369,0.7531,YES
0.2129,0.1993,NO
0.1321,0.8711,YES
0.1271,0.2696,NO
0.08,0.8051,NO
0.3025,0.9318,NO
0.12,0.5555,NO
0.3399,1.2773,YES
0.2516,0.5399,NO
0.2081,1.9051,YES
0.1799,0.4793,NO
0.1547,0.1099,NO
0.3595,0.7905,YES
0.2156,0.1988,NO
0.1535,0.4706,NO
0.4159,1.4403,YES
0.1827,0.389,NO
0.1097,0.3246,NO
0.5448,1.5313,YES
0.191,0.3482,NO
0.4381,0.8538,YES
0.1528,0.6149,NO
0.3264,0.3752,NO
0.3203,0.2137,NO
0.2648,0.3186,NO
0.171,0.3118,NO
0.21899999999999997,0.257,NO
0.1398,0.2645,NO
0.3673,0.7393,NO
0.1451,0.2175,NO
0.2637,0.3062,NO
0.1991,0.3915,NO
0.1784,0.7069,NO
0.3767,0.5234,NO
0.1917,0.3992,NO
0.3794,1.2729,YES
0.3359,0.6469,NO
0.2874,1.7898,YES
0.0798,0.5577,NO
0.0364,0.2966,NO
0.2475,0.2806,YES
0.2794,2.1285,YES
0.2232,2.3931,YES
0.2213,0.5043,YES
0.1233,0.4911,NO
0.0474,0.1915,NO
0.2799,0.4986,YES
0.2328,0.8679,NO
0.2608,0.3603,YES
0.1095,0.7759,NO
0.2365,0.4265,NO
0.2061,0.6056,NO
0.2048,0.3346,NO
0.0456,0.3958,NO
0.1795,1.555,YES
0.0442,0.3518,NO
0.27,2.2161,YES
0.1224,0.1617,NO
0.1913,2.1366,YES
0.2397,0.7866,NO
0.2111,0.8539,NO
0.2935,1.1436,NO
0.1155,0.5231,NO
0.243,0.2536,YES
0.1959,0.9306,NO
0.198,0.5388,YES
0.1636,0.2787,NO
0.1646,0.0496,NO
0.3881,1.3483,YES
0.1762,0.5522,NO
0.1649,0.3959,NO
0.4197,1.462,YES
0.1681,0.4188,NO
0.153,0.2005,NO
0.4738,1.8801,YES
0.159,0.1827,NO
0.493,2.0103,YES
0.1456,0.3733,NO
0.2244,0.2126,NO
0.1542,0.1428,NO
0.1277,0.2256,NO
0.1775,0.2097,NO
0.2106,0.4625,NO
0.1654,0.1492,NO
0.3557,1.0515,NO
0.0902,0.1023,NO
0.2663,0.4528,NO
0.2218,0.2141,NO
0.1764,0.5867,NO
0.3901,0.7559,NO
0.21600000000000003,0.4924,NO
0.402,1.6155,YES
0.3584,0.4088,NO
0.3239,2.0895,YES
0.0467,0.6013,NO
0.0184,0.1483,NO
0.0544,0.5468,YES
0.1967,2.7574,YES
0.1251,2.6162,YES
0.0526,1.3494,YES
0.0389,0.5327,NO
0.0098,0.1625,NO
0.1204,1.4705,YES
0.1152,0.493,NO
0.0434,0.7145,YES
0.0994,0.1709,NO
0.171,0.3241,NO
0.1733,0.77,NO
0.1785,0.3277,NO
0.0632,0.2869,NO
0.1652,1.8529,YES
0.0614,0.3383,NO
0.1533,2.8539,YES
0.1347,0.1273,NO
0.1212,3.467,YES
0.015,0.1679,NO
0.0714,0.6879,NO
0.0698,0.5342,NO
0.035,0.2754,NO
0.0672,0.6197,YES
0.0378,0.3319,NO
0.0637,1.4217,YES
0.3024,0.7903,YES
0.0482,0.2024,YES
0.3634,0.4958,NO
0.1548,0.2025,NO
0.1459,0.2153,NO
0.1506,0.6428,NO
0.2394,0.5611,YES
0.3693,0.8868,YES
0.1404,0.5403,NO
0.0758,0.1556,NO
0.1517,0.4107,NO
0.067,0.0763,NO
0.2131,0.3684,NO
0.16,0.3415,NO
0.1446,0.5023,NO
0.0844,0.6595,YES
0.095,0.2889,NO
0.2419,0.7049,YES
0.026000000000000002,0.3307,NO
0.2985,0.5532,YES
0.0377,0.4033,NO
0.102,0.0797,NO
0.0927,0.2065,NO
0.1259,0.1138,NO
0.1193,0.09300000000000001,NO
0.2177,0.3906,NO
0.15,0.2149,NO
0.0996,0.73,NO
0.0839,0.6617,NO
0.0672,0.1555,NO
0.3068,2.6475,YES
0.1154,0.5226,YES
0.0802,0.7113,YES
0.3166,3.8759,YES
0.0868,0.7072,NO
0.0677,0.3475,NO
0.5456,3.8044,YES
0.0938,0.3497,NO
0.3771,3.3526,YES
0.0765,0.467,NO
0.3042,0.6492,NO
0.1867,0.4094,NO
0.2024,0.7275,NO
0.084,0.4402,NO
0.1127,0.7161,YES
0.0773,0.3426,NO
0.3002,1.6969999999999998,YES
0.0821,0.2013,NO
0.1969,1.2953,YES
0.1353,0.3445,NO
0.0942,0.9897,NO
0.3023,1.0971,NO
0.1177,0.5227,NO
0.2966,2.8834,YES
0.2621,0.5349,NO
0.3631,4.1547,YES
0.1178,0.4797,NO
0.0474,0.046,NO
0.4277,3.3883,YES
0.2214,0.4101,YES
0.2007,0.5613,YES
0.2467,3.1796,YES
0.2192,0.6515,NO
0.1165,0.4049,NO
0.3035,2.0739,YES
0.1886,0.301,NO
0.2922,2.9572,YES
0.1088,0.2395,NO
0.2277,0.3746,NO
0.1763,0.4254,NO
0.1744,0.5224,NO
0.0948,0.2851,NO
0.152,0.6152,YES
0.0882,0.408,NO
0.2267,1.0591,YES
0.1968,0.3038,NO
0.1574,0.695,YES
0.2134,0.1847,NO
0.1846,0.6346,NO
0.3004,0.4922,NO
0.1322,0.2455,NO
0.3039,1.685,YES
0.2341,0.5814,NO
0.2137,3.3233,YES
0.1342,0.5313,NO
0.1099,0.1281,NO
0.526,2.0226,YES
0.1623,1.0857,YES
0.1996,0.7918,YES
0.3297,2.6474,YES
0.22699999999999998,0.7038,NO
0.1622,0.4464,NO
0.3372,2.8652,YES
0.1102,0.7097,NO
0.3901,3.1344,YES
0.1022,0.725,NO
0.1483,0.3531,NO
0.0862,0.4217,NO
0.0629,0.308,NO
0.2034,0.5417,NO
0.1682,0.7908,YES
0.1975,0.5567,NO
0.3422,1.8809,YES
0.1773,0.381,NO
0.2514,1.6204,YES
0.1754,0.5055,NO
0.1301,1.0004,NO
0.3619,1.577,NO
0.1715,0.7452,NO
0.3452,2.1488,YES
0.3259,0.7607,NO
0.258,3.2384,YES
0.0709,0.5072,NO
0.0732,0.0889,NO
0.3094,2.5928,YES
0.1091,0.6774,YES
0.0665,0.5601,YES
0.2941,3.3338,YES
0.0664,0.5756,NO
0.0556,0.2746,NO
0.5229,2.8779,YES
0.1003,0.3538,NO
0.3604,3.3237,YES
0.08800000000000001,0.4412,NO
0.2859,0.3664,NO
0.1263,0.3484,NO
0.1497,0.3982,NO
0.1047,0.4208,NO
0.1031,0.6524,YES
0.1016,0.3289,NO
0.3066,1.598,YES
0.0639,0.2766,NO
0.2147,1.4143,YES
0.1277,0.2562,NO
0.0813,0.8535,NO
0.3135,1.1355,NO
0.1095,0.5157,NO
0.302,1.9661,YES
0.2369,0.4586,NO
0.4263,3.1922,YES
0.1151,0.6961,NO
0.0905,0.2628,NO
0.1028,0.8116,YES
0.3566,2.0336,YES
0.2651,1.1949,YES
0.1542,1.3287,YES
0.094,0.4753,NO
0.0554,0.4104,NO
0.2037,1.19,YES
0.1971,0.3312,NO
0.1126,0.5415,YES
0.1418,0.1275,NO
0.2488,0.0429,NO
0.2731,0.5417,NO
0.2523,0.1167,NO
0.1698,0.4729,NO
0.2266,1.0246,YES
0.1648,0.4385,NO
0.2745,2.504,YES
0.1508,0.2458,NO
0.2653,2.0585,YES
0.1206,0.2062,NO
0.1613,0.5547,NO
0.1611,0.4389,NO
0.1018,0.1502,NO
0.152,0.4363,YES
0.1186,0.1684,NO
0.1207,1.4634,YES
0.1201,0.3657,NO
0.10300000000000001,0.1317,NO
0.254,0.6609999999999999,YES
0.3285,2.2109,YES
0.3624,2.3619,YES
0.2593,0.8706,YES
0.0981,0.4409,NO
0.0792,0.0937,NO
0.2917,0.892,YES
0.1836,0.6366,NO
0.3039,1.0904,YES
0.1342,0.5517,NO
0.1448,0.2284,NO
0.1036,0.55,NO
0.0702,0.1624,NO
0.1825,0.2666,NO
0.2937,1.607,YES
0.1772,0.21100000000000002,NO
0.5728,2.2502,YES
0.0892,0.1302,NO
0.4594,2.2631,YES
0.1677,0.389,NO
0.1461,0.6491,NO
0.2985,0.8937,NO
0.1348,0.4872,NO
0.2479,0.6153,YES
0.2298,0.6576,NO
0.2345,0.8942,YES
0.08900000000000001,0.6133,NO
0.0394,0.2039,NO
0.1381,0.3727,NO
0.2108,0.6459,NO
0.0676,0.4362,NO
0.0957,0.5404,NO
0.0963,0.3711,NO
0.0435,0.2076,NO
0.2592,0.7284,NO
0.1291,0.3137,NO
0.0785,0.3252,NO
0.1052,0.2217,NO
0.4225,1.4455,YES
0.3368,0.8018,YES
0.3938,2.0333,YES
0.0766,0.3616,NO
0.0711,0.5055,NO
0.0797,0.2636,NO
0.0531,0.6238,NO
0.1551,0.0691,NO
0.077,0.6689,NO
0.0463,0.3655,NO
0.0745,0.6678,NO
0.1014,0.3935,NO
0.0541,0.3559,NO
0.1685,0.3134,NO
0.0541,0.3781,NO
0.2105,0.6354,NO
0.1239,0.7326,YES
0.289,0.3901,YES
0.2752,0.23800000000000002,NO
0.1653,0.2752,NO
0.0814,0.1994,NO
0.0623,0.2829,NO
0.32899999999999996,0.4322,YES
0.1249,0.7535,YES
0.0968,0.2725,NO
0.1519,0.1435,NO
0.0533,0.2848,NO
0.1784,0.1629,NO
0.1661,0.1127,NO
0.1504,0.1614,NO
