DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_45,Associated
0.0737,0.8929,NO
0.0652,0.3417,NO
0.1144,0.3701,NO
0.2164,1.01,NO
0.0671,0.9834,NO
0.0906,0.807,NO
0.0589,0.5294,NO
0.0679,0.5912,NO
0.1689,0.5168,NO
0.2469,1.6174,YES
0.0616,0.4814,NO
0.33799999999999997,0.8157,YES
0.2427,0.3322,NO
0.2231,0.1165,NO
0.2223,0.0439,NO
0.1142,0.7924,NO
0.0706,0.9643,NO
0.1109,0.588,NO
0.0747,0.9862,NO
0.2179,0.5759,NO
0.1147,1.0207,NO
0.0779,1.6683,YES
0.0804,1.5639,YES
0.1668,1.7857,YES
0.24,1.2483,YES
0.1573,0.919,NO
0.0716,0.9182,YES
0.1205,0.5904,NO
0.1072,2.5237,YES
0.2444,1.7599,YES
0.3362,1.5659,NO
0.1579,0.2737,NO
0.1148,0.7089,NO
0.1112,1.3387,NO
0.3947,1.3723,YES
0.0957,2.0342,YES
0.1364,1.2778,NO
0.1056,0.5186,NO
0.0981,0.9445,NO
0.1058,0.4394,NO
0.1797,1.2108,NO
0.1526,1.0889,NO
0.1551,0.728,NO
0.2811,2.4748,YES
0.0766,1.0348,NO
0.1126,1.675,YES
0.0341,0.8355,NO
0.3399,1.9537,YES
0.0412,0.7654,NO
0.1212,0.3197,NO
0.0769,0.518,NO
0.1235,0.9222,NO
0.0802,0.5889,NO
0.1903,1.8378,NO
0.1119,1.1149,NO
0.1008,1.2799,NO
0.0886,0.7847,NO
0.1534,0.0779,NO
0.1331,0.6935,NO
0.2865,0.5233,NO
0.1512,1.1520000000000001,NO
0.1666,1.2417,NO
0.1465,0.6969,NO
0.0509,0.364,NO
0.2187,0.9394,NO
0.4574,3.0277,YES
0.1603,0.9304,NO
0.2015,1.4518,YES
0.205,1.0558,NO
0.2168,0.6248,NO
0.2136,0.3144,NO
0.1919,0.7632,NO
0.1533,1.2684,NO
0.1268,0.6143,NO
0.1947,1.0973,NO
0.1755,0.4893,NO
0.2202,0.9852,NO
0.4465,3.2933,YES
0.4252,2.9685,YES
0.3653,3.4717,YES
0.1771,2.7666,YES
0.1659,1.4463,NO
0.1927,1.7052,YES
0.1251,1.1338,NO
0.1303,2.9526,YES
0.1814,2.2714,YES
0.3356,1.6433,NO
0.1662,0.7592,NO
0.1507,1.0421,NO
0.1441,1.5498,NO
0.3435,1.2287,YES
0.1243,2.1059,YES
0.1731,1.4632,NO
0.0952,0.8665,NO
0.1364,1.1657,NO
0.0887,0.6355,NO
0.2289,1.574,NO
0.2088,1.3021,NO
0.2075,0.8776,NO
0.1923,2.8639,YES
0.0927,1.3991,NO
0.0821,2.2391,YES
0.0311,1.3315,NO
0.3081,2.5489,YES
0.0406,1.1931,NO
0.1251,0.7995,NO
0.091,1.1377,NO
0.11800000000000001,1.4236,NO
0.1053,0.8238,NO
0.2201,2.175,NO
0.1351,1.3401,NO
0.1328,1.3908,NO
0.0724,1.0102,NO
0.0244,0.3342,NO
0.1404,1.4669999999999999,YES
0.3348,2.8814,YES
0.2937,3.1074,YES
0.14300000000000002,1.749,YES
0.0826,0.5081,NO
0.013000000000000001,0.5171,NO
0.2103,2.2246,YES
0.1395,0.7588,NO
0.1325,1.0435,YES
0.1443,0.4275,NO
0.2165,1.1368,NO
0.1934,1.2691,NO
0.1934,0.8669,NO
0.0572,0.5471,NO
0.2318,2.6648,YES
0.0556,0.5781,NO
0.3609,3.6493,YES
0.1417,0.556,NO
0.255,3.5725,YES
0.0522,0.5126,NO
0.0677,1.0265,NO
0.1439,0.9037,NO
0.0494,0.5706,NO
0.1715,2.0998,YES
0.0964,1.2397,NO
0.1343,1.7944,YES
0.1544,1.1463,NO
0.0732,0.2126,NO
0.1975,0.9738,NO
0.2582,1.2921,NO
0.1977,1.9179,NO
0.1701,1.8088,NO
0.1684,0.9688,NO
0.1225,0.7335,NO
0.1458,1.0402,NO
0.4028,3.4767,YES
0.1577,1.3846,NO
0.2904,1.6707,YES
0.1987,1.2977,NO
0.1756,0.6809999999999999,NO
0.1689,0.276,NO
0.054000000000000006,1.0207,NO
0.1469,1.7797,NO
0.0547,0.8363,NO
0.1082,2.0852,NO
0.2019,0.5684,NO
0.1293,1.9159,NO
0.3897,3.6659,YES
0.3612,3.6568,YES
0.2791,4.1693,YES
0.2894,3.0192,YES
0.2226,1.9734,NO
0.1753,2.455,YES
0.0979,1.5106,NO
0.0985,1.2407,NO
0.0774,0.3257,NO
0.1069,1.3897,YES
0.3647,3.5137,YES
0.2531,3.8502,YES
0.1331,1.3526,YES
0.0885,0.914,NO
0.0604,0.5521,NO
0.2068,1.7759,YES
0.2598,1.7136,NO
0.106,0.9416,YES
0.1459,0.7903,NO
0.2252,0.8257,NO
0.2571,1.0674,NO
0.2375,0.3639,NO
0.1453,0.7286,NO
0.2245,3.2348,YES
0.141,0.6745,NO
0.2623,4.2371,YES
0.142,0.6061,NO
0.2555,4.15,YES
0.2049,1.4881,NO
0.2206,2.0282,NO
0.2228,1.5147,NO
0.1032,1.3181,NO
0.1461,1.8729,YES
0.1116,1.6027,NO
0.1326,1.462,YES
0.1415,1.1262,NO
0.0745,0.4245,NO
0.2381,0.4999,NO
0.19,0.6759,NO
0.1547,0.9315,NO
0.1997,0.7704,NO
0.1653,0.6331,NO
0.1536,0.6487,NO
0.1999,0.3832,NO
0.1989,2.022,YES
0.2045,0.5195,NO
0.2447,1.0422,YES
0.2519,0.441,NO
0.2036,0.3053,NO
0.2033,0.0265,NO
0.0533,1.021,NO
0.105,0.9316,NO
0.055999999999999994,0.6907,NO
0.1113,0.7601,NO
0.2256,0.6809999999999999,NO
0.0989,0.9524,NO
0.1879,2.0643,YES
0.1445,1.849,YES
0.1901,2.25,YES
0.3108,1.5298,YES
0.2405,1.0577,NO
0.1657,1.296,YES
0.1331,0.4958,NO
0.0949,1.1512,NO
0.1339,0.2632,NO
