DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_56,Associated
0.0737,0.9606,NO
0.0652,0.6179,NO
0.1144,1.1224,NO
0.2164,1.4764,NO
0.0671,0.4719,NO
0.0906,0.8844,NO
0.0589,0.609,NO
0.0679,0.5978,NO
0.1689,0.9103,NO
0.2469,2.9637,YES
0.0616,1.1034,NO
0.33799999999999997,1.4684,YES
0.2427,0.7835,NO
0.2231,1.7469999999999999,NO
0.2223,0.3454,NO
0.1142,0.5833,NO
0.0706,1.7515,NO
0.1109,0.6849,NO
0.0747,0.9571,NO
0.2179,0.5821,NO
0.1147,0.6691,NO
0.0779,2.7144,YES
0.0804,3.2389,YES
0.1668,2.9789,YES
0.24,1.7763,YES
0.1573,1.4319,NO
0.0716,2.4607,YES
0.1205,0.8436,NO
0.1072,3.1236,YES
0.2444,3.0712,YES
0.3362,1.5706,NO
0.1579,1.4838,NO
0.1148,0.6231,NO
0.1112,1.6862,NO
0.3947,2.6585,YES
0.0957,2.1392,YES
0.1364,1.3004,NO
0.1056,0.7533,NO
0.0981,1.2905,NO
0.1058,0.4582,NO
0.1797,0.9877,NO
0.1526,1.8559,NO
0.1551,0.3343,NO
0.2811,2.1568,YES
0.0766,1.2773,NO
0.1126,3.0212,YES
0.0341,0.7625,NO
0.3399,2.667,YES
0.0412,0.7262,NO
0.1212,0.5637,NO
0.0769,1.1188,NO
0.1235,1.2355,NO
0.0802,0.445,NO
0.1903,1.8786,NO
0.1119,1.3023,NO
0.1008,1.4573,NO
0.0886,1.1427,NO
0.1534,0.6107,NO
0.1331,1.318,NO
0.2865,1.5017,NO
0.1512,0.5691,NO
0.1666,1.011,NO
0.1465,0.7407,NO
0.0509,0.2258,NO
0.2187,0.951,NO
0.4574,3.6703,YES
0.1603,0.9351,NO
0.2015,2.1046,YES
0.205,1.0765,NO
0.2168,2.1451,NO
0.2136,0.4246,NO
0.1919,0.8241,NO
0.1533,2.1184,NO
0.1268,0.8419,NO
0.1947,1.389,NO
0.1755,0.473,NO
0.2202,0.9856,NO
0.4465,3.2831,YES
0.4252,3.9229,YES
0.3653,3.4679,YES
0.1771,2.4323,YES
0.1659,1.3409,NO
0.1927,3.1709,YES
0.1251,0.9472,NO
0.1303,1.3988,YES
0.1814,1.1139,YES
0.3356,0.7288,NO
0.1662,0.5523,NO
0.1507,0.3146,NO
0.1441,0.9127,NO
0.3435,1.1796,YES
0.1243,0.6868,YES
0.1731,0.6509,NO
0.0952,0.3684,NO
0.1364,0.5003,NO
0.0887,0.1824,NO
0.2289,0.6525,NO
0.2088,0.9905,NO
0.2075,0.3207,NO
0.1923,0.8402,YES
0.0927,0.5977,NO
0.0821,1.1538,YES
0.0311,0.3693,NO
0.3081,0.98,YES
0.0406,0.4416,NO
0.1251,0.2458,NO
0.091,0.5501,NO
0.11800000000000001,0.6264,NO
0.1053,0.1644,NO
0.2201,0.9906,NO
0.1351,0.3664,NO
0.1328,0.8047,NO
0.0724,1.171,NO
0.0244,0.5886,NO
0.1404,2.227,YES
0.3348,4.1875,YES
0.2937,3.6528,YES
0.14300000000000002,2.1799,YES
0.0826,0.8107,NO
0.013000000000000001,0.4482,NO
0.2103,1.6779,YES
0.1395,0.9274,NO
0.1325,1.3942,YES
0.1443,1.0501,NO
0.2165,0.9896,NO
0.1934,1.8962,NO
0.1934,0.5387,NO
0.0572,0.8509,NO
0.2318,4.0069,YES
0.0556,0.757,NO
0.3609,3.4154,YES
0.1417,0.6343,NO
0.255,3.6014,YES
0.0522,1.0001,NO
0.0677,1.4822,NO
0.1439,0.8679,NO
0.0494,0.9053,NO
0.1715,1.7991,YES
0.0964,1.2516,NO
0.1343,1.4637,YES
0.1544,1.0186,NO
0.0732,0.526,NO
0.1975,1.5377,NO
0.2582,1.4265,NO
0.1977,0.3081,NO
0.1701,1.2223,NO
0.1684,0.8685,NO
0.1225,0.1257,NO
0.1458,1.3131,NO
0.4028,3.7297,YES
0.1577,1.2666,NO
0.2904,2.2364,YES
0.1987,1.1125,NO
0.1756,2.2288,NO
0.1689,0.5213,NO
0.054000000000000006,0.7603,NO
0.1469,2.0511,NO
0.0547,0.7988,NO
0.1082,1.0926,NO
0.2019,0.3362,NO
0.1293,0.8032,NO
0.3897,3.4508,YES
0.3612,3.9929,YES
0.2791,3.6149,YES
0.2894,2.6761,YES
0.2226,1.591,NO
0.1753,3.464,YES
0.0979,1.2468,NO
0.0985,0.2248,NO
0.0774,0.2575,NO
0.1069,1.791,YES
0.3647,3.5069,YES
0.2531,2.6062,YES
0.1331,1.6496,YES
0.0885,0.3365,NO
0.0604,0.2391,NO
0.2068,1.2115,YES
0.2598,0.7306,NO
0.106,1.3784,YES
0.1459,0.8571,NO
0.2252,0.7405,NO
0.2571,1.466,NO
0.2375,0.4456,NO
0.1453,0.365,NO
0.2245,3.0607,YES
0.141,0.1524,NO
0.2623,2.5007,YES
0.142,0.3072,NO
0.2555,2.2868,YES
0.2049,1.1882,NO
0.2206,1.0504,NO
0.2228,0.7583,NO
0.1032,0.7728,NO
0.1461,1.0984,YES
0.1116,1.2611,NO
0.1326,0.8233,YES
0.1415,1.1987,NO
0.0745,0.5666,NO
0.2381,2.0404,NO
0.19,1.5196,NO
0.1547,0.5897,NO
0.1997,2.219,NO
0.1653,1.0675,NO
0.1536,0.4458,NO
0.1999,2.074,NO
0.1989,2.7763,YES
0.2045,1.7139,NO
0.2447,1.9581,YES
0.2519,1.3199,NO
0.2036,2.4492,NO
0.2033,0.7587,NO
0.0533,0.9102,NO
0.105,1.8074,NO
0.055999999999999994,0.9302,NO
0.1113,1.4668,NO
0.2256,0.6365,NO
0.0989,1.4323,NO
0.1879,2.441,YES
0.1445,3.1221,YES
0.1901,3.0121,YES
0.3108,2.3606,YES
0.2405,2.1935,NO
0.1657,2.7201,YES
0.1331,2.1899,NO
0.0949,0.7443,NO
0.1339,0.3418,NO
0.22399999999999998,1.3365,NO
0.1967,0.9985,NO
0.1436,0.3469,NO
0.2079,1.2275,NO
0.1339,0.5924,NO
0.0967,0.1813,NO
0.2198,1.3263,NO
0.3428,3.1191,YES
0.2344,1.2226,NO
0.1736,1.8231,YES
0.1331,0.8214,NO
0.0735,1.7169,NO
0.0647,0.1433,NO
0.204,0.4914,NO
0.1327,1.6489,NO
0.1655,0.6335,NO
0.31,0.9435,NO
0.1309,0.2495,NO
0.2819,0.7719,NO
0.4042,2.7385,YES
0.3296,3.3919,YES
0.4941,3.0544,YES
0.1783,2.0711,YES
0.193,1.7755,NO
0.2673,2.6346,YES
0.1726,1.3584,NO
0.1439,1.1916,NO
0.0769,0.695,NO
0.1953,0.8604,NO
0.2342,1.3077,NO
0.2047,0.5578,NO
0.1823,0.7168,NO
0.1684,0.6799,NO
0.1204,0.4256,NO
0.1751,0.9208,NO
0.3579,3.1555,YES
0.1828,0.6168,NO
0.2083,1.8232,YES
0.2252,0.8236,NO
0.2041,1.9269,NO
0.2007,0.3569,NO
0.0498,0.6707,NO
0.1415,1.7229,NO
0.0515,0.8783,NO
0.1207,0.9113,NO
0.1912,0.5832,NO
0.14,0.8933,NO
0.4038,2.9994,YES
0.3494,3.6535,YES
0.2799,3.0825,YES
0.2675,2.1845,YES
0.2206,1.2316,NO
0.2003,2.5624,YES
0.1168,0.8248,NO
0.0727,1.1792,NO
0.0714,0.7253,NO
0.10800000000000001,0.9641,NO
0.2886,1.6164,NO
0.1427,0.5919,NO
0.0855,0.8063,NO
0.0605,0.9634,NO
0.0532,0.3614,NO
0.1421,0.8026,NO
0.4397,3.7077,YES
0.0607,0.7963,NO
0.2347,2.1084,YES
0.2118,1.1156,NO
0.2048,2.1751,NO
0.2045,0.563,NO
0.0849,1.0196,NO
0.1035,2.1627,NO
0.0824,0.9924,NO
0.0975,1.3019,NO
0.1702,0.5481,NO
0.1518,1.1042,NO
0.3372,3.236,YES
0.3303,3.9473,YES
0.314,3.4539,YES
0.1257,2.3890000000000002,YES
0.1375,1.1672,NO
0.1128,2.9565,YES
0.099,0.6634,NO
0.1069,1.5333,NO
0.0451,0.8766,NO
0.5095,5.1639,YES
0.1431,2.6406,YES
0.1227,1.536,YES
0.2847,4.9484,YES
0.2237,1.1522,NO
0.1065,0.6758,NO
0.3266,4.4594,YES
0.0974,1.3224,NO
0.3289,4.3291,YES
0.1059,0.9015,NO
0.2131,1.504,NO
0.1496,2.938,NO
0.1474,0.6563,NO
0.0902,0.8462,NO
0.0993,1.9692,YES
0.0875,1.0043,NO
0.2369,2.6032,YES
0.2129,0.9995,NO
0.1321,2.0602,YES
0.1271,1.1673,NO
0.08,1.6342,NO
0.3025,2.4135,NO
0.12,1.1496,NO
0.3399,5.0445,YES
0.2516,2.0562,NO
0.2081,4.5767,YES
0.1799,0.9876,NO
0.1547,0.2187,NO
0.3595,2.2849,YES
0.2156,0.8504,NO
0.1535,0.4595,NO
0.4159,2.7493,YES
0.1827,0.8293,NO
0.1097,0.2312,NO
0.5448,2.9448,YES
0.191,0.39899999999999997,NO
0.4381,2.1543,YES
0.1528,0.3891,NO
0.3264,1.401,NO
0.3203,1.8887,NO
0.2648,0.7509,NO
0.171,0.3449,NO
0.21899999999999997,0.7477,NO
0.1398,0.5132,NO
0.3673,1.0271,NO
0.1451,0.5078,NO
0.2637,1.1593,NO
