DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_29,Associated
0.0737,0.4446,NO
0.0652,0.4503,NO
0.1144,0.1818,NO
0.2164,1.2774,NO
0.0671,0.9666,NO
0.0906,0.4009,NO
0.0589,0.6268,NO
0.0679,0.2883,NO
0.1689,0.5971,NO
0.2469,2.475,YES
0.0616,0.436,NO
0.33799999999999997,2.2867,YES
0.2427,0.4392,NO
0.2231,0.4775,NO
0.2223,0.505,NO
0.1142,0.3604,NO
0.0706,1.3894,NO
0.1109,0.4514,NO
0.0747,0.8063,NO
0.2179,0.7095,NO
0.1147,0.7120000000000001,NO
0.0779,2.0612,YES
0.0804,2.1243,YES
0.1668,1.7193,YES
0.24,1.9421,YES
0.1573,0.5981,NO
0.0716,1.6335,YES
0.1205,0.4618,NO
0.1072,3.0554,YES
0.2444,2.1368,YES
0.3362,0.8233,NO
0.1579,0.7813,NO
0.1148,0.8624,NO
0.1112,0.6525,NO
0.3947,2.3851,YES
0.0957,2.9744,YES
0.1364,0.765,NO
0.1056,0.1178,NO
0.0981,0.6587,NO
0.1058,0.145,NO
0.1797,0.2618,NO
0.1526,0.6372,NO
0.1551,0.0539,NO
0.2811,3.0257,YES
0.0766,0.9857,NO
0.1126,2.2593,YES
0.0341,0.9359999999999999,NO
0.3399,3.1987,YES
0.0412,0.6595,NO
0.1212,0.1024,NO
0.0769,0.3532,NO
0.1235,0.2796,NO
0.0802,0.1831,NO
0.1903,0.9339,NO
0.1119,0.392,NO
0.1008,0.605,NO
0.0886,0.4939,NO
0.1534,0.8225,NO
0.1331,0.7554,NO
0.2865,1.9284,NO
0.1512,1.6314,NO
0.1666,1.0182,NO
0.1465,1.1377,NO
0.0509,0.2399,NO
0.2187,1.6227,NO
0.4574,3.1587,YES
0.1603,1.0904,NO
0.2015,2.7012,YES
0.205,0.6303,NO
0.2168,0.4626,NO
0.2136,0.4117,NO
0.1919,0.2124,NO
0.1533,2.2658,NO
0.1268,0.4705,NO
0.1947,1.3054,NO
0.1755,0.6151,NO
0.2202,1.4178,NO
