DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_65,Associated
0.0737,0.2574,NO
0.0652,0.2574,NO
0.1144,0.1629,NO
0.2164,0.1869,NO
0.0671,0.2804,NO
0.0906,0.2524,NO
0.0589,0.2831,NO
0.0679,0.1819,NO
0.1689,0.2137,NO
0.2469,0.6940000000000001,YES
0.0616,0.1194,NO
0.33799999999999997,1.0,YES
0.2427,0.2918,NO
0.2231,0.3555,NO
0.2223,0.3353,NO
0.1142,0.0729,NO
0.0706,0.1995,NO
0.1109,0.2327,NO
0.0747,0.1995,NO
0.2179,0.2574,NO
0.1147,0.2418,NO
0.0779,0.4513,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2351,NO
0.0716,0.3311,YES
0.1205,0.2289,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2069,NO
0.1579,0.2576,NO
0.1148,0.1542,NO
0.1112,0.1748,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2069,NO
0.1056,0.1683,NO
0.0981,0.1254,NO
0.1058,0.2425,NO
0.1797,0.2318,NO
0.1526,0.3144,NO
0.1551,0.301,NO
0.2811,0.8269,YES
0.0766,0.1922,NO
0.1126,1.0,YES
0.0341,0.0848,NO
0.3399,1.0,YES
0.0412,0.1398,NO
0.1212,0.1095,NO
0.0769,0.2456,NO
0.1235,0.2425,NO
0.0802,0.2425,NO
0.1903,0.1421,NO
0.1119,0.1939,NO
0.1008,0.2069,NO
0.0886,0.3496,NO
0.1534,0.1441,NO
0.1331,0.2866,NO
0.2865,0.5644,NO
0.1512,0.2613,NO
0.1666,0.2707,NO
0.1465,0.4164,NO
0.0509,0.294,NO
0.2187,0.4753,NO
0.4574,0.965,YES
0.1603,0.4964,NO
0.2015,1.0,YES
0.205,0.3104,NO
0.2168,0.3824,NO
0.2136,0.0793,NO
0.1919,0.2431,NO
0.1533,0.4175,NO
0.1268,0.294,NO
0.1947,0.3844,NO
0.1755,0.294,NO
0.2202,0.4224,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.4758,NO
0.1927,1.0,YES
0.1251,0.3251,NO
0.1303,0.3105,YES
0.1814,0.408,YES
0.3356,0.3559,NO
0.1662,0.3559,NO
0.1507,0.1989,NO
0.1441,0.3559,NO
0.3435,0.7571,YES
0.1243,1.0,YES
0.1731,0.3559,NO
0.0952,0.2193,NO
0.1364,0.3559,NO
0.0887,0.316,NO
0.2289,0.0709,NO
0.2088,0.1018,NO
0.2075,0.07200000000000001,NO
0.1923,0.8269,YES
0.0927,0.3559,NO
0.0821,1.0,YES
0.0311,0.3559,NO
0.3081,1.0,YES
0.0406,0.2013,NO
0.1251,0.2187,NO
0.091,0.316,NO
0.11800000000000001,0.316,NO
0.1053,0.316,NO
0.2201,0.214,NO
0.1351,0.2251,NO
0.1328,0.3559,NO
0.0724,0.2493,NO
0.0244,0.2493,NO
0.1404,0.6191,YES
0.3348,0.6191,YES
0.2937,1.0,YES
0.14300000000000002,0.6191,YES
0.0826,0.2493,NO
0.013000000000000001,0.1691,NO
0.2103,0.6191,YES
0.1395,0.2975,NO
0.1325,0.6191,YES
0.1443,0.2147,NO
0.2165,0.2917,NO
0.1934,0.3569,NO
0.1934,0.2204,NO
0.0572,0.1349,NO
0.2318,1.0,YES
0.0556,0.2254,NO
0.3609,0.7959999999999999,YES
0.1417,0.2493,NO
0.255,0.7917,YES
0.0522,0.1982,NO
0.0677,0.3397,NO
0.1439,0.4471,NO
0.0494,0.2147,NO
