DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_LSA_60,Associated
0.0737,0.2076,NO
0.0652,0.1109,NO
0.1144,0.1818,NO
0.2164,0.3384,NO
0.0671,0.3369,NO
0.0906,0.6773,NO
0.0589,0.2687,NO
0.0679,0.2201,NO
0.1689,0.0965,NO
0.2469,1.0,YES
0.0616,0.1322,NO
0.33799999999999997,1.0,YES
0.2427,0.3701,NO
0.2231,0.3701,NO
0.2223,0.3691,NO
0.1142,0.2201,NO
0.0706,0.5133,NO
0.1109,0.2201,NO
0.0747,0.1337,NO
0.2179,0.2201,NO
0.1147,0.3295,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1818,NO
0.0716,1.0,YES
0.1205,0.2054,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.4007,NO
0.1579,0.3639,NO
0.1148,0.27899999999999997,NO
0.1112,0.3765,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2447,NO
0.1056,0.0312,NO
0.0981,0.3,NO
0.1058,0.0593,NO
0.1797,0.1441,NO
0.1526,0.1558,NO
0.1551,0.1004,NO
0.2811,1.0,YES
0.0766,0.3639,NO
0.1126,1.0,YES
0.0341,0.2676,NO
0.3399,1.0,YES
0.0412,0.3639,NO
0.1212,0.1688,NO
0.0769,0.1001,NO
0.1235,0.0838,NO
0.0802,0.1203,NO
0.1903,0.4007,NO
0.1119,0.2181,NO
0.1008,0.3639,NO
0.0886,0.1671,NO
0.1534,0.1062,NO
0.1331,0.1901,NO
0.2865,0.3895,NO
0.1512,0.3369,NO
0.1666,0.3322,NO
0.1465,0.2687,NO
0.0509,0.0777,NO
0.2187,0.2452,NO
0.4574,1.0,YES
0.1603,0.3591,NO
0.2015,1.0,YES
0.205,0.1046,NO
0.2168,0.1756,NO
0.2136,0.0447,NO
0.1919,0.3249,NO
0.1533,0.5985,NO
0.1268,0.0961,NO
0.1947,0.391,NO
0.1755,0.1827,NO
0.2202,0.1616,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,0.7349,YES
0.1659,0.1446,NO
0.1927,0.6631,YES
0.1251,0.2054,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.5415,NO
0.1662,0.3514,NO
0.1507,0.3722,NO
0.1441,0.5089,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.4748,NO
0.0952,0.4069,NO
0.1364,0.4748,NO
0.0887,0.2121,NO
0.2289,0.2596,NO
0.2088,0.2016,NO
0.2075,0.1215,NO
0.1923,1.0,YES
0.0927,0.3638,NO
0.0821,1.0,YES
0.0311,0.3722,NO
0.3081,0.9717,YES
0.0406,0.3514,NO
0.1251,0.4069,NO
0.091,0.4069,NO
