DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_95,Associated
0.0737,0.7128,NO
0.0652,0.4841,NO
0.1144,1.3289,NO
0.2164,2.2021,NO
0.0671,1.4256,NO
0.0906,1.5798,NO
0.0589,1.2755,NO
0.0679,0.5915,NO
0.1689,1.2794,NO
0.2469,3.0287,YES
0.0616,1.4763,NO
0.33799999999999997,2.4692,YES
0.2427,1.0389,NO
0.2231,1.3615,NO
0.2223,0.1276,NO
0.1142,0.5271,NO
0.0706,1.199,NO
0.1109,0.6436,NO
0.0747,1.5837,NO
0.2179,0.2658,NO
0.1147,1.4663,NO
0.0779,2.9994,YES
0.0804,3.1958,YES
0.1668,2.9919,YES
0.24,1.5321,YES
0.1573,1.9179,NO
0.0716,3.5878,YES
0.1205,1.1704,NO
0.1072,1.5653,YES
0.2444,0.9995,YES
0.3362,0.8614,NO
0.1579,0.5348,NO
0.1148,0.4653,NO
0.1112,0.3442,NO
0.3947,2.1191,YES
0.0957,1.6464,YES
0.1364,0.3818,NO
0.1056,0.3805,NO
0.0981,0.2533,NO
0.1058,0.1718,NO
0.1797,0.2598,NO
0.1526,0.9845,NO
0.1551,0.3163,NO
0.2811,1.1258,YES
0.0766,0.4136,NO
0.1126,2.0289,YES
0.0341,0.5361,NO
0.3399,1.2828,YES
0.0412,0.4882,NO
0.1212,0.1805,NO
0.0769,0.4282,NO
0.1235,0.2616,NO
0.0802,0.1388,NO
0.1903,0.5358,NO
0.1119,0.1504,NO
0.1008,0.2149,NO
0.0886,0.5812,NO
0.1534,0.1982,NO
0.1331,0.8465,NO
0.2865,1.4259,NO
0.1512,0.7449,NO
0.1666,1.1747,NO
0.1465,0.7545,NO
0.0509,0.2281,NO
0.2187,0.816,NO
0.4574,3.2194,YES
0.1603,1.0145,NO
0.2015,2.5084,YES
0.205,1.0794,NO
0.2168,1.0811,NO
0.2136,0.0346,NO
0.1919,0.2419,NO
0.1533,0.6483,NO
0.1268,0.3453,NO
0.1947,0.7281,NO
0.1755,0.1161,NO
0.2202,0.851,NO
0.4465,3.1008,YES
0.4252,3.1105,YES
0.3653,3.2051,YES
0.1771,1.7361,YES
0.1659,1.4939,NO
0.1927,3.5429,YES
0.1251,0.9745,NO
0.1303,1.153,YES
0.1814,1.4665,YES
0.3356,1.8911,NO
0.1662,1.1347,NO
0.1507,0.5699,NO
0.1441,1.5811,NO
0.3435,2.1345,YES
0.1243,1.6228,YES
0.1731,1.5775,NO
0.0952,0.7758,NO
0.1364,1.3981,NO
0.0887,0.6576,NO
0.2289,0.8066,NO
0.2088,1.2234,NO
0.2075,0.3228,NO
0.1923,1.3430000000000002,YES
0.0927,0.5069,NO
0.0821,1.8308,YES
0.0311,1.0679,NO
0.3081,1.1585,YES
0.0406,0.8326,NO
0.1251,0.7849,NO
0.091,0.9606,NO
0.11800000000000001,0.8089,NO
0.1053,0.5154,NO
0.2201,1.5789,NO
0.1351,1.1195,NO
0.1328,1.1702,NO
0.0724,0.3693,NO
