DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_42,Associated
0.0737,1.1432,NO
0.0652,0.4503,NO
0.1144,0.9583,NO
0.2164,1.3518,NO
0.0671,0.9843,NO
0.0906,1.2018,NO
0.0589,0.9484,NO
0.0679,0.5379999999999999,NO
0.1689,0.5212,NO
0.2469,2.2415,YES
0.0616,0.8842,NO
0.33799999999999997,1.6118,YES
0.2427,1.0891,NO
0.2231,0.7716,NO
0.2223,0.5885,NO
0.1142,0.7246,NO
0.0706,0.7277,NO
0.1109,0.3979,NO
0.0747,0.9602,NO
0.2179,0.4123,NO
0.1147,1.3337,NO
0.0779,1.7528,YES
0.0804,2.2216,YES
0.1668,2.4087,YES
0.24,1.1254,YES
0.1573,0.6223,NO
0.0716,2.4308,YES
0.1205,0.7149,NO
0.1072,2.4932,YES
0.2444,2.1180000000000003,YES
0.3362,1.1557,NO
0.1579,0.8929,NO
0.1148,0.7741,NO
0.1112,1.3088,NO
0.3947,2.8158,YES
0.0957,2.2137,YES
0.1364,0.9085,NO
0.1056,0.3278,NO
0.0981,0.7965,NO
0.1058,0.4847,NO
0.1797,0.8805,NO
0.1526,1.3468,NO
0.1551,0.595,NO
0.2811,2.3083,YES
0.0766,1.0272,NO
0.1126,2.9481,YES
0.0341,0.9715,NO
0.3399,2.8285,YES
0.0412,0.9167,NO
0.1212,0.4726,NO
0.0769,1.1089,NO
0.1235,0.9072,NO
0.0802,0.2601,NO
0.1903,1.1544,NO
0.1119,1.2223,NO
0.1008,0.9571,NO
0.0886,1.0645,NO
0.1534,0.7907,NO
0.1331,1.3544,NO
0.2865,2.1956,NO
0.1512,1.7790000000000001,NO
0.1666,1.5321,NO
0.1465,1.6018,NO
0.0509,0.5446,NO
0.2187,0.8327,NO
0.4574,3.5182,YES
0.1603,1.3059,NO
0.2015,2.3904,YES
0.205,0.9417,NO
0.2168,0.5997,NO
0.2136,0.4654,NO
0.1919,1.0239,NO
0.1533,1.1737,NO
0.1268,0.7476,NO
0.1947,1.3434,NO
0.1755,0.6997,NO
0.2202,2.0035,NO
0.4465,2.7934,YES
0.4252,3.4169,YES
0.3653,3.1815,YES
0.1771,1.8718,YES
0.1659,0.8847,NO
