DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_LSA_13,Associated
0.0737,0.1671,NO
0.0652,0.3133,NO
0.1144,0.1901,NO
0.2164,0.6139,NO
0.0671,0.1965,NO
0.0906,0.3464,NO
0.0589,0.0821,NO
0.0679,0.1016,NO
0.1689,0.2452,NO
0.2469,1.0,YES
0.0616,0.1766,NO
0.33799999999999997,1.0,YES
0.2427,0.1236,NO
0.2231,0.2085,NO
0.2223,0.1733,NO
0.1142,0.3249,NO
0.0706,0.191,NO
0.1109,0.1308,NO
0.0747,0.391,NO
0.2179,0.2508,NO
0.1147,0.4715,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2322,NO
0.0716,1.0,YES
0.1205,0.2054,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.4007,NO
0.1579,0.1872,NO
0.1148,0.1872,NO
0.1112,0.4007,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.4007,NO
0.1056,0.21100000000000002,NO
0.0981,0.4007,NO
0.1058,0.3066,NO
0.1797,0.0537,NO
0.1526,0.0639,NO
0.1551,0.1158,NO
0.2811,1.0,YES
0.0766,0.1872,NO
0.1126,1.0,YES
0.0341,0.1897,NO
0.3399,0.8571,YES
0.0412,0.1126,NO
0.1212,0.1589,NO
0.0769,0.2314,NO
0.1235,0.2314,NO
0.0802,0.3066,NO
0.1903,0.4007,NO
0.1119,0.3066,NO
0.1008,0.4007,NO
0.0886,0.1671,NO
0.1534,0.3133,NO
0.1331,0.1901,NO
0.2865,0.6139,NO
0.1512,0.3076,NO
0.1666,0.3464,NO
0.1465,0.2072,NO
0.0509,0.1016,NO
0.2187,0.2452,NO
0.4574,1.0,YES
0.1603,0.3471,NO
0.2015,1.0,YES
0.205,0.1236,NO
0.2168,0.2085,NO
0.2136,0.1733,NO
0.1919,0.3249,NO
0.1533,0.3076,NO
0.1268,0.1308,NO
0.1947,0.391,NO
0.1755,0.2508,NO
0.2202,0.4715,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2544,NO
0.1927,1.0,YES
0.1251,0.2054,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.5415,NO
0.1662,0.3514,NO
0.1507,0.3514,NO
0.1441,0.5415,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.5415,NO
0.0952,0.4136,NO
0.1364,0.5415,NO
0.0887,0.601,NO
0.2289,0.7021,NO
0.2088,0.7021,NO
0.2075,0.7021,NO
0.1923,1.0,YES
0.0927,0.3514,NO
0.0821,1.0,YES
0.0311,0.3514,NO
0.3081,1.0,YES
0.0406,0.2632,NO
0.1251,0.4069,NO
0.091,0.4197,NO
0.11800000000000001,0.4197,NO
0.1053,0.601,NO
0.2201,0.5415,NO
0.1351,0.601,NO
0.1328,0.5415,NO
0.0724,0.1709,NO
0.0244,0.2021,NO
0.1404,0.7346,YES
0.3348,1.0,YES
0.2937,0.9815,YES
0.14300000000000002,0.7346,YES
0.0826,0.257,NO
0.013000000000000001,0.153,NO
0.2103,0.7346,YES
0.1395,0.2963,NO
0.1325,0.7346,YES
0.1443,0.166,NO
0.2165,0.3291,NO
0.1934,0.3179,NO
0.1934,0.3283,NO
0.0572,0.0921,NO
0.2318,1.0,YES
0.0556,0.1663,NO
0.3609,1.0,YES
0.1417,0.1989,NO
0.255,1.0,YES
0.0522,0.3342,NO
0.0677,0.4485,NO
0.1439,0.3867,NO
0.0494,0.1918,NO
0.1715,0.5192,YES
0.0964,0.3518,NO
0.1343,0.4304,YES
0.1544,0.2057,NO
0.0732,0.2131,NO
0.1975,0.4137,NO
0.2582,0.6139,NO
0.1977,0.3172,NO
0.1701,0.6773,NO
0.1684,0.4224,NO
0.1225,0.1135,NO
0.1458,0.444,NO
0.4028,1.0,YES
0.1577,0.7077,NO
0.2904,0.9651,YES
0.1987,0.2525,NO
0.1756,0.2525,NO
0.1689,0.2525,NO
0.054000000000000006,0.221,NO
0.1469,0.5133,NO
0.0547,0.1263,NO
0.1082,0.4343,NO
0.2019,0.2421,NO
0.1293,0.4137,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.5187,NO
0.1753,1.0,YES
0.0979,0.2424,NO
0.0985,0.1709,NO
0.0774,0.2183,NO
0.1069,0.8266,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.8266,YES
0.0885,0.257,NO
0.0604,0.1098,NO
0.2068,0.8266,YES
0.2598,0.6903,NO
0.106,0.8266,YES
0.1459,0.6968,NO
0.2252,0.4403,NO
0.2571,0.4403,NO
0.2375,0.4403,NO
0.1453,0.2264,NO
0.2245,1.0,YES
0.141,0.1194,NO
0.2623,1.0,YES
0.142,0.2026,NO
