DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_6,Associated
0.0737,0.3877,NO
0.0652,0.1734,NO
0.1144,0.6956,NO
0.2164,0.5255,NO
0.0671,0.6278,NO
0.0906,0.5267,NO
0.0589,0.242,NO
0.0679,0.369,NO
0.1689,0.5662,NO
0.2469,1.7786,YES
0.0616,0.6886,NO
0.33799999999999997,2.2723,YES
0.2427,0.3902,NO
0.2231,0.6672,NO
0.2223,0.3094,NO
0.1142,0.5075,NO
0.0706,0.4023,NO
0.1109,0.1634,NO
0.0747,0.3459,NO
0.2179,0.314,NO
0.1147,0.3255,NO
0.0779,2.3034,YES
0.0804,1.7031,YES
0.1668,2.3752,YES
0.24,1.4713,YES
0.1573,0.4323,NO
0.0716,1.6302,YES
0.1205,0.6232,NO
0.1072,0.9877,YES
0.2444,1.423,YES
0.3362,0.3542,NO
0.1579,0.1945,NO
0.1148,0.2335,NO
0.1112,0.3387,NO
0.3947,0.7257,YES
0.0957,1.5742,YES
0.1364,0.5462,NO
0.1056,0.4466,NO
0.0981,0.39399999999999996,NO
0.1058,0.5402,NO
0.1797,0.2114,NO
0.1526,0.2672,NO
0.1551,0.1965,NO
0.2811,1.3969999999999998,YES
0.0766,0.2458,NO
0.1126,0.5805,YES
0.0341,0.2132,NO
0.3399,1.1595,YES
0.0412,0.2565,NO
0.1212,0.3967,NO
0.0769,0.3254,NO
0.1235,0.4613,NO
0.0802,0.2905,NO
0.1903,0.4554,NO
0.1119,0.3575,NO
0.1008,0.4367,NO
0.0886,0.6575,NO
0.1534,0.2724,NO
0.1331,0.6263,NO
0.2865,0.5926,NO
0.1512,0.8677,NO
0.1666,0.6038,NO
0.1465,0.469,NO
0.0509,0.3115,NO
0.2187,0.7402,NO
0.4574,2.5027,YES
0.1603,0.7340000000000001,NO
0.2015,1.9472,YES
0.205,0.3856,NO
0.2168,0.3558,NO
0.2136,0.2605,NO
0.1919,0.3435,NO
0.1533,0.3478,NO
0.1268,0.1868,NO
0.1947,0.3836,NO
0.1755,0.2103,NO
0.2202,0.5027,NO
0.4465,2.1073,YES
0.4252,1.982,YES
0.3653,2.2032,YES
0.1771,1.7009999999999998,YES
0.1659,0.3615,NO
0.1927,1.7627,YES
0.1251,0.5793,NO
0.1303,0.5565,YES
0.1814,0.5303,YES
0.3356,0.7188,NO
0.1662,0.1864,NO
0.1507,0.2341,NO
0.1441,0.6859,NO
0.3435,0.5436,YES
0.1243,0.655,YES
0.1731,0.7868,NO
0.0952,0.2068,NO
0.1364,0.6071,NO
0.0887,0.2134,NO
0.2289,0.1456,NO
0.2088,0.1086,NO
0.2075,0.054000000000000006,NO
0.1923,0.4941,YES
0.0927,0.1412,NO
0.0821,0.2203,YES
0.0311,0.2168,NO
0.3081,0.33399999999999996,YES
0.0406,0.2164,NO
0.1251,0.1192,NO
0.091,0.1941,NO
0.11800000000000001,0.2248,NO
0.1053,0.15,NO
0.2201,0.5529999999999999,NO
0.1351,0.1598,NO
0.1328,0.7714,NO
0.0724,0.5378,NO
0.0244,0.1928,NO
0.1404,0.7928,YES
0.3348,1.973,YES
0.2937,2.1013,YES
0.14300000000000002,0.8419,YES
0.0826,0.3715,NO
0.013000000000000001,0.18100000000000002,NO
0.2103,1.0833,YES
0.1395,0.4435,NO
0.1325,0.8996,YES
0.1443,0.4757,NO
0.2165,0.4754,NO
0.1934,0.4276,NO
0.1934,0.3523,NO
0.0572,0.33,NO
0.2318,1.4395,YES
0.0556,0.1088,NO
0.3609,2.2094,YES
0.1417,0.1377,NO
0.255,2.2259,YES
0.0522,0.5804,NO
0.0677,0.6822,NO
0.1439,0.6171,NO
0.0494,0.6188,NO
0.1715,0.7414,YES
0.0964,0.6709,NO
0.1343,0.9366,YES
0.1544,0.5236,NO
0.0732,0.0935,NO
0.1975,0.4842,NO
0.2582,0.4337,NO
0.1977,0.6666,NO
0.1701,0.5971,NO
0.1684,0.3414,NO
0.1225,0.24100000000000002,NO
0.1458,0.7206,NO
0.4028,2.5834,YES
0.1577,0.7723,NO
0.2904,2.0281,YES
0.1987,0.4885,NO
0.1756,0.4248,NO
0.1689,0.32799999999999996,NO
0.054000000000000006,0.3961,NO
0.1469,0.3427,NO
0.0547,0.1968,NO
0.1082,0.3291,NO
0.2019,0.221,NO
0.1293,0.4551,NO
0.3897,2.2246,YES
0.3612,2.0507,YES
0.2791,2.2616,YES
0.2894,1.7653,YES
0.2226,0.1877,NO
0.1753,1.8088,YES
0.0979,0.643,NO
0.0985,0.5646,NO
0.0774,0.2108,NO
0.1069,0.8072,YES
0.3647,2.2309,YES
0.2531,2.8731,YES
0.1331,1.3887,YES
0.0885,0.449,NO
0.0604,0.2382,NO
0.2068,1.521,YES
0.2598,0.9104,NO
0.106,1.2323,YES
0.1459,0.5468,NO
0.2252,0.6964,NO
0.2571,0.4252,NO
0.2375,0.3686,NO
0.1453,0.3691,NO
0.2245,2.638,YES
0.141,0.1988,NO
0.2623,3.4722,YES
0.142,0.2456,NO
0.2555,3.431,YES
0.2049,0.7119,NO
0.2206,1.1347,NO
0.2228,0.895,NO
0.1032,0.7076,NO
0.1461,0.6539,YES
0.1116,0.7496,NO
0.1326,1.4423,YES
0.1415,0.4244,NO
0.0745,0.0783,NO
0.2381,1.0702,NO
0.19,0.7321,NO
0.1547,0.9558,NO
0.1997,1.0467,NO
0.1653,0.1397,NO
0.1536,0.1159,NO
0.1999,1.1808,NO
0.1989,1.8248,YES
0.2045,1.3030000000000002,NO
0.2447,2.3158,YES
0.2519,0.4739,NO
0.2036,0.5618,NO
0.2033,0.1545,NO
0.0533,0.2743,NO
0.105,0.7338,NO
0.055999999999999994,0.069,NO
0.1113,0.7982,NO
0.2256,0.1944,NO
0.0989,0.6609,NO
0.1879,2.3675,YES
0.1445,1.8325,YES
0.1901,2.4377,YES
0.3108,1.5504,YES
0.2405,0.9045,NO
0.1657,1.7622,YES
0.1331,1.4514,NO
0.0949,0.5214,NO
0.1339,0.2197,NO
0.22399999999999998,0.9043,NO
0.1967,0.5793,NO
0.1436,0.8467,NO
0.2079,0.8076,NO
0.1339,0.3361,NO
0.0967,0.2508,NO
0.2198,0.8823,NO
0.3428,2.019,YES
0.2344,0.8552,NO
0.1736,1.7918,YES
0.1331,0.35,NO
0.0735,0.2358,NO
0.0647,0.128,NO
0.204,0.311,NO
0.1327,0.4275,NO
0.1655,0.1607,NO
0.31,0.585,NO
0.1309,0.1854,NO
0.2819,0.7436,NO
