DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_10,Associated
0.0737,0.4384,NO
0.0652,0.2201,NO
0.1144,1.0934,NO
0.2164,1.5192,NO
0.0671,0.6074,NO
0.0906,1.0327,NO
0.0589,0.5233,NO
0.0679,0.4149,NO
0.1689,0.225,NO
0.2469,2.3684,YES
0.0616,0.9906,NO
0.33799999999999997,2.7836,YES
0.2427,0.8384,NO
0.2231,0.8653,NO
0.2223,0.7449,NO
0.1142,0.2557,NO
0.0706,1.0826,NO
0.1109,0.3397,NO
0.0747,0.4339,NO
0.2179,0.9029,NO
0.1147,0.6431,NO
0.0779,2.4645,YES
0.0804,3.4476,YES
0.1668,3.4242,YES
0.24,3.2680000000000002,YES
0.1573,0.4083,NO
0.0716,2.8342,YES
0.1205,1.2038,NO
0.1072,3.142,YES
0.2444,3.0491,YES
0.3362,1.6302,NO
0.1579,0.9179,NO
0.1148,0.6624,NO
0.1112,1.5788,NO
0.3947,2.5924,YES
0.0957,3.1388,YES
0.1364,1.3158,NO
0.1056,0.3335,NO
0.0981,1.6089,NO
0.1058,0.6105,NO
0.1797,1.2794,NO
0.1526,1.2027,NO
0.1551,1.2303,NO
0.2811,2.4762,YES
0.0766,0.9951,NO
0.1126,2.3692,YES
0.0341,0.9794,NO
0.3399,3.6630000000000003,YES
0.0412,0.6463,NO
0.1212,0.8032,NO
0.0769,1.0272,NO
0.1235,0.9294,NO
0.0802,0.9264,NO
0.1903,1.2479,NO
0.1119,1.1044,NO
0.1008,1.9693,NO
0.0886,0.2412,NO
0.1534,0.1491,NO
0.1331,1.5762,NO
0.2865,1.8237,NO
0.1512,0.8944,NO
0.1666,1.6951,NO
0.1465,0.4405,NO
0.0509,0.2497,NO
0.2187,0.9851,NO
0.4574,2.7385,YES
0.1603,1.2655,NO
0.2015,2.6143,YES
0.205,0.7448,NO
0.2168,0.9749,NO
0.2136,0.6471,NO
0.1919,0.2589,NO
0.1533,1.6836,NO
0.1268,0.4053,NO
0.1947,0.7049,NO
0.1755,0.7036,NO
0.2202,0.5814,NO
0.4465,2.9939,YES
0.4252,3.5137,YES
0.3653,3.616,YES
0.1771,3.1505,YES
0.1659,1.2273,NO
0.1927,3.2615,YES
0.1251,1.5192,NO
0.1303,2.4786,YES
0.1814,2.2032,YES
0.3356,1.5533,NO
0.1662,1.7639,NO
0.1507,1.2711,NO
0.1441,1.1484,NO
0.3435,1.9745,YES
0.1243,2.293,YES
0.1731,1.7121,NO
0.0952,0.846,NO
0.1364,1.1933,NO
0.0887,1.2183,NO
0.2289,1.6449,NO
0.2088,1.8402,NO
0.2075,1.9292,NO
0.1923,2.0683,YES
0.0927,1.3983,NO
0.0821,1.6155,YES
0.0311,1.3523,NO
0.3081,3.0716,YES
0.0406,0.9973,NO
0.1251,1.0572,NO
0.091,1.5696,NO
0.11800000000000001,1.3718,NO
0.1053,1.4699,NO
0.2201,1.3392,NO
0.1351,1.2302,NO
0.1328,2.0864,NO
0.0724,0.3023,NO
0.0244,0.276,NO
0.1404,2.2315,YES
0.3348,4.3153,YES
0.2937,4.0093,YES
0.14300000000000002,2.5308,YES
0.0826,0.9461,NO
0.013000000000000001,0.3732,NO
0.2103,1.9682,YES
0.1395,0.1763,NO
0.1325,1.6546,YES
0.1443,0.73,NO
0.2165,0.5493,NO
0.1934,0.3808,NO
0.1934,0.5412,NO
0.0572,0.3723,NO
0.2318,4.4306,YES
0.0556,0.2541,NO
0.3609,4.2722,YES
0.1417,0.6148,NO
0.255,4.1578,YES
0.0522,0.6687,NO
0.0677,0.8816,NO
0.1439,1.2169,NO
0.0494,0.7041,NO
0.1715,1.7026,YES
0.0964,1.0844,NO
0.1343,2.6346,YES
