DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_67,Associated
0.0737,0.2912,NO
0.0652,0.039,NO
0.1144,0.4823,NO
0.2164,0.5795,NO
0.0671,0.3257,NO
0.0906,0.522,NO
0.0589,0.1256,NO
0.0679,0.0236,NO
0.1689,0.5425,NO
0.2469,1.4069,YES
0.0616,0.2641,NO
0.33799999999999997,1.3046,YES
0.2427,0.3474,NO
0.2231,0.4913,NO
0.2223,0.1563,NO
0.1142,0.1442,NO
0.0706,0.3604,NO
0.1109,0.163,NO
0.0747,0.5351,NO
0.2179,0.1653,NO
0.1147,0.2342,NO
0.0779,1.6515,YES
0.0804,1.5209,YES
0.1668,1.1169,YES
0.24,1.5124,YES
0.1573,0.5072,NO
0.0716,1.7887,YES
0.1205,0.2278,NO
0.1072,0.4632,YES
0.2444,0.3902,YES
0.3362,0.1989,NO
0.1579,0.2132,NO
0.1148,0.2334,NO
0.1112,0.3395,NO
0.3947,0.6033,YES
0.0957,0.2783,YES
0.1364,0.2776,NO
0.1056,0.2904,NO
0.0981,0.2097,NO
0.1058,0.2488,NO
0.1797,0.142,NO
0.1526,0.3826,NO
0.1551,0.0674,NO
0.2811,1.2363,YES
0.0766,0.2631,NO
0.1126,1.1936,YES
0.0341,0.1209,NO
0.3399,0.4742,YES
0.0412,0.1774,NO
0.1212,0.3929,NO
0.0769,0.2289,NO
0.1235,0.2031,NO
0.0802,0.3103,NO
0.1903,0.4357,NO
0.1119,0.3055,NO
0.1008,0.1445,NO
0.0886,0.5514,NO
0.1534,0.1751,NO
0.1331,0.9393,NO
0.2865,0.7791,NO
0.1512,0.568,NO
0.1666,1.0947,NO
0.1465,0.3414,NO
0.0509,0.166,NO
0.2187,1.0934,NO
0.4574,2.1102,YES
0.1603,0.5011,NO
0.2015,2.4116,YES
0.205,0.59,NO
0.2168,0.7797,NO
0.2136,0.2159,NO
0.1919,0.2253,NO
0.1533,0.5723,NO
0.1268,0.32,NO
0.1947,0.7581,NO
0.1755,0.3469,NO
0.2202,0.311,NO
0.4465,2.7787,YES
0.4252,2.8853,YES
0.3653,2.8992,YES
0.1771,2.3,YES
0.1659,0.8383,NO
0.1927,3.6203,YES
0.1251,0.3523,NO
0.1303,1.3563,YES
