DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_48,Associated
0.0737,0.8301,NO
0.0652,0.3888,NO
0.1144,0.8365,NO
0.2164,1.5803,NO
0.0671,1.2389,NO
0.0906,1.5013,NO
0.0589,1.4363,NO
0.0679,0.7808,NO
0.1689,0.86,NO
0.2469,3.213,YES
0.0616,1.1349,NO
0.33799999999999997,2.6249,YES
0.2427,0.3512,NO
0.2231,0.4524,NO
0.2223,0.3634,NO
0.1142,0.7429,NO
0.0706,0.8170000000000001,NO
0.1109,0.9588,NO
0.0747,1.0179,NO
0.2179,0.7742,NO
0.1147,0.828,NO
0.0779,2.7386,YES
0.0804,3.1312,YES
0.1668,2.6239,YES
0.24,1.4594,YES
0.1573,1.5917,NO
0.0716,2.8634,YES
0.1205,1.0156,NO
0.1072,3.167,YES
0.2444,1.5132,YES
0.3362,0.9608,NO
0.1579,1.3192,NO
0.1148,0.7945,NO
0.1112,1.2014,NO
0.3947,2.4024,YES
0.0957,2.7273,YES
0.1364,0.9125,NO
0.1056,0.7634,NO
0.0981,0.9504,NO
0.1058,0.4946,NO
0.1797,0.4683,NO
0.1526,0.5615,NO
0.1551,0.2076,NO
0.2811,2.1451,YES
0.0766,1.1669,NO
0.1126,2.3306,YES
0.0341,0.7908,NO
0.3399,3.1596,YES
0.0412,0.8619,NO
0.1212,0.4764,NO
0.0769,0.5322,NO
0.1235,0.4476,NO
0.0802,0.621,NO
0.1903,0.7164,NO
0.1119,0.8349,NO
0.1008,1.1429,NO
0.0886,1.0105,NO
0.1534,0.3789,NO
0.1331,0.9966,NO
0.2865,1.7668,NO
0.1512,1.2464,NO
0.1666,1.3549,NO
0.1465,1.6141,NO
0.0509,0.7284,NO
0.2187,0.7386,NO
0.4574,3.9844,YES
0.1603,1.2272,NO
0.2015,3.3761,YES
0.205,0.3524,NO
0.2168,0.1322,NO
0.2136,0.1539,NO
0.1919,0.8656,NO
0.1533,0.9281,NO
0.1268,0.7541,NO
0.1947,0.8831,NO
0.1755,0.5427,NO
0.2202,0.6643,NO
0.4465,3.1644,YES
0.4252,3.6183,YES
0.3653,3.2828,YES
0.1771,2.2030000000000003,YES
0.1659,1.4092,NO
0.1927,3.3239,YES
0.1251,1.2068,NO
0.1303,2.5177,YES
0.1814,0.8213,YES
0.3356,0.9932,NO
0.1662,0.9575,NO
0.1507,0.7459,NO
0.1441,1.4793,NO
0.3435,2.3338,YES
0.1243,2.2869,YES
0.1731,1.4345,NO
0.0952,0.6083,NO
0.1364,1.1936,NO
0.0887,0.4509,NO
0.2289,0.4832,NO
0.2088,0.4154,NO
0.2075,0.1638,NO
0.1923,1.4338,YES
0.0927,1.1355,NO
0.0821,1.615,YES
0.0311,0.4167,NO
0.3081,2.5933,YES
0.0406,0.9355,NO
0.1251,0.5305,NO
0.091,0.7744,NO
0.11800000000000001,0.8642,NO
0.1053,0.5416,NO
0.2201,1.1688,NO
0.1351,0.6595,NO
0.1328,1.2182,NO
0.0724,1.8648,NO
0.0244,0.5649,NO
0.1404,2.2203,YES
0.3348,3.2474,YES
0.2937,4.1033,YES
0.14300000000000002,2.7092,YES
0.0826,1.0252,NO
0.013000000000000001,0.8144,NO
0.2103,2.5446,YES
0.1395,1.9432,NO
0.1325,2.8182,YES
0.1443,1.0595,NO
0.2165,1.1537,NO
0.1934,1.5896,NO
0.1934,0.7739,NO
0.0572,0.7533,NO
0.2318,4.3447,YES
0.0556,1.2821,NO
0.3609,3.4968,YES
0.1417,1.4385,NO
0.255,4.2158,YES
0.0522,1.0718,NO
0.0677,1.1317,NO
0.1439,1.859,NO
0.0494,0.9168,NO
0.1715,2.5077,YES
0.0964,1.2087,NO
0.1343,2.859,YES
0.1544,1.5747,NO
0.0732,0.4699,NO
0.1975,1.2845,NO
0.2582,2.0861,NO
0.1977,1.685,NO
0.1701,1.9877,NO
0.1684,2.0218,NO
0.1225,1.083,NO
0.1458,1.6489,NO
0.4028,3.7138,YES
0.1577,1.5568,NO
0.2904,3.1048,YES
0.1987,0.9282,NO
0.1756,0.8574,NO
0.1689,0.7071,NO
0.054000000000000006,0.8505,NO
0.1469,1.2174,NO
0.0547,1.0883,NO
0.1082,1.1708,NO
0.2019,1.0707,NO
0.1293,1.1217,NO
0.3897,2.9328,YES
0.3612,3.6276,YES
0.2791,3.2314,YES
0.2894,2.2905,YES
0.2226,1.765,NO
0.1753,3.2889,YES
0.0979,1.5249,NO
0.0985,1.0006,NO
0.0774,0.1646,NO
0.1069,0.8759,YES
0.3647,2.9306,YES
0.2531,3.5911,YES
0.1331,1.2408,YES
0.0885,0.4379,NO
0.0604,0.14300000000000002,NO
0.2068,0.8764,YES
0.2598,1.6901,NO
0.106,1.4166,YES
0.1459,1.0138,NO
0.2252,0.7461,NO
0.2571,0.9351,NO
0.2375,0.4757,NO
0.1453,0.4183,NO
0.2245,4.0117,YES
