DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_24,Associated
0.0737,0.6325,NO
0.0652,0.1881,NO
0.1144,1.555,NO
0.2164,0.8996,NO
0.0671,1.0063,NO
0.0906,1.7863,NO
0.0589,1.082,NO
0.0679,0.3212,NO
0.1689,1.3468,NO
0.2469,2.3954,YES
0.0616,0.8621,NO
0.33799999999999997,0.9858,YES
0.2427,1.0414,NO
0.2231,1.0506,NO
0.2223,0.5846,NO
0.1142,0.3857,NO
0.0706,1.1477,NO
0.1109,0.402,NO
0.0747,1.1306,NO
0.2179,0.3195,NO
0.1147,0.9778,NO
0.0779,1.6952,YES
0.0804,2.2907,YES
0.1668,2.5215,YES
0.24,1.1339,YES
0.1573,1.0121,NO
0.0716,2.7101,YES
0.1205,0.96,NO
0.1072,1.7594,YES
0.2444,2.0952,YES
0.3362,1.0399,NO
0.1579,0.5594,NO
0.1148,0.8140000000000001,NO
0.1112,0.8972,NO
0.3947,1.9335,YES
0.0957,1.1706,YES
0.1364,0.5192,NO
0.1056,0.3878,NO
0.0981,0.5197,NO
0.1058,0.1892,NO
0.1797,0.2995,NO
0.1526,0.977,NO
0.1551,0.2482,NO
0.2811,2.1388,YES
0.0766,0.4339,NO
0.1126,2.2826,YES
0.0341,0.5986,NO
0.3399,1.7926,YES
0.0412,0.7468,NO
0.1212,0.5713,NO
0.0769,0.3757,NO
0.1235,0.5004,NO
0.0802,0.3349,NO
0.1903,0.9742,NO
0.1119,0.7021,NO
0.1008,0.4567,NO
0.0886,0.7617,NO
0.1534,0.6176,NO
0.1331,1.7724,NO
0.2865,0.8206,NO
0.1512,0.664,NO
0.1666,1.8398,NO
0.1465,1.1416,NO
0.0509,0.3702,NO
0.2187,1.3997,NO
0.4574,3.659,YES
0.1603,0.626,NO
0.2015,1.5878,YES
0.205,0.9036,NO
0.2168,0.8958,NO
0.2136,0.259,NO
0.1919,0.836,NO
0.1533,0.7279,NO
0.1268,0.7011,NO
0.1947,1.0631,NO
0.1755,0.6895,NO
0.2202,0.6068,NO
0.4465,2.9065,YES
0.4252,3.6803,YES
0.3653,3.4353,YES
0.1771,2.1193,YES
0.1659,0.7434,NO
0.1927,3.508,YES
0.1251,1.1946,NO
0.1303,1.145,YES
0.1814,1.3818,YES
0.3356,0.8798,NO
0.1662,0.6066,NO
0.1507,0.6059,NO
0.1441,0.7359,NO
0.3435,1.6762,YES
0.1243,0.665,YES
0.1731,0.4356,NO
0.0952,0.5986,NO
0.1364,0.2765,NO
0.0887,0.3753,NO
0.2289,0.4436,NO
0.2088,1.2516,NO
0.2075,0.6359,NO
0.1923,1.5613,YES
0.0927,0.5124,NO
0.0821,1.7101,YES
0.0311,0.6838,NO
0.3081,1.5292,YES
0.0406,0.7119,NO
0.1251,0.5805,NO
0.091,0.4816,NO
0.11800000000000001,0.8056,NO
0.1053,0.4025,NO
0.2201,0.6096,NO
0.1351,0.9405,NO
0.1328,0.5615,NO
0.0724,1.1124,NO
0.0244,0.3639,NO
0.1404,1.7525,YES
0.3348,2.9668,YES
0.2937,3.5664,YES
0.14300000000000002,1.9805,YES
0.0826,1.3578,NO
0.013000000000000001,0.4997,NO
0.2103,1.3547,YES
0.1395,0.9299,NO
0.1325,1.2693,YES
0.1443,0.3138,NO
0.2165,0.536,NO
0.1934,1.4291,NO
0.1934,0.5391,NO
0.0572,0.3634,NO
0.2318,3.6959,YES
0.0556,1.0266,NO
0.3609,3.2864,YES
0.1417,0.5611,NO
0.255,4.2862,YES
0.0522,0.7269,NO
0.0677,0.6481,NO
0.1439,1.2052,NO
0.0494,0.3292,NO
0.1715,1.6734,YES
0.0964,0.9048,NO
0.1343,1.3058,YES
0.1544,0.8222,NO
0.0732,0.5784,NO
0.1975,1.2891,NO
0.2582,1.1259,NO
0.1977,0.7689,NO
0.1701,1.5189,NO
0.1684,0.8708,NO
0.1225,0.3588,NO
0.1458,0.963,NO
0.4028,3.3385,YES
0.1577,0.4937,NO
0.2904,1.5565,YES
0.1987,0.6743,NO
0.1756,1.0236,NO
0.1689,0.2872,NO
0.054000000000000006,0.7012,NO
0.1469,1.1959,NO
0.0547,0.6397,NO
0.1082,1.0119,NO
0.2019,0.5652,NO
0.1293,0.9847,NO
0.3897,2.824,YES
0.3612,3.2764,YES
0.2791,3.4644,YES
0.2894,2.0314,YES
0.2226,0.6408,NO
0.1753,3.2396,YES
0.0979,0.9188,NO
0.0985,0.7803,NO
0.0774,0.1559,NO
0.1069,1.1258,YES
0.3647,2.6232,YES
0.2531,3.5789,YES
0.1331,1.237,YES
0.0885,1.0386,NO
0.0604,0.3854,NO
0.2068,1.045,YES
0.2598,1.1842,NO
0.106,0.672,YES
0.1459,0.3806,NO
0.2252,0.5211,NO
0.2571,1.3624,NO
0.2375,0.4535,NO
0.1453,0.3326,NO
0.2245,3.7055,YES
0.141,0.6333,NO
0.2623,3.4728,YES
0.142,0.2263,NO
0.2555,3.8289,YES
0.2049,0.5058,NO
0.2206,0.8474,NO
0.2228,1.3432,NO
0.1032,0.4092,NO
0.1461,1.2305,YES
0.1116,1.1717,NO
0.1326,0.7032,YES
0.1415,1.4158,NO
0.0745,0.3899,NO
0.2381,1.6403,NO
0.19,1.604,NO
0.1547,1.4715,NO
0.1997,2.0159,NO
0.1653,1.545,NO
0.1536,0.7382,NO
0.1999,1.6959,NO
0.1989,3.3422,YES
0.2045,0.996,NO
0.2447,1.4098,YES
0.2519,1.4769,NO
0.2036,1.1535,NO
0.2033,0.755,NO
0.0533,0.5525,NO
0.105,1.7072,NO
0.055999999999999994,0.7404,NO
0.1113,1.7002,NO
0.2256,0.5244,NO
0.0989,1.4245,NO
0.1879,2.6533,YES
0.1445,3.2438,YES
0.1901,3.5503,YES
0.3108,1.9866,YES
0.2405,1.188,NO
0.1657,3.9160000000000004,YES
0.1331,1.1524,NO
0.0949,0.9331,NO
0.1339,0.3757,NO
0.22399999999999998,1.7413,NO
0.1967,1.4397,NO
0.1436,1.4678,NO
0.2079,1.7561,NO
0.1339,1.1964,NO
0.0967,0.4812,NO
0.2198,1.3503,NO
0.3428,3.9537,YES
0.2344,0.7106,NO
0.1736,1.5345,YES
0.1331,0.9884,NO
0.0735,1.147,NO
0.0647,0.2896,NO
0.204,0.5509,NO
0.1327,1.5046,NO
0.1655,0.594,NO
0.31,1.6584,NO
0.1309,0.4062,NO
0.2819,1.4828,NO
0.4042,2.9333,YES
0.3296,3.7998,YES
0.4941,3.764,YES
0.1783,2.137,YES
0.193,0.8715,NO
0.2673,3.4388,YES
0.1726,1.0258,NO
0.1439,0.9051,NO
0.0769,0.3284,NO
0.1953,1.9959,NO
0.2342,1.4553,NO
0.2047,1.2559,NO
0.1823,2.1214,NO
0.1684,0.7317,NO
0.1204,0.4341,NO
0.1751,1.8675,NO
0.3579,3.24,YES
0.1828,1.1501,NO
0.2083,1.3843,YES
0.2252,0.7595,NO
0.2041,1.1178,NO
0.2007,0.4057,NO
0.0498,0.5083,NO
0.1415,1.6708,NO
0.0515,0.4459,NO
0.1207,1.5552,NO
0.1912,0.28300000000000003,NO
0.14,1.5630000000000002,NO
0.4038,2.6798,YES
0.3494,3.3025,YES
0.2799,3.3931,YES
0.2675,1.8721,YES
0.2206,1.1893,NO
0.2003,3.3438,YES
0.1168,1.4156,NO
0.0727,0.9773,NO
0.0714,0.5946,NO
0.10800000000000001,1.6412,NO
0.2886,1.5065,NO
0.1427,1.2696,NO
0.0855,1.8169,NO
0.0605,0.9652,NO
0.0532,0.3735,NO
0.1421,1.2903,NO
0.4397,3.221,YES
0.0607,0.7137,NO
0.2347,1.5149,YES
0.2118,0.7929999999999999,NO
0.2048,1.0483,NO
0.2045,0.35,NO
0.0849,0.7493,NO
0.1035,1.5248,NO
0.0824,0.693,NO
0.0975,1.5239,NO
0.1702,0.6503,NO
0.1518,1.472,NO
0.3372,2.7579,YES
0.3303,3.102,YES
0.314,3.2863,YES
0.1257,2.0126,YES
0.1375,0.9459,NO
0.1128,3.1589,YES
0.099,1.3059,NO
0.1069,1.4905,NO
0.0451,0.5847,NO
0.5095,4.5029,YES
0.1431,1.3488,YES
0.1227,1.8154,YES
0.2847,4.439,YES
0.2237,2.0118,NO
0.1065,1.002,NO
0.3266,4.1334,YES
0.0974,1.3964,NO
0.3289,3.5908,YES
0.1059,0.4204,NO
0.2131,2.0214,NO
0.1496,2.1581,NO
0.1474,1.2626,NO
0.0902,0.8481,NO
0.0993,1.7789,YES
0.0875,1.2689,NO
0.2369,2.1493,YES
0.2129,0.7629,NO
0.1321,2.5271,YES
0.1271,1.4809999999999999,NO
0.08,1.2163,NO
0.3025,2.4531,NO
0.12,0.4756,NO
0.3399,3.4516,YES
0.2516,2.5544,NO
0.2081,3.2005,YES
0.1799,0.8327,NO
0.1547,0.2988,NO
0.3595,3.9076,YES
0.2156,0.9135,NO
0.1535,1.2118,NO
0.4159,3.8844,YES
0.1827,1.3249,NO
0.1097,0.5354,NO
0.5448,3.5943,YES
0.191,0.9188,NO
0.4381,2.9194,YES
0.1528,0.3351,NO
0.3264,1.1269,NO
0.3203,1.5671,NO
0.2648,0.8676,NO
0.171,0.5892,NO
0.21899999999999997,1.2167,NO
0.1398,0.8881,NO
0.3673,1.9108,NO
0.1451,0.4885,NO
0.2637,1.9313,NO
0.1991,0.9,NO
0.1784,0.9109,NO
0.3767,1.8315,NO
0.1917,0.2568,NO
0.3794,2.6913,YES
0.3359,1.9171,NO
0.2874,2.6975,YES
0.0798,1.1872,NO
0.0364,0.5325,NO
0.2475,2.5201,YES
0.2794,2.7168,YES
0.2232,3.3092,YES
0.2213,2.8039,YES
0.1233,1.7422,NO
0.0474,0.4689,NO
0.2799,1.8549,YES
0.2328,2.8829,NO
0.2608,1.7209,YES
0.1095,1.1248,NO
0.2365,1.4416,NO
0.2061,2.141,NO
0.2048,1.0141,NO
0.0456,0.5707,NO
0.1795,3.634,YES
0.0442,0.9819,NO
0.27,3.1492,YES
0.1224,0.7208,NO
0.1913,4.019,YES
0.2397,2.2844,NO
0.2111,2.4387,NO
0.2935,3.1509,NO
0.1155,1.2957,NO
0.243,1.9280000000000002,YES
0.1959,2.705,NO
0.198,1.7734,YES
0.1636,0.5734,NO
0.1646,0.3397,NO
0.3881,2.705,YES
0.1762,0.4644,NO
0.1649,1.0868,NO
0.4197,2.6203,YES
0.1681,1.0893,NO
0.153,0.3145,NO
0.4738,3.12,YES
0.159,0.2694,NO
0.493,2.8004,YES
0.1456,0.0,NO
0.2244,1.3865,NO
0.1542,0.9728,NO
0.1277,0.556,NO
0.1775,0.4109,NO
0.2106,0.9369,NO
0.1654,0.3678,NO
0.3557,1.4716,NO
0.0902,0.138,NO
0.2663,1.2981,NO
0.2218,0.5007,NO
0.1764,0.2244,NO
0.3901,0.8545,NO
0.21600000000000003,0.0,NO
