DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_LSA_22,Associated
0.0737,0.2626,NO
0.0652,0.3133,NO
0.1144,0.1766,NO
0.2164,0.3895,NO
0.0671,0.3315,NO
0.0906,0.3464,NO
0.0589,0.2626,NO
0.0679,0.2201,NO
0.1689,0.2452,NO
0.2469,0.8445,YES
0.0616,0.3591,NO
0.33799999999999997,1.0,YES
0.2427,0.0415,NO
0.2231,0.1756,NO
0.2223,0.1733,NO
0.1142,0.2626,NO
0.0706,0.5985,NO
0.1109,0.2626,NO
0.0747,0.391,NO
0.2179,0.2508,NO
0.1147,0.4715,NO
0.0779,0.8156,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1818,NO
0.0716,1.0,YES
0.1205,0.2574,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.22,NO
0.1579,0.1702,NO
0.1148,0.1011,NO
0.1112,0.2515,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2515,NO
0.1056,0.2314,NO
0.0981,0.2515,NO
0.1058,0.2314,NO
0.1797,0.0553,NO
0.1526,0.1558,NO
0.1551,0.1215,NO
0.2811,1.0,YES
0.0766,0.1702,NO
0.1126,1.0,YES
0.0341,0.1126,NO
0.3399,1.0,YES
0.0412,0.1702,NO
0.1212,0.2314,NO
0.0769,0.1361,NO
0.1235,0.2314,NO
0.0802,0.127,NO
0.1903,0.2515,NO
0.1119,0.2314,NO
0.1008,0.2146,NO
0.0886,0.1503,NO
0.1534,0.3011,NO
0.1331,0.6593,NO
0.2865,0.6139,NO
0.1512,0.3186,NO
0.1666,0.6773,NO
0.1465,0.4224,NO
0.0509,0.1135,NO
0.2187,0.2357,NO
0.4574,1.0,YES
0.1603,0.7077,NO
0.2015,1.0,YES
0.205,0.2134,NO
0.2168,0.1688,NO
0.2136,0.1733,NO
0.1919,0.0966,NO
0.1533,0.5752,NO
0.1268,0.044000000000000004,NO
0.1947,0.4343,NO
0.1755,0.2508,NO
0.2202,0.4531,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.5187,NO
0.1927,1.0,YES
0.1251,0.2473,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.4748,NO
0.1662,0.3514,NO
0.1507,0.3514,NO
0.1441,0.4605,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.4748,NO
0.0952,0.4136,NO
0.1364,0.4605,NO
0.0887,0.601,NO
0.2289,0.7376,NO
0.2088,0.7124,NO
0.2075,0.7376,NO
0.1923,1.0,YES
0.0927,0.3722,NO
0.0821,1.0,YES
0.0311,0.3722,NO
0.3081,1.0,YES
0.0406,0.3722,NO
0.1251,0.3114,NO
0.091,0.3579,NO
0.11800000000000001,0.601,NO
0.1053,0.601,NO
0.2201,0.4748,NO
0.1351,0.601,NO
0.1328,0.4632,NO
0.0724,0.1709,NO
0.0244,0.1651,NO
0.1404,0.41200000000000003,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.503,YES
0.0826,0.22,NO
0.013000000000000001,0.1663,NO
0.2103,0.3689,YES
0.1395,0.2963,NO
0.1325,0.4615,YES
0.1443,0.1733,NO
0.2165,0.379,NO
0.1934,0.379,NO
0.1934,0.379,NO
0.0572,0.0681,NO
0.2318,1.0,YES
0.0556,0.1663,NO
0.3609,1.0,YES
0.1417,0.1989,NO
0.255,1.0,YES
0.0522,0.3342,NO
0.0677,0.4485,NO
0.1439,0.2692,NO
0.0494,0.2464,NO
0.1715,0.7346,YES
0.0964,0.4518,NO
0.1343,0.4304,YES
0.1544,0.2169,NO
0.0732,0.3133,NO
0.1975,0.6593,NO
0.2582,0.6139,NO
0.1977,0.3315,NO
0.1701,0.6773,NO
0.1684,0.4224,NO
0.1225,0.2169,NO
0.1458,0.3573,NO
0.4028,1.0,YES
0.1577,0.7077,NO
0.2904,1.0,YES
0.1987,0.2525,NO
0.1756,0.2525,NO
0.1689,0.2525,NO
0.054000000000000006,0.0966,NO
