DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_36,Associated
0.0737,0.2296,NO
0.0652,0.3937,NO
0.1144,0.2342,NO
0.2164,0.6148,NO
0.0671,0.3339,NO
0.0906,0.7114,NO
0.0589,0.4981,NO
0.0679,0.2332,NO
0.1689,0.5836,NO
0.2469,1.5756,YES
0.0616,0.307,NO
0.33799999999999997,1.7506,YES
0.2427,0.496,NO
0.2231,0.6679,NO
0.2223,0.4662,NO
0.1142,0.2906,NO
0.0706,0.3692,NO
0.1109,0.1339,NO
0.0747,0.4971,NO
0.2179,0.1615,NO
0.1147,0.6806,NO
0.0779,1.9069999999999998,YES
0.0804,1.8074,YES
0.1668,1.9629,YES
0.24,1.8899,YES
0.1573,0.3967,NO
0.0716,0.8677,YES
0.1205,0.7174,NO
0.1072,2.5269,YES
0.2444,2.3057,YES
0.3362,1.5449,NO
0.1579,0.8847,NO
0.1148,0.7739,NO
0.1112,1.5692,NO
0.3947,2.1814,YES
0.0957,2.4686,YES
0.1364,1.5519999999999998,NO
0.1056,0.1981,NO
0.0981,1.4699,NO
0.1058,0.2504,NO
0.1797,0.7423,NO
0.1526,0.8517,NO
0.1551,0.5565,NO
0.2811,2.5263,YES
0.0766,1.0933,NO
0.1126,2.4777,YES
0.0341,1.2424,NO
0.3399,2.7191,YES
0.0412,0.8259,NO
0.1212,0.2502,NO
0.0769,0.3853,NO
0.1235,0.6906,NO
0.0802,0.1831,NO
0.1903,1.7274,NO
0.1119,0.4304,NO
0.1008,1.4956,NO
0.0886,0.2164,NO
0.1534,0.3407,NO
0.1331,0.6807,NO
0.2865,0.5078,NO
0.1512,0.8675,NO
0.1666,1.8234,NO
0.1465,0.5547,NO
0.0509,0.3809,NO
0.2187,1.1281,NO
0.4574,3.5376,YES
0.1603,0.6193,NO
0.2015,3.2899,YES
0.205,0.3241,NO
0.2168,0.4069,NO
0.2136,0.1485,NO
0.1919,0.184,NO
0.1533,0.4686,NO
0.1268,0.1026,NO
0.1947,0.9804,NO
0.1755,0.2945,NO
0.2202,1.0496,NO
0.4465,3.8134,YES
0.4252,3.4622,YES
0.3653,3.9997,YES
0.1771,3.8206,YES
0.1659,0.6459999999999999,NO
0.1927,2.4437,YES
0.1251,0.852,NO
0.1303,2.4985,YES
0.1814,1.9909,YES
0.3356,1.3271,NO
0.1662,0.4553,NO
0.1507,0.5786,NO
0.1441,1.6759,NO
0.3435,2.5133,YES
0.1243,2.3045,YES
0.1731,2.0587,NO
0.0952,0.9484,NO
0.1364,1.0609,NO
0.0887,0.9722,NO
0.2289,1.7998,NO
0.2088,1.7952,NO
0.2075,1.4721,NO
0.1923,2.1803,YES
0.0927,0.6868,NO
0.0821,2.214,YES
0.0311,1.2666,NO
0.3081,2.3072,YES
0.0406,0.7729,NO
0.1251,1.0957,NO
0.091,0.7672,NO
0.11800000000000001,1.2746,NO
0.1053,0.8783,NO
0.2201,1.494,NO
0.1351,0.8663,NO
0.1328,1.2026,NO
0.0724,0.4438,NO
0.0244,0.5443,NO
0.1404,1.2472,YES
0.3348,4.7772,YES
0.2937,4.3422,YES
0.14300000000000002,1.5730000000000002,YES
0.0826,1.0895,NO
0.013000000000000001,0.2203,NO
0.2103,1.2986,YES
0.1395,0.5361,NO
0.1325,2.2887,YES
0.1443,0.83,NO
0.2165,0.7941,NO
0.1934,0.5049,NO
0.1934,0.4548,NO
0.0572,0.4611,NO
0.2318,4.6096,YES
0.0556,0.2611,NO
