DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_93,Associated
0.0737,0.5166,NO
0.0652,0.1667,NO
0.1144,0.5547,NO
0.2164,0.4571,NO
0.0671,0.4228,NO
0.0906,0.29100000000000004,NO
0.0589,0.6388,NO
0.0679,0.2705,NO
0.1689,0.4136,NO
0.2469,1.7495,YES
0.0616,0.1291,NO
0.33799999999999997,1.4777,YES
0.2427,0.2705,NO
0.2231,0.6009,NO
0.2223,0.3442,NO
0.1142,0.2892,NO
0.0706,0.6927,NO
0.1109,0.1927,NO
0.0747,0.2336,NO
0.2179,0.1157,NO
0.1147,0.2909,NO
0.0779,1.8293,YES
0.0804,2.3042,YES
0.1668,2.2048,YES
0.24,1.2822,YES
0.1573,0.4785,NO
0.0716,2.146,YES
0.1205,0.3605,NO
0.1072,1.0442,YES
0.2444,2.113,YES
0.3362,0.4809,NO
0.1579,0.2679,NO
0.1148,0.1548,NO
0.1112,0.6764,NO
0.3947,1.6038,YES
0.0957,1.7608,YES
0.1364,0.6678,NO
0.1056,0.2124,NO
0.0981,0.5241,NO
0.1058,0.3188,NO
0.1797,0.3226,NO
0.1526,0.2598,NO
0.1551,0.0799,NO
0.2811,1.5358,YES
0.0766,0.264,NO
0.1126,1.5158,YES
0.0341,0.3334,NO
0.3399,2.1369,YES
0.0412,0.2276,NO
0.1212,0.2572,NO
0.0769,0.4139,NO
0.1235,0.1879,NO
0.0802,0.1859,NO
0.1903,0.7485,NO
0.1119,0.1685,NO
0.1008,0.6554,NO
0.0886,0.5863,NO
0.1534,0.2969,NO
0.1331,0.4052,NO
0.2865,0.4324,NO
0.1512,0.5475,NO
0.1666,0.5967,NO
0.1465,0.5788,NO
0.0509,0.2508,NO
0.2187,0.409,NO
0.4574,1.9241,YES
0.1603,0.1687,NO
0.2015,1.7757,YES
0.205,0.41200000000000003,NO
0.2168,0.6096,NO
0.2136,0.2702,NO
0.1919,0.1976,NO
0.1533,0.501,NO
0.1268,0.3057,NO
0.1947,0.5599,NO
0.1755,0.2128,NO
0.2202,0.4801,NO
0.4465,1.3856,YES
0.4252,2.1954,YES
0.3653,1.5789,YES
0.1771,0.8631,YES
0.1659,0.5111,NO
0.1927,1.5114,YES
0.1251,0.4459,NO
0.1303,0.7168,YES
0.1814,1.2947,YES
0.3356,0.5016,NO
0.1662,0.2404,NO
0.1507,0.09,NO
0.1441,0.6951,NO
0.3435,1.4504,YES
0.1243,1.3902,YES
0.1731,0.7229,NO
0.0952,0.1851,NO
0.1364,0.5389,NO
0.0887,0.2718,NO
0.2289,0.3553,NO
0.2088,0.3865,NO
0.2075,0.3626,NO
0.1923,1.3541,YES
0.0927,0.2759,NO
0.0821,1.165,YES
0.0311,0.1428,NO
0.3081,1.3063,YES
0.0406,0.1426,NO
0.1251,0.0603,NO
0.091,0.2528,NO
0.11800000000000001,0.1798,NO
0.1053,0.1334,NO
0.2201,0.6842,NO
0.1351,0.1572,NO
0.1328,0.7396,NO
0.0724,0.436,NO
0.0244,0.3546,NO
0.1404,1.9857,YES
0.3348,3.5806,YES
0.2937,2.9523,YES
0.14300000000000002,1.7991,YES
0.0826,0.5622,NO
0.013000000000000001,0.3993,NO
0.2103,2.1667,YES
0.1395,0.7108,NO
0.1325,1.7549,YES
0.1443,0.6126,NO
0.2165,0.7122,NO
0.1934,0.3192,NO
0.1934,0.2521,NO
0.0572,0.5822,NO
0.2318,2.3772,YES
0.0556,0.3806,NO
0.3609,2.8118,YES
0.1417,0.4708,NO
0.255,2.3097,YES
0.0522,0.4555,NO
0.0677,0.7606,NO
0.1439,0.7501,NO
0.0494,0.5494,NO
0.1715,2.1595,YES
0.0964,0.6631,NO
0.1343,0.9749,YES
0.1544,0.7021,NO
0.0732,0.5656,NO
0.1975,0.7525,NO
0.2582,0.8243,NO
0.1977,0.8413,NO
0.1701,0.7723,NO
0.1684,0.8485,NO
0.1225,0.5444,NO
0.1458,0.6683,NO
0.4028,1.9286,YES
0.1577,0.7088,NO
0.2904,1.8003,YES
0.1987,0.3816,NO
0.1756,0.6277,NO
0.1689,0.1688,NO
0.054000000000000006,0.4973,NO
0.1469,0.8492,NO
0.0547,0.4856,NO
0.1082,0.5546,NO
0.2019,0.4907,NO
0.1293,0.5765,NO
0.3897,2.3217,YES
0.3612,2.2961,YES
0.2791,1.9613,YES
0.2894,1.4609,YES
0.2226,1.0059,NO
0.1753,1.8114,YES
0.0979,0.6778,NO
0.0985,0.2422,NO
0.0774,0.2049,NO
0.1069,1.4051,YES
0.3647,2.7056,YES
0.2531,2.5998,YES
0.1331,1.2457,YES
0.0885,0.3592,NO
0.0604,0.1896,NO
0.2068,1.4837,YES
0.2598,0.4387,NO
0.106,1.2518,YES
0.1459,0.3087,NO
0.2252,0.6295,NO
0.2571,0.2088,NO
0.2375,0.3527,NO
0.1453,0.3253,NO
0.2245,1.3345,YES
0.141,0.1879,NO
0.2623,2.4905,YES
0.142,0.3376,NO
0.2555,1.8319,YES
0.2049,0.3285,NO
0.2206,0.336,NO
0.2228,0.3636,NO
0.1032,0.3326,NO
0.1461,1.5765,YES
0.1116,0.2435,NO
0.1326,0.4483,YES
0.1415,0.3793,NO
0.0745,0.1117,NO
