DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_87,Associated
0.0737,0.4783,NO
0.0652,0.2522,NO
0.1144,0.5708,NO
0.2164,0.9256,NO
0.0671,0.2539,NO
0.0906,0.2723,NO
0.0589,0.2488,NO
0.0679,0.1998,NO
0.1689,0.562,NO
0.2469,2.5573,YES
0.0616,0.55,NO
0.33799999999999997,2.2452,YES
0.2427,0.3882,NO
0.2231,0.6925,NO
0.2223,0.3228,NO
0.1142,0.4552,NO
0.0706,0.6392,NO
0.1109,0.182,NO
0.0747,0.3967,NO
0.2179,0.3,NO
0.1147,0.5455,NO
0.0779,3.1978,YES
0.0804,2.1317,YES
0.1668,1.0336,YES
0.24,2.4651,YES
0.1573,0.5308,NO
0.0716,1.6745,YES
0.1205,0.5574,NO
0.1072,1.5285,YES
0.2444,1.3785,YES
0.3362,0.3843,NO
0.1579,0.2589,NO
0.1148,0.0902,NO
0.1112,0.381,NO
0.3947,1.5752,YES
0.0957,1.3807,YES
0.1364,0.2691,NO
0.1056,0.04,NO
0.0981,0.3723,NO
0.1058,0.0433,NO
0.1797,0.1494,NO
0.1526,0.3837,NO
0.1551,0.1062,NO
0.2811,2.1879,YES
0.0766,0.1178,NO
0.1126,1.5944,YES
0.0341,0.1328,NO
0.3399,2.0614,YES
0.0412,0.1278,NO
0.1212,0.156,NO
0.0769,0.2908,NO
0.1235,0.3045,NO
0.0802,0.1633,NO
0.1903,0.4308,NO
0.1119,0.2606,NO
0.1008,0.1968,NO
0.0886,0.4928,NO
0.1534,0.1925,NO
0.1331,0.6576,NO
0.2865,0.9486,NO
0.1512,0.5914,NO
0.1666,0.6113,NO
0.1465,0.3065,NO
0.0509,0.2892,NO
0.2187,0.5954,NO
0.4574,1.3038,YES
0.1603,0.5623,NO
0.2015,1.0827,YES
0.205,0.2302,NO
0.2168,0.4673,NO
0.2136,0.1036,NO
0.1919,0.4504,NO
0.1533,0.5874,NO
0.1268,0.3015,NO
0.1947,0.7076,NO
0.1755,0.3672,NO
0.2202,0.7257,NO
0.4465,1.8297,YES
0.4252,1.2559,YES
0.3653,0.8319,YES
0.1771,1.4928,YES
0.1659,0.3935,NO
0.1927,1.0511,YES
0.1251,0.4039,NO
0.1303,1.932,YES
0.1814,2.2307,YES
0.3356,0.6164,NO
0.1662,0.4836,NO
0.1507,0.3062,NO
0.1441,0.4308,NO
0.3435,2.4204,YES
0.1243,1.6819,YES
0.1731,0.3037,NO
0.0952,0.3117,NO
0.1364,0.3832,NO
0.0887,0.4019,NO
0.2289,0.2056,NO
0.2088,0.4577,NO
0.2075,0.1708,NO
0.1923,3.0435,YES
0.0927,0.305,NO
0.0821,2.472,YES
0.0311,0.3075,NO
0.3081,2.3206,YES
0.0406,0.1882,NO
0.1251,0.4624,NO
0.091,0.5431,NO
0.11800000000000001,0.3363,NO
0.1053,0.2655,NO
