DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_63,Associated
0.0737,0.552,NO
0.0652,0.2745,NO
0.1144,0.4111,NO
0.2164,2.1446,NO
0.0671,0.9948,NO
0.0906,1.3099,NO
0.0589,0.8027,NO
0.0679,0.503,NO
0.1689,0.6539,NO
0.2469,3.4095,YES
0.0616,0.337,NO
0.33799999999999997,2.6792,YES
0.2427,0.7886,NO
0.2231,0.4833,NO
0.2223,0.5123,NO
0.1142,0.3356,NO
0.0706,1.8,NO
0.1109,0.5643,NO
0.0747,1.0651,NO
0.2179,0.6576,NO
0.1147,1.0025,NO
0.0779,2.5114,YES
0.0804,2.5997,YES
0.1668,3.3376,YES
0.24,2.8510000000000004,YES
0.1573,0.4343,NO
0.0716,3.5210000000000004,YES
0.1205,0.5342,NO
0.1072,1.6391,YES
0.2444,2.2865,YES
0.3362,0.8161,NO
0.1579,0.6664,NO
0.1148,0.3062,NO
0.1112,0.7353,NO
0.3947,1.9738,YES
0.0957,2.4233,YES
0.1364,0.3859,NO
0.1056,0.3549,NO
0.0981,0.7296,NO
0.1058,0.3852,NO
0.1797,0.8886,NO
0.1526,1.1984,NO
0.1551,1.1187,NO
0.2811,1.6807,YES
0.0766,0.4862,NO
0.1126,2.4134,YES
0.0341,0.3604,NO
0.3399,2.2905,YES
0.0412,0.5261,NO
0.1212,0.2927,NO
0.0769,0.4724,NO
0.1235,0.7467,NO
0.0802,0.6766,NO
0.1903,0.7463,NO
0.1119,0.5122,NO
0.1008,0.6091,NO
0.0886,0.2803,NO
0.1534,0.46299999999999997,NO
0.1331,0.7671,NO
0.2865,2.0383,NO
0.1512,0.7692,NO
0.1666,1.9825,NO
0.1465,0.8541,NO
0.0509,0.4348,NO
0.2187,1.0181,NO
0.4574,4.0866,YES
0.1603,0.7666,NO
0.2015,3.3604,YES
0.205,0.6344,NO
0.2168,0.4716,NO
0.2136,0.201,NO
0.1919,0.2762,NO
0.1533,1.8428,NO
0.1268,0.6743,NO
0.1947,0.6683,NO
0.1755,0.4875,NO
0.2202,1.0485,NO
0.4465,3.2843,YES
0.4252,3.3192,YES
0.3653,4.1225,YES
0.1771,3.5722,YES
0.1659,1.0569,NO
0.1927,4.162,YES
0.1251,1.0984,NO
0.1303,1.3089,YES
0.1814,2.2092,YES
0.3356,1.8394,NO
0.1662,1.7802,NO
0.1507,1.3383,NO
0.1441,1.8897,NO
0.3435,2.1162,YES
0.1243,2.1461,YES
0.1731,1.0345,NO
0.0952,0.1418,NO
0.1364,1.6841,NO
0.0887,0.3147,NO
0.2289,0.9299,NO
0.2088,1.1556,NO
0.2075,1.1853,NO
0.1923,1.7567,YES
0.0927,1.4807,NO
0.0821,2.2275,YES
0.0311,1.3888,NO
0.3081,2.1029,YES
0.0406,1.5802,NO
0.1251,0.3838,NO
0.091,0.5358,NO
0.11800000000000001,0.9668,NO
0.1053,0.3665,NO
0.2201,1.7719,NO
0.1351,0.5986,NO
0.1328,1.794,NO
0.0724,0.3963,NO
0.0244,0.7702,NO
0.1404,2.3998,YES
0.3348,4.6505,YES
0.2937,3.5204,YES
0.14300000000000002,1.9963,YES
0.0826,1.0648,NO
0.013000000000000001,0.2467,NO
0.2103,1.5576,YES
0.1395,0.4318,NO
0.1325,1.8521,YES
0.1443,0.4418,NO
0.2165,1.1079,NO
0.1934,1.1975,NO
0.1934,1.3434,NO
0.0572,0.4116,NO
0.2318,4.5744,YES
0.0556,0.2674,NO
0.3609,4.0945,YES
0.1417,0.4224,NO
0.255,4.3159,YES
0.0522,0.7864,NO
0.0677,0.4966,NO
0.1439,1.1848,NO
0.0494,0.5877,NO
0.1715,1.7393,YES
0.0964,0.8712,NO
0.1343,2.323,YES
0.1544,0.7015,NO
0.0732,0.6243,NO
0.1975,1.2602,NO
0.2582,2.281,NO
0.1977,0.9331,NO
0.1701,2.5602,NO
0.1684,1.0595,NO
0.1225,0.7081,NO
0.1458,1.4026,NO
0.4028,4.1098,YES
0.1577,1.3245,NO
0.2904,3.4339999999999997,YES
0.1987,0.7253,NO
0.1756,0.5971,NO
0.1689,0.396,NO
0.054000000000000006,0.4355,NO
0.1469,2.0576,NO
0.0547,0.9745,NO
0.1082,0.9771,NO
0.2019,0.8493,NO
0.1293,1.2941,NO
0.3897,3.3487,YES
0.3612,3.4151,YES
0.2791,4.3402,YES
0.2894,3.679,YES
0.2226,1.6183,NO
0.1753,4.3754,YES
0.0979,1.615,NO
0.0985,0.2213,NO
0.0774,0.4986,NO
0.1069,1.7608,YES
0.3647,4.1196,YES
0.2531,3.227,YES
0.1331,1.5923,YES
0.0885,0.7390000000000001,NO
0.0604,0.0139,NO
0.2068,0.9979,YES
0.2598,0.2346,NO
0.106,1.3644,YES
0.1459,0.355,NO
0.2252,0.7649,NO
0.2571,0.7426,NO
0.2375,1.0802,NO
0.1453,0.2527,NO
0.2245,4.0514,YES
0.141,0.0763,NO
0.2623,3.8113,YES
0.142,0.2087,NO
0.2555,3.7418,YES
0.2049,0.551,NO
0.2206,0.3851,NO
0.2228,1.0045,NO
0.1032,0.265,NO
0.1461,1.4229,YES
0.1116,0.8916,NO
0.1326,1.758,YES
0.1415,0.4156,NO
0.0745,0.2084,NO
0.2381,0.6343,NO
0.19,1.776,NO
0.1547,0.4865,NO
0.1997,1.4219,NO
0.1653,1.0287,NO
0.1536,0.3872,NO
0.1999,0.8152,NO
0.1989,3.595,YES
0.2045,0.6896,NO
0.2447,3.2333,YES
0.2519,0.662,NO
0.2036,0.6553,NO
0.2033,0.5198,NO
0.0533,0.2936,NO
0.105,1.5334,NO
0.055999999999999994,0.6361,NO
0.1113,0.4592,NO
0.2256,0.5748,NO
0.0989,0.8633,NO
0.1879,2.8274,YES
0.1445,2.9698,YES
0.1901,3.5028,YES
0.3108,3.0903,YES
0.2405,0.8379,NO
0.1657,3.7448,YES
0.1331,0.8438,NO
0.0949,0.2949,NO
0.1339,0.4025,NO
0.22399999999999998,0.7066,NO
0.1967,1.7833,NO
0.1436,0.6273,NO
0.2079,2.015,NO
0.1339,1.1019,NO
0.0967,0.5227,NO
0.2198,1.4007,NO
0.3428,3.8381,YES
