DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_81,Associated
0.0737,0.7262,NO
0.0652,0.2982,NO
0.1144,0.6583,NO
0.2164,1.0218,NO
0.0671,0.4088,NO
0.0906,0.7651,NO
0.0589,0.6808,NO
0.0679,0.4553,NO
0.1689,0.9582,NO
0.2469,2.47,YES
0.0616,0.4472,NO
0.33799999999999997,2.1478,YES
0.2427,0.8026,NO
0.2231,0.7661,NO
0.2223,1.0224,NO
0.1142,0.6566,NO
0.0706,0.4495,NO
0.1109,0.6478,NO
0.0747,0.48700000000000004,NO
0.2179,0.7015,NO
0.1147,0.4592,NO
0.0779,1.8608,YES
0.0804,2.6277,YES
0.1668,2.4615,YES
0.24,2.1029,YES
0.1573,0.5645,NO
0.0716,1.8097,YES
0.1205,0.5373,NO
0.1072,1.4969,YES
0.2444,1.4338,YES
0.3362,1.3552,NO
0.1579,0.6343,NO
0.1148,0.4017,NO
0.1112,0.8488,NO
0.3947,1.3559,YES
0.0957,1.4251,YES
0.1364,0.6996,NO
0.1056,0.0981,NO
0.0981,0.9418,NO
0.1058,0.0785,NO
0.1797,0.0415,NO
0.1526,0.2165,NO
0.1551,0.3051,NO
0.2811,2.1428,YES
0.0766,0.4618,NO
0.1126,1.6853,YES
0.0341,0.8546,NO
0.3399,2.4085,YES
0.0412,0.5114,NO
0.1212,0.1506,NO
0.0769,0.2064,NO
0.1235,0.606,NO
0.0802,0.2026,NO
0.1903,0.8997,NO
0.1119,0.1424,NO
0.1008,0.7322,NO
0.0886,0.3934,NO
0.1534,0.1835,NO
0.1331,1.1043,NO
0.2865,1.5795,NO
0.1512,1.0605,NO
0.1666,1.3359999999999999,NO
0.1465,0.6238,NO
0.0509,0.1851,NO
0.2187,0.9757,NO
0.4574,2.9619,YES
0.1603,0.9405,NO
0.2015,2.8161,YES
0.205,0.3388,NO
0.2168,0.2319,NO
0.2136,0.3817,NO
0.1919,0.4601,NO
0.1533,1.0808,NO
0.1268,0.3678,NO
0.1947,0.5085,NO
0.1755,0.3059,NO
0.2202,1.0859,NO
0.4465,2.655,YES
0.4252,3.4647,YES
0.3653,3.1842,YES
0.1771,2.8818,YES
0.1659,1.1813,NO
0.1927,2.7987,YES
0.1251,0.9013,NO
0.1303,2.3357,YES
0.1814,2.3004,YES
0.3356,1.7477,NO
0.1662,1.1225,NO
0.1507,0.7206,NO
0.1441,0.8590000000000001,NO
0.3435,1.7866,YES
0.1243,2.0597,YES
0.1731,0.9878,NO
0.0952,0.8051,NO
0.1364,1.1354,NO
0.0887,1.112,NO
0.2289,0.1715,NO
0.2088,0.2155,NO
0.2075,0.3476,NO
0.1923,2.3207,YES
0.0927,0.8014,NO
0.0821,2.3267,YES
0.0311,0.821,NO
0.3081,3.0209,YES
0.0406,0.8274,NO
0.1251,0.8474,NO
0.091,1.4625,NO
0.11800000000000001,1.4604,NO
0.1053,1.2971,NO
0.2201,1.1444,NO
0.1351,0.6143,NO
0.1328,1.0111,NO
0.0724,0.3795,NO
0.0244,0.6131,NO
0.1404,2.418,YES
0.3348,4.6398,YES
0.2937,3.7178,YES
0.14300000000000002,2.476,YES
0.0826,0.9165,NO
0.013000000000000001,0.054000000000000006,NO
0.2103,2.075,YES
0.1395,0.5404,NO
0.1325,2.6483,YES
0.1443,0.6117,NO
0.2165,0.7713,NO
0.1934,0.9082,NO
0.1934,1.1786,NO
0.0572,0.3108,NO
0.2318,4.2969,YES
0.0556,0.4183,NO
0.3609,4.4965,YES
0.1417,0.5487,NO
0.255,4.4151,YES
0.0522,0.2661,NO
0.0677,1.2101,NO
0.1439,1.6396,NO
0.0494,0.9247,NO
0.1715,2.7014,YES
0.0964,1.2857,NO
0.1343,2.4795,YES
0.1544,0.9961,NO
0.0732,0.3778,NO
0.1975,1.5477,NO
0.2582,1.3362,NO
0.1977,0.6975,NO
0.1701,1.6196,NO
0.1684,0.6392,NO
0.1225,0.659,NO
0.1458,1.4107,NO
0.4028,2.9559,YES
0.1577,1.5075,NO
0.2904,3.0385,YES
0.1987,0.52,NO
0.1756,0.5301,NO
0.1689,0.6906,NO
0.054000000000000006,0.7077,NO
0.1469,0.5754,NO
0.0547,0.7698,NO
0.1082,0.5233,NO
0.2019,1.0343,NO
0.1293,0.6558,NO
0.3897,2.8158,YES
0.3612,3.4257,YES
0.2791,3.4296,YES
0.2894,3.1729,YES
0.2226,1.4417,NO
0.1753,2.5748,YES
0.0979,1.0518,NO
0.0985,0.7137,NO
0.0774,0.5829,NO
0.1069,2.0978,YES
0.3647,4.8875,YES
0.2531,3.7129,YES
0.1331,1.7858,YES
0.0885,0.9533,NO
0.0604,0.2149,NO
0.2068,1.9173,YES
0.2598,1.2082,NO
0.106,2.0993,YES
0.1459,1.3171,NO
0.2252,1.2871,NO
0.2571,1.4198,NO
0.2375,1.6383,NO
0.1453,0.4673,NO
0.2245,4.1824,YES
0.141,0.4667,NO
0.2623,4.0838,YES
0.142,0.7552,NO
0.2555,4.1433,YES
0.2049,0.9209999999999999,NO
0.2206,1.9775,NO
0.2228,1.8614,NO
0.1032,1.5358,NO
0.1461,1.9729,YES
0.1116,1.9444,NO
0.1326,2.1226,YES
0.1415,0.5693,NO
0.0745,0.2888,NO
0.2381,1.2919,NO
0.19,1.7808,NO
0.1547,1.0331,NO
0.1997,1.3383,NO
0.1653,0.7709999999999999,NO
0.1536,0.1528,NO
0.1999,1.2116,NO
0.1989,2.5604,YES
0.2045,1.1211,NO
0.2447,2.7115,YES
0.2519,0.738,NO
0.2036,0.6309,NO
0.2033,0.8199,NO
0.0533,0.3824,NO
0.105,0.9537,NO
0.055999999999999994,0.2188,NO
0.1113,0.7162,NO
0.2256,0.5782,NO
0.0989,1.168,NO
0.1879,2.2133,YES
0.1445,3.1392,YES
0.1901,2.9212,YES
0.3108,2.8489999999999998,YES
0.2405,1.2217,NO
0.1657,2.1794,YES
0.1331,1.1636,NO
0.0949,0.6789,NO
0.1339,0.3966,NO
0.22399999999999998,2.252,NO
0.1967,2.2445,NO
0.1436,1.4582,NO
0.2079,2.2996,NO
0.1339,1.0463,NO
0.0967,0.2478,NO
0.2198,2.1478,NO
0.3428,3.275,YES
0.2344,2.2535,NO
0.1736,3.2534,YES
0.1331,0.4754,NO
0.0735,0.2915,NO
0.0647,0.5428,NO
0.204,0.7383,NO
0.1327,1.4464,NO
0.1655,0.5764,NO
0.31,1.2565,NO
0.1309,0.5847,NO
0.2819,1.6145,NO
0.4042,2.8998,YES
0.3296,4.1045,YES
0.4941,3.8751,YES
0.1783,3.4044,YES
0.193,2.3034,NO
0.2673,3.135,YES
0.1726,2.0191,NO
0.1439,0.8069,NO
0.0769,0.5073,NO
0.1953,1.6292,NO
0.2342,1.8776,NO
0.2047,1.1695,NO
0.1823,1.8639,NO
0.1684,0.8749,NO
0.1204,0.3869,NO
0.1751,1.446,NO
0.3579,3.2012,YES
0.1828,1.4466,NO
0.2083,3.3814,YES
0.2252,0.737,NO
