DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_96,Associated
0.0737,0.2243,NO
0.0652,0.067,NO
0.1144,0.14800000000000002,NO
0.2164,0.2073,NO
0.0671,0.3112,NO
0.0906,0.3364,NO
0.0589,0.1905,NO
0.0679,0.0438,NO
0.1689,0.1756,NO
0.2469,1.3371,YES
0.0616,0.2701,NO
0.33799999999999997,1.3936,YES
0.2427,0.1723,NO
0.2231,0.1648,NO
0.2223,0.0412,NO
0.1142,0.1357,NO
0.0706,0.4501,NO
0.1109,0.081,NO
0.0747,0.2525,NO
0.2179,0.0198,NO
0.1147,0.4758,NO
0.0779,1.3136,YES
0.0804,1.624,YES
0.1668,0.4949,YES
0.24,0.7838,YES
0.1573,0.2981,NO
0.0716,1.4519,YES
0.1205,0.1155,NO
0.1072,2.2019,YES
0.2444,2.2515,YES
0.3362,0.43700000000000006,NO
0.1579,0.278,NO
0.1148,0.3481,NO
0.1112,0.6477,NO
0.3947,2.3242,YES
0.0957,1.3806,YES
0.1364,0.8113,NO
0.1056,0.3975,NO
0.0981,0.5777,NO
0.1058,0.3781,NO
0.1797,0.2492,NO
0.1526,0.3181,NO
0.1551,0.1094,NO
0.2811,0.7295,YES
0.0766,0.4659,NO
0.1126,2.4638,YES
0.0341,0.5253,NO
0.3399,1.5611,YES
0.0412,0.2488,NO
0.1212,0.3887,NO
0.0769,0.4195,NO
0.1235,0.1265,NO
0.0802,0.2667,NO
0.1903,0.44799999999999995,NO
0.1119,0.6203,NO
0.1008,0.3287,NO
0.0886,0.6063,NO
0.1534,0.2312,NO
0.1331,0.4666,NO
0.2865,0.4805,NO
0.1512,0.7874,NO
0.1666,0.8616,NO
0.1465,0.457,NO
0.0509,0.268,NO
0.2187,0.6231,NO
0.4574,2.7411,YES
0.1603,0.8186,NO
0.2015,3.2318,YES
0.205,0.4362,NO
0.2168,0.7225,NO
0.2136,0.2552,NO
0.1919,0.319,NO
0.1533,0.9936,NO
0.1268,0.4101,NO
0.1947,1.0586,NO
0.1755,0.1519,NO
0.2202,0.9858,NO
0.4465,2.7967,YES
0.4252,4.2192,YES
0.3653,1.9291,YES
0.1771,3.2976,YES
0.1659,0.4026,NO
0.1927,3.3208,YES
0.1251,0.6126,NO
0.1303,0.5012,YES
0.1814,0.4409,YES
0.3356,0.3605,NO
0.1662,0.3411,NO
0.1507,0.4009,NO
0.1441,0.5784,NO
0.3435,0.6206,YES
0.1243,0.2818,YES
0.1731,0.608,NO
0.0952,0.2411,NO
0.1364,0.3951,NO
0.0887,0.1782,NO
0.2289,0.1979,NO
0.2088,0.2525,NO
0.2075,0.2788,NO
0.1923,0.21899999999999997,YES
0.0927,0.3768,NO
0.0821,0.5886,YES
0.0311,0.4966,NO
0.3081,0.3569,YES
0.0406,0.26899999999999996,NO
0.1251,0.1616,NO
0.091,0.3109,NO
0.11800000000000001,0.1105,NO
0.1053,0.207,NO
0.2201,0.3901,NO
0.1351,0.2579,NO
