DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_37,Associated
0.0737,0.2506,NO
0.0652,0.3514,NO
0.1144,0.2722,NO
0.2164,0.5547,NO
0.0671,0.2206,NO
0.0906,0.271,NO
0.0589,0.5039,NO
0.0679,0.2306,NO
0.1689,0.495,NO
0.2469,1.1983,YES
0.0616,0.1761,NO
0.33799999999999997,1.3935,YES
0.2427,0.3149,NO
0.2231,0.2426,NO
0.2223,0.14,NO
0.1142,0.4101,NO
0.0706,0.4081,NO
0.1109,0.4274,NO
0.0747,0.4054,NO
0.2179,0.3355,NO
0.1147,0.3885,NO
0.0779,1.1997,YES
0.0804,1.4862,YES
0.1668,0.5885,YES
0.24,1.4341,YES
0.1573,0.2826,NO
0.0716,0.3679,YES
0.1205,0.2588,NO
0.1072,1.391,YES
0.2444,2.1965,YES
0.3362,0.3828,NO
0.1579,0.606,NO
0.1148,0.2212,NO
0.1112,0.2959,NO
0.3947,2.2241,YES
0.0957,1.392,YES
0.1364,0.1701,NO
0.1056,0.267,NO
0.0981,0.1694,NO
0.1058,0.2288,NO
0.1797,0.5228,NO
0.1526,0.4497,NO
0.1551,0.3058,NO
0.2811,1.3436,YES
0.0766,0.1893,NO
0.1126,1.6136,YES
0.0341,0.2543,NO
0.3399,2.0856,YES
0.0412,0.4969,NO
0.1212,0.3029,NO
0.0769,0.4256,NO
0.1235,0.147,NO
0.0802,0.3497,NO
0.1903,0.2522,NO
0.1119,0.1852,NO
0.1008,0.3468,NO
0.0886,0.3291,NO
0.1534,0.0749,NO
0.1331,0.7354,NO
0.2865,0.965,NO
0.1512,0.1771,NO
0.1666,0.7017,NO
0.1465,0.3557,NO
0.0509,0.034,NO
0.2187,0.6802,NO
0.4574,1.2903,YES
0.1603,0.3455,NO
0.2015,2.1147,YES
0.205,0.2671,NO
0.2168,0.33299999999999996,NO
0.2136,0.1062,NO
0.1919,0.2064,NO
0.1533,0.496,NO
0.1268,0.1938,NO
0.1947,0.8077,NO
0.1755,0.166,NO
0.2202,0.4378,NO
0.4465,1.1919,YES
0.4252,2.2968,YES
0.3653,1.3159999999999998,YES
0.1771,2.1022,YES
0.1659,0.3761,NO
0.1927,0.7733,YES
0.1251,0.4994,NO
0.1303,1.4171,YES
0.1814,2.2222,YES
0.3356,0.7936,NO
0.1662,0.4451,NO
0.1507,0.1606,NO
0.1441,0.5315,NO
0.3435,2.2432,YES
0.1243,1.4227,YES
0.1731,0.6984,NO
0.0952,0.1109,NO
0.1364,0.4982,NO
0.0887,0.0561,NO
0.2289,0.6063,NO
0.2088,0.5657,NO
0.2075,0.3511,NO
0.1923,1.3676,YES
0.0927,0.1664,NO
0.0821,1.6622,YES
0.0311,0.0999,NO
0.3081,2.1039,YES
0.0406,0.2462,NO
0.1251,0.1479,NO
0.091,0.1752,NO
0.11800000000000001,0.162,NO
0.1053,0.1558,NO
0.2201,0.2694,NO
0.1351,0.1796,NO
0.1328,0.6999,NO
0.0724,0.4606,NO
0.0244,0.2135,NO
0.1404,1.0401,YES
0.3348,1.1951,YES
0.2937,0.5273,YES
0.14300000000000002,0.7917,YES
0.0826,0.3231,NO
0.013000000000000001,0.1552,NO
0.2103,0.9594,YES
0.1395,0.251,NO
0.1325,0.8094,YES
0.1443,0.2281,NO
0.2165,0.2889,NO
0.1934,0.278,NO
0.1934,0.1291,NO
0.0572,0.1083,NO
0.2318,0.8462,YES
0.0556,0.1244,NO
0.3609,1.3723,YES
0.1417,0.2249,NO
0.255,1.3958,YES
0.0522,0.2232,NO
0.0677,0.3284,NO
0.1439,0.2871,NO
0.0494,0.2737,NO
0.1715,0.8107,YES
0.0964,0.2504,NO
0.1343,0.9705,YES
0.1544,0.3288,NO
0.0732,0.1162,NO
0.1975,0.3916,NO
0.2582,0.7041,NO
0.1977,0.2029,NO
0.1701,0.7497,NO
0.1684,0.5145,NO
0.1225,0.018000000000000002,NO
0.1458,0.6988,NO
0.4028,1.8378,YES
0.1577,0.4476,NO
0.2904,3.1169,YES
0.1987,0.4622,NO
0.1756,0.6039,NO
0.1689,0.2824,NO
0.054000000000000006,0.2351,NO
0.1469,0.5312,NO
0.0547,0.2256,NO
0.1082,0.5389,NO
0.2019,0.192,NO
0.1293,0.2049,NO
0.3897,1.7845,YES
0.3612,2.8967,YES
0.2791,1.8130000000000002,YES
0.2894,2.6648,YES
0.2226,0.4125,NO
0.1753,0.9223,YES
0.0979,0.3671,NO
0.0985,0.4309,NO
0.0774,0.2575,NO
0.1069,0.7147,YES
0.3647,0.9138,YES
0.2531,0.4074,YES
0.1331,0.4883,YES
0.0885,0.3183,NO
0.0604,0.1394,NO
0.2068,0.5894,YES
0.2598,0.0828,NO
0.106,0.4858,YES
0.1459,0.0771,NO
0.2252,0.584,NO
0.2571,0.4402,NO
0.2375,0.3327,NO
0.1453,0.1713,NO
0.2245,0.6411,YES
0.141,0.1799,NO
0.2623,0.9568,YES
0.142,0.2009,NO
0.2555,1.0083,YES
0.2049,0.0986,NO
0.2206,0.1929,NO
0.2228,0.2384,NO
0.1032,0.1176,NO
0.1461,0.6106,YES
0.1116,0.1692,NO
0.1326,0.6679999999999999,YES
0.1415,0.4418,NO
0.0745,0.4217,NO
0.2381,0.5839,NO
0.19,0.4902,NO
0.1547,0.1963,NO
0.1997,0.5506,NO
0.1653,0.7358,NO
0.1536,0.2716,NO
0.1999,0.961,NO
0.1989,1.565,YES
0.2045,0.3094,NO
0.2447,2.3362,YES
0.2519,0.4253,NO
0.2036,0.4255,NO
0.2033,0.182,NO
0.0533,0.4968,NO
0.105,0.3428,NO
0.055999999999999994,0.5332,NO
0.1113,0.3225,NO
0.2256,0.4003,NO
0.0989,0.0972,NO
0.1879,1.5355,YES
0.1445,2.3671,YES
0.1901,1.4865,YES
0.3108,2.3439,YES
0.2405,0.5213,NO
0.1657,0.6456,YES
0.1331,0.5306,NO
0.0949,0.4932,NO
0.1339,0.2762,NO
0.22399999999999998,0.8335,NO
0.1967,0.8571,NO
0.1436,0.1651,NO
0.2079,0.9956,NO
0.1339,0.6307,NO
0.0967,0.1682,NO
