DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_17,Associated
0.0737,0.4373,NO
0.0652,0.2082,NO
0.1144,0.4749,NO
0.2164,0.6723,NO
0.0671,0.2133,NO
0.0906,0.2377,NO
0.0589,0.2603,NO
0.0679,0.1896,NO
0.1689,0.5043,NO
0.2469,0.9427,YES
0.0616,0.2163,NO
0.33799999999999997,0.6379,YES
0.2427,0.254,NO
0.2231,0.4859,NO
0.2223,0.1604,NO
0.1142,0.3185,NO
0.0706,0.48100000000000004,NO
0.1109,0.1633,NO
0.0747,0.2592,NO
0.2179,0.1564,NO
0.1147,0.3695,NO
0.0779,1.4096,YES
0.0804,1.4765,YES
0.1668,1.3784,YES
0.24,1.3814,YES
0.1573,0.4665,NO
0.0716,0.7081,YES
0.1205,0.2776,NO
0.1072,1.3332,YES
0.2444,2.0953,YES
0.3362,0.5795,NO
0.1579,0.2923,NO
0.1148,0.2223,NO
0.1112,0.7029,NO
0.3947,2.1811,YES
0.0957,1.3576,YES
0.1364,0.5269,NO
0.1056,0.2966,NO
0.0981,0.5412,NO
0.1058,0.2993,NO
0.1797,0.2651,NO
0.1526,0.3102,NO
0.1551,0.0161,NO
0.2811,1.5612,YES
0.0766,0.2632,NO
0.1126,2.0825,YES
0.0341,0.1091,NO
0.3399,0.6769,YES
0.0412,0.1541,NO
0.1212,0.41600000000000004,NO
0.0769,0.4024,NO
0.1235,0.4277,NO
0.0802,0.4388,NO
0.1903,0.5541,NO
0.1119,0.4154,NO
0.1008,0.6801,NO
0.0886,0.4884,NO
0.1534,0.2587,NO
0.1331,0.6566,NO
0.2865,0.6529,NO
0.1512,0.1823,NO
0.1666,0.5455,NO
0.1465,0.298,NO
0.0509,0.1784,NO
0.2187,0.6021,NO
0.4574,1.4034,YES
0.1603,0.3971,NO
0.2015,1.3186,YES
0.205,0.1806,NO
0.2168,0.4903,NO
0.2136,0.1131,NO
0.1919,0.4993,NO
0.1533,0.4007,NO
0.1268,0.2295,NO
0.1947,0.233,NO
0.1755,0.2099,NO
0.2202,0.2712,NO
0.4465,1.8678,YES
0.4252,1.9305,YES
0.3653,1.8638,YES
0.1771,1.7853,YES
0.1659,0.6027,NO
0.1927,1.1898,YES
0.1251,0.4435,NO
0.1303,0.9899,YES
0.1814,1.2857,YES
0.3356,0.486,NO
0.1662,0.4364,NO
0.1507,0.1647,NO
0.1441,0.6525,NO
0.3435,1.3884,YES
0.1243,0.579,YES
0.1731,0.3368,NO
0.0952,0.4637,NO
0.1364,0.6158,NO
0.0887,0.3392,NO
0.2289,0.409,NO
0.2088,0.5962,NO
0.2075,0.1505,NO
0.1923,1.3941,YES
0.0927,0.2544,NO
0.0821,1.2465,YES
0.0311,0.2293,NO
0.3081,0.4762,YES
0.0406,0.1588,NO
0.1251,0.3277,NO
0.091,0.3281,NO
0.11800000000000001,0.3225,NO
0.1053,0.3371,NO
0.2201,0.4416,NO
0.1351,0.4463,NO
0.1328,0.5649,NO
0.0724,0.5696,NO
0.0244,0.2373,NO
0.1404,0.9098,YES
0.3348,2.2585,YES
0.2937,1.6439,YES
0.14300000000000002,0.9599,YES
0.0826,0.4587,NO
0.013000000000000001,0.2067,NO
0.2103,0.8966,YES
0.1395,0.2024,NO
0.1325,0.5869,YES
0.1443,0.2567,NO
0.2165,0.4665,NO
0.1934,0.8392,NO
0.1934,0.1317,NO
0.0572,0.3334,NO
0.2318,1.8366,YES
0.0556,0.2733,NO
0.3609,1.609,YES
0.1417,0.1826,NO
0.255,1.6285,YES
0.0522,0.3928,NO
0.0677,0.1817,NO
0.1439,0.185,NO
0.0494,0.2807,NO
0.1715,0.9464,YES
0.0964,0.3718,NO
0.1343,0.9734,YES
0.1544,0.5529999999999999,NO
0.0732,0.4911,NO
0.1975,0.8232,NO
0.2582,1.0912,NO
0.1977,0.2343,NO
0.1701,0.564,NO
0.1684,0.447,NO
0.1225,0.3249,NO
0.1458,0.6308,NO
0.4028,2.4303,YES
0.1577,0.4223,NO
0.2904,1.8203,YES
0.1987,0.4092,NO
0.1756,0.6147,NO
0.1689,0.2264,NO
0.054000000000000006,0.4678,NO
0.1469,0.679,NO
0.0547,0.3921,NO
0.1082,0.408,NO
0.2019,0.3357,NO
0.1293,0.484,NO
0.3897,2.4363,YES
0.3612,2.5647,YES
0.2791,1.9361,YES
0.2894,2.3462,YES
0.2226,0.667,NO
0.1753,1.7195,YES
0.0979,0.7242,NO
0.0985,0.3717,NO
0.0774,0.1132,NO
0.1069,0.7013,YES
0.3647,2.137,YES
0.2531,1.5065,YES
0.1331,0.6557,YES
0.0885,0.2046,NO
0.0604,0.095,NO
0.2068,0.4991,YES
0.2598,0.6894,NO
0.106,0.3991,YES
0.1459,0.7002,NO
0.2252,0.3573,NO
0.2571,0.5801,NO
0.2375,0.0816,NO
0.1453,0.3975,NO
0.2245,1.7496,YES
0.141,0.141,NO
0.2623,1.8831,YES
0.142,0.1305,NO
0.2555,1.1278,YES
0.2049,0.7441,NO
0.2206,0.5961,NO
0.2228,0.6684,NO
0.1032,0.6551,NO
0.1461,0.5233,YES
0.1116,0.624,NO
0.1326,0.5605,YES
0.1415,0.752,NO
0.0745,0.2973,NO
0.2381,1.0923,NO
0.19,0.8226,NO
0.1547,0.1486,NO
0.1997,0.8107,NO
0.1653,0.3169,NO
0.1536,0.1607,NO
0.1999,0.8540000000000001,NO
0.1989,1.9161,YES
0.2045,0.768,NO
0.2447,1.7413,YES
0.2519,0.3459,NO
0.2036,0.62,NO
0.2033,0.1602,NO
0.0533,0.6675,NO
0.105,0.5612,NO
0.055999999999999994,0.2521,NO
0.1113,0.2009,NO
0.2256,0.2733,NO
0.0989,0.4345,NO
0.1879,1.8954,YES
0.1445,2.0395,YES
0.1901,2.457,YES
0.3108,1.7312,YES
0.2405,0.8135,NO
0.1657,1.2033,YES
0.1331,0.9059999999999999,NO
0.0949,0.3403,NO
0.1339,0.2011,NO
0.22399999999999998,0.7092,NO
0.1967,0.9521,NO
0.1436,0.3872,NO
0.2079,0.2144,NO
0.1339,0.1972,NO
0.0967,0.1367,NO
0.2198,0.386,NO
0.3428,1.3003,YES
0.2344,0.24600000000000002,NO
0.1736,1.6153,YES
0.1331,0.1397,NO
0.0735,0.4045,NO
0.0647,0.0694,NO
0.204,0.3866,NO
0.1327,0.575,NO
0.1655,0.1994,NO
0.31,0.4093,NO
0.1309,0.1407,NO
0.2819,0.4493,NO
0.4042,1.8478,YES
0.3296,1.9192,YES
0.4941,2.1784,YES
0.1783,1.6348,YES
0.193,0.4252,NO
0.2673,1.099,YES
0.1726,0.2758,NO
0.1439,0.4067,NO
0.0769,0.0784,NO
0.1953,1.2406,NO
0.2342,0.7023,NO
0.2047,0.1068,NO
0.1823,0.7206,NO
0.1684,0.0614,NO
0.1204,0.0837,NO
0.1751,0.8828,NO
0.3579,1.5665,YES
0.1828,0.9029,NO
0.2083,1.7784,YES
0.2252,0.2463,NO
0.2041,0.4231,NO
0.2007,0.1269,NO
0.0498,0.3334,NO
0.1415,0.3422,NO
0.0515,0.0536,NO
0.1207,0.1527,NO
0.1912,0.161,NO
0.14,0.254,NO
0.4038,1.9937,YES
0.3494,2.0902,YES
0.2799,2.4038,YES
0.2675,1.8368,YES
0.2206,0.7386,NO
0.2003,1.2991,YES
0.1168,1.0514,NO
0.0727,0.3407,NO
0.0714,0.0925,NO
0.10800000000000001,0.7028,NO
0.2886,0.525,NO
0.1427,0.1212,NO
0.0855,0.5379,NO
0.0605,0.075,NO
0.0532,0.1078,NO
0.1421,0.7217,NO
0.4397,1.8955,YES
0.0607,0.5369,NO
0.2347,1.3144,YES
0.2118,0.2892,NO
0.2048,0.5781,NO
0.2045,0.213,NO
0.0849,0.217,NO
0.1035,0.3736,NO
0.0824,0.0266,NO
0.0975,0.1082,NO
0.1702,0.172,NO
0.1518,0.2232,NO
0.3372,1.8904,YES
0.3303,2.0538,YES
0.314,1.8411,YES
0.1257,1.868,YES
0.1375,0.6211,NO
0.1128,1.1791,YES
0.099,0.5269,NO
0.1069,0.5004,NO
0.0451,0.2193,NO
0.5095,1.5735,YES
0.1431,0.5313,YES
0.1227,0.2597,YES
0.2847,2.0909999999999997,YES
0.2237,0.4594,NO
0.1065,0.2511,NO
0.3266,1.9689,YES
0.0974,0.1338,NO
0.3289,2.2661,YES
0.1059,0.2252,NO
0.2131,0.4342,NO
0.1496,0.2728,NO
0.1474,0.0865,NO
0.0902,0.2765,NO
0.0993,0.2698,YES
0.0875,0.2248,NO
0.2369,0.3318,YES
0.2129,0.1718,NO
0.1321,0.3338,YES
0.1271,0.203,NO
0.08,0.1508,NO
0.3025,0.7232,NO
0.12,0.2208,NO
0.3399,1.7037,YES
0.2516,0.5632,NO
0.2081,2.5576,YES
0.1799,0.5792,NO
0.1547,0.205,NO
0.3595,0.8067,YES
0.2156,0.5676,NO
0.1535,0.1623,NO
0.4159,1.5224,YES
0.1827,0.561,NO
0.1097,0.2586,NO
0.5448,1.7903,YES
0.191,0.2673,NO
0.4381,1.2475,YES
0.1528,0.2316,NO
0.3264,0.4984,NO
0.3203,0.7227,NO
0.2648,0.1541,NO
0.171,0.1976,NO
0.21899999999999997,0.2096,NO
0.1398,0.2391,NO
0.3673,0.4098,NO
0.1451,0.1412,NO
0.2637,0.2611,NO
0.1991,0.3691,NO
0.1784,0.2422,NO
0.3767,0.5437,NO
0.1917,0.3069,NO
0.3794,1.7835,YES
0.3359,0.4164,NO
0.2874,2.4939,YES
0.0798,0.4785,NO
0.0364,0.4149,NO
0.2475,0.7188,YES
0.2794,1.9538,YES
0.2232,0.9094,YES
0.2213,1.058,YES
0.1233,0.5733,NO
0.0474,0.308,NO
0.2799,0.6246,YES
0.2328,0.2251,NO
0.2608,0.6431,YES
0.1095,0.4463,NO
0.2365,0.4573,NO
0.2061,0.7029,NO
0.2048,0.0817,NO
0.0456,0.3999,NO
0.1795,1.5667,YES
0.0442,0.4063,NO
0.27,1.7563,YES
0.1224,0.2177,NO
0.1913,0.9649,YES
0.2397,0.3218,NO
0.2111,0.2496,NO
0.2935,0.5634,NO
0.1155,0.1802,NO
0.243,0.7332,YES
0.1959,0.4243,NO
0.198,1.0571,YES
