DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_60,Associated
0.0737,0.6392,NO
0.0652,0.7668,NO
0.1144,0.7204,NO
0.2164,0.3077,NO
0.0671,0.8696,NO
0.0906,0.4992,NO
0.0589,1.0553,NO
0.0679,0.6033,NO
0.1689,0.7371,NO
0.2469,2.5152,YES
0.0616,0.6747,NO
0.33799999999999997,2.5153,YES
0.2427,0.9362,NO
0.2231,0.9858,NO
0.2223,0.8477,NO
0.1142,0.8636,NO
0.0706,0.6424,NO
0.1109,0.6940000000000001,NO
0.0747,0.413,NO
0.2179,0.9427,NO
0.1147,0.9126,NO
0.0779,2.0769,YES
0.0804,2.1788,YES
0.1668,2.5268,YES
0.24,2.5921,YES
0.1573,0.5954,NO
0.0716,1.858,YES
0.1205,0.6767,NO
0.1072,1.7584,YES
0.2444,1.8399,YES
0.3362,0.6433,NO
0.1579,0.6569,NO
0.1148,0.5507,NO
0.1112,0.5804,NO
0.3947,1.5878,YES
0.0957,1.8251,YES
0.1364,0.3934,NO
0.1056,0.4442,NO
0.0981,0.3175,NO
0.1058,0.5923,NO
0.1797,0.4976,NO
0.1526,0.6886,NO
0.1551,0.6226,NO
0.2811,1.7861,YES
0.0766,0.7036,NO
0.1126,1.8241,YES
0.0341,0.5229,NO
0.3399,1.9808,YES
0.0412,0.6821,NO
0.1212,0.5551,NO
0.0769,0.5346,NO
0.1235,0.5527,NO
0.0802,0.3428,NO
0.1903,0.3963,NO
0.1119,0.8072,NO
0.1008,0.7071,NO
0.0886,0.233,NO
0.1534,0.2606,NO
0.1331,1.0267,NO
0.2865,0.4715,NO
0.1512,0.9987,NO
0.1666,1.3694,NO
0.1465,1.0226,NO
0.0509,0.262,NO
0.2187,1.1154,NO
0.4574,3.9727,YES
0.1603,1.0126,NO
0.2015,3.5914,YES
0.205,0.4667,NO
0.2168,0.4864,NO
0.2136,0.106,NO
0.1919,0.6524,NO
0.1533,1.3673,NO
0.1268,0.4028,NO
0.1947,1.207,NO
0.1755,0.2501,NO
0.2202,1.4337,NO
0.4465,3.125,YES
0.4252,3.1588,YES
0.3653,3.9309,YES
0.1771,3.6079,YES
