DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_26,Associated
0.0737,0.7759999999999999,NO
0.0652,0.3636,NO
0.1144,0.2779,NO
0.2164,0.2842,NO
0.0671,0.7404,NO
0.0906,0.7045,NO
0.0589,0.36,NO
0.0679,0.3605,NO
0.1689,0.6174,NO
0.2469,1.874,YES
0.0616,0.6051,NO
0.33799999999999997,0.7834,YES
0.2427,0.5176,NO
0.2231,0.4607,NO
0.2223,0.1248,NO
0.1142,0.3422,NO
0.0706,0.8178,NO
0.1109,0.3086,NO
0.0747,0.7705,NO
0.2179,0.4189,NO
0.1147,0.3792,NO
0.0779,2.3459,YES
0.0804,2.0294,YES
0.1668,2.4261,YES
0.24,0.6109,YES
0.1573,0.5672,NO
0.0716,2.4618,YES
0.1205,0.3094,NO
0.1072,1.3275,YES
0.2444,1.5988,YES
0.3362,0.4985,NO
0.1579,0.4292,NO
0.1148,0.3167,NO
0.1112,0.5999,NO
0.3947,0.5534,YES
0.0957,1.2256,YES
0.1364,0.6937,NO
0.1056,0.1952,NO
0.0981,0.8176,NO
0.1058,0.1276,NO
0.1797,0.5381,NO
0.1526,0.6071,NO
0.1551,0.1695,NO
0.2811,1.2374,YES
0.0766,0.4719,NO
0.1126,0.6032,YES
0.0341,0.3415,NO
0.3399,0.8757,YES
0.0412,0.3103,NO
0.1212,0.2191,NO
0.0769,0.3829,NO
0.1235,0.2864,NO
0.0802,0.2127,NO
0.1903,0.7917,NO
0.1119,0.303,NO
0.1008,0.5458,NO
0.0886,0.2868,NO
0.1534,0.1571,NO
0.1331,0.5683,NO
0.2865,0.6691,NO
0.1512,0.838,NO
0.1666,0.755,NO
0.1465,0.1394,NO
0.0509,0.0586,NO
0.2187,0.8542,NO
0.4574,1.0837,YES
0.1603,0.7625,NO
0.2015,1.2791,YES
0.205,0.5556,NO
0.2168,0.5213,NO
0.2136,0.1206,NO
0.1919,0.0944,NO
0.1533,1.0122,NO
0.1268,0.254,NO
0.1947,0.7001,NO
0.1755,0.163,NO
0.2202,0.5632,NO
0.4465,1.3483,YES
0.4252,1.8112,YES
0.3653,1.2841,YES
0.1771,0.4146,YES
0.1659,0.6504,NO
0.1927,2.021,YES
0.1251,0.3546,NO
0.1303,1.4266,YES
0.1814,2.2313,YES
0.3356,0.6808,NO
0.1662,0.6684,NO
0.1507,0.5168,NO
0.1441,0.6091,NO
0.3435,1.4911,YES
0.1243,1.2546,YES
0.1731,0.8376,NO
0.0952,0.2496,NO
0.1364,0.7284,NO
0.0887,0.209,NO
0.2289,0.4505,NO
0.2088,0.3688,NO
0.2075,0.1246,NO
0.1923,0.7616,YES
0.0927,0.595,NO
0.0821,0.6966,YES
0.0311,0.419,NO
0.3081,2.1329,YES
0.0406,0.4867,NO
0.1251,0.2809,NO
0.091,0.4859,NO
0.11800000000000001,0.2814,NO
0.1053,0.2488,NO
0.2201,0.7738,NO
0.1351,0.5357,NO
0.1328,0.4748,NO
0.0724,0.4798,NO
0.0244,0.4945,NO
0.1404,0.5795,YES
0.3348,2.7218,YES
0.2937,2.1666,YES
0.14300000000000002,0.919,YES
0.0826,0.6348,NO
0.013000000000000001,0.2956,NO
0.2103,1.3697,YES
0.1395,0.1242,NO
0.1325,1.3239,YES
0.1443,0.2675,NO
0.2165,0.2245,NO
0.1934,0.4452,NO
0.1934,0.02,NO
0.0572,0.3037,NO
0.2318,3.0161,YES
0.0556,0.1641,NO
0.3609,2.5073,YES
0.1417,0.3456,NO
0.255,1.9536,YES
0.0522,0.359,NO
0.0677,0.3624,NO
0.1439,0.2256,NO
0.0494,0.2986,NO
0.1715,1.3555,YES
0.0964,0.5593,NO
0.1343,0.5082,YES
0.1544,0.3828,NO
0.0732,0.2657,NO
0.1975,0.3061,NO
0.2582,0.6171,NO
0.1977,0.9252,NO
0.1701,0.5061,NO
0.1684,0.266,NO
0.1225,0.0565,NO
0.1458,0.6719,NO
0.4028,1.0662,YES
0.1577,0.7136,NO
0.2904,0.789,YES
0.1987,0.5681,NO
0.1756,0.4888,NO
0.1689,0.0772,NO
0.054000000000000006,0.205,NO
0.1469,0.9479,NO
0.0547,0.1662,NO
0.1082,0.8079,NO
0.2019,0.3588,NO
0.1293,0.6455,NO
0.3897,1.2723,YES
0.3612,1.3723,YES
0.2791,1.7031,YES
0.2894,0.4906,YES
0.2226,0.6508,NO
0.1753,1.4408,YES
0.0979,0.3383,NO
0.0985,0.2948,NO
0.0774,0.1246,NO
0.1069,0.2604,YES
0.3647,2.5954,YES
0.2531,1.4493,YES
0.1331,0.7007,YES
0.0885,0.262,NO
0.0604,0.0498,NO
0.2068,0.7141,YES
0.2598,0.3982,NO
0.106,0.6206,YES
0.1459,0.4053,NO
0.2252,0.4161,NO
0.2571,0.7074,NO
0.2375,0.1208,NO
0.1453,0.1381,NO
0.2245,2.2933,YES
0.141,0.1001,NO
0.2623,2.7705,YES
0.142,0.102,NO
0.2555,1.3749,YES
0.2049,0.569,NO
0.2206,0.65,NO
0.2228,0.4757,NO
0.1032,0.2704,NO
0.1461,0.6721,YES
0.1116,0.9879,NO
0.1326,0.3035,YES
0.1415,0.6133,NO
0.0745,0.3424,NO
0.2381,0.5513,NO
0.19,0.8005,NO
0.1547,0.7751,NO
0.1997,0.8801,NO
0.1653,0.3694,NO
0.1536,0.2643,NO
0.1999,1.0568,NO
0.1989,1.8922,YES
0.2045,1.0924,NO
0.2447,1.4865,YES
0.2519,0.6019,NO
0.2036,0.4851,NO
0.2033,0.085,NO
0.0533,0.2445,NO
0.105,1.0574,NO
0.055999999999999994,0.3406,NO
0.1113,0.8109999999999999,NO
0.2256,0.3915,NO
0.0989,0.4598,NO
0.1879,1.8903,YES
0.1445,2.5348,YES
0.1901,2.5332,YES
0.3108,0.6664,YES
0.2405,0.7996,NO
0.1657,2.5513,YES
0.1331,0.4711,NO
0.0949,0.4048,NO
0.1339,0.2826,NO
0.22399999999999998,0.7211,NO
0.1967,0.3185,NO
0.1436,0.4355,NO
0.2079,1.0471,NO
0.1339,0.3352,NO
0.0967,0.1335,NO
0.2198,0.8240000000000001,NO
0.3428,1.1424,YES
0.2344,1.1299,NO
0.1736,0.9321,YES
0.1331,0.5215,NO
0.0735,0.3882,NO
0.0647,0.0805,NO
0.204,0.2423,NO
0.1327,0.4644,NO
0.1655,0.2346,NO
0.31,0.48700000000000004,NO
0.1309,0.3782,NO
0.2819,0.2899,NO
0.4042,1.2239,YES
0.3296,1.4847,YES
0.4941,1.8194,YES
0.1783,0.5229,YES
0.193,0.7132,NO
0.2673,1.5213,YES
0.1726,0.6197,NO
0.1439,0.5925,NO
0.0769,0.2861,NO
0.1953,0.2659,NO
0.2342,0.6149,NO
0.2047,1.0152,NO
0.1823,0.7423,NO
0.1684,0.2877,NO
0.1204,0.2369,NO
0.1751,0.9123,NO
0.3579,1.7477,YES
0.1828,0.9021,NO
0.2083,0.7829,YES
0.2252,0.4768,NO
0.2041,0.2033,NO
0.2007,0.0537,NO
0.0498,0.1563,NO
0.1415,1.1803,NO
0.0515,0.276,NO
0.1207,0.9426,NO
0.1912,0.3514,NO
0.14,0.7283,NO
0.4038,2.3139,YES
0.3494,2.0416,YES
0.2799,1.9527,YES
0.2675,0.526,YES
0.2206,0.858,NO
0.2003,2.5107,YES
0.1168,0.3401,NO
0.0727,0.3094,NO
0.0714,0.2481,NO
0.10800000000000001,0.3694,NO
0.2886,0.2121,NO
0.1427,0.2689,NO
0.0855,0.5451,NO
0.0605,0.1394,NO
0.0532,0.0274,NO
0.1421,0.5791,NO
0.4397,1.0154,YES
0.0607,0.4991,NO
0.2347,0.7143,YES
0.2118,0.3238,NO
0.2048,0.0882,NO
0.2045,0.0517,NO
0.0849,0.1504,NO
0.1035,0.4452,NO
0.0824,0.1997,NO
0.0975,0.3024,NO
0.1702,0.3015,NO
0.1518,0.2038,NO
0.3372,1.5074,YES
0.3303,1.2993,YES
0.314,1.1392,YES
0.1257,0.3839,YES
0.1375,0.4789,NO
0.1128,1.8221,YES
0.099,0.3116,NO
0.1069,0.4301,NO
0.0451,0.4393,NO
0.5095,3.5388,YES
0.1431,1.1262,YES
0.1227,0.7937,YES
0.2847,3.7022,YES
0.2237,0.6073,NO
0.1065,0.2858,NO
0.3266,3.4752,YES
0.0974,0.3578,NO
0.3289,4.8781,YES
0.1059,0.4276,NO
0.2131,0.5461,NO
0.1496,0.3912,NO
0.1474,0.1243,NO
0.0902,0.3163,NO
0.0993,0.8341,YES
0.0875,0.2889,NO
0.2369,0.816,YES
0.2129,0.4851,NO
0.1321,0.6747,YES
0.1271,0.4712,NO
0.08,0.6859,NO
0.3025,0.5374,NO
0.12,0.3955,NO
0.3399,2.4819,YES
0.2516,0.7876,NO
0.2081,2.1546,YES
0.1799,0.3807,NO
0.1547,0.27899999999999997,NO
0.3595,1.6242,YES
0.2156,0.8475,NO
0.1535,0.4961,NO
0.4159,2.0937,YES
0.1827,0.1794,NO
0.1097,0.2716,NO
0.5448,1.9815,YES
0.191,0.5944,NO
0.4381,2.8083,YES
0.1528,0.1772,NO
0.3264,0.9833,NO
0.3203,0.5953,NO
0.2648,0.1645,NO
0.171,0.293,NO
0.21899999999999997,0.9082,NO
0.1398,0.2991,NO
0.3673,0.9502,NO
0.1451,0.2341,NO
0.2637,0.5959,NO
0.1991,0.5274,NO
0.1784,0.6818,NO
