DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_30,Associated
0.0737,0.682,NO
0.0652,0.501,NO
0.1144,1.1765,NO
0.2164,1.9782,NO
0.0671,1.1053,NO
0.0906,1.6948,NO
0.0589,0.9911,NO
0.0679,0.4945,NO
0.1689,1.4548,NO
0.2469,2.6891,YES
0.0616,0.7222,NO
0.33799999999999997,2.9108,YES
0.2427,1.0733,NO
0.2231,1.5481,NO
0.2223,0.7883,NO
0.1142,0.8526,NO
0.0706,0.5521,NO
0.1109,0.9332,NO
0.0747,0.5749,NO
0.2179,0.5286,NO
0.1147,0.8519,NO
0.0779,3.0407,YES
0.0804,2.9676,YES
0.1668,2.7908,YES
0.24,2.948,YES
0.1573,1.1212,NO
0.0716,2.8161,YES
0.1205,1.1642,NO
0.1072,1.6514,YES
0.2444,1.8058,YES
0.3362,1.5608,NO
0.1579,1.3617,NO
0.1148,0.9062,NO
0.1112,1.1319,NO
0.3947,1.5853,YES
0.0957,2.3122,YES
0.1364,1.0495,NO
0.1056,0.7156,NO
0.0981,0.9546,NO
0.1058,0.4414,NO
0.1797,1.2739,NO
0.1526,1.5453,NO
0.1551,0.7208,NO
0.2811,2.4206,YES
0.0766,0.9388,NO
0.1126,2.4431,YES
0.0341,0.8548,NO
0.3399,2.0991,YES
0.0412,1.1795,NO
0.1212,0.6995,NO
0.0769,1.1402,NO
0.1235,0.8823,NO
0.0802,0.5998,NO
0.1903,1.0709,NO
0.1119,0.7514,NO
0.1008,1.229,NO
0.0886,0.7987,NO
0.1534,0.4411,NO
0.1331,1.1449,NO
0.2865,2.1103,NO
0.1512,1.0736,NO
0.1666,1.7947,NO
0.1465,1.3284,NO
0.0509,0.5364,NO
0.2187,1.2587,NO
0.4574,3.0418,YES
0.1603,0.8253,NO
0.2015,3.0117,YES
0.205,0.6999,NO
0.2168,0.9908,NO
0.2136,0.2608,NO
0.1919,0.813,NO
0.1533,0.1975,NO
0.1268,0.8281,NO
0.1947,0.5811,NO
0.1755,0.5954,NO
0.2202,0.9373,NO
0.4465,3.3865,YES
0.4252,3.742,YES
0.3653,3.3569999999999998,YES
0.1771,3.1359,YES
0.1659,1.2854,NO
0.1927,3.1702,YES
0.1251,0.6418,NO
0.1303,1.5725,YES
0.1814,1.6345,YES
0.3356,1.6957,NO
0.1662,1.0807,NO
0.1507,0.7621,NO
0.1441,1.6051,NO
0.3435,1.2295,YES
0.1243,1.8588,YES
0.1731,1.3090000000000002,NO
0.0952,0.6488,NO
0.1364,1.2054,NO
0.0887,0.4954,NO
0.2289,0.9883,NO
0.2088,1.216,NO
0.2075,0.5832,NO
0.1923,1.8988,YES
0.0927,0.8012,NO
0.0821,1.9155,YES
0.0311,0.9293,NO
0.3081,1.6054,YES
0.0406,1.0978,NO
0.1251,0.6487,NO
0.091,0.8793,NO
0.11800000000000001,0.8556,NO
0.1053,0.7581,NO
0.2201,1.4091,NO
0.1351,0.7317,NO
0.1328,1.3355,NO
0.0724,0.9811,NO
0.0244,0.4573,NO
0.1404,2.0449,YES
0.3348,4.5579,YES
0.2937,4.476,YES
0.14300000000000002,2.0725,YES
0.0826,0.6981,NO
0.013000000000000001,0.368,NO
0.2103,1.8085,YES
0.1395,1.1074,NO
0.1325,1.7695,YES
0.1443,0.8985,NO
0.2165,0.7896,NO
0.1934,1.0972,NO
0.1934,0.6105,NO
0.0572,0.4245,NO
0.2318,3.1827,YES
0.0556,0.5668,NO
0.3609,4.3355,YES
0.1417,0.8290000000000001,NO
0.255,3.7858,YES
0.0522,0.9881,NO
0.0677,1.9251,NO
0.1439,1.4306,NO
0.0494,1.0138,NO
0.1715,1.3243,YES
0.0964,1.0583,NO
0.1343,1.7127,YES
0.1544,1.1695,NO
0.0732,0.8309,NO
0.1975,1.3067,NO
0.2582,1.9247,NO
0.1977,1.031,NO
0.1701,1.9162,NO
0.1684,1.0872,NO
0.1225,0.7508,NO
0.1458,1.31,NO
0.4028,2.6519999999999997,YES
0.1577,0.7971,NO
0.2904,2.8093,YES
0.1987,1.1833,NO
0.1756,1.5419,NO
0.1689,0.4195,NO
0.054000000000000006,1.0636,NO
0.1469,0.3275,NO
0.0547,1.0721,NO
0.1082,0.5011,NO
0.2019,0.8672,NO
0.1293,0.9998,NO
0.3897,3.1528,YES
0.3612,3.3047,YES
0.2791,2.8502,YES
0.2894,3.0391,YES
0.2226,1.5804,NO
0.1753,2.767,YES
0.0979,0.8351,NO
0.0985,0.7441,NO
0.0774,0.5229,NO
0.1069,1.4673,YES
0.3647,4.0031,YES
0.2531,3.9846,YES
0.1331,2.0348,YES
0.0885,0.9777,NO
0.0604,0.5991,NO
0.2068,1.5165,YES
0.2598,1.297,NO
0.106,1.548,YES
0.1459,0.8667,NO
0.2252,0.9646,NO
0.2571,0.9449,NO
0.2375,0.8993,NO
0.1453,0.6604,NO
0.2245,2.845,YES
0.141,0.7301,NO
0.2623,3.5597,YES
0.142,0.9145,NO
0.2555,3.2219,YES
0.2049,1.0404,NO
0.2206,2.0916,NO
0.2228,1.4238,NO
0.1032,1.1157,NO
0.1461,1.2116,YES
0.1116,1.2368,NO
0.1326,1.7987,YES
0.1415,1.3511,NO
0.0745,1.0438,NO
0.2381,1.8723,NO
0.19,2.7059,NO
0.1547,1.7456,NO
0.1997,3.0437,NO
0.1653,1.6983,NO
0.1536,1.0773,NO
0.1999,1.9878,NO
0.1989,2.9767,YES
0.2045,1.4212,NO
0.2447,2.8484,YES
0.2519,1.3952,NO
0.2036,1.3842,NO
0.2033,0.7419,NO
0.0533,1.3473,NO
0.105,1.0122,NO
0.055999999999999994,1.4002,NO
0.1113,1.5471,NO
0.2256,1.1622,NO
0.0989,1.5361,NO
0.1879,3.2315,YES
0.1445,3.7295,YES
0.1901,3.339,YES
0.3108,3.1864,YES
0.2405,2.2272,NO
0.1657,3.2827,YES
0.1331,1.7352,NO
0.0949,0.8547,NO
0.1339,0.4525,NO
0.22399999999999998,1.07,NO
0.1967,2.5495,NO
0.1436,1.4859,NO
0.2079,1.6431,NO
0.1339,1.3161,NO
0.0967,0.4804,NO
0.2198,1.2537,NO
0.3428,3.2534,YES
0.2344,0.7202,NO
0.1736,3.3235,YES
0.1331,0.648,NO
0.0735,0.8168,NO
0.0647,0.3092,NO
0.204,0.8273,NO
0.1327,0.5894,NO
0.1655,0.8665,NO
0.31,1.042,NO
0.1309,0.6196,NO
0.2819,1.1325,NO
0.4042,3.5392,YES
0.3296,3.8569999999999998,YES
0.4941,3.4755,YES
0.1783,3.3653,YES
0.193,1.0505,NO
0.2673,3.3978,YES
0.1726,0.6798,NO
0.1439,0.9922,NO
0.0769,0.6982,NO
0.1953,1.168,NO
0.2342,2.3603,NO
0.2047,1.4569,NO
0.1823,1.6797,NO
0.1684,1.2682,NO
0.1204,0.6791,NO
0.1751,1.4072,NO
0.3579,3.0337,YES
0.1828,0.6422,NO
0.2083,3.0587,YES
0.2252,0.8575,NO
0.2041,1.1746,NO
0.2007,0.6531,NO
0.0498,1.0741,NO
0.1415,0.7718,NO
0.0515,1.1383,NO
0.1207,1.0028,NO
0.1912,0.8833,NO
0.14,0.9691,NO
0.4038,3.2781,YES
0.3494,3.2928,YES
0.2799,2.9829,YES
0.2675,3.0537,YES
0.2206,1.0638,NO
0.2003,2.9872,YES
0.1168,1.0821,NO
0.0727,0.8401,NO
0.0714,0.5064,NO
0.10800000000000001,0.9008,NO
0.2886,1.9031,NO
0.1427,1.0583,NO
0.0855,1.4762,NO
0.0605,1.0042,NO
0.0532,0.6729,NO
0.1421,0.9356,NO
0.4397,2.6789,YES
0.0607,0.4236,NO
0.2347,2.9214,YES
0.2118,0.8296,NO
0.2048,1.4012,NO
0.2045,0.4217,NO
0.0849,0.9293,NO
0.1035,0.3525,NO
0.0824,0.9461,NO
0.0975,0.5253,NO
0.1702,0.7905,NO
0.1518,0.9303,NO
0.3372,3.1467,YES
0.3303,3.1004,YES
0.314,2.6838,YES
0.1257,2.9461,YES
0.1375,1.0248,NO
0.1128,2.6621,YES
0.099,0.6732,NO
0.1069,0.8125,NO
0.0451,0.6485,NO
0.5095,4.9833,YES
0.1431,2.28,YES
0.1227,1.7831,YES
0.2847,6.379,YES
0.2237,1.0449,NO
0.1065,0.723,NO
0.3266,4.2848,YES
0.0974,1.4605,NO
0.3289,4.7546,YES
0.1059,0.7942,NO
0.2131,1.6031,NO
0.1496,1.6232,NO
0.1474,0.7832,NO
0.0902,0.4,NO
0.0993,1.7353,YES
0.0875,0.966,NO
0.2369,2.9186,YES
0.2129,0.7033,NO
0.1321,2.1513,YES
0.1271,1.2387,NO
0.08,2.1668,NO
0.3025,2.4454,NO
0.12,1.2334,NO
0.3399,4.9406,YES
0.2516,3.0007,NO
0.2081,4.8575,YES
0.1799,0.7495,NO
0.1547,0.4175,NO
0.3595,2.4219,YES
0.2156,1.8148,NO
0.1535,1.1073,NO
0.4159,3.2481,YES
0.1827,0.5388,NO
0.1097,0.2154,NO
0.5448,2.3621,YES
0.191,0.9153,NO
0.4381,2.4586,YES
0.1528,0.4945,NO
0.3264,1.5168,NO
0.3203,1.4739,NO
0.2648,1.1031,NO
0.171,0.3255,NO
0.21899999999999997,1.2884,NO
0.1398,0.5546,NO
0.3673,1.4349,NO
0.1451,0.5452,NO
0.2637,1.0654,NO
0.1991,0.8445,NO
0.1784,1.4596,NO
0.3767,0.8242,NO
0.1917,0.5792,NO
0.3794,2.4124,YES
0.3359,1.4438,NO
