DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_77,Associated
0.0737,0.5203,NO
0.0652,0.6476,NO
0.1144,1.0766,NO
0.2164,0.4852,NO
0.0671,0.1278,NO
0.0906,0.9433,NO
0.0589,0.5562,NO
0.0679,0.2553,NO
0.1689,0.4761,NO
0.2469,1.7493,YES
0.0616,1.0545,NO
0.33799999999999997,2.7471,YES
0.2427,0.4307,NO
0.2231,0.6515,NO
0.2223,0.5875,NO
0.1142,0.2582,NO
0.0706,0.391,NO
0.1109,0.4061,NO
0.0747,0.4275,NO
0.2179,0.4787,NO
0.1147,0.6007,NO
0.0779,2.2001,YES
0.0804,2.2391,YES
0.1668,2.1402,YES
0.24,2.1725,YES
0.1573,0.7911,NO
0.0716,2.3342,YES
0.1205,0.428,NO
0.1072,2.313,YES
0.2444,2.5208,YES
0.3362,0.3054,NO
0.1579,0.5445,NO
0.1148,0.2769,NO
0.1112,0.2361,NO
0.3947,1.5722,YES
0.0957,1.3288,YES
0.1364,0.3933,NO
0.1056,0.0167,NO
0.0981,0.3936,NO
0.1058,0.3025,NO
0.1797,0.8563,NO
0.1526,1.0066,NO
0.1551,0.9841,NO
0.2811,2.0898,YES
0.0766,0.3695,NO
0.1126,1.6424,YES
0.0341,0.2627,NO
0.3399,2.2329,YES
0.0412,0.3062,NO
0.1212,0.083,NO
0.0769,0.14,NO
0.1235,0.1658,NO
0.0802,0.3152,NO
0.1903,0.2225,NO
0.1119,0.0967,NO
0.1008,0.4422,NO
0.0886,0.6181,NO
0.1534,0.5197,NO
0.1331,1.2585,NO
0.2865,0.8466,NO
0.1512,0.6137,NO
0.1666,1.2268,NO
0.1465,0.8032,NO
0.0509,0.1448,NO
0.2187,0.51,NO
0.4574,2.9688,YES
0.1603,1.1831,NO
0.2015,3.8806,YES
0.205,0.4382,NO
0.2168,0.6681,NO
0.2136,0.44799999999999995,NO
0.1919,0.1322,NO
0.1533,1.2058,NO
0.1268,0.1776,NO
0.1947,1.0539,NO
0.1755,0.5309,NO
0.2202,0.9181,NO
0.4465,3.1045,YES
0.4252,3.4484,YES
0.3653,3.1994,YES
0.1771,2.958,YES
0.1659,0.9967,NO
0.1927,2.8785,YES
0.1251,0.602,NO
0.1303,2.3674,YES
0.1814,2.6285,YES
0.3356,1.9336,NO
0.1662,1.0434,NO
0.1507,0.8704,NO
0.1441,1.8979,NO
0.3435,2.2906,YES
0.1243,1.2182,YES
0.1731,1.4419,NO
0.0952,0.6071,NO
0.1364,2.0647,NO
0.0887,1.3861,NO
0.2289,1.9311,NO
0.2088,1.9447,NO
0.2075,1.9089,NO
0.1923,1.6923,YES
0.0927,0.8501,NO
0.0821,1.5053,YES
0.0311,0.9621,NO
0.3081,2.552,YES
0.0406,0.7486,NO
0.1251,0.9056,NO
0.091,1.2974,NO
0.11800000000000001,1.3018,NO
0.1053,1.5133,NO
0.2201,1.3497,NO
0.1351,1.0125,NO
0.1328,1.7104,NO
0.0724,0.5697,NO
0.0244,0.6513,NO
0.1404,1.7931,YES
0.3348,4.3046,YES
0.2937,3.7792,YES
0.14300000000000002,1.3726,YES
0.0826,0.4993,NO
0.013000000000000001,0.1048,NO
0.2103,1.1555,YES
0.1395,0.5184,NO
0.1325,1.77,YES
0.1443,0.9572,NO
0.2165,0.8437,NO
0.1934,0.8326,NO
0.1934,0.8452,NO
0.0572,0.3267,NO
0.2318,4.2458,YES
0.0556,0.2647,NO
0.3609,4.1585,YES
0.1417,0.765,NO
0.255,4.1275,YES
0.0522,0.6165,NO
0.0677,0.6155,NO
0.1439,1.1922,NO
0.0494,0.9167,NO
0.1715,0.9838,YES
0.0964,1.3126,NO
0.1343,1.0781,YES
0.1544,1.1446,NO
0.0732,1.1813,NO
0.1975,1.1312,NO
0.2582,1.0547,NO
0.1977,0.5957,NO
0.1701,1.1001,NO
0.1684,0.9161,NO
0.1225,0.5988,NO
0.1458,0.7558,NO
0.4028,2.6997,YES
0.1577,0.9677,NO
0.2904,3.5225,YES
0.1987,0.6984,NO
0.1756,0.9535,NO
0.1689,0.787,NO
0.054000000000000006,0.6355,NO
0.1469,1.0828,NO
0.0547,0.7461,NO
0.1082,1.1185,NO
0.2019,1.1605,NO
0.1293,1.0544,NO
0.3897,2.9662,YES
0.3612,2.8629,YES
0.2791,2.6515,YES
0.2894,2.805,YES
0.2226,0.9817,NO
0.1753,2.5069999999999997,YES
0.0979,0.96,NO
0.0985,0.7038,NO
0.0774,0.7848,NO
0.1069,2.1615,YES
0.3647,4.8563,YES
0.2531,4.1636,YES
0.1331,1.8328,YES
0.0885,0.4404,NO
0.0604,0.2153,NO
0.2068,1.4273,YES
0.2598,0.8119,NO
0.106,2.3196,YES
0.1459,1.5666,NO
0.2252,1.2217,NO
0.2571,1.3098,NO
0.2375,1.3722,NO
0.1453,0.391,NO
0.2245,4.5068,YES
0.141,0.4669,NO
0.2623,4.3985,YES
0.142,0.9813,NO
0.2555,4.3873,YES
0.2049,1.1317,NO
0.2206,0.9533,NO
0.2228,1.6443,NO
0.1032,1.4978,NO
0.1461,1.3519,YES
0.1116,2.0094,NO
0.1326,1.6557,YES
0.1415,1.0198,NO
0.0745,1.0075,NO
0.2381,1.3283,NO
0.19,0.7689,NO
0.1547,0.2982,NO
0.1997,1.4554,NO
0.1653,0.9459,NO
0.1536,0.3769,NO
0.1999,0.8869,NO
0.1989,3.1081,YES
0.2045,1.4574,NO
0.2447,4.2825,YES
0.2519,0.9755,NO
0.2036,1.4124,NO
0.2033,1.1375,NO
0.0533,0.5419,NO
0.105,0.9268,NO
0.055999999999999994,0.4732,NO
0.1113,0.6909,NO
0.2256,0.7290000000000001,NO
0.0989,0.6722,NO
0.1879,3.5804,YES
0.1445,3.5446,YES
0.1901,3.2507,YES
0.3108,3.3381,YES
0.2405,1.1917,NO
0.1657,3.1602,YES
0.1331,1.0078,NO
0.0949,0.6528,NO
0.1339,0.4254,NO
0.22399999999999998,1.4002,NO
0.1967,0.9125,NO
0.1436,0.6717,NO
0.2079,1.3316,NO
0.1339,0.6804,NO
0.0967,0.2174,NO
0.2198,0.6339,NO
0.3428,2.7538,YES
0.2344,1.1405,NO
0.1736,3.4448,YES
0.1331,0.2443,NO
0.0735,0.41100000000000003,NO
0.0647,0.2784,NO
0.204,0.2039,NO
0.1327,1.321,NO
0.1655,0.2431,NO
0.31,1.272,NO
0.1309,0.7374,NO
0.2819,1.0822,NO
0.4042,2.8191,YES
0.3296,3.1201,YES
0.4941,3.0712,YES
0.1783,2.5525,YES
0.193,1.1278,NO
0.2673,2.5031,YES
0.1726,0.7979,NO
0.1439,0.5861,NO
0.0769,0.5782,NO
0.1953,1.5768,NO
0.2342,1.0263,NO
0.2047,0.6776,NO
0.1823,1.7274,NO
0.1684,0.7774,NO
0.1204,0.1711,NO
0.1751,1.165,NO
0.3579,2.9365,YES
0.1828,1.6213,NO
0.2083,3.8834,YES
0.2252,0.9758,NO
0.2041,1.1219,NO
0.2007,0.9972,NO
0.0498,0.1411,NO
0.1415,1.2279,NO
0.0515,0.2345,NO
0.1207,1.1791,NO
0.1912,0.5434,NO
0.14,0.8324,NO
0.4038,3.333,YES
0.3494,3.3381,YES
0.2799,3.0268,YES
0.2675,3.2583,YES
0.2206,1.3737,NO
0.2003,2.8828,YES
0.1168,1.3748,NO
0.0727,0.7745,NO
0.0714,0.6772,NO
0.10800000000000001,1.1221,NO
0.2886,0.8721,NO
0.1427,0.4806,NO
0.0855,1.0989,NO
0.0605,0.8089,NO
0.0532,0.3473,NO
0.1421,0.4126,NO
0.4397,3.2007,YES
0.0607,0.9633,NO
