DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_84,Associated
0.0737,0.4494,NO
0.0652,0.3206,NO
0.1144,0.5187,NO
0.2164,0.6659,NO
0.0671,0.8463,NO
0.0906,1.4034,NO
0.0589,0.5404,NO
0.0679,0.2742,NO
0.1689,1.1946,NO
0.2469,3.3683,YES
0.0616,0.3624,NO
0.33799999999999997,2.5419,YES
0.2427,0.9528,NO
0.2231,1.0335,NO
0.2223,1.0549,NO
0.1142,0.1431,NO
0.0706,1.798,NO
0.1109,0.2818,NO
0.0747,0.4343,NO
0.2179,0.4823,NO
0.1147,1.0541,NO
0.0779,2.5521,YES
0.0804,2.985,YES
0.1668,2.4571,YES
0.24,2.4509,YES
0.1573,0.5843,NO
0.0716,2.661,YES
0.1205,0.8859,NO
0.1072,0.9701,YES
0.2444,1.6002,YES
0.3362,1.1187,NO
0.1579,0.6109,NO
0.1148,0.6671,NO
0.1112,1.0834,NO
0.3947,1.7777,YES
0.0957,1.835,YES
0.1364,1.006,NO
0.1056,0.5159,NO
0.0981,0.8269,NO
0.1058,0.3298,NO
0.1797,0.6696,NO
0.1526,0.8213,NO
0.1551,0.7761,NO
0.2811,1.5809,YES
0.0766,1.0062,NO
0.1126,1.8152,YES
0.0341,0.7434,NO
0.3399,1.7938,YES
0.0412,0.9204,NO
0.1212,0.6401,NO
0.0769,0.7070000000000001,NO
0.1235,0.6197,NO
0.0802,0.2496,NO
0.1903,0.9456,NO
0.1119,0.5920000000000001,NO
0.1008,0.9513,NO
0.0886,0.5815,NO
0.1534,0.3279,NO
0.1331,0.8190000000000001,NO
0.2865,1.0216,NO
0.1512,1.5226,NO
0.1666,1.7043,NO
0.1465,0.8249,NO
0.0509,0.3316,NO
0.2187,1.5956,NO
0.4574,3.4337,YES
0.1603,0.9127,NO
0.2015,2.6972,YES
0.205,0.4192,NO
0.2168,0.7113,NO
0.2136,0.6687,NO
0.1919,0.4195,NO
0.1533,2.4426,NO
0.1268,0.4306,NO
0.1947,0.9428,NO
0.1755,0.6253,NO
0.2202,1.6957,NO
0.4465,2.8546,YES
0.4252,3.4127,YES
0.3653,2.5589,YES
0.1771,2.8715,YES
0.1659,1.015,NO
0.1927,2.9262,YES
0.1251,1.1434,NO
0.1303,2.3853,YES
0.1814,2.6086,YES
0.3356,2.431,NO
0.1662,1.0498,NO
0.1507,1.1312,NO
0.1441,2.3801,NO
0.3435,2.8282,YES
0.1243,3.139,YES
0.1731,2.1826,NO
0.0952,0.5623,NO
0.1364,2.2177,NO
0.0887,0.5788,NO
0.2289,1.1935,NO
0.2088,1.4723,NO
0.2075,1.4285,NO
0.1923,2.5054,YES
0.0927,1.5189,NO
0.0821,3.1896,YES
0.0311,1.5599,NO
0.3081,3.3656,YES
0.0406,1.4452,NO
0.1251,0.8449,NO
0.091,1.0394,NO
0.11800000000000001,0.6779,NO
0.1053,0.4937,NO
0.2201,2.3994,NO
0.1351,0.9932,NO
0.1328,2.1906,NO
0.0724,0.4618,NO
0.0244,0.5539999999999999,NO
0.1404,2.5189,YES
0.3348,3.8213,YES
0.2937,3.83,YES
0.14300000000000002,2.9466,YES
0.0826,1.3312,NO
0.013000000000000001,0.3136,NO
0.2103,3.0066,YES
0.1395,0.5144,NO
0.1325,2.8355,YES
0.1443,0.2226,NO
0.2165,0.7718,NO
0.1934,1.3030000000000002,NO
0.1934,1.1608,NO
0.0572,0.5047,NO
0.2318,4.3342,YES
0.0556,0.3782,NO
0.3609,4.9479,YES
0.1417,1.2289,NO
0.255,4.298,YES
0.0522,0.5137,NO
0.0677,0.9649,NO
0.1439,0.7127,NO
0.0494,0.5679,NO
0.1715,3.0846,YES
0.0964,1.4340000000000002,NO
0.1343,2.3131,YES
0.1544,0.7749,NO
0.0732,0.264,NO
0.1975,0.7909999999999999,NO
0.2582,1.0776,NO
0.1977,1.3572,NO
0.1701,1.4509,NO
0.1684,0.7633,NO
0.1225,0.5333,NO
0.1458,1.3895,NO
0.4028,3.2356,YES
0.1577,0.6423,NO
0.2904,2.6094,YES
0.1987,0.5631,NO
0.1756,0.6611,NO
0.1689,0.6906,NO
0.054000000000000006,0.5626,NO
0.1469,2.3682,NO
0.0547,0.5949,NO
0.1082,0.8414,NO
0.2019,0.8418,NO
0.1293,1.6229,NO
0.3897,2.6379,YES
0.3612,3.2864,YES
0.2791,2.3617,YES
0.2894,2.5769,YES
0.2226,0.7261,NO
0.1753,2.5401,YES
0.0979,1.0095,NO
0.0985,0.3027,NO
0.0774,0.3138,NO
0.1069,1.3651,YES
0.3647,4.4755,YES
0.2531,4.2252,YES
0.1331,1.4831,YES
0.0885,1.2263,NO
0.0604,0.0947,NO
0.2068,1.7823,YES
0.2598,1.0095,NO
0.106,1.2339,YES
0.1459,0.6913,NO
0.2252,1.1622,NO
0.2571,1.4771,NO
0.2375,1.6174,NO
0.1453,0.187,NO
0.2245,5.1381,YES
0.141,0.0312,NO
0.2623,5.1088,YES
0.142,1.0232,NO
0.2555,4.8149,YES
0.2049,0.4935,NO
0.2206,1.2934,NO
0.2228,0.7523,NO
0.1032,0.9286,NO
0.1461,1.6555,YES
0.1116,0.735,NO
0.1326,1.0107,YES
0.1415,0.4024,NO
0.0745,0.4469,NO
0.2381,0.4127,NO
0.19,0.5262,NO
0.1547,0.8587,NO
0.1997,1.2984,NO
0.1653,0.6379,NO
0.1536,0.5301,NO
0.1999,0.8954,NO
0.1989,3.3899,YES
0.2045,0.1791,NO
0.2447,2.2681,YES
0.2519,0.6244,NO
0.2036,0.7057,NO
0.2033,0.6841,NO
0.0533,0.5726,NO
0.105,1.7762,NO
0.055999999999999994,0.6137,NO
0.1113,0.3658,NO
0.2256,0.4799,NO
0.0989,1.1008,NO
0.1879,2.5907,YES
0.1445,3.0818,YES
0.1901,2.63,YES
0.3108,2.8205,YES
0.2405,0.2688,NO
0.1657,2.7257,YES
0.1331,0.7405,NO
0.0949,0.5566,NO
0.1339,0.3978,NO
0.22399999999999998,0.6115,NO
0.1967,0.7234,NO
0.1436,1.2651,NO
0.2079,1.5225,NO
0.1339,0.7875,NO
0.0967,0.5919,NO
0.2198,1.2516,NO
0.3428,3.9209,YES
0.2344,0.4772,NO
0.1736,2.8443,YES
0.1331,0.2322,NO
0.0735,0.4997,NO
0.0647,0.4335,NO
0.204,0.5959,NO
0.1327,2.2142,NO
0.1655,0.7329,NO
0.31,0.6096,NO
0.1309,0.7141,NO
0.2819,1.4612,NO
0.4042,3.2279,YES
0.3296,3.6568,YES
0.4941,3.0386,YES
0.1783,3.0585,YES
0.193,0.5397,NO
0.2673,3.4004,YES
0.1726,0.8812,NO
0.1439,0.5478,NO
0.0769,0.3687,NO
0.1953,1.0556,NO
0.2342,0.9764,NO
0.2047,1.2551,NO
0.1823,1.8334,NO
0.1684,0.7812,NO
0.1204,0.2777,NO
0.1751,1.7713,NO
0.3579,3.1972,YES
0.1828,1.0231,NO
0.2083,2.5887,YES
0.2252,0.6053,NO
0.2041,0.7006,NO
0.2007,0.7096,NO
0.0498,0.2893,NO
0.1415,2.2361,NO
0.0515,0.3188,NO
0.1207,0.7829999999999999,NO
0.1912,0.6131,NO
0.14,1.5306,NO
0.4038,2.6295,YES
0.3494,3.253,YES
0.2799,2.4131,YES
0.2675,2.5962,YES
0.2206,1.0272,NO
0.2003,2.5534,YES
0.1168,1.3546,NO
0.0727,0.5831,NO
0.0714,0.4923,NO
0.10800000000000001,0.3708,NO
0.2886,0.5418,NO
0.1427,1.0,NO
0.0855,1.2985,NO
0.0605,0.645,NO
0.0532,0.6367,NO
0.1421,0.9996,NO
0.4397,3.6753,YES
0.0607,0.2565,NO
0.2347,2.6873,YES
0.2118,0.522,NO
0.2048,0.6638,NO
0.2045,0.6606,NO
0.0849,0.6133,NO
0.1035,1.9011,NO
0.0824,0.6893,NO
0.0975,0.2954,NO
0.1702,0.5519,NO
0.1518,1.1788,NO
0.3372,2.9262,YES
0.3303,3.3857,YES
0.314,2.8602,YES
0.1257,2.77,YES
0.1375,0.3516,NO
0.1128,2.9932,YES
0.099,0.8925,NO
0.1069,0.7885,NO
0.0451,1.0556,NO
0.5095,4.9199,YES
0.1431,1.2844,YES
0.1227,1.3901,YES
0.2847,6.0492,YES
0.2237,1.6086,NO
0.1065,0.4604,NO
0.3266,5.8083,YES
0.0974,0.1298,NO
0.3289,5.8665,YES
0.1059,0.2536,NO
0.2131,0.7778,NO
0.1496,1.0824,NO
0.1474,0.6025,NO
0.0902,0.7869,NO
0.0993,1.7662,YES
0.0875,0.5936,NO
0.2369,2.9456,YES
0.2129,1.6711,NO
0.1321,1.7080000000000002,YES
0.1271,0.7190000000000001,NO
0.08,0.8833,NO
0.3025,0.7894,NO
0.12,0.7073,NO
0.3399,5.9126,YES
0.2516,2.4731,NO
0.2081,4.9542,YES
0.1799,0.4393,NO
0.1547,0.7011,NO
0.3595,3.2964,YES
0.2156,1.1227,NO
0.1535,1.0197,NO
0.4159,4.5012,YES
0.1827,1.2304,NO
0.1097,0.2334,NO
0.5448,4.3564,YES
0.191,0.2876,NO
0.4381,4.0776,YES
0.1528,0.2716,NO
0.3264,1.3999,NO
0.3203,1.5711,NO
0.2648,1.3771,NO
0.171,0.49,NO
0.21899999999999997,1.4703,NO
0.1398,0.325,NO
0.3673,2.1416,NO
0.1451,1.3346,NO
0.2637,1.1063,NO
0.1991,0.521,NO
0.1784,0.5761,NO
0.3767,0.0389,NO
0.1917,0.8061,NO
0.3794,4.4248,YES
0.3359,1.9794,NO
0.2874,3.3407,YES
0.0798,0.9074,NO
0.0364,1.1602,NO
0.2475,3.9124,YES
0.2794,4.1557,YES
0.2232,4.3452,YES
0.2213,5.3992,YES
0.1233,1.8663,NO
0.0474,0.4915,NO
0.2799,5.0805,YES
0.2328,2.787,NO
0.2608,4.4934,YES
0.1095,1.9140000000000001,NO
0.2365,1.5732,NO
0.2061,2.3923,NO
0.2048,1.9235,NO
0.0456,0.6072,NO
0.1795,5.3908,YES
0.0442,0.56,NO
0.27,5.4863,YES
0.1224,1.7483,NO
0.1913,4.99,YES
0.2397,2.2861,NO
0.2111,3.0084,NO
0.2935,2.7731,NO
0.1155,2.3701,NO
0.243,4.6329,YES
0.1959,3.9009,NO
0.198,4.3443,YES
0.1636,0.539,NO
0.1646,0.9229999999999999,NO
0.3881,3.6283,YES
0.1762,0.9595,NO
0.1649,0.848,NO
0.4197,5.1175,YES
0.1681,1.2073,NO
0.153,0.3079,NO
0.4738,4.8342,YES
0.159,0.8195,NO
0.493,4.4457,YES
0.1456,0.4207,NO
0.2244,1.0183,NO
0.1542,1.179,NO
0.1277,0.8265,NO
0.1775,0.4683,NO
0.2106,1.4855,NO
0.1654,0.2803,NO
0.3557,1.7788,NO
0.0902,0.9778,NO
0.2663,1.3213,NO
0.2218,0.9361,NO
0.1764,1.1472,NO
0.3901,1.1808,NO
0.21600000000000003,1.1438,NO
0.402,4.3344,YES
0.3584,2.3009,NO
0.3239,4.3541,YES
0.0467,0.3378,NO
0.0184,0.3884,NO
0.0544,1.8628,YES
0.1967,4.3211,YES
0.1251,4.2062,YES
0.0526,2.1032,YES
0.0389,1.6249,NO
0.0098,0.2248,NO
0.1204,2.4946,YES
0.1152,0.5999,NO
0.0434,1.8162,YES
0.0994,0.35,NO
0.171,1.0319,NO
0.1733,1.5521,NO
0.1785,1.4141,NO
0.0632,0.4234,NO
0.1652,5.0795,YES
0.0614,0.2588,NO
0.1533,4.9731,YES
0.1347,1.3132,NO
0.1212,4.8418,YES
0.015,0.5893,NO
0.0714,0.9879,NO
0.0698,0.6648,NO
0.035,0.4887,NO
0.0672,2.2044,YES
0.0378,1.0754,NO
0.0637,1.3383,YES
0.3024,2.1335,YES
0.0482,1.6909999999999998,YES
0.3634,1.5832,NO
0.1548,0.7371,NO
0.1459,0.9470000000000001,NO
0.1506,2.0391,NO
0.2394,2.0932,YES
0.3693,2.3777,YES
0.1404,2.0505,NO
0.0758,0.7744,NO
0.1517,1.8345,NO
0.067,0.597,NO
0.2131,0.2573,NO
0.16,0.6829,NO
0.1446,0.6213,NO
0.0844,1.5783,YES
0.095,1.1445,NO
0.2419,2.3597,YES
0.026000000000000002,1.0021,NO
0.2985,2.536,YES
0.0377,1.0578,NO
0.102,0.9753,NO
0.0927,0.7847,NO
0.1259,0.8871,NO
0.1193,0.5714,NO
0.2177,1.9935,NO
0.15,1.3732,NO
0.0996,1.7573,NO
0.0839,0.6986,NO
0.0672,1.1094,NO
0.3068,5.2966,YES
0.1154,1.138,YES
0.0802,1.1804,YES
0.3166,6.6833,YES
0.0868,1.7504,NO
0.0677,0.2977,NO
0.5456,6.3906,YES
0.0938,0.4694,NO
0.3771,6.1212,YES
0.0765,0.4471,NO
0.3042,1.6224,NO
0.1867,1.984,NO
0.2024,1.4858,NO
0.084,0.6948,NO
0.1127,1.6094,YES
0.0773,0.5033,NO
0.3002,2.4715,YES
0.0821,1.6779,NO
0.1969,1.4496,YES
0.1353,1.0731,NO
0.0942,1.0291,NO
0.3023,0.8222,NO
0.1177,1.1459,NO
0.2966,6.1521,YES
0.2621,2.6715,NO
0.3631,5.0977,YES
0.1178,0.603,NO
0.0474,0.9604,NO
0.4277,4.8201,YES
0.2214,1.6364,YES
0.2007,1.7989,YES
0.2467,5.935,YES
0.2192,1.7676,NO
0.1165,0.2981,NO
0.3035,5.8834,YES
0.1886,0.8083,NO
0.2922,5.6283,YES
0.1088,0.8243,NO
0.2277,0.7696,NO
0.1763,0.946,NO
0.1744,0.6186,NO
0.0948,0.5966,NO
0.152,2.3219,YES
0.0882,0.3761,NO
0.2267,2.7719,YES
0.1968,1.5419999999999998,NO
0.1574,2.1302,YES
0.2134,1.2666,NO
0.1846,1.6768,NO
0.3004,1.1515,NO
0.1322,1.2638,NO
0.3039,5.4273,YES
0.2341,2.3256,NO
0.2137,4.6605,YES
0.1342,0.8106,NO
0.1099,1.2735,NO
0.526,5.0438,YES
0.1623,1.2513,YES
0.1996,1.5962,YES
0.3297,6.8181,YES
0.22699999999999998,1.7873,NO
0.1622,0.5126,NO
0.3372,6.352,YES
0.1102,1.2453,NO
0.3901,5.9986,YES
0.1022,0.713,NO
0.1483,0.8805,NO
0.0862,1.1759,NO
0.0629,0.6128,NO
0.2034,0.7609999999999999,NO
0.1682,2.4151,YES
0.1975,0.6902,NO
0.3422,3.091,YES
0.1773,1.5516,NO
0.2514,2.1893,YES
0.1754,1.6334,NO
0.1301,1.6977,NO
0.3619,2.0778,NO
0.1715,1.6577,NO
0.3452,6.0843,YES
0.3259,3.8196,NO
0.258,5.3519,YES
0.0709,0.6328,NO
0.0732,0.9839,NO
0.3094,4.6486,YES
0.1091,1.3982,YES
0.0665,1.4145,YES
0.2941,6.2792,YES
0.0664,1.6912,NO
0.0556,0.3267,NO
0.5229,6.1406,YES
0.1003,0.851,NO
0.3604,5.5218,YES
0.08800000000000001,0.4922,NO
0.2859,1.2795,NO
0.1263,1.3122,NO
0.1497,1.0275,NO
0.1047,0.5772,NO
0.1031,2.2834,YES
0.1016,0.3302,NO
0.3066,2.3722,YES
0.0639,1.4076,NO
0.2147,2.037,YES
0.1277,1.1645,NO
0.0813,1.3414,NO
0.3135,1.2678,NO
0.1095,1.2423,NO
0.302,5.3621,YES
0.2369,2.4521,NO
0.4263,4.9235,YES
0.1151,0.3901,NO
0.0905,0.3326,NO
0.1028,1.5943,YES
0.3566,4.0676,YES
0.2651,4.1525,YES
0.1542,1.8765,YES
0.094,1.4631,NO
0.0554,0.2639,NO
0.2037,2.1599,YES
0.1971,1.1163,NO
0.1126,1.4769,YES
0.1418,0.677,NO
0.2488,0.8146,NO
0.2731,1.3142,NO
0.2523,1.1933,NO
0.1698,0.5407,NO
0.2266,5.0805,YES
0.1648,0.3923,NO
0.2745,4.5663,YES
0.1508,1.0863,NO
0.2653,4.8121,YES
0.1206,1.1243,NO
0.1613,1.6138,NO
0.1611,1.0828,NO
0.1018,1.0696,NO
0.152,1.7148,YES
0.1186,1.449,NO
0.1207,1.1649,YES
0.1201,0.3131,NO
0.10300000000000001,0.4524,NO
0.254,2.3765,YES
0.3285,4.0589,YES
0.3624,4.2773,YES
0.2593,3.3736,YES
0.0981,1.4615,NO
0.0792,0.2089,NO
0.2917,3.5535,YES
0.1836,1.2356,NO
0.3039,2.8322,YES
0.1342,0.5713,NO
0.1448,0.6952,NO
0.1036,1.1513,NO
0.0702,1.0224,NO
0.1825,0.4089,NO
0.2937,5.3617,YES
0.1772,0.2285,NO
0.5728,5.3372,YES
0.0892,1.0469,NO
0.4594,5.0534,YES
0.1677,1.1978,NO
0.1461,1.6716,NO
0.2985,1.4713,NO
0.1348,1.1659,NO
0.2479,3.2057,YES
0.2298,2.4734,NO
0.2345,2.3866,YES
0.08900000000000001,0.5991,NO
0.0394,0.7794,NO
0.1381,1.4871,NO
0.2108,1.1805,NO
0.0676,1.0205,NO
0.0957,1.8449,NO
0.0963,1.3329,NO
0.0435,0.5752,NO
0.2592,1.8148,NO
0.1291,0.6319,NO
0.0785,1.155,NO
0.1052,0.5138,NO
0.4225,2.0976,YES
0.3368,2.3152,YES
0.3938,2.1233,YES
0.0766,0.5104,NO
0.0711,1.611,NO
0.0797,0.6575,NO
0.0531,1.3274,NO
0.1551,1.2242,NO
0.077,1.2804,NO
0.0463,0.6933,NO
0.0745,0.6712,NO
0.1014,0.3876,NO
0.0541,0.5321,NO
0.1685,1.6564,NO
0.0541,0.9597,NO
0.2105,0.8954,NO
0.1239,2.1595,YES
0.289,2.1441,YES
0.2752,1.0264,NO
0.1653,0.3921,NO
0.0814,0.4624,NO
0.0623,0.6752,NO
0.32899999999999996,2.3689,YES
0.1249,3.0293,YES
0.0968,0.5515,NO
0.1519,0.2197,NO
0.0533,0.6944,NO
0.1784,0.2755,NO
0.1661,0.465,NO
0.1504,0.8195,NO
0.1562,0.7562,NO
0.3075,2.336,YES
0.0597,0.5471,NO
0.1815,3.0852,YES
0.0336,0.6292,NO
0.3735,3.0655,YES
0.0877,0.4964,NO
0.1163,0.4421,NO
0.0418,0.44799999999999995,NO
0.1354,0.1916,NO
0.0948,0.2064,NO
0.1407,0.9271,NO
0.0821,0.4863,NO
0.0894,0.6858,NO
0.0416,0.3039,NO
0.0131,0.4564,NO
0.1203,2.072,YES
0.2886,4.2028,YES
0.2879,4.0931,YES
0.1294,2.3072,YES
0.0498,1.2648,NO
0.0139,0.0852,NO
0.1999,2.5660000000000003,YES
0.1109,0.5713,NO
0.1389,2.0519,YES
0.0996,0.2761,NO
0.1977,1.0762,NO
0.1726,1.6057,NO
0.1805,1.5705,NO
0.0204,0.1929,NO
0.2123,4.7932,YES
0.0198,0.0961,NO
0.3536,5.1872,YES
0.1039,0.9908,NO
0.2827,4.7189,YES
0.0426,0.4592,NO
0.0387,0.8307,NO
0.1228,0.8455,NO
0.0373,0.6048,NO
0.1359,2.3963,YES
0.0808,1.0651,NO
0.1119,1.6039,YES
0.3458,2.0304,YES
0.0264,1.4291,YES
0.3473,0.7379,NO
0.1555,0.4529,NO
0.0906,0.4784,NO
0.107,0.4972,NO
0.226,1.6558,YES
0.4184,2.351,YES
0.1111,0.4545,NO
0.1017,0.0614,NO
0.09699999999999999,0.5295,NO
0.1058,0.1239,NO
0.1741,0.4377,NO
0.1373,0.6594,NO
0.132,0.6965,NO
0.1138,1.5877,YES
0.0766,0.544,NO
0.3242,2.3466,YES
0.0297,0.6562,NO
0.3407,2.4379,YES
0.0387,0.5555,NO
0.0621,0.1631,NO
0.076,0.2173,NO
0.1266,0.0508,NO
0.0726,0.1152,NO
0.192,0.6802,NO
0.1128,0.1625,NO
0.0813,0.4155,NO
0.1238,0.3273,NO
0.0659,0.4712,NO
0.0991,0.4165,NO
0.2168,0.8170000000000001,NO
0.0941,0.9297,NO
0.1226,1.2387,NO
0.0797,0.6609,NO
0.0869,0.4969,NO
0.1921,0.9691,NO
0.2119,2.9332,YES
0.0845,0.1968,NO
0.1963,1.9598,YES
0.24100000000000002,0.8666,NO
0.263,0.8572,NO
0.2504,0.9285,NO
0.1414,0.4289,NO
0.0983,1.8446,NO
0.1658,0.4715,NO
0.1333,0.6401,NO
0.2072,0.4423,NO
0.1519,1.2048,NO
0.1227,2.1528,YES
0.1324,2.6806,YES
0.1581,2.1986,YES
0.1927,2.3183,YES
0.1378,0.4037,NO
0.09699999999999999,2.2557,YES
0.11900000000000001,0.7772,NO
0.3612,2.0901,YES
0.0488,1.4481,YES
0.2823,0.7265,NO
0.1584,0.1923,NO
0.065,0.3352,NO
0.0678,0.6433,NO
0.1652,1.6904,YES
0.4499,2.3712,YES
0.0947,0.5626,NO
0.1079,0.337,NO
0.0645,0.5863,NO
0.1095,0.3242,NO
0.1665,0.3662,NO
0.1472,0.5852,NO
0.1463,0.5748,NO
0.1261,1.6238,YES
0.0528,0.4208,NO
0.3791,2.3783,YES
0.0329,0.2686,NO
0.3577,2.4098,YES
0.062,0.3913,NO
0.0477,0.4382,NO
0.0457,0.40399999999999997,NO
0.1274,0.3537,NO
0.0681,0.2425,NO
0.1427,0.7042,NO
0.0804,0.4116,NO
0.0769,0.5488,NO
0.1422,1.1189,NO
0.0613,0.8635,NO
0.1484,1.5439,NO
0.1778,0.7321,NO
0.1025,1.1083,NO
0.1545,2.0267,NO
0.1529,1.4668,NO
0.1098,1.2405,NO
0.1753,1.8659999999999999,NO
0.1807,2.4477,YES
0.134,1.3777,NO
0.2818,1.9409,YES
0.2438,0.6004,NO
0.2385,0.8783,NO
0.2176,0.7896,NO
0.0807,1.1928,NO
0.0972,1.6678,NO
0.0862,1.3629,NO
0.0815,0.7572,NO
0.2286,1.5948,NO
0.0804,1.1481,NO
0.0972,2.2026,YES
0.105,2.6111,YES
0.1237,1.8798,YES
0.2731,2.3115,YES
0.1937,1.4406,NO
0.1151,2.1626,YES
0.1052,1.2116,NO
