DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_83,Associated
0.0737,0.4044,NO
0.0652,0.0552,NO
0.1144,0.4359,NO
0.2164,0.3167,NO
0.0671,0.0869,NO
0.0906,0.2626,NO
0.0589,0.4458,NO
0.0679,0.0855,NO
0.1689,0.5094,NO
0.2469,1.6168,YES
0.0616,0.19699999999999998,NO
0.33799999999999997,0.7879,YES
0.2427,0.268,NO
0.2231,0.5022,NO
0.2223,0.0903,NO
0.1142,0.1258,NO
0.0706,0.3581,NO
0.1109,0.0984,NO
0.0747,0.4753,NO
0.2179,0.0465,NO
0.1147,0.4572,NO
0.0779,0.8313,YES
0.0804,1.6459,YES
0.1668,0.7434,YES
0.24,1.4776,YES
0.1573,0.3264,NO
0.0716,1.7779,YES
0.1205,0.3472,NO
0.1072,1.1313,YES
0.2444,0.6435,YES
0.3362,0.5314,NO
0.1579,0.28300000000000003,NO
0.1148,0.1354,NO
0.1112,0.6908,NO
0.3947,1.5041,YES
0.0957,1.1179,YES
0.1364,0.523,NO
0.1056,0.2923,NO
0.0981,0.4694,NO
0.1058,0.1637,NO
0.1797,0.491,NO
0.1526,0.6966,NO
0.1551,0.2823,NO
0.2811,0.3152,YES
0.0766,0.3697,NO
0.1126,1.1815,YES
0.0341,0.5066,NO
0.3399,0.5962,YES
0.0412,0.3996,NO
0.1212,0.2248,NO
0.0769,0.3809,NO
0.1235,0.2961,NO
0.0802,0.3522,NO
0.1903,0.4554,NO
0.1119,0.2453,NO
0.1008,0.3659,NO
0.0886,0.6157,NO
0.1534,0.3267,NO
0.1331,0.4732,NO
0.2865,0.4135,NO
0.1512,0.2481,NO
0.1666,0.5133,NO
0.1465,0.5803,NO
0.0509,0.174,NO
0.2187,0.4365,NO
0.4574,1.1911,YES
0.1603,0.456,NO
0.2015,1.1866,YES
0.205,0.361,NO
0.2168,0.5491,NO
0.2136,0.2216,NO
0.1919,0.1682,NO
0.1533,0.46799999999999997,NO
0.1268,0.2351,NO
0.1947,0.8485,NO
0.1755,0.2108,NO
0.2202,0.5546,NO
0.4465,1.2215,YES
0.4252,1.3345,YES
0.3653,0.6964,YES
0.1771,1.0225,YES
0.1659,0.4766,NO
0.1927,1.6198,YES
0.1251,0.3461,NO
0.1303,1.8303,YES
0.1814,1.3643,YES
0.3356,0.7439,NO
0.1662,0.1686,NO
0.1507,0.1336,NO
0.1441,0.821,NO
0.3435,2.2519,YES
0.1243,1.3593,YES
0.1731,0.6348,NO
0.0952,0.0399,NO
0.1364,0.5647,NO
0.0887,0.16,NO
0.2289,0.3716,NO
0.2088,0.4749,NO
0.2075,0.153,NO
0.1923,0.3975,YES
0.0927,0.4445,NO
0.0821,1.5030000000000001,YES
0.0311,0.3635,NO
0.3081,1.4219,YES
0.0406,0.2863,NO
0.1251,0.1147,NO
0.091,0.3864,NO
0.11800000000000001,0.2482,NO
0.1053,0.1725,NO
0.2201,0.7077,NO
0.1351,0.1654,NO
0.1328,0.353,NO
0.0724,0.6148,NO
0.0244,0.4143,NO
0.1404,0.6835,YES
0.3348,0.8823,YES
0.2937,1.0015,YES
0.14300000000000002,0.7155,YES
0.0826,0.5023,NO
0.013000000000000001,0.2231,NO
0.2103,0.5223,YES
0.1395,0.1902,NO
0.1325,0.5489,YES
0.1443,0.3432,NO
0.2165,0.5568,NO
0.1934,0.5426,NO
0.1934,0.3745,NO
0.0572,0.2206,NO
0.2318,1.045,YES
0.0556,0.2824,NO
0.3609,2.369,YES
0.1417,0.3548,NO
0.255,1.2468,YES
0.0522,0.2631,NO
0.0677,0.5851,NO
0.1439,0.3799,NO
0.0494,0.2404,NO
0.1715,0.6147,YES
0.0964,0.4833,NO
0.1343,0.5548,YES
0.1544,0.7545,NO
0.0732,0.4702,NO
0.1975,0.6478,NO
0.2582,0.6391,NO
0.1977,0.3897,NO
0.1701,0.6789,NO
0.1684,0.7653,NO
0.1225,0.1651,NO
0.1458,0.5724,NO
0.4028,1.8691,YES
0.1577,0.5624,NO
0.2904,1.7338,YES
0.1987,0.3776,NO
0.1756,0.6594,NO
0.1689,0.1756,NO
0.054000000000000006,0.2494,NO
0.1469,0.5886,NO
0.0547,0.2399,NO
0.1082,1.1287,NO
0.2019,0.3674,NO
0.1293,0.6811,NO
0.3897,1.6924,YES
0.3612,2.0888,YES
0.2791,0.8804,YES
0.2894,1.6934,YES
0.2226,0.7836,NO
0.1753,2.6013,YES
0.0979,0.4959,NO
0.0985,0.6271,NO
0.0774,0.2922,NO
0.1069,1.5109,YES
0.3647,1.1456,YES
0.2531,1.6888,YES
0.1331,1.8142,YES
0.0885,0.2767,NO
0.0604,0.1125,NO
0.2068,0.996,YES
0.2598,0.1765,NO
0.106,0.6163,YES
0.1459,0.1164,NO
0.2252,0.569,NO
0.2571,0.9575,NO
0.2375,0.4425,NO
0.1453,0.2833,NO
0.2245,1.1442,YES
0.141,0.165,NO
0.2623,2.9271,YES
0.142,0.2714,NO
0.2555,1.9819,YES
0.2049,0.0435,NO
0.2206,0.3125,NO
0.2228,0.5075,NO
0.1032,0.1003,NO
0.1461,0.943,YES
0.1116,0.3075,NO
0.1326,1.3921,YES
0.1415,0.3072,NO
0.0745,0.0665,NO
0.2381,0.3515,NO
0.19,0.564,NO
0.1547,0.2801,NO
0.1997,0.3734,NO
0.1653,0.6033,NO
0.1536,0.2375,NO
0.1999,0.4849,NO
0.1989,1.4626,YES
0.2045,0.2716,NO
0.2447,1.359,YES
0.2519,0.4922,NO
0.2036,0.6232,NO
0.2033,0.3329,NO
0.0533,0.0905,NO
0.105,0.369,NO
0.055999999999999994,0.3305,NO
0.1113,0.7211,NO
0.2256,0.1746,NO
0.0989,0.368,NO
0.1879,1.3873,YES
0.1445,1.3057,YES
0.1901,0.6691,YES
0.3108,1.4199,YES
0.2405,0.5139,NO
0.1657,1.7258,YES
0.1331,0.141,NO
0.0949,0.5048,NO
0.1339,0.1732,NO
0.22399999999999998,0.9271,NO
0.1967,0.5464,NO
0.1436,0.2906,NO
0.2079,0.8224,NO
0.1339,0.513,NO
0.0967,0.0292,NO
0.2198,0.7614,NO
0.3428,1.692,YES
0.2344,0.4288,NO
0.1736,1.1261,YES
0.1331,0.2422,NO
0.0735,0.49,NO
0.0647,0.0939,NO
0.204,0.1186,NO
0.1327,0.5282,NO
0.1655,0.1651,NO
0.31,1.0611,NO
0.1309,0.1246,NO
