DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_35,Associated
0.0737,0.3562,NO
0.0652,0.5623,NO
0.1144,0.5454,NO
0.2164,0.9692,NO
0.0671,0.6393,NO
0.0906,0.7781,NO
0.0589,0.6931,NO
0.0679,0.7336,NO
0.1689,0.2864,NO
0.2469,2.3102,YES
0.0616,0.8776,NO
0.33799999999999997,1.9823,YES
0.2427,0.1307,NO
0.2231,0.1046,NO
0.2223,0.258,NO
0.1142,0.345,NO
0.0706,0.6733,NO
0.1109,0.4351,NO
0.0747,0.7709,NO
0.2179,0.893,NO
0.1147,1.0204,NO
0.0779,1.9318,YES
0.0804,2.0401,YES
0.1668,2.3694,YES
0.24,1.9846,YES
0.1573,0.4348,NO
0.0716,1.8373,YES
0.1205,0.5854,NO
0.1072,1.1773,YES
0.2444,1.6587,YES
0.3362,1.2191,NO
0.1579,1.248,NO
0.1148,1.0539,NO
0.1112,0.9314,NO
0.3947,2.415,YES
0.0957,1.9283,YES
0.1364,1.0694,NO
0.1056,0.7899,NO
0.0981,1.2879,NO
0.1058,0.8909999999999999,NO
0.1797,1.0402,NO
0.1526,0.9554,NO
0.1551,1.187,NO
0.2811,1.3783,YES
0.0766,1.2969,NO
0.1126,1.2319,YES
0.0341,1.561,NO
0.3399,2.0506,YES
0.0412,1.2008,NO
0.1212,1.0766,NO
0.0769,0.7084,NO
0.1235,0.9608,NO
0.0802,1.08,NO
0.1903,1.2244,NO
0.1119,0.9736,NO
0.1008,1.5496,NO
0.0886,0.2474,NO
0.1534,0.2704,NO
0.1331,0.45,NO
0.2865,1.0456,NO
0.1512,1.0637,NO
0.1666,0.7391,NO
0.1465,0.5679,NO
0.0509,0.5726,NO
0.2187,0.4733,NO
0.4574,2.8817,YES
0.1603,1.1441,NO
0.2015,2.3885,YES
0.205,0.3649,NO
0.2168,0.386,NO
0.2136,0.3494,NO
0.1919,0.2575,NO
0.1533,0.9394,NO
0.1268,0.1969,NO
0.1947,1.0838,NO
0.1755,0.6733,NO
0.2202,1.2336,NO
0.4465,2.8601,YES
0.4252,2.8486,YES
0.3653,3.0060000000000002,YES
0.1771,2.5521,YES
0.1659,0.5667,NO
0.1927,2.8155,YES
0.1251,0.9158,NO
0.1303,1.9114,YES
0.1814,1.7243,YES
0.3356,1.0395,NO
0.1662,0.9199,NO
0.1507,0.4045,NO
0.1441,1.1728,NO
0.3435,3.1585,YES
0.1243,2.6933,YES
0.1731,0.9884,NO
0.0952,0.7373,NO
0.1364,1.3319,NO
0.0887,0.8434,NO
0.2289,1.6542,NO
0.2088,1.6552,NO
0.2075,1.91,NO
0.1923,1.5112,YES
0.0927,0.4929,NO
0.0821,1.9535,YES
0.0311,1.0163,NO
0.3081,2.8674,YES
0.0406,0.6081,NO
0.1251,0.7658,NO
0.091,0.4884,NO
0.11800000000000001,1.3431,NO
0.1053,1.1787,NO
0.2201,1.0687,NO
0.1351,0.4239,NO
0.1328,1.8904,NO
0.0724,0.5408,NO
0.0244,0.5836,NO
0.1404,1.8719,YES
0.3348,4.1794,YES
0.2937,4.0843,YES
0.14300000000000002,1.7378,YES
0.0826,0.9215,NO
0.013000000000000001,0.4273,NO
0.2103,2.3302,YES
0.1395,0.6553,NO
0.1325,2.0005,YES
0.1443,0.6133,NO
0.2165,0.8701,NO
0.1934,0.8312,NO
0.1934,1.0306,NO
0.0572,0.2999,NO
0.2318,4.744,YES
0.0556,0.3913,NO
0.3609,5.2479,YES
0.1417,0.4608,NO
0.255,5.1394,YES
0.0522,0.9973,NO
0.0677,0.3278,NO
0.1439,0.5404,NO
0.0494,0.5984,NO
0.1715,1.9718,YES
0.0964,0.9479,NO
0.1343,1.653,YES
0.1544,0.8436,NO
0.0732,0.45299999999999996,NO
0.1975,0.7416,NO
0.2582,1.0242,NO
0.1977,0.9224,NO
0.1701,1.1126,NO
0.1684,1.0825,NO
0.1225,0.8673,NO
0.1458,0.7269,NO
0.4028,2.9037,YES
0.1577,1.6034,NO
0.2904,2.6481,YES
0.1987,0.6662,NO
0.1756,0.7106,NO
0.1689,0.7424,NO
0.054000000000000006,0.2328,NO
0.1469,1.0023,NO
0.0547,0.6851,NO
0.1082,1.1926,NO
0.2019,1.3118,NO
0.1293,1.1456,NO
0.3897,2.7639,YES
0.3612,2.8478,YES
0.2791,3.1121,YES
0.2894,2.8523,YES
0.2226,1.1644,NO
0.1753,2.6138,YES
0.0979,1.3845,NO
0.0985,0.46,NO
0.0774,0.4067,NO
0.1069,1.946,YES
0.3647,4.2104,YES
0.2531,3.9485,YES
0.1331,1.7449,YES
0.0885,0.7596,NO
0.0604,0.2642,NO
0.2068,2.0364,YES
0.2598,1.0894,NO
0.106,1.794,YES
0.1459,0.8707,NO
0.2252,0.5952,NO
0.2571,0.3523,NO
0.2375,0.4955,NO
0.1453,0.1477,NO
0.2245,4.3038,YES
0.141,0.2853,NO
0.2623,4.7154,YES
0.142,0.198,NO
0.2555,4.9958,YES
0.2049,1.4072,NO
0.2206,0.7105,NO
0.2228,0.7768,NO
0.1032,0.764,NO
0.1461,1.9053,YES
0.1116,1.3985,NO
0.1326,1.4915,YES
0.1415,0.8853,NO
0.0745,0.5846,NO
0.2381,0.5202,NO
0.19,1.0345,NO
0.1547,1.0239,NO
0.1997,0.6970000000000001,NO
0.1653,1.2109999999999999,NO
