DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_97,Associated
0.0737,0.2356,NO
0.0652,0.0556,NO
0.1144,0.2323,NO
0.2164,0.3093,NO
0.0671,0.1298,NO
0.0906,0.1782,NO
0.0589,0.2574,NO
0.0679,0.2574,NO
0.1689,0.2323,NO
0.2469,0.5328,YES
0.0616,0.2323,NO
0.33799999999999997,0.4567,YES
0.2427,0.2918,NO
0.2231,0.282,NO
0.2223,0.2206,NO
0.1142,0.2574,NO
0.0706,0.1393,NO
0.1109,0.2574,NO
0.0747,0.1402,NO
0.2179,0.2574,NO
0.1147,0.1055,NO
0.0779,0.7677,YES
0.0804,0.7677,YES
0.1668,0.3311,YES
0.24,0.7677,YES
0.1573,0.2323,NO
0.0716,0.3311,YES
0.1205,0.2323,NO
0.1072,1.0,YES
0.2444,0.6914,YES
0.3362,0.2893,NO
0.1579,0.2165,NO
0.1148,0.2165,NO
0.1112,0.2387,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.1715,NO
0.1056,0.1092,NO
0.0981,0.2113,NO
0.1058,0.1939,NO
0.1797,0.2584,NO
0.1526,0.3144,NO
0.1551,0.1953,NO
0.2811,0.6914,YES
0.0766,0.2165,NO
0.1126,0.8716,YES
0.0341,0.2165,NO
0.3399,0.6914,YES
0.0412,0.1542,NO
0.1212,0.0978,NO
0.0769,0.2456,NO
0.1235,0.1939,NO
0.0802,0.1939,NO
0.1903,0.2113,NO
0.1119,0.1778,NO
0.1008,0.2113,NO
0.0886,0.3088,NO
0.1534,0.294,NO
0.1331,0.2287,NO
0.2865,0.5644,NO
0.1512,0.2613,NO
0.1666,0.2297,NO
0.1465,0.2254,NO
0.0509,0.1316,NO
0.2187,0.2088,NO
0.4574,0.9462,YES
0.1603,0.2785,NO
0.2015,1.0,YES
0.205,0.21,NO
0.2168,0.35200000000000004,NO
0.2136,0.1697,NO
0.1919,0.3167,NO
0.1533,0.4175,NO
0.1268,0.294,NO
0.1947,0.3765,NO
0.1755,0.294,NO
0.2202,0.3078,NO
0.4465,0.83,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.303,NO
0.1927,1.0,YES
0.1251,0.2487,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.2893,NO
0.1662,0.151,NO
0.1507,0.1325,NO
0.1441,0.2479,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.2012,NO
0.0952,0.2193,NO
0.1364,0.2479,NO
0.0887,0.2251,NO
0.2289,0.3157,NO
0.2088,0.3144,NO
0.2075,0.2386,NO
0.1923,1.0,YES
0.0927,0.1922,NO
0.0821,1.0,YES
0.0311,0.1909,NO
0.3081,1.0,YES
0.0406,0.1607,NO
0.1251,0.316,NO
0.091,0.316,NO
0.11800000000000001,0.2251,NO
0.1053,0.316,NO
0.2201,0.2479,NO
0.1351,0.2187,NO
0.1328,0.2479,NO
0.0724,0.3011,NO
0.0244,0.2011,NO
0.1404,1.0,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6382,YES
0.0826,0.3189,NO
0.013000000000000001,0.1327,NO
0.2103,1.0,YES
0.1395,0.2629,NO
0.1325,1.0,YES
0.1443,0.1787,NO
0.2165,0.3031,NO
0.1934,0.42,NO
0.1934,0.0666,NO
0.0572,0.2011,NO
0.2318,1.0,YES
0.0556,0.2011,NO
0.3609,1.0,YES
0.1417,0.304,NO
0.255,1.0,YES
0.0522,0.1371,NO
0.0677,0.462,NO
0.1439,0.4471,NO
0.0494,0.1787,NO
0.1715,1.0,YES
0.0964,0.4382,NO
0.1343,1.0,YES
0.1544,0.32,NO
0.0732,0.272,NO
0.1975,0.4528,NO
0.2582,0.5352,NO
0.1977,0.2531,NO
0.1701,0.289,NO
0.1684,0.2866,NO
0.1225,0.2866,NO
0.1458,0.4528,NO
0.4028,0.8971,YES
0.1577,0.4528,NO
0.2904,1.0,YES
0.1987,0.2438,NO
0.1756,0.3511,NO
0.1689,0.19699999999999998,NO
0.054000000000000006,0.3282,NO
0.1469,0.4327,NO
0.0547,0.272,NO
0.1082,0.3613,NO
0.2019,0.272,NO
0.1293,0.2918,NO
0.3897,0.9187,YES
0.3612,0.9481,YES
0.2791,0.9481,YES
0.2894,1.0,YES
0.2226,0.4528,NO
0.1753,0.9481,YES
0.0979,0.4528,NO
0.0985,0.3011,NO
0.0774,0.0688,NO
0.1069,1.0,YES
0.3647,1.0,YES
0.2531,0.5589,YES
0.1331,0.6382,YES
0.0885,0.174,NO
0.0604,0.174,NO
0.2068,1.0,YES
0.2598,0.3781,NO
0.106,1.0,YES
0.1459,0.4608,NO
0.2252,0.3031,NO
0.2571,0.3522,NO
0.2375,0.2074,NO
0.1453,0.174,NO
0.2245,1.0,YES
0.141,0.174,NO
0.2623,1.0,YES
0.142,0.304,NO
0.2555,1.0,YES
0.2049,0.3157,NO
0.2206,0.462,NO
0.2228,0.3496,NO
0.1032,0.4608,NO
0.1461,1.0,YES
0.1116,0.2619,NO
0.1326,1.0,YES
0.1415,0.3496,NO
0.0745,0.0724,NO
0.2381,0.42700000000000005,NO
0.19,0.5644,NO
0.1547,0.2813,NO
0.1997,0.3877,NO
0.1653,0.4164,NO
0.1536,0.1187,NO
0.1999,0.42700000000000005,NO
0.1989,0.9462,YES
0.2045,0.4964,NO
0.2447,1.0,YES
0.2519,0.2244,NO
0.2036,0.3824,NO
0.2033,0.1078,NO
0.0533,0.0991,NO
0.105,0.2405,NO
0.055999999999999994,0.188,NO
0.1113,0.3844,NO
0.2256,0.1656,NO
0.0989,0.3438,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.42700000000000005,NO
0.1657,1.0,YES
0.1331,0.42700000000000005,NO
0.0949,0.32,NO
0.1339,0.1871,NO
0.22399999999999998,0.3237,NO
0.1967,0.5644,NO
0.1436,0.203,NO
0.2079,0.3745,NO
0.1339,0.3004,NO
0.0967,0.1069,NO
0.2198,0.33899999999999997,NO
0.3428,0.9462,YES
0.2344,0.3905,NO
0.1736,1.0,YES
0.1331,0.2244,NO
0.0735,0.3673,NO
0.0647,0.1078,NO
0.204,0.3282,NO
0.1327,0.4327,NO
0.1655,0.188,NO
0.31,0.4156,NO
0.1309,0.1871,NO
0.2819,0.4156,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.3271,NO
0.2673,1.0,YES
0.1726,0.3271,NO
0.1439,0.3496,NO
0.0769,0.0951,NO
0.1953,0.2512,NO
0.2342,0.5644,NO
0.2047,0.2813,NO
0.1823,0.2964,NO
0.1684,0.4164,NO
0.1204,0.1187,NO
0.1751,0.2683,NO
0.3579,0.9462,YES
0.1828,0.4964,NO
0.2083,1.0,YES
0.2252,0.281,NO
0.2041,0.3824,NO
0.2007,0.22699999999999998,NO
0.0498,0.2091,NO
0.1415,0.2756,NO
0.0515,0.1548,NO
0.1207,0.3844,NO
0.1912,0.1363,NO
0.14,0.3438,NO
0.4038,0.83,YES
0.3494,1.0,YES
0.2799,1.0,YES
0.2675,1.0,YES
0.2206,0.2036,NO
0.2003,1.0,YES
0.1168,0.3251,NO
0.0727,0.3496,NO
0.0714,0.1493,NO
0.10800000000000001,0.3649,NO
0.2886,0.5644,NO
0.1427,0.2813,NO
0.0855,0.2329,NO
0.0605,0.4164,NO
0.0532,0.2173,NO
0.1421,0.3649,NO
0.4397,0.9462,YES
0.0607,0.4964,NO
0.2347,1.0,YES
0.2118,0.282,NO
0.2048,0.3824,NO
0.2045,0.2131,NO
0.0849,0.3282,NO
0.1035,0.4327,NO
0.0824,0.2173,NO
0.0975,0.3847,NO
0.1702,0.2173,NO
0.1518,0.3438,NO
0.3372,0.83,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.3649,NO
0.1128,1.0,YES
0.099,0.3649,NO
0.1069,0.3009,NO
0.0451,0.1504,NO
0.5095,1.0,YES
0.1431,0.5061,YES
0.1227,0.2829,YES
0.2847,1.0,YES
0.2237,0.4024,NO
0.1065,0.2734,NO
0.3266,1.0,YES
0.0974,0.1689,NO
0.3289,1.0,YES
0.1059,0.1594,NO
0.2131,0.2992,NO
0.1496,0.3191,NO
0.1474,0.2417,NO
0.0902,0.2734,NO
0.0993,0.4136,YES
0.0875,0.2734,NO
0.2369,0.516,YES
0.2129,0.2734,NO
0.1321,0.4136,YES
0.1271,0.1983,NO
0.08,0.2604,NO
0.3025,0.6069,NO
0.12,0.2153,NO
0.3399,1.0,YES
0.2516,0.578,NO
0.2081,1.0,YES
0.1799,0.1238,NO
0.1547,0.1382,NO
0.3595,1.0,YES
0.2156,0.4032,NO
0.1535,0.2717,NO
0.4159,0.9027,YES
0.1827,0.1781,NO
0.1097,0.1287,NO
0.5448,0.9273,YES
0.191,0.2414,NO
0.4381,0.5866,YES
0.1528,0.2942,NO
0.3264,0.2928,NO
0.3203,0.474,NO
0.2648,0.2213,NO
0.171,0.1661,NO
0.21899999999999997,0.6395,NO
0.1398,0.1067,NO
0.3673,0.6395,NO
0.1451,0.1226,NO
0.2637,0.6395,NO
0.1991,0.2016,NO
0.1784,0.2676,NO
0.3767,0.2859,NO
0.1917,0.2942,NO
0.3794,0.62,YES
0.3359,0.2904,NO
0.2874,0.6631,YES
0.0798,0.3014,NO
0.0364,0.2331,NO
0.2475,1.0,YES
0.2794,1.0,YES
0.2232,0.5589,YES
0.2213,0.6382,YES
0.1233,0.3014,NO
0.0474,0.3014,NO
0.2799,1.0,YES
0.2328,0.5755,NO
0.2608,1.0,YES
0.1095,0.6231,NO
0.2365,0.3581,NO
0.2061,0.3525,NO
0.2048,0.2893,NO
0.0456,0.2331,NO
0.1795,1.0,YES
0.0442,0.2627,NO
0.27,1.0,YES
0.1224,0.304,NO
0.1913,1.0,YES
0.2397,0.5117,NO
0.2111,0.6083,NO
0.2935,0.6231,NO
0.1155,0.6231,NO
0.243,1.0,YES
0.1959,0.6083,NO
0.198,1.0,YES
0.1636,0.0347,NO
0.1646,0.1504,NO
0.3881,1.0,YES
0.1762,0.2238,NO
0.1649,0.2298,NO
0.4197,1.0,YES
0.1681,0.3016,NO
0.153,0.1058,NO
0.4738,1.0,YES
0.159,0.1689,NO
0.493,0.7795,YES
0.1456,0.1436,NO
0.2244,0.1213,NO
0.1542,0.3191,NO
0.1277,0.1542,NO
0.1775,0.1229,NO
0.2106,0.3158,NO
0.1654,0.0902,NO
0.3557,0.516,NO
0.0902,0.1013,NO
0.2663,0.2396,NO
0.2218,0.0339,NO
0.1764,0.2604,NO
0.3901,0.0409,NO
0.21600000000000003,0.0409,NO
0.402,0.7795,YES
0.3584,0.3979,NO
0.3239,0.7795,YES
0.0467,0.2522,NO
0.0184,0.1184,NO
0.0544,0.2445,YES
0.1967,1.0,YES
0.1251,0.6940000000000001,YES
0.0526,0.2909,YES
0.0389,0.2651,NO
0.0098,0.1148,NO
0.1204,0.2445,YES
0.1152,0.1268,NO
0.0434,0.2445,YES
0.0994,0.1087,NO
0.171,0.21,NO
0.1733,0.2644,NO
0.1785,0.1697,NO
0.0632,0.1349,NO
0.1652,1.0,YES
0.0614,0.1216,NO
0.1533,1.0,YES
0.1347,0.1387,NO
0.1212,1.0,YES
0.015,0.1827,NO
0.0714,0.1827,NO
0.0698,0.1471,NO
0.035,0.1827,NO
0.0672,0.2445,YES
0.0378,0.1442,NO
0.0637,0.2445,YES
0.3024,1.0,YES
0.0482,1.0,YES
0.3634,0.3389,NO
0.1548,0.3389,NO
0.1459,0.1894,NO
0.1506,0.2796,NO
0.2394,1.0,YES
0.3693,1.0,YES
0.1404,0.3389,NO
0.0758,0.2151,NO
0.1517,0.3389,NO
0.067,0.2457,NO
0.2131,0.3471,NO
0.16,0.3133,NO
0.1446,0.2623,NO
0.0844,1.0,YES
0.095,0.1922,NO
0.2419,1.0,YES
0.026000000000000002,0.2045,NO
0.2985,1.0,YES
0.0377,0.1607,NO
0.102,0.2808,NO
0.0927,0.2808,NO
0.1259,0.2457,NO
0.1193,0.2808,NO
0.2177,0.3389,NO
0.15,0.2273,NO
0.0996,0.3389,NO
0.0839,0.3009,NO
0.0672,0.1504,NO
0.3068,1.0,YES
0.1154,0.5502,YES
0.0802,0.3075,YES
0.3166,1.0,YES
0.0868,0.4024,NO
0.0677,0.1358,NO
0.5456,1.0,YES
0.0938,0.201,NO
0.3771,1.0,YES
0.0765,0.1578,NO
0.3042,0.3448,NO
0.1867,0.474,NO
0.2024,0.2606,NO
0.084,0.1555,NO
0.1127,0.4729,YES
0.0773,0.2682,NO
0.3002,0.516,YES
0.0821,0.1673,NO
0.1969,0.4729,YES
0.1353,0.1332,NO
0.0942,0.2604,NO
0.3023,0.6069,NO
0.1177,0.2244,NO
0.2966,1.0,YES
0.2621,0.578,NO
0.3631,1.0,YES
0.1178,0.2411,NO
0.0474,0.2411,NO
0.4277,1.0,YES
0.2214,0.6385,YES
0.2007,0.3568,YES
0.2467,1.0,YES
0.2192,0.3016,NO
0.1165,0.2465,NO
0.3035,1.0,YES
0.1886,0.3092,NO
0.2922,1.0,YES
0.1088,0.5579999999999999,NO
0.2277,0.2976,NO
0.1763,0.474,NO
0.1744,0.2404,NO
0.0948,0.2465,NO
0.152,0.3273,YES
0.0882,0.2465,NO
0.2267,0.516,YES
0.1968,0.2465,NO
0.1574,0.3073,YES
0.2134,0.2815,NO
0.1846,0.3611,NO
0.3004,0.5579999999999999,NO
0.1322,0.5579999999999999,NO
0.3039,1.0,YES
0.2341,0.5104,NO
0.2137,1.0,YES
0.1342,0.3011,NO
0.1099,0.1531,NO
0.526,1.0,YES
0.1623,1.0,YES
0.1996,0.5589,YES
0.3297,1.0,YES
0.22699999999999998,0.4024,NO
0.1622,0.1845,NO
0.3372,1.0,YES
0.1102,0.3543,NO
0.3901,1.0,YES
0.1022,0.4318,NO
0.1483,0.3031,NO
0.0862,0.474,NO
0.0629,0.18,NO
0.2034,0.184,NO
0.1682,0.5239,YES
0.1975,0.2682,NO
0.3422,0.6036,YES
0.1773,0.304,NO
0.2514,0.5239,YES
0.1754,0.2958,NO
0.1301,0.462,NO
0.3619,0.6069,NO
0.1715,0.4318,NO
0.3452,1.0,YES
0.3259,0.578,NO
0.258,1.0,YES
0.0709,0.3011,NO
0.0732,0.1451,NO
0.3094,1.0,YES
0.1091,1.0,YES
0.0665,0.5589,YES
0.2941,0.9648,YES
0.0664,0.2909,NO
0.0556,0.1327,NO
0.5229,1.0,YES
0.1003,0.1741,NO
0.3604,1.0,YES
0.08800000000000001,0.1578,NO
0.2859,0.3031,NO
0.1263,0.474,NO
0.1497,0.2165,NO
0.1047,0.1347,NO
0.1031,0.4942,YES
0.1016,0.1767,NO
0.3066,0.6036,YES
0.0639,0.304,NO
0.2147,0.4733,YES
0.1277,0.0171,NO
0.0813,0.462,NO
0.3135,0.3582,NO
0.1095,0.2244,NO
0.302,1.0,YES
0.2369,0.4951,NO
0.4263,1.0,YES
0.1151,0.1918,NO
0.0905,0.0389,NO
0.1028,0.44299999999999995,YES
0.3566,1.0,YES
0.2651,0.5962,YES
0.1542,0.2827,YES
0.094,0.1901,NO
0.0554,0.1881,NO
0.2037,0.44299999999999995,YES
0.1971,0.2442,NO
0.1126,0.44299999999999995,YES
0.1418,0.2093,NO
0.2488,0.293,NO
0.2731,0.271,NO
0.2523,0.2224,NO
0.1698,0.1881,NO
0.2266,1.0,YES
0.1648,0.1881,NO
0.2745,1.0,YES
0.1508,0.1881,NO
0.2653,1.0,YES
0.1206,0.3519,NO
0.1613,0.3519,NO
0.1611,0.1815,NO
0.1018,0.3519,NO
0.152,0.44299999999999995,YES
0.1186,0.1779,NO
0.1207,0.44299999999999995,YES
0.1201,0.1839,NO
0.10300000000000001,0.0743,NO
0.254,0.6109,YES
0.3285,1.0,YES
0.3624,1.0,YES
0.2593,0.4937,YES
0.0981,0.3189,NO
0.0792,0.0935,NO
0.2917,0.6109,YES
0.1836,0.3268,NO
0.3039,0.6109,YES
0.1342,0.3984,NO
0.1448,0.1852,NO
0.1036,0.42,NO
0.0702,0.1003,NO
0.1825,0.1493,NO
0.2937,1.0,YES
0.1772,0.1393,NO
0.5728,1.0,YES
0.0892,0.1857,NO
0.4594,0.8013,YES
0.1677,0.2729,NO
0.1461,0.4291,NO
0.2985,0.3583,NO
0.1348,0.3984,NO
0.2479,0.6109,YES
0.2298,0.3512,NO
0.2345,0.6109,YES
0.08900000000000001,0.3471,NO
0.0394,0.0461,NO
0.1381,0.2636,NO
0.2108,0.0954,NO
0.0676,0.1867,NO
0.0957,0.3341,NO
0.0963,0.3816,NO
0.0435,0.0454,NO
0.2592,0.4576,NO
0.1291,0.1961,NO
0.0785,0.3341,NO
0.1052,0.1636,NO
0.4225,0.8209,YES
0.3368,0.7411,YES
0.3938,0.6204,YES
0.0766,0.0554,NO
0.0711,0.1094,NO
0.0797,0.1142,NO
0.0531,0.1838,NO
0.1551,0.1704,NO
0.077,0.1962,NO
0.0463,0.2363,NO
0.0745,0.3202,NO
0.1014,0.2053,NO
0.0541,0.2363,NO
0.1685,0.3341,NO
0.0541,0.1705,NO
0.2105,0.4784,NO
0.1239,1.0,YES
0.289,1.0,YES
0.2752,0.1043,NO
0.1653,0.1107,NO
0.0814,0.1236,NO
0.0623,0.2004,NO
0.32899999999999996,1.0,YES
0.1249,1.0,YES
0.0968,0.0981,NO
0.1519,0.158,NO
0.0533,0.16699999999999998,NO
0.1784,0.1468,NO
0.1661,0.2127,NO
0.1504,0.3082,NO
0.1562,0.1608,NO
0.3075,1.0,YES
0.0597,0.1922,NO
0.1815,1.0,YES
0.0336,0.14,NO
0.3735,1.0,YES
0.0877,0.1607,NO
0.1163,0.1218,NO
0.0418,0.2104,NO
0.1354,0.1522,NO
0.0948,0.1468,NO
0.1407,0.228,NO
0.0821,0.2142,NO
0.0894,0.16699999999999998,NO
0.0416,0.1934,NO
0.0131,0.0804,NO
0.1203,0.6207,YES
0.2886,1.0,YES
0.2879,1.0,YES
0.1294,0.3961,YES
0.0498,0.3189,NO
0.0139,0.1526,NO
0.1999,0.6207,YES
0.1109,0.2629,NO
0.1389,0.6207,YES
0.0996,0.15,NO
0.1977,0.3029,NO
0.1726,0.42,NO
0.1805,0.2447,NO
0.0204,0.1526,NO
0.2123,1.0,YES
0.0198,0.1669,NO
0.3536,1.0,YES
0.1039,0.1887,NO
0.2827,1.0,YES
0.0426,0.1371,NO
0.0387,0.4291,NO
0.1228,0.4471,NO
0.0373,0.15,NO
0.1359,0.6207,YES
0.0808,0.4382,NO
0.1119,0.6207,YES
0.3458,1.0,YES
0.0264,1.0,YES
0.3473,0.275,NO
0.1555,0.275,NO
0.0906,0.2043,NO
0.107,0.2011,NO
0.226,1.0,YES
0.4184,1.0,YES
0.1111,0.275,NO
0.1017,0.1611,NO
0.09699999999999999,0.275,NO
0.1058,0.2011,NO
0.1741,0.1394,NO
0.1373,0.3082,NO
0.132,0.0587,NO
0.1138,1.0,YES
0.0766,0.2043,NO
0.3242,1.0,YES
0.0297,0.2043,NO
0.3407,1.0,YES
0.0387,0.1607,NO
0.0621,0.2321,NO
0.076,0.2321,NO
0.1266,0.2011,NO
0.0726,0.2321,NO
0.192,0.275,NO
0.1128,0.2142,NO
0.0813,0.275,NO
0.1238,0.3496,NO
0.0659,0.2155,NO
0.0991,0.2287,NO
0.2168,0.5644,NO
0.0941,0.2813,NO
0.1226,0.2193,NO
0.0797,0.4164,NO
0.0869,0.2582,NO
0.1921,0.2267,NO
0.2119,0.9462,YES
0.0845,0.4964,NO
0.1963,1.0,YES
0.24100000000000002,0.2977,NO
0.263,0.3824,NO
0.2504,0.225,NO
0.1414,0.3282,NO
0.0983,0.4327,NO
0.1658,0.2582,NO
0.1333,0.3844,NO
0.2072,0.2582,NO
0.1519,0.3438,NO
0.1227,0.83,YES
0.1324,1.0,YES
0.1581,1.0,YES
0.1927,1.0,YES
0.1378,0.314,NO
0.09699999999999999,1.0,YES
0.11900000000000001,0.3251,NO
0.3612,1.0,YES
0.0488,1.0,YES
0.2823,0.2331,NO
