DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_LSA_30,Associated
0.0737,0.1503,NO
0.0652,0.2626,NO
0.1144,0.0644,NO
0.2164,0.3384,NO
0.0671,0.1965,NO
0.0906,0.1415,NO
0.0589,0.2626,NO
0.0679,0.1058,NO
0.1689,0.2186,NO
0.2469,1.0,YES
0.0616,0.0992,NO
0.33799999999999997,1.0,YES
0.2427,0.3126,NO
0.2231,0.3391,NO
0.2223,0.3391,NO
0.1142,0.2626,NO
0.0706,0.2942,NO
0.1109,0.2626,NO
0.0747,0.1949,NO
0.2179,0.2626,NO
0.1147,0.0791,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1192,NO
0.0716,1.0,YES
0.1205,0.2183,NO
0.1072,0.9432,YES
0.2444,1.0,YES
0.3362,0.2853,NO
0.1579,0.3639,NO
0.1148,0.27899999999999997,NO
0.1112,0.3639,NO
0.3947,1.0,YES
0.0957,0.9202,YES
0.1364,0.3639,NO
0.1056,0.2082,NO
0.0981,0.3639,NO
0.1058,0.2082,NO
0.1797,0.3658,NO
0.1526,0.397,NO
0.1551,0.397,NO
0.2811,1.0,YES
0.0766,0.2735,NO
0.1126,1.0,YES
0.0341,0.3639,NO
0.3399,1.0,YES
0.0412,0.3639,NO
0.1212,0.2082,NO
0.0769,0.2082,NO
0.1235,0.1987,NO
0.0802,0.2082,NO
0.1903,0.2853,NO
0.1119,0.2082,NO
0.1008,0.3639,NO
0.0886,0.1503,NO
0.1534,0.1062,NO
0.1331,0.1827,NO
0.2865,0.3076,NO
0.1512,0.3076,NO
0.1666,0.3329,NO
0.1465,0.2072,NO
0.0509,0.0976,NO
0.2187,0.2357,NO
0.4574,1.0,YES
0.1603,0.1539,NO
0.2015,1.0,YES
0.205,0.1236,NO
0.2168,0.1532,NO
0.2136,0.1275,NO
0.1919,0.1057,NO
0.1533,0.3076,NO
0.1268,0.2774,NO
0.1947,0.3757,NO
0.1755,0.1843,NO
0.2202,0.185,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,0.9611,YES
0.1771,1.0,YES
0.1659,0.2544,NO
0.1927,1.0,YES
0.1251,0.1932,NO
0.1303,0.6166,YES
0.1814,1.0,YES
0.3356,0.3731,NO
0.1662,0.6805,NO
0.1507,0.5217,NO
0.1441,0.6805,NO
0.3435,1.0,YES
0.1243,0.6166,YES
0.1731,0.6805,NO
0.0952,0.1717,NO
0.1364,0.6805,NO
0.0887,0.1225,NO
0.2289,0.7376,NO
