DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_40,Associated
0.0737,0.667,NO
0.0652,0.6201,NO
0.1144,1.2456,NO
0.2164,1.0532,NO
0.0671,1.1356,NO
0.0906,1.4158,NO
0.0589,1.3043,NO
0.0679,0.8342,NO
0.1689,1.5677,NO
0.2469,3.2183,YES
0.0616,1.3037,NO
0.33799999999999997,1.5687,YES
0.2427,1.4449,NO
0.2231,0.8608,NO
0.2223,0.9119,NO
0.1142,0.7712,NO
0.0706,1.043,NO
0.1109,0.8226,NO
0.0747,0.5687,NO
0.2179,0.7628,NO
0.1147,1.1061,NO
0.0779,2.4716,YES
0.0804,3.4931,YES
0.1668,3.2057,YES
0.24,2.8136,YES
0.1573,1.0059,NO
0.0716,2.6208,YES
0.1205,0.9721,NO
0.1072,2.2609,YES
0.2444,1.2034,YES
0.3362,0.7898,NO
0.1579,1.247,NO
0.1148,0.4838,NO
0.1112,1.0238,NO
0.3947,2.5945,YES
0.0957,2.8127,YES
0.1364,0.9536,NO
0.1056,0.612,NO
0.0981,0.9609,NO
0.1058,0.1239,NO
0.1797,0.8529,NO
0.1526,1.0406,NO
0.1551,0.431,NO
0.2811,1.6588,YES
0.0766,0.7795,NO
0.1126,2.4514,YES
0.0341,0.6359,NO
0.3399,2.2835,YES
0.0412,0.7225,NO
0.1212,0.4169,NO
0.0769,0.512,NO
0.1235,0.1367,NO
0.0802,0.2362,NO
0.1903,1.354,NO
0.1119,0.0281,NO
0.1008,0.9291,NO
0.0886,0.6098,NO
0.1534,0.5327,NO
0.1331,1.6138,NO
0.2865,1.0469,NO
0.1512,1.3134,NO
0.1666,1.3214,NO
0.1465,0.9622,NO
0.0509,0.7026,NO
0.2187,1.7085,NO
0.4574,3.2256,YES
0.1603,1.413,NO
0.2015,1.3838,YES
0.205,0.6892,NO
0.2168,0.37200000000000005,NO
0.2136,0.2089,NO
0.1919,0.7268,NO
0.1533,1.0848,NO
0.1268,0.7446,NO
0.1947,0.5461,NO
0.1755,0.7216,NO
0.2202,0.8059999999999999,NO
0.4465,2.5812,YES
0.4252,3.5218,YES
0.3653,3.0751,YES
0.1771,2.7322,YES
0.1659,0.7618,NO
0.1927,2.6462,YES
0.1251,1.218,NO
0.1303,1.7808,YES
0.1814,1.1266,YES
0.3356,1.2368,NO
0.1662,1.4019,NO
0.1507,0.905,NO
0.1441,1.3951,NO
0.3435,2.3133,YES
0.1243,2.2767,YES
0.1731,1.1016,NO
0.0952,0.7754,NO
0.1364,1.0364,NO
0.0887,0.1543,NO
0.2289,0.6067,NO
0.2088,0.5762,NO
0.2075,0.1936,NO
0.1923,1.4164,YES
0.0927,1.2754,NO
0.0821,1.6834,YES
0.0311,0.7544,NO
0.3081,1.9191,YES
0.0406,0.8418,NO
0.1251,0.6807,NO
0.091,0.7292,NO
0.11800000000000001,0.3275,NO
0.1053,0.5215,NO
0.2201,1.3384,NO
0.1351,0.2249,NO
0.1328,1.1952,NO
0.0724,1.061,NO
0.0244,0.5083,NO
0.1404,1.889,YES
0.3348,3.4847,YES
0.2937,3.2372,YES
0.14300000000000002,2.0926,YES
0.0826,1.2379,NO
0.013000000000000001,0.4922,NO
0.2103,2.1575,YES
0.1395,0.9205,NO
0.1325,1.9609,YES
0.1443,0.5544,NO
0.2165,1.1007,NO
0.1934,0.6199,NO
0.1934,0.3823,NO
0.0572,0.4221,NO
0.2318,3.6763,YES
0.0556,0.5503,NO
0.3609,2.8827,YES
0.1417,0.6973,NO
0.255,3.0676,YES
0.0522,0.7634,NO
0.0677,1.4493,NO
0.1439,0.6556,NO
0.0494,0.9308,NO
0.1715,1.9538,YES
0.0964,0.9884,NO
0.1343,1.5825,YES
0.1544,0.7278,NO
0.0732,0.5676,NO
0.1975,1.8593,NO
0.2582,1.4419,NO
0.1977,1.9173,NO
0.1701,1.6581,NO
0.1684,1.3295,NO
0.1225,0.8759,NO
0.1458,2.4991,NO
0.4028,3.4159,YES
0.1577,1.643,NO
0.2904,1.4883,YES
0.1987,1.3609,NO
0.1756,0.4661,NO
0.1689,0.5898,NO
0.054000000000000006,0.7325,NO
0.1469,1.8211,NO
0.0547,0.9812,NO
0.1082,1.0211,NO
0.2019,0.9148,NO
0.1293,1.2922,NO
0.3897,2.7454,YES
0.3612,4.0983,YES
0.2791,3.4163,YES
0.2894,3.4319,YES
0.2226,1.1422,NO
0.1753,2.924,YES
0.0979,1.3994,NO
0.0985,0.7221,NO
0.0774,0.2973,NO
0.1069,1.2559,YES
0.3647,2.5899,YES
0.2531,2.3077,YES
0.1331,1.2619,YES
0.0885,0.9379,NO
0.0604,0.1555,NO
0.2068,1.3851,YES
0.2598,1.0821,NO
0.106,1.2476,YES
0.1459,0.4807,NO
0.2252,0.9297,NO
0.2571,0.5523,NO
0.2375,0.6432,NO
0.1453,0.2902,NO
0.2245,2.475,YES
0.141,0.2976,NO
0.2623,2.0309,YES
0.142,0.3668,NO
0.2555,2.2526,YES
0.2049,0.8440000000000001,NO
0.2206,1.3006,NO
0.2228,0.8581,NO
0.1032,0.6495,NO
0.1461,1.2246,YES
0.1116,0.8683,NO
0.1326,0.8112,YES
0.1415,0.4744,NO
0.0745,0.3167,NO
0.2381,2.1245,NO
0.19,1.2712,NO
0.1547,1.8065,NO
0.1997,1.7995,NO
0.1653,0.7065,NO
0.1536,0.2369,NO
0.1999,2.2389,NO
0.1989,4.0014,YES
0.2045,1.8794,NO
0.2447,1.7395,YES
0.2519,1.3823,NO
0.2036,0.6272,NO
0.2033,0.8199,NO
0.0533,0.3762,NO
0.105,1.7072,NO
0.055999999999999994,0.5939,NO
0.1113,1.0589,NO
0.2256,0.3777,NO
0.0989,1.1212,NO
0.1879,3.2001,YES
0.1445,4.2101,YES
0.1901,3.9613,YES
0.3108,3.5642,YES
0.2405,1.2913,NO
0.1657,3.1325,YES
0.1331,1.474,NO
0.0949,0.4574,NO
0.1339,0.4474,NO
0.22399999999999998,1.6404,NO
0.1967,1.1486,NO
0.1436,1.4447,NO
0.2079,1.1746,NO
0.1339,0.8792,NO
0.0967,0.5291,NO
0.2198,1.9616,NO
0.3428,3.4810000000000003,YES
0.2344,1.7178,NO
0.1736,1.6251,YES
0.1331,1.0932,NO
0.0735,0.4421,NO
0.0647,0.321,NO
0.204,0.6588,NO
0.1327,1.2613,NO
0.1655,0.7089,NO
0.31,0.8284,NO
0.1309,0.5415,NO
0.2819,0.9877,NO
0.4042,2.8405,YES
0.3296,3.9225,YES
0.4941,3.6296,YES
0.1783,3.1339,YES
0.193,0.8651,NO
0.2673,3.1379,YES
0.1726,1.2955,NO
0.1439,0.6081,NO
0.0769,0.5769,NO
0.1953,2.2274,NO
0.2342,1.3739,NO
0.2047,1.9103,NO
0.1823,1.7647,NO
0.1684,1.0186,NO
0.1204,0.5122,NO
0.1751,2.5988,NO
0.3579,3.6889,YES
0.1828,1.9713,NO
0.2083,1.6136,YES
