DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_44,Associated
0.0737,0.251,NO
0.0652,0.2272,NO
0.1144,0.0878,NO
0.2164,0.2937,NO
0.0671,0.6042,NO
0.0906,0.5796,NO
0.0589,0.4082,NO
0.0679,0.3166,NO
0.1689,0.4113,NO
0.2469,1.6299,YES
0.0616,0.1139,NO
0.33799999999999997,1.2025,YES
0.2427,0.3275,NO
0.2231,0.3094,NO
0.2223,0.1287,NO
0.1142,0.3084,NO
0.0706,0.6159,NO
0.1109,0.2716,NO
0.0747,0.5859,NO
0.2179,0.2223,NO
0.1147,0.5549,NO
0.0779,0.9351,YES
0.0804,1.464,YES
0.1668,1.8593,YES
0.24,0.825,YES
0.1573,0.2678,NO
0.0716,1.0524,YES
0.1205,0.1778,NO
0.1072,1.6194,YES
0.2444,2.0975,YES
0.3362,0.4293,NO
0.1579,0.3841,NO
0.1148,0.5821,NO
0.1112,0.7187,NO
0.3947,2.3002,YES
0.0957,2.0785,YES
0.1364,0.4765,NO
0.1056,0.44,NO
0.0981,0.6813,NO
0.1058,0.2944,NO
0.1797,0.3034,NO
0.1526,0.502,NO
0.1551,0.1997,NO
0.2811,2.1819,YES
0.0766,0.5968,NO
0.1126,2.4609,YES
0.0341,0.446,NO
0.3399,2.3199,YES
0.0412,0.5834,NO
0.1212,0.2951,NO
0.0769,0.3802,NO
0.1235,0.5935,NO
0.0802,0.2948,NO
0.1903,0.9168,NO
0.1119,0.462,NO
0.1008,0.7599,NO
0.0886,0.336,NO
0.1534,0.4096,NO
0.1331,0.5249,NO
0.2865,0.8407,NO
0.1512,0.8187,NO
0.1666,1.0967,NO
0.1465,0.5618,NO
0.0509,0.2526,NO
0.2187,0.6846,NO
0.4574,2.489,YES
0.1603,0.6914,NO
0.2015,1.5446,YES
0.205,0.5606,NO
0.2168,0.4495,NO
0.2136,0.2219,NO
0.1919,0.5195,NO
0.1533,1.1587,NO
0.1268,0.4911,NO
0.1947,1.139,NO
0.1755,0.4225,NO
0.2202,0.9347,NO
0.4465,2.0046,YES
