DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_61,Associated
0.0737,0.1647,NO
0.0652,0.0833,NO
0.1144,0.3994,NO
0.2164,0.3984,NO
0.0671,0.2521,NO
0.0906,0.2977,NO
0.0589,0.0805,NO
0.0679,0.1217,NO
0.1689,0.2928,NO
0.2469,1.4697,YES
0.0616,0.3434,NO
0.33799999999999997,0.675,YES
0.2427,0.0544,NO
0.2231,0.3006,NO
0.2223,0.0748,NO
0.1142,0.2826,NO
0.0706,0.159,NO
0.1109,0.2985,NO
0.0747,0.2331,NO
0.2179,0.2254,NO
0.1147,0.1894,NO
0.0779,0.4051,YES
0.0804,0.6491,YES
0.1668,1.4047,YES
0.24,0.3409,YES
0.1573,0.4343,NO
0.0716,0.5923,YES
0.1205,0.3389,NO
0.1072,0.8982,YES
0.2444,0.4449,YES
0.3362,0.64,NO
0.1579,0.3412,NO
0.1148,0.2789,NO
0.1112,0.6871,NO
0.3947,0.8263,YES
0.0957,0.5818,YES
0.1364,0.4114,NO
0.1056,0.321,NO
0.0981,0.3543,NO
0.1058,0.3129,NO
0.1797,0.4172,NO
0.1526,0.3457,NO
0.1551,0.1118,NO
0.2811,2.0679,YES
0.0766,0.2941,NO
0.1126,1.389,YES
0.0341,0.3302,NO
0.3399,2.1025,YES
0.0412,0.4006,NO
0.1212,0.1219,NO
0.0769,0.1379,NO
0.1235,0.3513,NO
0.0802,0.081,NO
0.1903,0.6784,NO
0.1119,0.4078,NO
0.1008,0.3674,NO
0.0886,0.4375,NO
0.1534,0.1869,NO
0.1331,0.9690000000000001,NO
0.2865,0.7202,NO
0.1512,0.6091,NO
0.1666,1.0315,NO
0.1465,0.1871,NO
0.0509,0.1393,NO
0.2187,0.7918,NO
0.4574,2.7473,YES
0.1603,0.9185,NO
0.2015,1.8519,YES
0.205,0.2948,NO
0.2168,0.6426,NO
0.2136,0.1684,NO
0.1919,0.5794,NO
0.1533,1.0458,NO
0.1268,0.4823,NO
0.1947,0.904,NO
0.1755,0.3338,NO
0.2202,0.4104,NO
0.4465,0.9443,YES
0.4252,1.7773,YES
0.3653,1.9208,YES
0.1771,0.5188,YES
0.1659,0.8229,NO
0.1927,2.3879,YES
0.1251,0.7014,NO
0.1303,1.2264,YES
0.1814,1.1014,YES
0.3356,0.3621,NO
0.1662,0.2447,NO
0.1507,0.1138,NO
0.1441,0.3773,NO
0.3435,1.16,YES
0.1243,1.1033,YES
0.1731,0.4075,NO
0.0952,0.5578,NO
0.1364,0.3882,NO
0.0887,0.414,NO
0.2289,0.259,NO
0.2088,0.3737,NO
0.2075,0.0957,NO
0.1923,0.6842,YES
0.0927,0.1508,NO
0.0821,1.3145,YES
0.0311,0.0917,NO
0.3081,0.8013,YES
0.0406,0.1733,NO
0.1251,0.1775,NO
0.091,0.2469,NO
0.11800000000000001,0.5176,NO
0.1053,0.1081,NO
0.2201,0.4392,NO
0.1351,0.3543,NO
0.1328,0.2776,NO
0.0724,0.3545,NO
0.0244,0.0843,NO
0.1404,1.8636,YES
0.3348,2.2252,YES
0.2937,1.7215,YES
0.14300000000000002,1.5601,YES
0.0826,0.3667,NO
0.013000000000000001,0.1086,NO
0.2103,1.5936,YES
0.1395,0.2058,NO
0.1325,1.599,YES
0.1443,0.2189,NO
0.2165,0.2589,NO
0.1934,0.3692,NO
0.1934,0.1846,NO
0.0572,0.4516,NO
0.2318,2.8575,YES
0.0556,0.2211,NO
0.3609,2.4012,YES
0.1417,0.3548,NO
0.255,2.202,YES
0.0522,0.2072,NO
0.0677,0.5246,NO
0.1439,0.5809,NO
0.0494,0.1716,NO
0.1715,1.1358,YES
0.0964,0.4924,NO
0.1343,0.8240000000000001,YES
0.1544,0.6268,NO
0.0732,0.3689,NO
0.1975,0.9918,NO
0.2582,0.7518,NO
0.1977,0.6143,NO
0.1701,1.1991,NO
0.1684,0.4069,NO
0.1225,0.3585,NO
0.1458,0.8596,NO
0.4028,2.7957,YES
0.1577,0.9546,NO
0.2904,1.8993,YES
0.1987,0.4603,NO
0.1756,0.6989,NO
0.1689,0.2154,NO
0.054000000000000006,0.5269,NO
0.1469,0.9407,NO
0.0547,0.7419,NO
0.1082,0.7659,NO
0.2019,0.33299999999999996,NO
0.1293,0.4061,NO
0.3897,0.9761,YES
0.3612,1.7952,YES
0.2791,1.9649,YES
0.2894,0.5363,YES
0.2226,0.8148,NO
0.1753,2.3307,YES
0.0979,0.5439,NO
0.0985,0.325,NO
0.0774,0.1792,NO
0.1069,1.4159,YES
0.3647,1.8068,YES
0.2531,1.0412,YES
0.1331,1.4046,YES
0.0885,0.5038,NO
0.0604,0.1748,NO
0.2068,1.3817,YES
0.2598,0.5111,NO
0.106,1.2613,YES
0.1459,0.4882,NO
0.2252,0.47700000000000004,NO
0.2571,0.6369,NO
0.2375,0.253,NO
0.1453,0.2757,NO
0.2245,1.9203,YES
0.141,0.2903,NO
0.2623,1.8657,YES
0.142,0.2131,NO
0.2555,1.7391,YES
0.2049,0.3362,NO
0.2206,0.5303,NO
0.2228,0.9386,NO
0.1032,0.1844,NO
0.1461,0.6768,YES
0.1116,0.4081,NO
0.1326,0.5511,YES
0.1415,0.3594,NO
0.0745,0.1754,NO
0.2381,0.5555,NO
0.19,0.7475,NO
0.1547,0.7040000000000001,NO
0.1997,0.6846,NO
0.1653,0.1048,NO
0.1536,0.1466,NO
0.1999,0.597,NO
0.1989,3.1865,YES
0.2045,0.7521,NO
0.2447,1.7876,YES
0.2519,0.3928,NO
0.2036,0.5732,NO
0.2033,0.1896,NO
0.0533,0.3798,NO
0.105,0.7154,NO
0.055999999999999994,0.3712,NO
0.1113,0.7178,NO
0.2256,0.1461,NO
0.0989,0.4306,NO
0.1879,0.9303,YES
0.1445,1.7842,YES
0.1901,2.0859,YES
0.3108,0.6211,YES
0.2405,0.6646,NO
0.1657,2.3532,YES
0.1331,0.46399999999999997,NO
0.0949,0.4683,NO
0.1339,0.19899999999999998,NO
0.22399999999999998,1.1015,NO
0.1967,0.5796,NO
0.1436,0.6385,NO
0.2079,1.2201,NO
0.1339,0.2085,NO
0.0967,0.1116,NO
0.2198,0.9214,NO
0.3428,2.81,YES
0.2344,0.9942,NO
0.1736,2.3146,YES
0.1331,0.2773,NO
0.0735,0.5939,NO
0.0647,0.1537,NO
0.204,0.4147,NO
0.1327,0.8268,NO
0.1655,0.4282,NO
0.31,0.6435,NO
0.1309,0.2054,NO
0.2819,0.3032,NO
0.4042,1.1063,YES
0.3296,1.9546,YES
0.4941,2.2589,YES
0.1783,0.5483,YES
0.193,0.897,NO
0.2673,2.4022,YES
0.1726,0.6829999999999999,NO
0.1439,0.4895,NO
0.0769,0.1632,NO
0.1953,0.6499,NO
0.2342,0.4986,NO
0.2047,0.5844,NO
0.1823,0.8229,NO
0.1684,0.1389,NO
0.1204,0.2039,NO
0.1751,0.6093,NO
0.3579,2.8115,YES
0.1828,0.7738,NO
0.2083,2.3775,YES
0.2252,0.3079,NO
0.2041,0.6549,NO
0.2007,0.2103,NO
0.0498,0.4151,NO
0.1415,0.7888,NO
0.0515,0.5069,NO
0.1207,0.5314,NO
0.1912,0.3124,NO
0.14,0.1481,NO
0.4038,1.0279,YES
0.3494,1.5082,YES
0.2799,2.6765,YES
0.2675,0.5923,YES
0.2206,0.6236,NO
0.2003,1.7446,YES
0.1168,0.4704,NO
0.0727,0.4311,NO
0.0714,0.1601,NO
0.10800000000000001,0.6723,NO
0.2886,0.6205,NO
0.1427,0.7544,NO
0.0855,0.9072,NO
0.0605,0.1846,NO
0.0532,0.1865,NO
0.1421,0.5745,NO
0.4397,2.6637,YES
0.0607,0.7582,NO
0.2347,1.9186,YES
0.2118,0.3157,NO
0.2048,0.5898,NO
0.2045,0.2032,NO
0.0849,0.5387,NO
0.1035,0.871,NO
0.0824,0.4321,NO
0.0975,0.654,NO
0.1702,0.4004,NO
0.1518,0.4185,NO
0.3372,0.8566,YES
0.3303,1.345,YES
0.314,2.1716,YES
0.1257,0.574,YES
0.1375,0.6837,NO
0.1128,1.7676,YES
0.099,0.3519,NO
0.1069,0.8001,NO
0.0451,0.2757,NO
0.5095,3.6691,YES
0.1431,0.5279,YES
0.1227,0.4853,YES
0.2847,2.835,YES
0.2237,0.7458,NO
0.1065,0.2346,NO
0.3266,2.8271,YES
0.0974,0.752,NO
0.3289,2.4908,YES
0.1059,0.434,NO
0.2131,0.7879999999999999,NO
0.1496,0.5306,NO
0.1474,0.3156,NO
0.0902,0.3496,NO
0.0993,1.8739,YES
0.0875,0.5175,NO
0.2369,0.8712,YES
0.2129,0.3759,NO
0.1321,0.8047,YES
0.1271,0.6055,NO
0.08,0.469,NO
0.3025,1.2102,NO
0.12,0.3401,NO
0.3399,2.4141,YES
0.2516,1.1092,NO
0.2081,2.5166,YES
0.1799,0.2522,NO
0.1547,0.0697,NO
0.3595,1.5521,YES
0.2156,0.2171,NO
0.1535,0.1416,NO
